4886    , -79089.4    , array([ 0.744604   ,  2.92594    ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4887    , -79089.4    , array([ 0.744604   ,  2.92594    ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4888    , -79089.4    , array([ 1.7446     ,  2.92594    ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4890    , -79089.4    , array([ 0.744604   ,  2.92594    ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4891    , -79089.4    , array([ 0.12657    ,  2.92594    ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4893    , -79089.4    , array([ 0.435587   ,  2.92594    ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4895    , -79089.4    , array([ 0.244604   ,  2.92594    ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4896    , -79089.4    , array([ 0.0708422  ,  2.92594    ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4897    , -79089.4    , array([ 0.0364003  ,  2.92594    ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4898    , -79089.4    , array([ 0.0151141  ,  2.92594    ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4900    , -79089.4    , array([ 0.0232447  ,  2.92594    ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4901    , -79089.4    , array([ 0.0151141  ,  2.92594    ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4902    , -79089.4    , array([ 0.0151141  ,  3.92594    ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4903    , -79089.4    , array([ 0.0151141  ,  1.3079     ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4905    , -79089.4    , array([ 0.0151141  ,  1.3079     ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4906    , -79089.4    , array([ 0.0151141  ,  0.307905   ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4908    , -79089.4    , array([ 0.0151141  ,  0.807905   ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4909    , -79089.4    , array([ 0.0151141  ,  0.0718365  ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4911    , -79089.4    , array([ 0.0151141  ,  0.162006   ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4912    , -79089.4    , array([ 0.0151141  ,  0.0161085  ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4914    , -79089.4    , array([ 0.0151141  ,  0.0161085  ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4915    , -79089.4    , array([ 0.0151141  ,  0.0161085  ,  1.01214    ,  1.45979e-68,  4.9726e-16 ])
4917    , -79089.4    , array([ 0.0151141  ,  0.0161085  ,  0.0121386  ,  1.45979e-68,  4.9726e-16 ])
4919    , -79089.4    , array([ 0.0151141  ,  0.0161085  ,  0.394105   ,  1.45979e-68,  4.9726e-16 ])
4920    , -79089.4    , array([ 0.0151141  ,  0.0161085  ,  0.203122   ,  1.45979e-68,  4.9726e-16 ])
4921    , -79089.4    , array([ 0.0151141  ,  0.0161085  ,  0.10763    ,  1.45979e-68,  4.9726e-16 ])
4922    , -79089.4    , array([ 0.0151141  ,  0.0161085  ,  0.276071   ,  1.45979e-68,  4.9726e-16 ])
