3982    , -2335.37    , array([ 3.10932    ,  0.839737   ,  1.12825e-24,  0.000390689])
3983    , -2335.37    , array([ 3.11243    ,  0.839737   ,  1.12825e-24,  0.000390689])
3984    , -2335.38    , array([ 3.10932    ,  0.840577   ,  1.12825e-24,  0.000390689])
3985    , -2335.37    , array([ 3.10932    ,  0.839737   ,  1.12937e-24,  0.000390689])
3986    , -2335.37    , array([ 3.10932    ,  0.839737   ,  1.12825e-24,  0.00039108 ])
3987    , -2335.37    , array([ 3.10932    ,  0.839737   ,  1.12825e-24,  0.000390689])
3988    , -2317.47    , array([ 3.10932    ,  0.309775   ,  1.12825e-24,  0.00045849 ])
3989    , -2317.47    , array([ 3.10932    ,  0.309775   ,  1.12825e-24,  0.00045849 ])
3990    , -2317.47    , array([ 3.11243    ,  0.309775   ,  1.12825e-24,  0.00045849 ])
3991    , -2317.5     , array([ 3.10932    ,  0.310085   ,  1.12825e-24,  0.00045849 ])
3992    , -2317.47    , array([ 3.10932    ,  0.309775   ,  1.12937e-24,  0.00045849 ])
3993    , -2317.45    , array([ 3.10932    ,  0.309775   ,  1.12825e-24,  0.000458948])
3994    , -1966.73    , array([ 3.10932    ,  0.00573667 ,  1.12825e-24,  0.000869609])
3995    , -1966.73    , array([ 3.10932    ,  0.00573667 ,  1.12825e-24,  0.000869609])
3996    , -1966.73    , array([ 3.11243    ,  0.00573667 ,  1.12825e-24,  0.000869609])
3997    , -1966.06    , array([ 3.10932    ,  0.00574241 ,  1.12825e-24,  0.000869609])
3998    , -1966.73    , array([ 3.10932    ,  0.00573667 ,  1.12937e-24,  0.000869609])
3999    , -1967.37    , array([ 3.10932    ,  0.00573667 ,  1.12825e-24,  0.000870479])
4000    , -2312.34    , array([ 3.10932    ,  0.265737   ,  1.12825e-24,  0.000469911])
4001    , -2312.34    , array([ 3.10932    ,  0.265737   ,  1.12825e-24,  0.000469911])
4002    , -2312.34    , array([ 3.11243    ,  0.265737   ,  1.12825e-24,  0.000469911])
4003    , -2312.37    , array([ 3.10932    ,  0.266003   ,  1.12825e-24,  0.000469911])
4004    , -2312.34    , array([ 3.10932    ,  0.265737   ,  1.12937e-24,  0.000469911])
4005    , -2312.31    , array([ 3.10932    ,  0.265737   ,  1.12825e-24,  0.000470381])
4006    , -1869.26    , array([ 3.10932    ,  0.0165088  ,  1.12825e-24,  0.000733939])
4007    , -1869.26    , array([ 3.10932    ,  0.0165088  ,  1.12825e-24,  0.000733939])
4008    , -1869.26    , array([ 3.11243    ,  0.0165088  ,  1.12825e-24,  0.000733939])
4009    , -1869.48    , array([ 3.10932    ,  0.0165253  ,  1.12825e-24,  0.000733939])
4010    , -1869.26    , array([ 3.10932    ,  0.0165088  ,  1.12937e-24,  0.000733939])
4011    , -1869.05    , array([ 3.10932    ,  0.0165088  ,  1.12825e-24,  0.000734673])
4012    , -1789.37    , array([ 3.10932    ,  0.00983297 ,  1.12825e-24,  0.000797573])
4013    , -1789.37    , array([ 3.10932    ,  0.00983297 ,  1.12825e-24,  0.000797573])
4014    , -1789.37    , array([ 3.11243    ,  0.00983297 ,  1.12825e-24,  0.000797573])
4015    , -1789.36    , array([ 3.10932    ,  0.00984281 ,  1.12825e-24,  0.000797573])
4016    , -1789.37    , array([ 3.10932    ,  0.00983297 ,  1.12937e-24,  0.000797573])
4017    , -1789.36    , array([ 3.10932    ,  0.00983297 ,  1.12825e-24,  0.000798371])
4024    , -1789.37    , array([ 3.10932    ,  0.00983297 ,  1.12825e-24,  0.000797573])
4025    , -1789.37    , array([ 3.10932    ,  0.00983297 ,  1.12825e-24,  0.000797573])
4026    , -1789.37    , array([ 3.11243    ,  0.00983297 ,  1.12825e-24,  0.000797573])
4027    , -1789.36    , array([ 3.10932    ,  0.00984281 ,  1.12825e-24,  0.000797573])
4028    , -1789.37    , array([ 3.10932    ,  0.00983297 ,  1.12937e-24,  0.000797573])
4029    , -1789.36    , array([ 3.10932    ,  0.00983297 ,  1.12825e-24,  0.000798371])
4030    , -1789.37    , array([ 3.10932    ,  0.00983296 ,  1.12825e-24,  0.000797574])
4031    , -1789.37    , array([ 3.10932    ,  0.00983296 ,  1.12825e-24,  0.000797574])
4032    , -1789.37    , array([ 3.11243    ,  0.00983296 ,  1.12825e-24,  0.000797574])
4033    , -1789.36    , array([ 3.10932    ,  0.0098428  ,  1.12825e-24,  0.000797574])
4034    , -1789.37    , array([ 3.10932    ,  0.00983296 ,  1.12937e-24,  0.000797574])
4035    , -1789.36    , array([ 3.10932    ,  0.00983296 ,  1.12825e-24,  0.000798372])
4036    , -2336.8     , array([ 3.10932    ,  0.0014369  ,  1.12825e-24,  0.0354904  ])
4037    , -2336.8     , array([ 3.10932    ,  0.0014369  ,  1.12825e-24,  0.0354904  ])
4038    , -2336.8     , array([ 3.11243    ,  0.0014369  ,  1.12825e-24,  0.0354904  ])
4039    , -2336.8     , array([ 3.10932    ,  0.00143834 ,  1.12825e-24,  0.0354904  ])
4040    , -2336.8     , array([ 3.10932    ,  0.0014369  ,  1.12937e-24,  0.0354904  ])
4041    , -2336.8     , array([ 3.10932    ,  0.0014369  ,  1.12825e-24,  0.0355259  ])
4042    , -1789.71    , array([ 3.10932    ,  0.00969997 ,  1.12825e-24,  0.000819298])
