865     , -1567.89    , array([ 0.731876   ,  0.134021   ,  1.71907e-54,  0.0224162  ])
866     , -1567.89    , array([ 0.732609   ,  0.134021   ,  1.71907e-54,  0.0224162  ])
867     , -1567.65    , array([ 0.731876   ,  0.134155   ,  1.71907e-54,  0.0224162  ])
868     , -1567.89    , array([ 0.731876   ,  0.134021   ,  1.72079e-54,  0.0224162  ])
869     , -1567.8     , array([ 0.731876   ,  0.134021   ,  1.71907e-54,  0.0224386  ])
870     , -1567.89    , array([ 0.731876   ,  0.134021   ,  1.71907e-54,  0.0224162  ])
871     , -1638.66    , array([ 0.731876   ,  0.344064   ,  1.71907e-54,  0.0321997  ])
872     , -1638.66    , array([ 0.731876   ,  0.344064   ,  1.71907e-54,  0.0321997  ])
873     , -1638.66    , array([ 0.732609   ,  0.344064   ,  1.71907e-54,  0.0321997  ])
874     , -1639.22    , array([ 0.731876   ,  0.344408   ,  1.71907e-54,  0.0321997  ])
875     , -1638.66    , array([ 0.731876   ,  0.344064   ,  1.72079e-54,  0.0321997  ])
876     , -1638.19    , array([ 0.731876   ,  0.344064   ,  1.71907e-54,  0.0322319  ])
877     , -1521.01    , array([ 0.731876   ,  0.190447   ,  1.71907e-54,  0.0256556  ])
878     , -1521.01    , array([ 0.731876   ,  0.190447   ,  1.71907e-54,  0.0256556  ])
879     , -1521.01    , array([ 0.732609   ,  0.190447   ,  1.71907e-54,  0.0256556  ])
880     , -1521.13    , array([ 0.731876   ,  0.190638   ,  1.71907e-54,  0.0256556  ])
881     , -1521.01    , array([ 0.731876   ,  0.190447   ,  1.72079e-54,  0.0256556  ])
882     , -1520.68    , array([ 0.731876   ,  0.190447   ,  1.71907e-54,  0.0256812  ])
883     , -1415.96    , array([ 0.731876   ,  0.244225   ,  1.71907e-54,  0.0377761  ])
884     , -1415.96    , array([ 0.731876   ,  0.244225   ,  1.71907e-54,  0.0377761  ])
885     , -1415.96    , array([ 0.732609   ,  0.244225   ,  1.71907e-54,  0.0377761  ])
886     , -1416.2     , array([ 0.731876   ,  0.24447    ,  1.71907e-54,  0.0377761  ])
887     , -1415.96    , array([ 0.731876   ,  0.244225   ,  1.72079e-54,  0.0377761  ])
888     , -1415.52    , array([ 0.731876   ,  0.244225   ,  1.71907e-54,  0.0378139  ])
889     , -1392.19    , array([ 0.731876   ,  0.660472   ,  1.71907e-54,  0.177565   ])
890     , -1392.19    , array([ 0.731876   ,  0.660472   ,  1.71907e-54,  0.177565   ])
891     , -1392.19    , array([ 0.732609   ,  0.660472   ,  1.71907e-54,  0.177565   ])
892     , -1394.12    , array([ 0.731876   ,  0.661133   ,  1.71907e-54,  0.177565   ])
893     , -1392.19    , array([ 0.731876   ,  0.660472   ,  1.72079e-54,  0.177565   ])
894     , -1391.72    , array([ 0.731876   ,  0.660472   ,  1.71907e-54,  0.177743   ])
895     , -1291.71    , array([ 0.731876   ,  0.320424   ,  1.71907e-54,  0.0576344  ])
896     , -1291.71    , array([ 0.731876   ,  0.320424   ,  1.71907e-54,  0.0576344  ])
897     , -1291.71    , array([ 0.732609   ,  0.320424   ,  1.71907e-54,  0.0576344  ])
898     , -1292.18    , array([ 0.731876   ,  0.320745   ,  1.71907e-54,  0.0576344  ])
899     , -1291.71    , array([ 0.731876   ,  0.320424   ,  1.72079e-54,  0.0576344  ])
900     , -1291.13    , array([ 0.731876   ,  0.320424   ,  1.71907e-54,  0.0576921  ])
901     , -1196.77    , array([ 0.731876   ,  0.45736    ,  1.71907e-54,  0.100249   ])
902     , -1196.77    , array([ 0.731876   ,  0.45736    ,  1.71907e-54,  0.100249   ])
903     , -1196.77    , array([ 0.732609   ,  0.45736    ,  1.71907e-54,  0.100249   ])
904     , -1197.79    , array([ 0.731876   ,  0.457818   ,  1.71907e-54,  0.100249   ])
905     , -1196.77    , array([ 0.731876   ,  0.45736    ,  1.72079e-54,  0.100249   ])
906     , -1196.12    , array([ 0.731876   ,  0.45736    ,  1.71907e-54,  0.10035    ])
907     , -2594.23    , array([ 0.731876   ,  1.08569    ,  1.71907e-54,  1.04719    ])
908     , -2594.23    , array([ 0.731876   ,  1.08569    ,  1.71907e-54,  1.04719    ])
909     , -2594.23    , array([ 0.732609   ,  1.08569    ,  1.71907e-54,  1.04719    ])
910     , -2597.61    , array([ 0.731876   ,  1.08677    ,  1.71907e-54,  1.04719    ])
911     , -2594.23    , array([ 0.731876   ,  1.08569    ,  1.72079e-54,  1.04719    ])
912     , -2594.05    , array([ 0.731876   ,  1.08569    ,  1.71907e-54,  1.04823    ])
913     , -1135.34    , array([ 0.731876   ,  0.50528    ,  1.71907e-54,  0.131379   ])
914     , -1135.34    , array([ 0.731876   ,  0.50528    ,  1.71907e-54,  0.131379   ])
915     , -1135.34    , array([ 0.732609   ,  0.50528    ,  1.71907e-54,  0.131379   ])
916     , -1136.6     , array([ 0.731876   ,  0.505786   ,  1.71907e-54,  0.131379   ])
917     , -1135.34    , array([ 0.731876   ,  0.50528    ,  1.72079e-54,  0.131379   ])
918     , -1134.71    , array([ 0.731876   ,  0.50528    ,  1.71907e-54,  0.13151    ])
919     , -1013.89    , array([ 0.731876   ,  0.504894   ,  1.71907e-54,  0.159853   ])
920     , -1013.89    , array([ 0.731876   ,  0.504894   ,  1.71907e-54,  0.159853   ])
921     , -1013.89    , array([ 0.732609   ,  0.504894   ,  1.71907e-54,  0.159853   ])
922     , -1015.19    , array([ 0.731876   ,  0.505399   ,  1.71907e-54,  0.159853   ])
923     , -1013.89    , array([ 0.731876   ,  0.504894   ,  1.72079e-54,  0.159853   ])
924     , -1013.29    , array([ 0.731876   ,  0.504894   ,  1.71907e-54,  0.160013   ])
925     , -708.148    , array([ 0.731876   ,  0.503352   ,  1.71907e-54,  0.350351   ])
926     , -708.148    , array([ 0.731876   ,  0.503352   ,  1.71907e-54,  0.350351   ])
927     , -708.148    , array([ 0.732609   ,  0.503352   ,  1.71907e-54,  0.350351   ])
928     , -709.352    , array([ 0.731876   ,  0.503856   ,  1.71907e-54,  0.350351   ])
929     , -708.148    , array([ 0.731876   ,  0.503352   ,  1.72079e-54,  0.350351   ])
930     , -708.088    , array([ 0.731876   ,  0.503352   ,  1.71907e-54,  0.350701   ])
931     , -443.899    , array([ 0.731876   ,  0.333639   ,  1.71907e-54,  0.376683   ])
932     , -443.899    , array([ 0.731876   ,  0.333639   ,  1.71907e-54,  0.376683   ])
933     , -443.899    , array([ 0.732609   ,  0.333639   ,  1.71907e-54,  0.376683   ])
934     , -444.143    , array([ 0.731876   ,  0.333973   ,  1.71907e-54,  0.376683   ])
935     , -443.899    , array([ 0.731876   ,  0.333639   ,  1.72079e-54,  0.376683   ])
936     , -444.004    , array([ 0.731876   ,  0.333639   ,  1.71907e-54,  0.37706    ])
937     , -441.164    , array([ 0.731876   ,  0.291139   ,  1.71907e-54,  0.299984   ])
938     , -441.164    , array([ 0.731876   ,  0.291139   ,  1.71907e-54,  0.299984   ])
939     , -441.164    , array([ 0.732609   ,  0.291139   ,  1.71907e-54,  0.299984   ])
940     , -441.2      , array([ 0.731876   ,  0.29143    ,  1.71907e-54,  0.299984   ])
941     , -441.164    , array([ 0.731876   ,  0.291139   ,  1.72079e-54,  0.299984   ])
942     , -440.922    , array([ 0.731876   ,  0.291139   ,  1.71907e-54,  0.300284   ])
943     , -435.861    , array([ 0.731876   ,  0.290487   ,  1.71907e-54,  0.306799   ])
944     , -435.861    , array([ 0.731876   ,  0.290487   ,  1.71907e-54,  0.306799   ])
945     , -435.861    , array([ 0.732609   ,  0.290487   ,  1.71907e-54,  0.306799   ])
946     , -435.908    , array([ 0.731876   ,  0.290777   ,  1.71907e-54,  0.306799   ])
947     , -435.861    , array([ 0.731876   ,  0.290487   ,  1.72079e-54,  0.306799   ])
948     , -435.64     , array([ 0.731876   ,  0.290487   ,  1.71907e-54,  0.307106   ])
949     , -420.136    , array([ 0.731876   ,  0.287891   ,  1.71907e-54,  0.335643   ])
950     , -420.136    , array([ 0.731876   ,  0.287891   ,  1.71907e-54,  0.335643   ])
951     , -420.136    , array([ 0.732609   ,  0.287891   ,  1.71907e-54,  0.335643   ])
952     , -420.222    , array([ 0.731876   ,  0.288179   ,  1.71907e-54,  0.335643   ])
953     , -420.136    , array([ 0.731876   ,  0.287891   ,  1.72079e-54,  0.335643   ])
954     , -420.028    , array([ 0.731876   ,  0.287891   ,  1.71907e-54,  0.335979   ])
955     , -413.594    , array([ 0.731876   ,  0.261827   ,  1.71907e-54,  0.383626   ])
956     , -413.594    , array([ 0.731876   ,  0.261827   ,  1.71907e-54,  0.383626   ])
957     , -413.594    , array([ 0.732609   ,  0.261827   ,  1.71907e-54,  0.383626   ])
958     , -413.648    , array([ 0.731876   ,  0.262089   ,  1.71907e-54,  0.383626   ])
959     , -413.594    , array([ 0.731876   ,  0.261827   ,  1.72079e-54,  0.383626   ])
960     , -413.756    , array([ 0.731876   ,  0.261827   ,  1.71907e-54,  0.38401    ])
961     , -408.526    , array([ 0.731876   ,  0.261202   ,  1.71907e-54,  0.360782   ])
962     , -408.526    , array([ 0.731876   ,  0.261202   ,  1.71907e-54,  0.360782   ])
963     , -408.526    , array([ 0.732609   ,  0.261202   ,  1.71907e-54,  0.360782   ])
964     , -408.589    , array([ 0.731876   ,  0.261463   ,  1.71907e-54,  0.360782   ])
965     , -408.526    , array([ 0.731876   ,  0.261202   ,  1.72079e-54,  0.360782   ])
966     , -408.532    , array([ 0.731876   ,  0.261202   ,  1.71907e-54,  0.361143   ])
967     , -405.62     , array([ 0.731876   ,  0.247725   ,  1.71907e-54,  0.35851    ])
968     , -405.62     , array([ 0.731876   ,  0.247725   ,  1.71907e-54,  0.35851    ])
969     , -405.62     , array([ 0.732609   ,  0.247725   ,  1.71907e-54,  0.35851    ])
970     , -405.668    , array([ 0.731876   ,  0.247972   ,  1.71907e-54,  0.35851    ])
971     , -405.62     , array([ 0.731876   ,  0.247725   ,  1.72079e-54,  0.35851    ])
972     , -405.612    , array([ 0.731876   ,  0.247725   ,  1.71907e-54,  0.358869   ])
973     , -401.277    , array([ 0.731876   ,  0.219533   ,  1.71907e-54,  0.357806   ])
974     , -401.277    , array([ 0.731876   ,  0.219533   ,  1.71907e-54,  0.357806   ])
975     , -401.277    , array([ 0.732609   ,  0.219533   ,  1.71907e-54,  0.357806   ])
976     , -401.299    , array([ 0.731876   ,  0.219752   ,  1.71907e-54,  0.357806   ])
977     , -401.277    , array([ 0.731876   ,  0.219533   ,  1.72079e-54,  0.357806   ])
978     , -401.308    , array([ 0.731876   ,  0.219533   ,  1.71907e-54,  0.358164   ])
979     , -398.687    , array([ 0.731876   ,  0.189686   ,  1.71907e-54,  0.348368   ])
980     , -398.687    , array([ 0.731876   ,  0.189686   ,  1.71907e-54,  0.348368   ])
981     , -398.687    , array([ 0.732609   ,  0.189686   ,  1.71907e-54,  0.348368   ])
982     , -398.68     , array([ 0.731876   ,  0.189875   ,  1.71907e-54,  0.348368   ])
983     , -398.687    , array([ 0.731876   ,  0.189686   ,  1.72079e-54,  0.348368   ])
984     , -398.764    , array([ 0.731876   ,  0.189686   ,  1.71907e-54,  0.348716   ])
985     , -396.628    , array([ 0.731876   ,  0.169018   ,  1.71907e-54,  0.330702   ])
986     , -396.628    , array([ 0.731876   ,  0.169018   ,  1.71907e-54,  0.330702   ])
987     , -396.628    , array([ 0.732609   ,  0.169018   ,  1.71907e-54,  0.330702   ])
988     , -396.634    , array([ 0.731876   ,  0.169187   ,  1.71907e-54,  0.330702   ])
989     , -396.628    , array([ 0.731876   ,  0.169018   ,  1.72079e-54,  0.330702   ])
990     , -396.644    , array([ 0.731876   ,  0.169018   ,  1.71907e-54,  0.331033   ])
991     , -396.146    , array([ 0.731876   ,  0.139259   ,  1.71907e-54,  0.309718   ])
992     , -396.146    , array([ 0.731876   ,  0.139259   ,  1.71907e-54,  0.309718   ])
993     , -396.146    , array([ 0.732609   ,  0.139259   ,  1.71907e-54,  0.309718   ])
994     , -396.096    , array([ 0.731876   ,  0.139398   ,  1.71907e-54,  0.309718   ])
995     , -396.146    , array([ 0.731876   ,  0.139259   ,  1.72079e-54,  0.309718   ])
996     , -396.271    , array([ 0.731876   ,  0.139259   ,  1.71907e-54,  0.310028   ])
997     , -395.403    , array([ 0.731876   ,  0.137227   ,  1.71907e-54,  0.305486   ])
998     , -395.403    , array([ 0.731876   ,  0.137227   ,  1.71907e-54,  0.305486   ])
999     , -395.403    , array([ 0.732609   ,  0.137227   ,  1.71907e-54,  0.305486   ])
1000    , -395.376    , array([ 0.731876   ,  0.137364   ,  1.71907e-54,  0.305486   ])
1001    , -395.403    , array([ 0.731876   ,  0.137227   ,  1.72079e-54,  0.305486   ])
1002    , -395.479    , array([ 0.731876   ,  0.137227   ,  1.71907e-54,  0.305792   ])
1003    , -394.586    , array([ 0.731876   ,  0.121721   ,  1.71907e-54,  0.286653   ])
1004    , -394.586    , array([ 0.731876   ,  0.121721   ,  1.71907e-54,  0.286653   ])
1005    , -394.586    , array([ 0.732609   ,  0.121721   ,  1.71907e-54,  0.286653   ])
1006    , -394.571    , array([ 0.731876   ,  0.121843   ,  1.71907e-54,  0.286653   ])
1007    , -394.586    , array([ 0.731876   ,  0.121721   ,  1.72079e-54,  0.286653   ])
1008    , -394.629    , array([ 0.731876   ,  0.121721   ,  1.71907e-54,  0.28694    ])
1009    , -394.328    , array([ 0.731876   ,  0.097298   ,  1.71907e-54,  0.255243   ])
1010    , -394.328    , array([ 0.731876   ,  0.097298   ,  1.71907e-54,  0.255243   ])
1011    , -394.328    , array([ 0.732609   ,  0.097298   ,  1.71907e-54,  0.255243   ])
1012    , -394.275    , array([ 0.731876   ,  0.0973954  ,  1.71907e-54,  0.255243   ])
1013    , -394.328    , array([ 0.731876   ,  0.097298   ,  1.72079e-54,  0.255243   ])
1014    , -394.432    , array([ 0.731876   ,  0.097298   ,  1.71907e-54,  0.255499   ])
1015    , -394.095    , array([ 0.731876   ,  0.0924838  ,  1.71907e-54,  0.24749    ])
1016    , -394.095    , array([ 0.731876   ,  0.0924838  ,  1.71907e-54,  0.24749    ])
1017    , -394.095    , array([ 0.732609   ,  0.0924838  ,  1.71907e-54,  0.24749    ])
1018    , -394.048    , array([ 0.731876   ,  0.0925763  ,  1.71907e-54,  0.24749    ])
1019    , -394.095    , array([ 0.731876   ,  0.0924838  ,  1.72079e-54,  0.24749    ])
1020    , -394.186    , array([ 0.731876   ,  0.0924838  ,  1.71907e-54,  0.247737   ])
1021    , -393.911    , array([ 0.731876   ,  0.0880666  ,  1.71907e-54,  0.24015    ])
