286178  , -396548     , array([ 0.0738084  ,  0.416225   ,  7.74875e-80,  9.3278e-40 ,  0.595282   ])
286179  , -396210     , array([ 0.0738823  ,  0.416225   ,  7.74875e-80,  9.3278e-40 ,  0.595282   ])
286180  , -396526     , array([ 0.0738084  ,  0.416642   ,  7.74875e-80,  9.3278e-40 ,  0.595282   ])
286181  , -396548     , array([ 0.0738084  ,  0.416225   ,  7.7565e-80 ,  9.3278e-40 ,  0.595282   ])
286182  , -396548     , array([ 0.0738084  ,  0.416225   ,  7.74875e-80,  9.33713e-40,  0.595282   ])
286183  , -396915     , array([ 0.0738084  ,  0.416225   ,  7.74875e-80,  9.3278e-40 ,  0.595878   ])
286184  , -396548     , array([ 0.0738084  ,  0.416225   ,  7.74875e-80,  9.3278e-40 ,  0.595282   ])
286185  , -116586     , array([ 0.146331   ,  0.435474   ,  7.74875e-80,  9.3278e-40 ,  0.283624   ])
286186  , -116586     , array([ 0.146331   ,  0.435474   ,  7.74875e-80,  9.3278e-40 ,  0.283624   ])
286187  , -116488     , array([ 0.146478   ,  0.435474   ,  7.74875e-80,  9.3278e-40 ,  0.283624   ])
286188  , -116589     , array([ 0.146331   ,  0.43591    ,  7.74875e-80,  9.3278e-40 ,  0.283624   ])
286189  , -116586     , array([ 0.146331   ,  0.435474   ,  7.7565e-80 ,  9.3278e-40 ,  0.283624   ])
286190  , -116586     , array([ 0.146331   ,  0.435474   ,  7.74875e-80,  9.33713e-40,  0.283624   ])
286191  , -116681     , array([ 0.146331   ,  0.435474   ,  7.74875e-80,  9.3278e-40 ,  0.283908   ])
286199  , -116074     , array([ 0.148839   ,  0.424569   ,  7.74875e-80,  9.3278e-40 ,  0.287246   ])
286200  , -116074     , array([ 0.148839   ,  0.424569   ,  7.74875e-80,  9.3278e-40 ,  0.287246   ])
286201  , -115977     , array([ 0.148988   ,  0.424569   ,  7.74875e-80,  9.3278e-40 ,  0.287246   ])
286202  , -116076     , array([ 0.148839   ,  0.424994   ,  7.74875e-80,  9.3278e-40 ,  0.287246   ])
286203  , -116074     , array([ 0.148839   ,  0.424569   ,  7.7565e-80 ,  9.3278e-40 ,  0.287246   ])
286204  , -116074     , array([ 0.148839   ,  0.424569   ,  7.74875e-80,  9.33713e-40,  0.287246   ])
286205  , -116170     , array([ 0.148839   ,  0.424569   ,  7.74875e-80,  9.3278e-40 ,  0.287533   ])
286206  , -114098     , array([ 0.163387   ,  0.369396   ,  7.74875e-80,  9.3278e-40 ,  0.307962   ])
286207  , -114098     , array([ 0.163387   ,  0.369396   ,  7.74875e-80,  9.3278e-40 ,  0.307962   ])
286208  , -114005     , array([ 0.163551   ,  0.369396   ,  7.74875e-80,  9.3278e-40 ,  0.307962   ])
286209  , -114094     , array([ 0.163387   ,  0.369765   ,  7.74875e-80,  9.3278e-40 ,  0.307962   ])
286210  , -114098     , array([ 0.163387   ,  0.369396   ,  7.7565e-80 ,  9.3278e-40 ,  0.307962   ])
286211  , -114098     , array([ 0.163387   ,  0.369396   ,  7.74875e-80,  9.33713e-40,  0.307962   ])
286212  , -114197     , array([ 0.163387   ,  0.369396   ,  7.74875e-80,  9.3278e-40 ,  0.30827    ])
286220  , -114098     , array([ 0.16338    ,  0.369376   ,  7.74875e-80,  9.3278e-40 ,  0.307948   ])
286221  , -114098     , array([ 0.16338    ,  0.369376   ,  7.74875e-80,  9.3278e-40 ,  0.307948   ])
286222  , -114005     , array([ 0.163543   ,  0.369376   ,  7.74875e-80,  9.3278e-40 ,  0.307948   ])
286223  , -114094     , array([ 0.16338    ,  0.369746   ,  7.74875e-80,  9.3278e-40 ,  0.307948   ])
286224  , -114098     , array([ 0.16338    ,  0.369376   ,  7.7565e-80 ,  9.3278e-40 ,  0.307948   ])
286225  , -114098     , array([ 0.16338    ,  0.369376   ,  7.74875e-80,  9.33713e-40,  0.307948   ])
286226  , -114197     , array([ 0.16338    ,  0.369376   ,  7.74875e-80,  9.3278e-40 ,  0.308256   ])
286227  , -114076     , array([ 0.153889   ,  0.343853   ,  7.74875e-80,  9.3278e-40 ,  0.289994   ])
286228  , -114076     , array([ 0.153889   ,  0.343853   ,  7.74875e-80,  9.3278e-40 ,  0.289994   ])
286229  , -113983     , array([ 0.154043   ,  0.343853   ,  7.74875e-80,  9.3278e-40 ,  0.289994   ])
286230  , -114071     , array([ 0.153889   ,  0.344197   ,  7.74875e-80,  9.3278e-40 ,  0.289994   ])
286231  , -114076     , array([ 0.153889   ,  0.343853   ,  7.7565e-80 ,  9.3278e-40 ,  0.289994   ])
286232  , -114076     , array([ 0.153889   ,  0.343853   ,  7.74875e-80,  9.33713e-40,  0.289994   ])
286233  , -114175     , array([ 0.153889   ,  0.343853   ,  7.74875e-80,  9.3278e-40 ,  0.290284   ])
286234  , -114032     , array([ 0.153935   ,  0.343823   ,  7.74875e-80,  9.3278e-40 ,  0.289945   ])
286235  , -114032     , array([ 0.153935   ,  0.343823   ,  7.74875e-80,  9.3278e-40 ,  0.289945   ])
286236  , -113938     , array([ 0.154089   ,  0.343823   ,  7.74875e-80,  9.3278e-40 ,  0.289945   ])
