33536   , -1.57406e+06, array([ 1.35841    ,  0.0167219  ,  4.77757e-70,  1.55693e-41,  0.766408   ])
33537   , -1.57404e+06, array([ 1.35977    ,  0.0167219  ,  4.77757e-70,  1.55693e-41,  0.766408   ])
33538   , -1.47036e+06, array([ 1.35841    ,  0.0167386  ,  4.77757e-70,  1.55693e-41,  0.766408   ])
33539   , -1.57406e+06, array([ 1.35841    ,  0.0167219  ,  4.78235e-70,  1.55693e-41,  0.766408   ])
33540   , -1.57406e+06, array([ 1.35841    ,  0.0167219  ,  4.77757e-70,  1.55849e-41,  0.766408   ])
33541   , -1.50739e+06, array([ 1.35841    ,  0.0167219  ,  4.77757e-70,  1.55693e-41,  0.767175   ])
33542   , -1.57406e+06, array([ 1.35841    ,  0.0167219  ,  4.77757e-70,  1.55693e-41,  0.766408   ])
33543   , -1.2124e+06 , array([ 1.35866    ,  0.039106   ,  4.77757e-70,  1.55693e-41,  1.32336    ])
33544   , -1.2124e+06 , array([ 1.35866    ,  0.039106   ,  4.77757e-70,  1.55693e-41,  1.32336    ])
33545   , -1.21237e+06, array([ 1.36002    ,  0.039106   ,  4.77757e-70,  1.55693e-41,  1.32336    ])
33546   , -1.21123e+06, array([ 1.35866    ,  0.0391451  ,  4.77757e-70,  1.55693e-41,  1.32336    ])
33547   , -1.2124e+06 , array([ 1.35866    ,  0.039106   ,  4.78235e-70,  1.55693e-41,  1.32336    ])
33548   , -1.2124e+06 , array([ 1.35866    ,  0.039106   ,  4.77757e-70,  1.55849e-41,  1.32336    ])
33549   , -1.21363e+06, array([ 1.35866    ,  0.039106   ,  4.77757e-70,  1.55693e-41,  1.32469    ])
33550   , -661524     , array([ 1.37024    ,  0.0498018  ,  4.77757e-70,  1.55693e-41,  0.918594   ])
33551   , -661524     , array([ 1.37024    ,  0.0498018  ,  4.77757e-70,  1.55693e-41,  0.918594   ])
33552   , -661504     , array([ 1.37161    ,  0.0498018  ,  4.77757e-70,  1.55693e-41,  0.918594   ])
