8025    , -55883.4    , array([ 13.0922    ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8026    , -55883.4    , array([ 13.0922    ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8027    , -55971.5    , array([ 14.0922    ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8028    , -55709.6    , array([ 11.4742    ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8029    , -55300.4    , array([ 8.85612    ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8030    , -53743      , array([ 4.62005    ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8032    , -53743      , array([ 4.62005    ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8033    , -50104.2    , array([ 2.00201    ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8034    , -39002.9    , array([ 0.383981   ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8036    , -45408.5    , array([ 1.00201    ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8038    , -41747.6    , array([ 0.620049   ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8039    , -39118.2    , array([ 0.238083   ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8040    , -39002.9    , array([ 0.383981   ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8041    , -43940.1    , array([ 0.383981   ,  2.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8043    , -39002.9    , array([ 0.383981   ,  1.20692    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8044    , -29892.3    , array([ 0.383981   ,  0.588884   ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8045    , -12356.1    , array([ 0.383981   ,  0.206918   ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8047    , -21447.5    , array([ 0.383981   ,  0.352816   ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8048    , -5236.91    , array([ 0.383981   ,  0.116748   ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8049    , -5222.3     , array([ 0.383981   ,  0.06102    ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8050    , -3904.45    , array([ 0.383981   ,  0.0886411  ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8051    , -4266.27    , array([ 0.383981   ,  0.0998238  ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8052    , -3928.19    , array([ 0.383981   ,  0.0774583  ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8053    , -3904.45    , array([ 0.383981   ,  0.0886411  ,  6.28902e-89,  2.85854e-44,  0.0297967  ])
8054    , -3593.06    , array([ 0.383981   ,  0.0886411  ,  1          ,  2.85854e-44,  0.0297967  ])
8055    , -3218.26    , array([ 0.383981   ,  0.0886411  ,  2.61803    ,  2.85854e-44,  0.0297967  ])
8056    , -2842.15    , array([ 0.383981   ,  0.0886411  ,  5.61133    ,  2.85854e-44,  0.0297967  ])
8058    , -2842.15    , array([ 0.383981   ,  0.0886411  ,  5.61133    ,  2.85854e-44,  0.0297967  ])
8059    , -2769.04    , array([ 0.383981   ,  0.0886411  ,  7.46129    ,  2.85854e-44,  0.0297967  ])
8060    , -2773.7     , array([ 0.383981   ,  0.0886411  ,  8.60463    ,  2.85854e-44,  0.0297967  ])
8061    , -2766.62    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  2.85854e-44,  0.0297967  ])
8062    , -2766.68    , array([ 0.383981   ,  0.0886411  ,  7.81391    ,  2.85854e-44,  0.0297967  ])
8063    , -2766.74    , array([ 0.383981   ,  0.0886411  ,  7.97177    ,  2.85854e-44,  0.0297967  ])
8064    , -2766.62    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  2.85854e-44,  0.0297967  ])
8065    , -2970.37    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  1          ,  0.0297967  ])
8067    , -2766.62    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  2.85854e-44,  0.0297967  ])
8069    , -2837.47    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  0.381966   ,  0.0297967  ])
8070    , -2800.9     , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  0.190982   ,  0.0297967  ])
8073    , -2779.44    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  0.0729488  ,  0.0297967  ])
8075    , -2771.47    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  0.027864   ,  0.0297967  ])
8077    , -2768.47    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  0.0106431  ,  0.0297967  ])
8079    , -2767.33    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  0.0040653  ,  0.0297967  ])
8081    , -2766.89    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  0.00155281 ,  0.0297967  ])
8083    , -2766.72    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  0.000593119,  0.0297967  ])
8085    , -2766.66    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  0.000226551,  0.0297967  ])
8087    , -2766.64    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  8.65349e-05,  0.0297967  ])
8089    , -2766.63    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  3.30534e-05,  0.0297967  ])
8091    , -2766.62    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  1.26253e-05,  0.0297967  ])
8093    , -2766.62    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  4.82242e-06,  0.0297967  ])
8095    , -2766.62    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  1.842e-06  ,  0.0297967  ])
8097    , -2766.62    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  7.03582e-07,  0.0297967  ])
8099    , -2766.62    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  2.68744e-07,  0.0297967  ])
8101    , -2766.62    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  1.02651e-07,  0.0297967  ])
8103    , -2766.62    , array([ 0.383981   ,  0.0886411  ,  7.89284    ,  3.92093e-08,  0.0297967  ])
