123503  , -34837      , array([ 0.0234367  ,  0.00770991 ,  5.32721e-41,  1.80471e-07,  0.000407364])
123504  , -34840      , array([ 0.0234601  ,  0.00770991 ,  5.32721e-41,  1.80471e-07,  0.000407364])
123505  , -34859.1    , array([ 0.0234367  ,  0.00771763 ,  5.32721e-41,  1.80471e-07,  0.000407364])
123506  , -34837      , array([ 0.0234367  ,  0.00770991 ,  5.33254e-41,  1.80471e-07,  0.000407364])
123507  , -34837      , array([ 0.0234367  ,  0.00770991 ,  5.32721e-41,  1.80651e-07,  0.000407364])
123508  , -34811.9    , array([ 0.0234367  ,  0.00770991 ,  5.32721e-41,  1.80471e-07,  0.000407772])
123509  , -34837      , array([ 0.0234367  ,  0.00770991 ,  5.32721e-41,  1.80471e-07,  0.000407364])
123510  , -6035.79    , array([ 0.0214328  ,  0.0039655  ,  5.32721e-41,  1.80471e-07,  0.000866728])
123511  , -6035.79    , array([ 0.0214328  ,  0.0039655  ,  5.32721e-41,  1.80471e-07,  0.000866728])
123512  , -6033.95    , array([ 0.0214542  ,  0.0039655  ,  5.32721e-41,  1.80471e-07,  0.000866728])
123513  , -6047.02    , array([ 0.0214328  ,  0.00396947 ,  5.32721e-41,  1.80471e-07,  0.000866728])
123514  , -6035.79    , array([ 0.0214328  ,  0.0039655  ,  5.33254e-41,  1.80471e-07,  0.000866728])
123515  , -6035.79    , array([ 0.0214328  ,  0.0039655  ,  5.32721e-41,  1.80651e-07,  0.000866728])
123516  , -6026.36    , array([ 0.0214328  ,  0.0039655  ,  5.32721e-41,  1.80471e-07,  0.000867596])
123524  , -6030.16    , array([ 0.0214473  ,  0.00396344 ,  5.32721e-41,  1.80471e-07,  0.000866598])
123525  , -6030.16    , array([ 0.0214473  ,  0.00396344 ,  5.32721e-41,  1.80471e-07,  0.000866598])
123526  , -6028.32    , array([ 0.0214688  ,  0.00396344 ,  5.32721e-41,  1.80471e-07,  0.000866598])
123527  , -6041.38    , array([ 0.0214473  ,  0.00396741 ,  5.32721e-41,  1.80471e-07,  0.000866598])
123528  , -6030.16    , array([ 0.0214473  ,  0.00396344 ,  5.33254e-41,  1.80471e-07,  0.000866598])
123529  , -6030.16    , array([ 0.0214473  ,  0.00396344 ,  5.32721e-41,  1.80651e-07,  0.000866598])
123530  , -6020.73    , array([ 0.0214473  ,  0.00396344 ,  5.32721e-41,  1.80471e-07,  0.000867465])
123531  , -2599.78    , array([ 0.0462512  ,  0.00220269 ,  5.32721e-41,  1.80471e-07,  0.000730335])
123532  , -2599.78    , array([ 0.0462512  ,  0.00220269 ,  5.32721e-41,  1.80471e-07,  0.000730335])
123533  , -2599.57    , array([ 0.0462975  ,  0.00220269 ,  5.32721e-41,  1.80471e-07,  0.000730335])
123534  , -2600.7     , array([ 0.0462512  ,  0.0022049  ,  5.32721e-41,  1.80471e-07,  0.000730335])
123535  , -2599.78    , array([ 0.0462512  ,  0.00220269 ,  5.33254e-41,  1.80471e-07,  0.000730335])
123536  , -2599.78    , array([ 0.0462512  ,  0.00220269 ,  5.32721e-41,  1.80651e-07,  0.000730335])
123537  , -2599.02    , array([ 0.0462512  ,  0.00220269 ,  5.32721e-41,  1.80471e-07,  0.000731065])
123545  , -2599.78    , array([ 0.0462518  ,  0.00220272 ,  5.32721e-41,  1.80471e-07,  0.000730343])
123546  , -2599.78    , array([ 0.0462518  ,  0.00220272 ,  5.32721e-41,  1.80471e-07,  0.000730343])
123547  , -2599.57    , array([ 0.046298   ,  0.00220272 ,  5.32721e-41,  1.80471e-07,  0.000730343])
123548  , -2600.7     , array([ 0.0462518  ,  0.00220492 ,  5.32721e-41,  1.80471e-07,  0.000730343])
123549  , -2599.78    , array([ 0.0462518  ,  0.00220272 ,  5.33254e-41,  1.80471e-07,  0.000730343])
123550  , -2599.78    , array([ 0.0462518  ,  0.00220272 ,  5.32721e-41,  1.80651e-07,  0.000730343])
123551  , -2599.02    , array([ 0.0462518  ,  0.00220272 ,  5.32721e-41,  1.80471e-07,  0.000731074])
123552  , -2599.78    , array([ 0.0462523  ,  0.00220274 ,  5.32721e-41,  1.80471e-07,  0.000730352])
123553  , -2599.78    , array([ 0.0462523  ,  0.00220274 ,  5.32721e-41,  1.80471e-07,  0.000730352])
123554  , -2599.57    , array([ 0.0462986  ,  0.00220274 ,  5.32721e-41,  1.80471e-07,  0.000730352])
123555  , -2600.7     , array([ 0.0462523  ,  0.00220495 ,  5.32721e-41,  1.80471e-07,  0.000730352])
123556  , -2599.78    , array([ 0.0462523  ,  0.00220274 ,  5.33254e-41,  1.80471e-07,  0.000730352])
123557  , -2599.78    , array([ 0.0462523  ,  0.00220274 ,  5.32721e-41,  1.80651e-07,  0.000730352])
123558  , -2599.02    , array([ 0.0462523  ,  0.00220274 ,  5.32721e-41,  1.80471e-07,  0.000731083])
123559  , -29620.5    , array([ 29.7103    ,  1.35798    ,  5.32721e-41,  1.80471e-07,  0.458503   ])
123560  , -29620.5    , array([ 29.7103    ,  1.35798    ,  5.32721e-41,  1.80471e-07,  0.458503   ])
123561  , -29624.1    , array([ 29.74      ,  1.35798    ,  5.32721e-41,  1.80471e-07,  0.458503   ])
123562  , -29626.8    , array([ 29.7103    ,  1.35934    ,  5.32721e-41,  1.80471e-07,  0.458503   ])
123563  , -29620.5    , array([ 29.7103    ,  1.35798    ,  5.33254e-41,  1.80471e-07,  0.458503   ])
123564  , -29620.5    , array([ 29.7103    ,  1.35798    ,  5.32721e-41,  1.80651e-07,  0.458503   ])
123565  , -29637      , array([ 29.7103    ,  1.35798    ,  5.32721e-41,  1.80471e-07,  0.458962   ])
123566  , -2326.44    , array([ 0.244586   ,  0.0115257  ,  5.32721e-41,  1.80471e-07,  0.00383941 ])
123567  , -2326.44    , array([ 0.244586   ,  0.0115257  ,  5.32721e-41,  1.80471e-07,  0.00383941 ])
123568  , -2326.25    , array([ 0.244831   ,  0.0115257  ,  5.32721e-41,  1.80471e-07,  0.00383941 ])
123569  , -2327.5     , array([ 0.244586   ,  0.0115372  ,  5.32721e-41,  1.80471e-07,  0.00383941 ])
123570  , -2326.44    , array([ 0.244586   ,  0.0115257  ,  5.33254e-41,  1.80471e-07,  0.00383941 ])
123571  , -2326.44    , array([ 0.244586   ,  0.0115257  ,  5.32721e-41,  1.80651e-07,  0.00383941 ])
123572  , -2325.29    , array([ 0.244586   ,  0.0115257  ,  5.32721e-41,  1.80471e-07,  0.00384325 ])
123573  , -1718.55    , array([ 1.74259    ,  0.081098   ,  5.32721e-41,  1.80471e-07,  0.0271645  ])
123574  , -1718.55    , array([ 1.74259    ,  0.081098   ,  5.32721e-41,  1.80471e-07,  0.0271645  ])
123575  , -1718.65    , array([ 1.74434    ,  0.081098   ,  5.32721e-41,  1.80471e-07,  0.0271645  ])
123576  , -1720.67    , array([ 1.74259    ,  0.0811791  ,  5.32721e-41,  1.80471e-07,  0.0271645  ])
123577  , -1718.55    , array([ 1.74259    ,  0.081098   ,  5.33254e-41,  1.80471e-07,  0.0271645  ])
123578  , -1718.55    , array([ 1.74259    ,  0.081098   ,  5.32721e-41,  1.80651e-07,  0.0271645  ])
123579  , -1716.59    , array([ 1.74259    ,  0.081098   ,  5.32721e-41,  1.80471e-07,  0.0271917  ])
123580  , -1956.02    , array([ 0.648684   ,  0.0303791  ,  5.32721e-41,  1.80471e-07,  0.0101476  ])
