207641  , -78168.3    , array([ 7.0297     ,  0.0161953  ,  2.55114e-56,  3.84356e-15,  1.27757e-05])
207642  , -78168.3    , array([ 7.03673    ,  0.0161953  ,  2.55114e-56,  3.84356e-15,  1.27757e-05])
207643  , -78169.2    , array([ 7.0297     ,  0.0162115  ,  2.55114e-56,  3.84356e-15,  1.27757e-05])
207644  , -78168.3    , array([ 7.0297     ,  0.0161953  ,  2.55369e-56,  3.84356e-15,  1.27757e-05])
207645  , -78168.3    , array([ 7.0297     ,  0.0161953  ,  2.55114e-56,  3.84741e-15,  1.27757e-05])
207646  , -78167.3    , array([ 7.0297     ,  0.0161953  ,  2.55114e-56,  3.84356e-15,  1.27885e-05])
207647  , -78168.3    , array([ 7.0297     ,  0.0161953  ,  2.55114e-56,  3.84356e-15,  1.27757e-05])
207648  , -75343.9    , array([ 7.02187    ,  0.00793698 ,  2.55114e-56,  3.84356e-15,  2.61204e-05])
207649  , -75343.9    , array([ 7.02187    ,  0.00793698 ,  2.55114e-56,  3.84356e-15,  2.61204e-05])
207650  , -75343.9    , array([ 7.02889    ,  0.00793698 ,  2.55114e-56,  3.84356e-15,  2.61204e-05])
207651  , -75347.5    , array([ 7.02187    ,  0.00794492 ,  2.55114e-56,  3.84356e-15,  2.61204e-05])
207652  , -75343.9    , array([ 7.02187    ,  0.00793698 ,  2.55369e-56,  3.84356e-15,  2.61204e-05])
207653  , -75343.9    , array([ 7.02187    ,  0.00793698 ,  2.55114e-56,  3.84741e-15,  2.61204e-05])
207654  , -75340.3    , array([ 7.02187    ,  0.00793698 ,  2.55114e-56,  3.84356e-15,  2.61465e-05])
207662  , -75343.2    , array([ 7.02186    ,  0.00793619 ,  2.55114e-56,  3.84356e-15,  2.61229e-05])
207663  , -75343.2    , array([ 7.02186    ,  0.00793619 ,  2.55114e-56,  3.84356e-15,  2.61229e-05])
207664  , -75343.2    , array([ 7.02889    ,  0.00793619 ,  2.55114e-56,  3.84356e-15,  2.61229e-05])
207665  , -75346.8    , array([ 7.02186    ,  0.00794414 ,  2.55114e-56,  3.84356e-15,  2.61229e-05])
207666  , -75343.2    , array([ 7.02186    ,  0.00793619 ,  2.55369e-56,  3.84356e-15,  2.61229e-05])
207667  , -75343.2    , array([ 7.02186    ,  0.00793619 ,  2.55114e-56,  3.84741e-15,  2.61229e-05])
207668  , -75339.5    , array([ 7.02186    ,  0.00793619 ,  2.55114e-56,  3.84356e-15,  2.61491e-05])
207669  , -75342.5    , array([ 7.02186    ,  0.00793541 ,  2.55114e-56,  3.84356e-15,  2.61255e-05])
207670  , -75342.5    , array([ 7.02186    ,  0.00793541 ,  2.55114e-56,  3.84356e-15,  2.61255e-05])
207671  , -75342.5    , array([ 7.02889    ,  0.00793541 ,  2.55114e-56,  3.84356e-15,  2.61255e-05])
