Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-395.4	798.8	600.64	18632.32	3.8507,0.3994,4.9902,0.9084
our_model	Round_1_Replicate_2	-396.83	801.66	603.24	43634.97	0.9603,0.1703,0.3531,0.3302
our_model	Round_1_Replicate_3	-394.7	797.4	599.75	58381.07	0.9959,0.1273,0.0433,0.2924
our_model	Round_1_Replicate_4	-393.74	795.48	598.34	80667.47	0.8967,0.0921,0.01,0.2449
our_model	Round_1_Replicate_5	-399.0	806.0	608.1	22803.32	30.0,0.3238,1.3148,0.6903
our_model	Round_1_Replicate_6	-394.37	796.74	599.55	62281.92	1.0292,0.1192,0.907,0.2846
our_model	Round_1_Replicate_7	-394.37	796.74	599.47	63156.16	1.1902,0.1176,0.0153,0.2807
our_model	Round_1_Replicate_8	-394.08	796.16	598.26	39773.78	2.7915,0.1874,2.4184,0.5
our_model	Round_1_Replicate_9	-396.68	801.36	603.85	10582.61	4.1139,0.6994,30.0,1.3598
our_model	Round_1_Replicate_10	-395.82	799.64	601.21	31267.97	1.6898,0.2381,3.5128,0.5053
our_model	Round_2_Replicate_1	-393.28	794.56	597.48	118042.48	0.0487,0.063,0.0101,0.1804
our_model	Round_2_Replicate_2	-397.98	803.96	606.24	37231.47	30.0,0.1985,0.2243,0.3949
our_model	Round_2_Replicate_3	-397.11	802.22	604.64	41371.47	30.0,0.1788,0.0929,0.3551
our_model	Round_2_Replicate_4	-169.83	347.66	161.41	24129.76	0.0182,0.5211,0.012,0.0521
our_model	Round_2_Replicate_5	-398.81	805.62	607.75	19303.2	30.0,0.3826,1.8647,0.8318
our_model	Round_2_Replicate_6	-398.94	805.88	607.99	23280.54	30.0,0.3172,1.2658,0.6763
our_model	Round_2_Replicate_7	-398.79	805.58	607.73	19325.04	30.0,0.3822,1.8639,0.8312
our_model	Round_2_Replicate_8	-397.57	803.14	605.49	39874.93	30.0,0.1854,0.0936,0.36
our_model	Round_2_Replicate_9	-398.93	805.86	607.98	24883.77	30.0,0.2967,1.0834,0.628
our_model	Round_2_Replicate_10	-397.71	803.42	605.74	39401.41	30.0,0.1876,0.1034,0.3635
our_model	Round_3_Replicate_1	-88.58	185.16	0.04	20057.45	0.0209,1.0144,0.0107,0.0485
our_model	Round_3_Replicate_2	-88.58	185.16	0.03	20064.99	0.0196,1.0084,0.01,0.0487
our_model	Round_3_Replicate_3	-88.58	185.16	0.04	20057.34	0.0207,1.0138,0.0106,0.0485
our_model	Round_3_Replicate_4	-89.77	187.54	2.42	20407.53	0.0191,0.9173,0.01,0.0501
our_model	Round_3_Replicate_5	-88.91	185.82	0.69	20201.22	0.0259,0.9778,0.0134,0.0479
our_model	Round_3_Replicate_6	-88.81	185.62	0.49	20064.35	0.0197,0.9706,0.01,0.0494
our_model	Round_3_Replicate_7	-88.69	185.38	0.27	20090.25	0.0265,1.0014,0.0136,0.0479
our_model	Round_3_Replicate_8	-88.73	185.46	0.33	20175.31	0.0194,0.9767,0.01,0.0492
our_model	Round_3_Replicate_9	-88.63	185.26	0.14	20106.55	0.0299,1.0265,0.0155,0.0473
our_model	Round_3_Replicate_10	-88.59	185.18	0.05	20067.52	0.0225,1.0164,0.0115,0.0483
our_model	Round_3_Replicate_11	-88.82	185.64	0.51	20221.66	0.0193,0.9712,0.01,0.0492
our_model	Round_3_Replicate_12	-88.58	185.16	0.05	20071.79	0.0212,1.0112,0.0108,0.0485
our_model	Round_3_Replicate_13	-88.73	185.46	0.33	20177.74	0.0194,0.9771,0.01,0.0492
our_model	Round_3_Replicate_14	-88.61	185.22	0.09	20001.11	0.0202,1.0275,0.0102,0.0484
our_model	Round_3_Replicate_15	-88.69	185.38	0.26	20151.6	0.0366,1.0371,0.0193,0.0463
our_model	Round_3_Replicate_16	-88.58	185.16	0.03	20053.63	0.02,1.0129,0.0102,0.0486
our_model	Round_3_Replicate_17	-88.61	185.22	0.1	20012.03	0.0204,1.0288,0.0103,0.0483
our_model	Round_3_Replicate_18	-88.6	185.2	0.08	20080.73	0.0249,1.0195,0.0128,0.048
our_model	Round_3_Replicate_19	-90.61	189.22	4.08	20529.28	0.0189,0.8926,0.01,0.0505
our_model	Round_3_Replicate_20	-88.59	185.18	0.06	20022.86	0.0199,1.0221,0.0101,0.0485
