23467   , -79061.6    , array([ 7.4328     ,  1.06666    ,  7.93435e-30,  4.02046e-19,  2.26964e-05])
23468   , -79061.6    , array([ 7.44024    ,  1.06666    ,  7.93435e-30,  4.02046e-19,  2.26964e-05])
23469   , -79061.7    , array([ 7.4328     ,  1.06772    ,  7.93435e-30,  4.02046e-19,  2.26964e-05])
23470   , -79061.6    , array([ 7.4328     ,  1.06666    ,  7.94229e-30,  4.02046e-19,  2.26964e-05])
23471   , -79061.6    , array([ 7.4328     ,  1.06666    ,  7.93435e-30,  4.02449e-19,  2.26964e-05])
23472   , -79061.6    , array([ 7.4328     ,  1.06666    ,  7.93435e-30,  4.02046e-19,  2.27191e-05])
23473   , -79061.6    , array([ 7.4328     ,  1.06666    ,  7.93435e-30,  4.02046e-19,  2.26964e-05])
23474   , -78979.5    , array([ 6.96026    ,  0.543972   ,  7.93435e-30,  4.02046e-19,  4.80429e-05])
23475   , -78979.5    , array([ 6.96026    ,  0.543972   ,  7.93435e-30,  4.02046e-19,  4.80429e-05])
23476   , -78979.5    , array([ 6.96722    ,  0.543972   ,  7.93435e-30,  4.02046e-19,  4.80429e-05])
23477   , -78979.6    , array([ 6.96026    ,  0.544517   ,  7.93435e-30,  4.02046e-19,  4.80429e-05])
23478   , -78979.5    , array([ 6.96026    ,  0.543972   ,  7.94229e-30,  4.02046e-19,  4.80429e-05])
23479   , -78979.5    , array([ 6.96026    ,  0.543972   ,  7.93435e-30,  4.02449e-19,  4.80429e-05])
23480   , -78979.4    , array([ 6.96026    ,  0.543972   ,  7.93435e-30,  4.02046e-19,  4.8091e-05 ])
23481   , -54674.9    , array([ 5.35201    ,  0.0367947  ,  7.93435e-30,  4.02046e-19,  0.000964546])
23482   , -54674.9    , array([ 5.35201    ,  0.0367947  ,  7.93435e-30,  4.02046e-19,  0.000964546])
23483   , -54675      , array([ 5.35737    ,  0.0367947  ,  7.93435e-30,  4.02046e-19,  0.000964546])
23484   , -54694      , array([ 5.35201    ,  0.0368315  ,  7.93435e-30,  4.02046e-19,  0.000964546])
23485   , -54674.9    , array([ 5.35201    ,  0.0367947  ,  7.94229e-30,  4.02046e-19,  0.000964546])
23486   , -54674.9    , array([ 5.35201    ,  0.0367947  ,  7.93435e-30,  4.02449e-19,  0.000964546])
23487   , -54655.7    , array([ 5.35201    ,  0.0367947  ,  7.93435e-30,  4.02046e-19,  0.000965511])
23495   , -54356.6    , array([ 5.34793    ,  0.0365079  ,  7.93435e-30,  4.02046e-19,  0.000972986])
23496   , -54356.6    , array([ 5.34793    ,  0.0365079  ,  7.93435e-30,  4.02046e-19,  0.000972986])
23497   , -54356.7    , array([ 5.35328    ,  0.0365079  ,  7.93435e-30,  4.02046e-19,  0.000972986])
23498   , -54375.9    , array([ 5.34793    ,  0.0365445  ,  7.93435e-30,  4.02046e-19,  0.000972986])
23499   , -54356.6    , array([ 5.34793    ,  0.0365079  ,  7.94229e-30,  4.02046e-19,  0.000972986])
23500   , -54356.6    , array([ 5.34793    ,  0.0365079  ,  7.93435e-30,  4.02449e-19,  0.000972986])
23501   , -54337.3    , array([ 5.34793    ,  0.0365079  ,  7.93435e-30,  4.02046e-19,  0.000973959])
23502   , -54032.9    , array([ 5.34382    ,  0.0362212  ,  7.93435e-30,  4.02046e-19,  0.000981566])
23503   , -54032.9    , array([ 5.34382    ,  0.0362212  ,  7.93435e-30,  4.02046e-19,  0.000981566])
23504   , -54032.9    , array([ 5.34916    ,  0.0362212  ,  7.93435e-30,  4.02046e-19,  0.000981566])
23505   , -54052.3    , array([ 5.34382    ,  0.0362575  ,  7.93435e-30,  4.02046e-19,  0.000981566])
23506   , -54032.9    , array([ 5.34382    ,  0.0362212  ,  7.94229e-30,  4.02046e-19,  0.000981566])
23507   , -54032.9    , array([ 5.34382    ,  0.0362212  ,  7.93435e-30,  4.02449e-19,  0.000981566])
23508   , -54013.3    , array([ 5.34382    ,  0.0362212  ,  7.93435e-30,  4.02046e-19,  0.000982548])
23516   , -53950.7    , array([ 5.34278    ,  0.0361493  ,  7.93435e-30,  4.02046e-19,  0.000983742])
23517   , -53950.7    , array([ 5.34278    ,  0.0361493  ,  7.93435e-30,  4.02046e-19,  0.000983742])
23518   , -53950.8    , array([ 5.34813    ,  0.0361493  ,  7.93435e-30,  4.02046e-19,  0.000983742])
23519   , -53970.2    , array([ 5.34278    ,  0.0361855  ,  7.93435e-30,  4.02046e-19,  0.000983742])
23520   , -53950.7    , array([ 5.34278    ,  0.0361493  ,  7.94229e-30,  4.02046e-19,  0.000983742])
23521   , -53950.7    , array([ 5.34278    ,  0.0361493  ,  7.93435e-30,  4.02449e-19,  0.000983742])
23522   , -53931.1    , array([ 5.34278    ,  0.0361493  ,  7.93435e-30,  4.02046e-19,  0.000984726])
23523   , -53868.3    , array([ 5.34174    ,  0.0360774  ,  7.93435e-30,  4.02046e-19,  0.000985927])
23524   , -53868.3    , array([ 5.34174    ,  0.0360774  ,  7.93435e-30,  4.02046e-19,  0.000985927])
23525   , -53868.3    , array([ 5.34709    ,  0.0360774  ,  7.93435e-30,  4.02046e-19,  0.000985927])
23526   , -53887.8    , array([ 5.34174    ,  0.0361135  ,  7.93435e-30,  4.02046e-19,  0.000985927])
23527   , -53868.3    , array([ 5.34174    ,  0.0360774  ,  7.94229e-30,  4.02046e-19,  0.000985927])
23528   , -53868.3    , array([ 5.34174    ,  0.0360774  ,  7.93435e-30,  4.02449e-19,  0.000985927])
23529   , -53848.6    , array([ 5.34174    ,  0.0360774  ,  7.93435e-30,  4.02046e-19,  0.000986913])
23530   , -273900     , array([ 4.10984    ,  0.00245478 ,  7.93435e-30,  4.02046e-19,  0.0196642  ])
23531   , -273900     , array([ 4.10984    ,  0.00245478 ,  7.93435e-30,  4.02046e-19,  0.0196642  ])
