260074  , -48539.9    , array([ 10.6863    ,  0.00357429 ,  8.23678e-37,  5.15054e-78,  0.000126447])
260075  , -48539.9    , array([ 10.697     ,  0.00357429 ,  8.23678e-37,  5.15054e-78,  0.000126447])
260076  , -48562.2    , array([ 10.6863    ,  0.00357787 ,  8.23678e-37,  5.15054e-78,  0.000126447])
260077  , -48539.9    , array([ 10.6863    ,  0.00357429 ,  8.24502e-37,  5.15054e-78,  0.000126447])
260078  , -48539.9    , array([ 10.6863    ,  0.00357429 ,  8.23678e-37,  5.15569e-78,  0.000126447])
260079  , -48517.6    , array([ 10.6863    ,  0.00357429 ,  8.23678e-37,  5.15054e-78,  0.000126573])
260080  , -48539.9    , array([ 10.6863    ,  0.00357429 ,  8.23678e-37,  5.15054e-78,  0.000126447])
260081  , -12692.6    , array([ 10.6847    ,  0.00175039 ,  8.23678e-37,  5.15054e-78,  0.000258333])
260082  , -12692.6    , array([ 10.6847    ,  0.00175039 ,  8.23678e-37,  5.15054e-78,  0.000258333])
260083  , -12692.6    , array([ 10.6954    ,  0.00175039 ,  8.23678e-37,  5.15054e-78,  0.000258333])
260084  , -12714      , array([ 10.6847    ,  0.00175215 ,  8.23678e-37,  5.15054e-78,  0.000258333])
260085  , -12692.6    , array([ 10.6847    ,  0.00175039 ,  8.24502e-37,  5.15054e-78,  0.000258333])
260086  , -12692.6    , array([ 10.6847    ,  0.00175039 ,  8.23678e-37,  5.15569e-78,  0.000258333])
260087  , -12671.2    , array([ 10.6847    ,  0.00175039 ,  8.23678e-37,  5.15054e-78,  0.000258592])
260095  , -12667.7    , array([ 10.6847    ,  0.00174938 ,  8.23678e-37,  5.15054e-78,  0.000258484])
260096  , -12667.7    , array([ 10.6847    ,  0.00174938 ,  8.23678e-37,  5.15054e-78,  0.000258484])
260097  , -12667.7    , array([ 10.6954    ,  0.00174938 ,  8.23678e-37,  5.15054e-78,  0.000258484])
260098  , -12689.1    , array([ 10.6847    ,  0.00175113 ,  8.23678e-37,  5.15054e-78,  0.000258484])
260099  , -12667.7    , array([ 10.6847    ,  0.00174938 ,  8.24502e-37,  5.15054e-78,  0.000258484])
260100  , -12667.7    , array([ 10.6847    ,  0.00174938 ,  8.23678e-37,  5.15569e-78,  0.000258484])
260101  , -12646.4    , array([ 10.6847    ,  0.00174938 ,  8.23678e-37,  5.15054e-78,  0.000258742])
260102  , -2738.86    , array([ 10.6838    ,  0.00118216 ,  8.23678e-37,  5.15054e-78,  0.000382612])
260103  , -2738.86    , array([ 10.6838    ,  0.00118216 ,  8.23678e-37,  5.15054e-78,  0.000382612])
260104  , -2738.86    , array([ 10.6945    ,  0.00118216 ,  8.23678e-37,  5.15054e-78,  0.000382612])
260105  , -2740.79    , array([ 10.6838    ,  0.00118335 ,  8.23678e-37,  5.15054e-78,  0.000382612])
260106  , -2738.86    , array([ 10.6838    ,  0.00118216 ,  8.24502e-37,  5.15054e-78,  0.000382612])
260107  , -2738.86    , array([ 10.6838    ,  0.00118216 ,  8.23678e-37,  5.15569e-78,  0.000382612])
260108  , -2736.92    , array([ 10.6838    ,  0.00118216 ,  8.23678e-37,  5.15054e-78,  0.000382994])
260109  , -2874.76    , array([ 6.20221    ,  0.00480641 ,  8.23678e-37,  5.15054e-78,  0.00191857 ])
260110  , -2874.76    , array([ 6.20221    ,  0.00480641 ,  8.23678e-37,  5.15054e-78,  0.00191857 ])
260111  , -2874.77    , array([ 6.20841    ,  0.00480641 ,  8.23678e-37,  5.15054e-78,  0.00191857 ])
260112  , -2870.01    , array([ 6.20221    ,  0.00481122 ,  8.23678e-37,  5.15054e-78,  0.00191857 ])
260113  , -2874.76    , array([ 6.20221    ,  0.00480641 ,  8.24502e-37,  5.15054e-78,  0.00191857 ])
260114  , -2874.76    , array([ 6.20221    ,  0.00480641 ,  8.23678e-37,  5.15569e-78,  0.00191857 ])
260115  , -2879.35    , array([ 6.20221    ,  0.00480641 ,  8.23678e-37,  5.15054e-78,  0.00192049 ])
260116  , -2654.19    , array([ 8.68425    ,  0.00201736 ,  8.23678e-37,  5.15054e-78,  0.000707242])
260117  , -2654.19    , array([ 8.68425    ,  0.00201736 ,  8.23678e-37,  5.15054e-78,  0.000707242])
260118  , -2654.19    , array([ 8.69294    ,  0.00201736 ,  8.23678e-37,  5.15054e-78,  0.000707242])
260119  , -2653.6     , array([ 8.68425    ,  0.00201938 ,  8.23678e-37,  5.15054e-78,  0.000707242])
260120  , -2654.19    , array([ 8.68425    ,  0.00201736 ,  8.24502e-37,  5.15054e-78,  0.000707242])
260121  , -2654.19    , array([ 8.68425    ,  0.00201736 ,  8.23678e-37,  5.15569e-78,  0.000707242])
260122  , -2654.74    , array([ 8.68425    ,  0.00201736 ,  8.23678e-37,  5.15054e-78,  0.000707949])
260123  , -8538.72    , array([ 4.16996    ,  0.457568   ,  8.23678e-37,  5.15054e-78,  0.172544   ])
260124  , -8538.72    , array([ 4.16996    ,  0.457568   ,  8.23678e-37,  5.15054e-78,  0.172544   ])
260125  , -8540.11    , array([ 4.17413    ,  0.457568   ,  8.23678e-37,  5.15054e-78,  0.172544   ])
260126  , -8539.3     , array([ 4.16996    ,  0.458026   ,  8.23678e-37,  5.15054e-78,  0.172544   ])
260127  , -8538.72    , array([ 4.16996    ,  0.457568   ,  8.24502e-37,  5.15054e-78,  0.172544   ])
260128  , -8538.72    , array([ 4.16996    ,  0.457568   ,  8.23678e-37,  5.15569e-78,  0.172544   ])
260129  , -8547.53    , array([ 4.16996    ,  0.457568   ,  8.23678e-37,  5.15054e-78,  0.172716   ])
260130  , -2421.1     , array([ 7.02347    ,  0.00969052 ,  8.23678e-37,  5.15054e-78,  0.00346969 ])
260131  , -2421.1     , array([ 7.02347    ,  0.00969052 ,  8.23678e-37,  5.15054e-78,  0.00346969 ])
260132  , -2421.11    , array([ 7.0305     ,  0.00969052 ,  8.23678e-37,  5.15054e-78,  0.00346969 ])
260133  , -2420.13    , array([ 7.02347    ,  0.00970022 ,  8.23678e-37,  5.15054e-78,  0.00346969 ])
260134  , -2421.1     , array([ 7.02347    ,  0.00969052 ,  8.24502e-37,  5.15054e-78,  0.00346969 ])
260135  , -2421.1     , array([ 7.02347    ,  0.00969052 ,  8.23678e-37,  5.15569e-78,  0.00346969 ])
260136  , -2421.82    , array([ 7.02347    ,  0.00969052 ,  8.23678e-37,  5.15054e-78,  0.00347317 ])
260137  , -1805.49    , array([ 5.44616    ,  0.0635446  ,  8.23678e-37,  5.15054e-78,  0.0233346  ])
260138  , -1805.49    , array([ 5.44616    ,  0.0635446  ,  8.23678e-37,  5.15054e-78,  0.0233346  ])
260139  , -1805.61    , array([ 5.45161    ,  0.0635446  ,  8.23678e-37,  5.15054e-78,  0.0233346  ])
260140  , -1804.99    , array([ 5.44616    ,  0.0636082  ,  8.23678e-37,  5.15054e-78,  0.0233346  ])
260141  , -1805.49    , array([ 5.44616    ,  0.0635446  ,  8.24502e-37,  5.15054e-78,  0.0233346  ])
260142  , -1805.49    , array([ 5.44616    ,  0.0635446  ,  8.23678e-37,  5.15569e-78,  0.0233346  ])
260143  , -1806.05    , array([ 5.44616    ,  0.0635446  ,  8.23678e-37,  5.15054e-78,  0.0233579  ])
260144  , -1856.68    , array([ 5.70271    ,  0.0452138  ,  8.23678e-37,  5.15054e-78,  0.0165274  ])
260145  , -1856.68    , array([ 5.70271    ,  0.0452138  ,  8.23678e-37,  5.15054e-78,  0.0165274  ])
260146  , -1856.76    , array([ 5.70841    ,  0.0452138  ,  8.23678e-37,  5.15054e-78,  0.0165274  ])
260147  , -1856.01    , array([ 5.70271    ,  0.0452591  ,  8.23678e-37,  5.15054e-78,  0.0165274  ])
260148  , -1856.68    , array([ 5.70271    ,  0.0452138  ,  8.24502e-37,  5.15054e-78,  0.0165274  ])
260149  , -1856.68    , array([ 5.70271    ,  0.0452138  ,  8.23678e-37,  5.15569e-78,  0.0165274  ])
260150  , -1857.11    , array([ 5.70271    ,  0.0452138  ,  8.23678e-37,  5.15054e-78,  0.016544   ])
260151  , -1805.42    , array([ 5.46887    ,  0.0616189  ,  8.23678e-37,  5.15054e-78,  0.022618   ])
260152  , -1805.42    , array([ 5.46887    ,  0.0616189  ,  8.23678e-37,  5.15054e-78,  0.022618   ])
260153  , -1805.54    , array([ 5.47435    ,  0.0616189  ,  8.23678e-37,  5.15054e-78,  0.022618   ])
260154  , -1804.9     , array([ 5.46887    ,  0.0616805  ,  8.23678e-37,  5.15054e-78,  0.022618   ])
260155  , -1805.42    , array([ 5.46887    ,  0.0616189  ,  8.24502e-37,  5.15054e-78,  0.022618   ])
260156  , -1805.42    , array([ 5.46887    ,  0.0616189  ,  8.23678e-37,  5.15569e-78,  0.022618   ])
260157  , -1805.96    , array([ 5.46887    ,  0.0616189  ,  8.23678e-37,  5.15054e-78,  0.0226407  ])
260165  , -1805.41    , array([ 5.46843    ,  0.0616282  ,  8.23678e-37,  5.15054e-78,  0.0226215  ])
260166  , -1805.41    , array([ 5.46843    ,  0.0616282  ,  8.23678e-37,  5.15054e-78,  0.0226215  ])
260167  , -1805.53    , array([ 5.4739     ,  0.0616282  ,  8.23678e-37,  5.15054e-78,  0.0226215  ])
260168  , -1804.89    , array([ 5.46843    ,  0.0616898  ,  8.23678e-37,  5.15054e-78,  0.0226215  ])
260169  , -1805.41    , array([ 5.46843    ,  0.0616282  ,  8.24502e-37,  5.15054e-78,  0.0226215  ])
260170  , -1805.41    , array([ 5.46843    ,  0.0616282  ,  8.23678e-37,  5.15569e-78,  0.0226215  ])
260171  , -1805.95    , array([ 5.46843    ,  0.0616282  ,  8.23678e-37,  5.15054e-78,  0.0226441  ])
260172  , -1805.41    , array([ 5.46836    ,  0.0616296  ,  8.23678e-37,  5.15054e-78,  0.022622   ])
260173  , -1805.41    , array([ 5.46836    ,  0.0616296  ,  8.23678e-37,  5.15054e-78,  0.022622   ])
260174  , -1805.53    , array([ 5.47383    ,  0.0616296  ,  8.23678e-37,  5.15054e-78,  0.022622   ])
260175  , -1804.89    , array([ 5.46836    ,  0.0616912  ,  8.23678e-37,  5.15054e-78,  0.022622   ])
260176  , -1805.41    , array([ 5.46836    ,  0.0616296  ,  8.24502e-37,  5.15054e-78,  0.022622   ])
260177  , -1805.41    , array([ 5.46836    ,  0.0616296  ,  8.23678e-37,  5.15569e-78,  0.022622   ])
260178  , -1805.95    , array([ 5.46836    ,  0.0616296  ,  8.23678e-37,  5.15054e-78,  0.0226446  ])
260186  , -1805.41    , array([ 5.46825    ,  0.0616319  ,  8.23678e-37,  5.15054e-78,  0.0226229  ])
260187  , -1805.41    , array([ 5.46825    ,  0.0616319  ,  8.23678e-37,  5.15054e-78,  0.0226229  ])
260188  , -1805.53    , array([ 5.47372    ,  0.0616319  ,  8.23678e-37,  5.15054e-78,  0.0226229  ])
260189  , -1804.89    , array([ 5.46825    ,  0.0616935  ,  8.23678e-37,  5.15054e-78,  0.0226229  ])
260190  , -1805.41    , array([ 5.46825    ,  0.0616319  ,  8.24502e-37,  5.15054e-78,  0.0226229  ])
260191  , -1805.41    , array([ 5.46825    ,  0.0616319  ,  8.23678e-37,  5.15569e-78,  0.0226229  ])
260192  , -1805.95    , array([ 5.46825    ,  0.0616319  ,  8.23678e-37,  5.15054e-78,  0.0226455  ])
260193  , -1805.41    , array([ 5.46823    ,  0.0616322  ,  8.23678e-37,  5.15054e-78,  0.022623   ])
260194  , -1805.41    , array([ 5.46823    ,  0.0616322  ,  8.23678e-37,  5.15054e-78,  0.022623   ])
260195  , -1805.53    , array([ 5.4737     ,  0.0616322  ,  8.23678e-37,  5.15054e-78,  0.022623   ])
260196  , -1804.89    , array([ 5.46823    ,  0.0616939  ,  8.23678e-37,  5.15054e-78,  0.022623   ])
260197  , -1805.41    , array([ 5.46823    ,  0.0616322  ,  8.24502e-37,  5.15054e-78,  0.022623   ])
260198  , -1805.41    , array([ 5.46823    ,  0.0616322  ,  8.23678e-37,  5.15569e-78,  0.022623   ])
260199  , -1805.95    , array([ 5.46823    ,  0.0616322  ,  8.23678e-37,  5.15054e-78,  0.0226456  ])
260207  , -1805.41    , array([ 5.46821    ,  0.0616328  ,  8.23678e-37,  5.15054e-78,  0.0226232  ])
260208  , -1805.41    , array([ 5.46821    ,  0.0616328  ,  8.23678e-37,  5.15054e-78,  0.0226232  ])
260209  , -1805.52    , array([ 5.47368    ,  0.0616328  ,  8.23678e-37,  5.15054e-78,  0.0226232  ])
260210  , -1804.89    , array([ 5.46821    ,  0.0616944  ,  8.23678e-37,  5.15054e-78,  0.0226232  ])
260211  , -1805.41    , array([ 5.46821    ,  0.0616328  ,  8.24502e-37,  5.15054e-78,  0.0226232  ])
260212  , -1805.41    , array([ 5.46821    ,  0.0616328  ,  8.23678e-37,  5.15569e-78,  0.0226232  ])
260213  , -1805.95    , array([ 5.46821    ,  0.0616328  ,  8.23678e-37,  5.15054e-78,  0.0226459  ])
260214  , -1805.41    , array([ 5.4682     ,  0.0616329  ,  8.23678e-37,  5.15054e-78,  0.0226232  ])
260215  , -1805.41    , array([ 5.4682     ,  0.0616329  ,  8.23678e-37,  5.15054e-78,  0.0226232  ])
260216  , -1805.52    , array([ 5.47367    ,  0.0616329  ,  8.23678e-37,  5.15054e-78,  0.0226232  ])
260217  , -1804.89    , array([ 5.4682     ,  0.0616945  ,  8.23678e-37,  5.15054e-78,  0.0226232  ])
260218  , -1805.41    , array([ 5.4682     ,  0.0616329  ,  8.24502e-37,  5.15054e-78,  0.0226232  ])
260219  , -1805.41    , array([ 5.4682     ,  0.0616329  ,  8.23678e-37,  5.15569e-78,  0.0226232  ])
260220  , -1805.95    , array([ 5.4682     ,  0.0616329  ,  8.23678e-37,  5.15054e-78,  0.0226459  ])
260228  , -1805.41    , array([ 5.4682     ,  0.061633   ,  8.23678e-37,  5.15054e-78,  0.0226233  ])
260229  , -1805.41    , array([ 5.4682     ,  0.061633   ,  8.23678e-37,  5.15054e-78,  0.0226233  ])
260230  , -1805.52    , array([ 5.47367    ,  0.061633   ,  8.23678e-37,  5.15054e-78,  0.0226233  ])
260231  , -1804.89    , array([ 5.4682     ,  0.0616947  ,  8.23678e-37,  5.15054e-78,  0.0226233  ])
260232  , -1805.41    , array([ 5.4682     ,  0.061633   ,  8.24502e-37,  5.15054e-78,  0.0226233  ])
260233  , -1805.41    , array([ 5.4682     ,  0.061633   ,  8.23678e-37,  5.15569e-78,  0.0226233  ])
260234  , -1805.95    , array([ 5.4682     ,  0.061633   ,  8.23678e-37,  5.15054e-78,  0.0226459  ])
260235  , -1805.41    , array([ 5.46819    ,  0.061633   ,  8.23678e-37,  5.15054e-78,  0.0226233  ])
260236  , -1805.41    , array([ 5.46819    ,  0.061633   ,  8.23678e-37,  5.15054e-78,  0.0226233  ])
260237  , -1805.52    , array([ 5.47367    ,  0.061633   ,  8.23678e-37,  5.15054e-78,  0.0226233  ])
260238  , -1804.89    , array([ 5.46819    ,  0.0616947  ,  8.23678e-37,  5.15054e-78,  0.0226233  ])
260239  , -1805.41    , array([ 5.46819    ,  0.061633   ,  8.24502e-37,  5.15054e-78,  0.0226233  ])
260240  , -1805.41    , array([ 5.46819    ,  0.061633   ,  8.23678e-37,  5.15569e-78,  0.0226233  ])
260241  , -1805.95    , array([ 5.46819    ,  0.061633   ,  8.23678e-37,  5.15054e-78,  0.0226459  ])
