75132   , -79089.4    , array([ 0.174412   ,  8.91549    ,  3.75111e-35,  0.000198113,  3.26146e-11])
75133   , -79089.4    , array([ 0.174587   ,  8.91549    ,  3.75111e-35,  0.000198113,  3.26146e-11])
75134   , -79089.4    , array([ 0.174412   ,  8.92441    ,  3.75111e-35,  0.000198113,  3.26146e-11])
75135   , -79089.4    , array([ 0.174412   ,  8.91549    ,  3.75486e-35,  0.000198113,  3.26146e-11])
75136   , -79089.4    , array([ 0.174412   ,  8.91549    ,  3.75111e-35,  0.000198311,  3.26146e-11])
75137   , -79089.4    , array([ 0.174412   ,  8.91549    ,  3.75111e-35,  0.000198113,  3.26472e-11])
75138   , -79089.4    , array([ 0.174412   ,  8.91549    ,  3.75111e-35,  0.000198113,  3.26146e-11])
75139   , -79089.4    , array([ 0.174386   ,  8.91545    ,  3.75111e-35,  0.000198113,  3.26196e-11])
75140   , -79089.4    , array([ 0.174386   ,  8.91545    ,  3.75111e-35,  0.000198113,  3.26196e-11])
75141   , -79089.4    , array([ 0.174561   ,  8.91545    ,  3.75111e-35,  0.000198113,  3.26196e-11])
75142   , -79089.4    , array([ 0.174386   ,  8.92437    ,  3.75111e-35,  0.000198113,  3.26196e-11])
75143   , -79089.4    , array([ 0.174386   ,  8.91545    ,  3.75486e-35,  0.000198113,  3.26196e-11])
75144   , -79089.4    , array([ 0.174386   ,  8.91545    ,  3.75111e-35,  0.000198311,  3.26196e-11])
75145   , -79089.4    , array([ 0.174386   ,  8.91545    ,  3.75111e-35,  0.000198113,  3.26522e-11])
75146   , -79089.4    , array([ 0.174282   ,  8.9153     ,  3.75111e-35,  0.000198113,  3.26397e-11])
75147   , -79089.4    , array([ 0.174282   ,  8.9153     ,  3.75111e-35,  0.000198113,  3.26397e-11])
75148   , -79089.4    , array([ 0.174457   ,  8.9153     ,  3.75111e-35,  0.000198113,  3.26397e-11])
75149   , -79089.4    , array([ 0.174282   ,  8.92422    ,  3.75111e-35,  0.000198113,  3.26397e-11])
75150   , -79089.4    , array([ 0.174282   ,  8.9153     ,  3.75486e-35,  0.000198113,  3.26397e-11])
75151   , -79089.4    , array([ 0.174282   ,  8.9153     ,  3.75111e-35,  0.000198311,  3.26397e-11])
75152   , -79089.4    , array([ 0.174282   ,  8.9153     ,  3.75111e-35,  0.000198113,  3.26723e-11])
75153   , -79089.4    , array([ 0.173866   ,  8.91469    ,  3.75111e-35,  0.000198113,  3.27202e-11])
75154   , -79089.4    , array([ 0.173866   ,  8.91469    ,  3.75111e-35,  0.000198113,  3.27202e-11])
75155   , -79089.4    , array([ 0.17404    ,  8.91469    ,  3.75111e-35,  0.000198113,  3.27202e-11])
75156   , -79089.4    , array([ 0.173866   ,  8.92361    ,  3.75111e-35,  0.000198113,  3.27202e-11])
75157   , -79089.4    , array([ 0.173866   ,  8.91469    ,  3.75486e-35,  0.000198113,  3.27202e-11])
75158   , -79089.4    , array([ 0.173866   ,  8.91469    ,  3.75111e-35,  0.000198311,  3.27202e-11])
75159   , -79089.4    , array([ 0.173866   ,  8.91469    ,  3.75111e-35,  0.000198113,  3.27529e-11])
