255727  , -68002.2    , array([ 8.82897    ,  0.11237    ,  9.7163e-70 ,  1.45813e-55,  0.001161   ])
255728  , -68002.3    , array([ 8.83781    ,  0.11237    ,  9.7163e-70 ,  1.45813e-55,  0.001161   ])
255729  , -68012.2    , array([ 8.82897    ,  0.112483   ,  9.7163e-70 ,  1.45813e-55,  0.001161   ])
255730  , -68002.2    , array([ 8.82897    ,  0.11237    ,  9.72602e-70,  1.45813e-55,  0.001161   ])
255731  , -68002.2    , array([ 8.82897    ,  0.11237    ,  9.7163e-70 ,  1.45959e-55,  0.001161   ])
255732  , -67992.2    , array([ 8.82897    ,  0.11237    ,  9.7163e-70 ,  1.45813e-55,  0.00116216 ])
255733  , -68002.2    , array([ 8.82897    ,  0.11237    ,  9.7163e-70 ,  1.45813e-55,  0.001161   ])
255734  , -43850.4    , array([ 8.77565    ,  0.0552155  ,  9.7163e-70 ,  1.45813e-55,  0.00237985 ])
255735  , -43850.4    , array([ 8.77565    ,  0.0552155  ,  9.7163e-70 ,  1.45813e-55,  0.00237985 ])
255736  , -43850.5    , array([ 8.78443    ,  0.0552155  ,  9.7163e-70 ,  1.45813e-55,  0.00237985 ])
255737  , -43874.5    , array([ 8.77565    ,  0.0552708  ,  9.7163e-70 ,  1.45813e-55,  0.00237985 ])
255738  , -43850.4    , array([ 8.77565    ,  0.0552155  ,  9.72602e-70,  1.45813e-55,  0.00237985 ])
255739  , -43850.4    , array([ 8.77565    ,  0.0552155  ,  9.7163e-70 ,  1.45959e-55,  0.00237985 ])
255740  , -43826.2    , array([ 8.77565    ,  0.0552155  ,  9.7163e-70 ,  1.45813e-55,  0.00238223 ])
255741  , -448243     , array([ 8.56555    ,  0.00321885 ,  9.7163e-70 ,  1.45813e-55,  0.0420166  ])
255742  , -448243     , array([ 8.56555    ,  0.00321885 ,  9.7163e-70 ,  1.45813e-55,  0.0420166  ])
255743  , -448243     , array([ 8.57412    ,  0.00321885 ,  9.7163e-70 ,  1.45813e-55,  0.0420166  ])
255744  , -447788     , array([ 8.56555    ,  0.00322207 ,  9.7163e-70 ,  1.45813e-55,  0.0420166  ])
255745  , -448243     , array([ 8.56555    ,  0.00321885 ,  9.72602e-70,  1.45813e-55,  0.0420166  ])
255746  , -448243     , array([ 8.56555    ,  0.00321885 ,  9.7163e-70 ,  1.45959e-55,  0.0420166  ])
255747  , -448696     , array([ 8.56555    ,  0.00321885 ,  9.7163e-70 ,  1.45813e-55,  0.0420587  ])
255748  , -3581.84    , array([ 8.70894    ,  0.0225599  ,  9.7163e-70 ,  1.45813e-55,  0.00587777 ])
255749  , -3581.84    , array([ 8.70894    ,  0.0225599  ,  9.7163e-70 ,  1.45813e-55,  0.00587777 ])
255750  , -3581.87    , array([ 8.71765    ,  0.0225599  ,  9.7163e-70 ,  1.45813e-55,  0.00587777 ])
255751  , -3590.73    , array([ 8.70894    ,  0.0225825  ,  9.7163e-70 ,  1.45813e-55,  0.00587777 ])
255752  , -3581.84    , array([ 8.70894    ,  0.0225599  ,  9.72602e-70,  1.45813e-55,  0.00587777 ])
255753  , -3581.84    , array([ 8.70894    ,  0.0225599  ,  9.7163e-70 ,  1.45959e-55,  0.00587777 ])
255754  , -3572.77    , array([ 8.70894    ,  0.0225599  ,  9.7163e-70 ,  1.45813e-55,  0.00588365 ])
255755  , -2192.52    , array([ 8.69824    ,  0.019531   ,  9.7163e-70 ,  1.45813e-55,  0.00679923 ])
255756  , -2192.52    , array([ 8.69824    ,  0.019531   ,  9.7163e-70 ,  1.45813e-55,  0.00679923 ])
255757  , -2192.54    , array([ 8.70694    ,  0.019531   ,  9.7163e-70 ,  1.45813e-55,  0.00679923 ])
255758  , -2192.78    , array([ 8.69824    ,  0.0195506  ,  9.7163e-70 ,  1.45813e-55,  0.00679923 ])
255759  , -2192.52    , array([ 8.69824    ,  0.019531   ,  9.72602e-70,  1.45813e-55,  0.00679923 ])
255760  , -2192.52    , array([ 8.69824    ,  0.019531   ,  9.7163e-70 ,  1.45959e-55,  0.00679923 ])
255761  , -2191.93    , array([ 8.69824    ,  0.019531   ,  9.7163e-70 ,  1.45813e-55,  0.00680603 ])
255769  , -2185.71    , array([ 8.6834     ,  0.0198771  ,  9.7163e-70 ,  1.45813e-55,  0.00692281 ])
255770  , -2185.71    , array([ 8.6834     ,  0.0198771  ,  9.7163e-70 ,  1.45813e-55,  0.00692281 ])
255771  , -2185.73    , array([ 8.69209    ,  0.0198771  ,  9.7163e-70 ,  1.45813e-55,  0.00692281 ])
255772  , -2185.96    , array([ 8.6834     ,  0.019897   ,  9.7163e-70 ,  1.45813e-55,  0.00692281 ])
255773  , -2185.71    , array([ 8.6834     ,  0.0198771  ,  9.72602e-70,  1.45813e-55,  0.00692281 ])
255774  , -2185.71    , array([ 8.6834     ,  0.0198771  ,  9.7163e-70 ,  1.45959e-55,  0.00692281 ])
255775  , -2185.12    , array([ 8.6834     ,  0.0198771  ,  9.7163e-70 ,  1.45813e-55,  0.00692974 ])
255776  , -2178.82    , array([ 8.66851    ,  0.0202313  ,  9.7163e-70 ,  1.45813e-55,  0.00704934 ])
255777  , -2178.82    , array([ 8.66851    ,  0.0202313  ,  9.7163e-70 ,  1.45813e-55,  0.00704934 ])
255778  , -2178.84    , array([ 8.67718    ,  0.0202313  ,  9.7163e-70 ,  1.45813e-55,  0.00704934 ])
255779  , -2179.07    , array([ 8.66851    ,  0.0202516  ,  9.7163e-70 ,  1.45813e-55,  0.00704934 ])
255780  , -2178.82    , array([ 8.66851    ,  0.0202313  ,  9.72602e-70,  1.45813e-55,  0.00704934 ])
255781  , -2178.82    , array([ 8.66851    ,  0.0202313  ,  9.7163e-70 ,  1.45959e-55,  0.00704934 ])
255782  , -2178.23    , array([ 8.66851    ,  0.0202313  ,  9.7163e-70 ,  1.45813e-55,  0.00705639 ])
255790  , -2177.09    , array([ 8.66477    ,  0.0203214  ,  9.7163e-70 ,  1.45813e-55,  0.0070815  ])
255791  , -2177.09    , array([ 8.66477    ,  0.0203214  ,  9.7163e-70 ,  1.45813e-55,  0.0070815  ])
255792  , -2177.11    , array([ 8.67344    ,  0.0203214  ,  9.7163e-70 ,  1.45813e-55,  0.0070815  ])
255793  , -2177.33    , array([ 8.66477    ,  0.0203417  ,  9.7163e-70 ,  1.45813e-55,  0.0070815  ])
255794  , -2177.09    , array([ 8.66477    ,  0.0203214  ,  9.72602e-70,  1.45813e-55,  0.0070815  ])
255795  , -2177.09    , array([ 8.66477    ,  0.0203214  ,  9.7163e-70 ,  1.45959e-55,  0.0070815  ])
255796  , -2176.5     , array([ 8.66477    ,  0.0203214  ,  9.7163e-70 ,  1.45813e-55,  0.00708859 ])
255797  , -2175.34    , array([ 8.66102    ,  0.0204119  ,  9.7163e-70 ,  1.45813e-55,  0.00711385 ])
255798  , -2175.34    , array([ 8.66102    ,  0.0204119  ,  9.7163e-70 ,  1.45813e-55,  0.00711385 ])
255799  , -2175.37    , array([ 8.66969    ,  0.0204119  ,  9.7163e-70 ,  1.45813e-55,  0.00711385 ])
255800  , -2175.59    , array([ 8.66102    ,  0.0204323  ,  9.7163e-70 ,  1.45813e-55,  0.00711385 ])
255801  , -2175.34    , array([ 8.66102    ,  0.0204119  ,  9.72602e-70,  1.45813e-55,  0.00711385 ])
255802  , -2175.34    , array([ 8.66102    ,  0.0204119  ,  9.7163e-70 ,  1.45959e-55,  0.00711385 ])
255803  , -2174.76    , array([ 8.66102    ,  0.0204119  ,  9.7163e-70 ,  1.45813e-55,  0.00712097 ])
255811  , -2174.91    , array([ 8.66009    ,  0.0204346  ,  9.7163e-70 ,  1.45813e-55,  0.00712198 ])
255812  , -2174.91    , array([ 8.66009    ,  0.0204346  ,  9.7163e-70 ,  1.45813e-55,  0.00712198 ])
255813  , -2174.93    , array([ 8.66875    ,  0.0204346  ,  9.7163e-70 ,  1.45813e-55,  0.00712198 ])
255814  , -2175.15    , array([ 8.66009    ,  0.0204551  ,  9.7163e-70 ,  1.45813e-55,  0.00712198 ])
255815  , -2174.91    , array([ 8.66009    ,  0.0204346  ,  9.72602e-70,  1.45813e-55,  0.00712198 ])
255816  , -2174.91    , array([ 8.66009    ,  0.0204346  ,  9.7163e-70 ,  1.45959e-55,  0.00712198 ])
255817  , -2174.32    , array([ 8.66009    ,  0.0204346  ,  9.7163e-70 ,  1.45813e-55,  0.0071291  ])
255818  , -2174.47    , array([ 8.65915    ,  0.0204574  ,  9.7163e-70 ,  1.45813e-55,  0.00713011 ])
255819  , -2174.47    , array([ 8.65915    ,  0.0204574  ,  9.7163e-70 ,  1.45813e-55,  0.00713011 ])
