233197  , -68471      , array([ 0.0951599  ,  0.543084   ,  3.2014e-22 ,  1.02423e-32,  0.0011996  ])
233198  , -68477.6    , array([ 0.0952551  ,  0.543084   ,  3.2014e-22 ,  1.02423e-32,  0.0011996  ])
233199  , -68473.1    , array([ 0.0951599  ,  0.543627   ,  3.2014e-22 ,  1.02423e-32,  0.0011996  ])
233200  , -68471      , array([ 0.0951599  ,  0.543084   ,  3.2046e-22 ,  1.02423e-32,  0.0011996  ])
233201  , -68471      , array([ 0.0951599  ,  0.543084   ,  3.2014e-22 ,  1.02525e-32,  0.0011996  ])
233202  , -68462.1    , array([ 0.0951599  ,  0.543084   ,  3.2014e-22 ,  1.02423e-32,  0.0012008  ])
233203  , -68471      , array([ 0.0951599  ,  0.543084   ,  3.2014e-22 ,  1.02423e-32,  0.0011996  ])
233204  , -53705.5    , array([ 0.0523575  ,  0.449986   ,  3.2014e-22 ,  1.02423e-32,  0.00264934 ])
233205  , -53705.5    , array([ 0.0523575  ,  0.449986   ,  3.2014e-22 ,  1.02423e-32,  0.00264934 ])
233206  , -53713.2    , array([ 0.0524099  ,  0.449986   ,  3.2014e-22 ,  1.02423e-32,  0.00264934 ])
233207  , -53709.3    , array([ 0.0523575  ,  0.450436   ,  3.2014e-22 ,  1.02423e-32,  0.00264934 ])
233208  , -53705.5    , array([ 0.0523575  ,  0.449986   ,  3.2046e-22 ,  1.02423e-32,  0.00264934 ])
233209  , -53705.5    , array([ 0.0523575  ,  0.449986   ,  3.2014e-22 ,  1.02525e-32,  0.00264934 ])
233210  , -53693.5    , array([ 0.0523575  ,  0.449986   ,  3.2014e-22 ,  1.02423e-32,  0.00265199 ])
233211  , -636625     , array([ 0.0047982  ,  0.212093   ,  3.2014e-22 ,  1.02423e-32,  0.0630295  ])
233212  , -636625     , array([ 0.0047982  ,  0.212093   ,  3.2014e-22 ,  1.02423e-32,  0.0630295  ])
233213  , -636089     , array([ 0.004803   ,  0.212093   ,  3.2014e-22 ,  1.02423e-32,  0.0630295  ])
233214  , -636638     , array([ 0.0047982  ,  0.212306   ,  3.2014e-22 ,  1.02423e-32,  0.0630295  ])
233215  , -636625     , array([ 0.0047982  ,  0.212093   ,  3.2046e-22 ,  1.02423e-32,  0.0630295  ])
233216  , -636625     , array([ 0.0047982  ,  0.212093   ,  3.2014e-22 ,  1.02525e-32,  0.0630295  ])
233217  , -637124     , array([ 0.0047982  ,  0.212093   ,  3.2014e-22 ,  1.02423e-32,  0.0630926  ])
233218  , -52906.3    , array([ 0.0295794  ,  0.375964   ,  3.2014e-22 ,  1.02423e-32,  0.00564948 ])
233219  , -52906.3    , array([ 0.0295794  ,  0.375964   ,  3.2014e-22 ,  1.02423e-32,  0.00564948 ])
233220  , -52885.5    , array([ 0.029609   ,  0.375964   ,  3.2014e-22 ,  1.02423e-32,  0.00564948 ])
233221  , -52912.1    , array([ 0.0295794  ,  0.37634    ,  3.2014e-22 ,  1.02423e-32,  0.00564948 ])
233222  , -52906.3    , array([ 0.0295794  ,  0.375964   ,  3.2046e-22 ,  1.02423e-32,  0.00564948 ])
233223  , -52906.3    , array([ 0.0295794  ,  0.375964   ,  3.2014e-22 ,  1.02525e-32,  0.00564948 ])
233224  , -52919      , array([ 0.0295794  ,  0.375964   ,  3.2014e-22 ,  1.02423e-32,  0.00565514 ])
233225  , -49323.9    , array([ 0.0414574  ,  0.418111   ,  3.2014e-22 ,  1.02423e-32,  0.0036106  ])
