140518  , -59363.3    , array([ 0.00154624 ,  0.559213   ,  1.17601e-09,  0.00134418 ,  6.76622e-05])
140519  , -59372.7    , array([ 0.00154779 ,  0.559213   ,  1.17601e-09,  0.00134418 ,  6.76622e-05])
140520  , -59363.4    , array([ 0.00154624 ,  0.559772   ,  1.17601e-09,  0.00134418 ,  6.76622e-05])
140521  , -59363.3    , array([ 0.00154624 ,  0.559213   ,  1.17719e-09,  0.00134418 ,  6.76622e-05])
140522  , -59363.3    , array([ 0.00154624 ,  0.559213   ,  1.17601e-09,  0.00134552 ,  6.76622e-05])
140523  , -59353.8    , array([ 0.00154624 ,  0.559213   ,  1.17601e-09,  0.00134418 ,  6.77299e-05])
140524  , -59363.3    , array([ 0.00154624 ,  0.559213   ,  1.17601e-09,  0.00134418 ,  6.76622e-05])
140532  , -59363      , array([ 0.00154622 ,  0.559213   ,  1.17601e-09,  0.00134418 ,  6.76633e-05])
140533  , -59363      , array([ 0.00154622 ,  0.559213   ,  1.17601e-09,  0.00134418 ,  6.76633e-05])
140534  , -59372.4    , array([ 0.00154776 ,  0.559213   ,  1.17601e-09,  0.00134418 ,  6.76633e-05])
140535  , -59363.1    , array([ 0.00154622 ,  0.559772   ,  1.17601e-09,  0.00134418 ,  6.76633e-05])
140536  , -59363      , array([ 0.00154622 ,  0.559213   ,  1.17719e-09,  0.00134418 ,  6.76633e-05])
140537  , -59363      , array([ 0.00154622 ,  0.559213   ,  1.17601e-09,  0.00134552 ,  6.76633e-05])
140538  , -59353.5    , array([ 0.00154622 ,  0.559213   ,  1.17601e-09,  0.00134418 ,  6.7731e-05 ])
140546  , -59362.8    , array([ 0.00154621 ,  0.559212   ,  1.17601e-09,  0.00134418 ,  6.76638e-05])
140547  , -59362.8    , array([ 0.00154621 ,  0.559212   ,  1.17601e-09,  0.00134418 ,  6.76638e-05])
140548  , -59372.2    , array([ 0.00154775 ,  0.559212   ,  1.17601e-09,  0.00134418 ,  6.76638e-05])
140549  , -59362.9    , array([ 0.00154621 ,  0.559772   ,  1.17601e-09,  0.00134418 ,  6.76638e-05])
