81789   , -79089.4    , array([ 17.6822    ,  0.0433004  ,  8.54151e-24,  3.59372e-68,  1.7342e-09 ])
81790   , -79089.4    , array([ 17.6999    ,  0.0433004  ,  8.54151e-24,  3.59372e-68,  1.7342e-09 ])
81791   , -79089.4    , array([ 17.6822    ,  0.0433438  ,  8.54151e-24,  3.59372e-68,  1.7342e-09 ])
81792   , -79089.4    , array([ 17.6822    ,  0.0433004  ,  8.55006e-24,  3.59372e-68,  1.7342e-09 ])
81793   , -79089.4    , array([ 17.6822    ,  0.0433004  ,  8.54151e-24,  3.59731e-68,  1.7342e-09 ])
81794   , -79089.4    , array([ 17.6822    ,  0.0433004  ,  8.54151e-24,  3.59372e-68,  1.73594e-09])
81795   , -79089.4    , array([ 17.6822    ,  0.0433004  ,  8.54151e-24,  3.59372e-68,  1.7342e-09 ])
81796   , -79089.4    , array([ 17.6808    ,  0.041311   ,  8.54151e-24,  3.59372e-68,  1.818e-09  ])
81797   , -79089.4    , array([ 17.6808    ,  0.041311   ,  8.54151e-24,  3.59372e-68,  1.818e-09  ])
81798   , -79089.4    , array([ 17.6985    ,  0.041311   ,  8.54151e-24,  3.59372e-68,  1.818e-09  ])
81799   , -79089.4    , array([ 17.6808    ,  0.0413523  ,  8.54151e-24,  3.59372e-68,  1.818e-09  ])
81800   , -79089.4    , array([ 17.6808    ,  0.041311   ,  8.55006e-24,  3.59372e-68,  1.818e-09  ])
81801   , -79089.4    , array([ 17.6808    ,  0.041311   ,  8.54151e-24,  3.59731e-68,  1.818e-09  ])
81802   , -79089.4    , array([ 17.6808    ,  0.041311   ,  8.54151e-24,  3.59372e-68,  1.81982e-09])
81803   , -79089.4    , array([ 17.6753    ,  0.0342262  ,  8.54151e-24,  3.59372e-68,  2.19568e-09])
81804   , -79089.4    , array([ 17.6753    ,  0.0342262  ,  8.54151e-24,  3.59372e-68,  2.19568e-09])
81805   , -79089.4    , array([ 17.693     ,  0.0342262  ,  8.54151e-24,  3.59372e-68,  2.19568e-09])
81806   , -79089.4    , array([ 17.6753    ,  0.0342604  ,  8.54151e-24,  3.59372e-68,  2.19568e-09])
