930     , -2166.87    , array([ 0.818948   ,  0.162071   ,  2.057e-55  ,  0.00197681 ])
931     , -2166.87    , array([ 0.819767   ,  0.162071   ,  2.057e-55  ,  0.00197681 ])
932     , -2167.04    , array([ 0.818948   ,  0.162233   ,  2.057e-55  ,  0.00197681 ])
933     , -2166.87    , array([ 0.818948   ,  0.162071   ,  2.05906e-55,  0.00197681 ])
934     , -2166.72    , array([ 0.818948   ,  0.162071   ,  2.057e-55  ,  0.00197879 ])
935     , -2166.87    , array([ 0.818948   ,  0.162071   ,  2.057e-55  ,  0.00197681 ])
936     , -1837.57    , array([ 0.818948   ,  0.074927   ,  2.057e-55  ,  0.00379351 ])
937     , -1837.57    , array([ 0.818948   ,  0.074927   ,  2.057e-55  ,  0.00379351 ])
938     , -1837.57    , array([ 0.819767   ,  0.074927   ,  2.057e-55  ,  0.00379351 ])
939     , -1837.82    , array([ 0.818948   ,  0.075002   ,  2.057e-55  ,  0.00379351 ])
940     , -1837.57    , array([ 0.818948   ,  0.074927   ,  2.05906e-55,  0.00379351 ])
941     , -1837.33    , array([ 0.818948   ,  0.074927   ,  2.057e-55  ,  0.00379731 ])
942     , -2336.04    , array([ 0.818948   ,  0.00342269 ,  2.057e-55  ,  0.0514457  ])
943     , -2336.04    , array([ 0.818948   ,  0.00342269 ,  2.057e-55  ,  0.0514457  ])
944     , -2336.04    , array([ 0.819767   ,  0.00342269 ,  2.057e-55  ,  0.0514457  ])
945     , -2336.03    , array([ 0.818948   ,  0.00342612 ,  2.057e-55  ,  0.0514457  ])
946     , -2336.04    , array([ 0.818948   ,  0.00342269 ,  2.05906e-55,  0.0514457  ])
947     , -2336.05    , array([ 0.818948   ,  0.00342269 ,  2.057e-55  ,  0.0514971  ])
948     , -1844.42    , array([ 0.818948   ,  0.0407118  ,  2.057e-55  ,  0.00635117 ])
949     , -1844.42    , array([ 0.818948   ,  0.0407118  ,  2.057e-55  ,  0.00635117 ])
950     , -1844.42    , array([ 0.819767   ,  0.0407118  ,  2.057e-55  ,  0.00635117 ])
951     , -1843.86    , array([ 0.818948   ,  0.0407525  ,  2.057e-55  ,  0.00635117 ])
952     , -1844.42    , array([ 0.818948   ,  0.0407118  ,  2.05906e-55,  0.00635117 ])
953     , -1844.82    , array([ 0.818948   ,  0.0407118  ,  2.057e-55  ,  0.00635752 ])
954     , -1740.71    , array([ 0.818948   ,  0.0543347  ,  2.057e-55  ,  0.00497677 ])
955     , -1740.71    , array([ 0.818948   ,  0.0543347  ,  2.057e-55  ,  0.00497677 ])
956     , -1740.71    , array([ 0.819767   ,  0.0543347  ,  2.057e-55  ,  0.00497677 ])
957     , -1740.71    , array([ 0.818948   ,  0.0543891  ,  2.057e-55  ,  0.00497677 ])
958     , -1740.71    , array([ 0.818948   ,  0.0543347  ,  2.05906e-55,  0.00497677 ])
959     , -1740.64    , array([ 0.818948   ,  0.0543347  ,  2.057e-55  ,  0.00498175 ])
966     , -1740.7     , array([ 0.818948   ,  0.0543353  ,  2.057e-55  ,  0.00497687 ])
967     , -1740.7     , array([ 0.818948   ,  0.0543353  ,  2.057e-55  ,  0.00497687 ])
968     , -1740.7     , array([ 0.819767   ,  0.0543353  ,  2.057e-55  ,  0.00497687 ])
969     , -1740.71    , array([ 0.818948   ,  0.0543896  ,  2.057e-55  ,  0.00497687 ])
970     , -1740.7     , array([ 0.818948   ,  0.0543353  ,  2.05906e-55,  0.00497687 ])
971     , -1740.64    , array([ 0.818948   ,  0.0543353  ,  2.057e-55  ,  0.00498185 ])
972     , -1740.7     , array([ 0.818948   ,  0.0543377  ,  2.057e-55  ,  0.00497732 ])
973     , -1740.7     , array([ 0.818948   ,  0.0543377  ,  2.057e-55  ,  0.00497732 ])
974     , -1740.7     , array([ 0.819767   ,  0.0543377  ,  2.057e-55  ,  0.00497732 ])
975     , -1740.71    , array([ 0.818948   ,  0.0543921  ,  2.057e-55  ,  0.00497732 ])
976     , -1740.7     , array([ 0.818948   ,  0.0543377  ,  2.05906e-55,  0.00497732 ])
977     , -1740.64    , array([ 0.818948   ,  0.0543377  ,  2.057e-55  ,  0.0049823  ])
984     , -1740.7     , array([ 0.818948   ,  0.0543379  ,  2.057e-55  ,  0.00497735 ])
985     , -1740.7     , array([ 0.818948   ,  0.0543379  ,  2.057e-55  ,  0.00497735 ])
986     , -1740.7     , array([ 0.819767   ,  0.0543379  ,  2.057e-55  ,  0.00497735 ])
987     , -1740.71    , array([ 0.818948   ,  0.0543922  ,  2.057e-55  ,  0.00497735 ])
988     , -1740.7     , array([ 0.818948   ,  0.0543379  ,  2.05906e-55,  0.00497735 ])
989     , -1740.64    , array([ 0.818948   ,  0.0543379  ,  2.057e-55  ,  0.00498233 ])
990     , -1740.7     , array([ 0.818948   ,  0.0543385  ,  2.057e-55  ,  0.00497746 ])
991     , -1740.7     , array([ 0.818948   ,  0.0543385  ,  2.057e-55  ,  0.00497746 ])
992     , -1740.7     , array([ 0.819767   ,  0.0543385  ,  2.057e-55  ,  0.00497746 ])
993     , -1740.7     , array([ 0.818948   ,  0.0543928  ,  2.057e-55  ,  0.00497746 ])
994     , -1740.7     , array([ 0.818948   ,  0.0543385  ,  2.05906e-55,  0.00497746 ])
995     , -1740.63    , array([ 0.818948   ,  0.0543385  ,  2.057e-55  ,  0.00498244 ])
996     , -620.553    , array([ 0.818948   ,  0.327134   ,  2.057e-55  ,  0.185641   ])
997     , -620.553    , array([ 0.818948   ,  0.327134   ,  2.057e-55  ,  0.185641   ])
998     , -620.553    , array([ 0.819767   ,  0.327134   ,  2.057e-55  ,  0.185641   ])
999     , -620.662    , array([ 0.818948   ,  0.327462   ,  2.057e-55  ,  0.185641   ])
1000    , -620.553    , array([ 0.818948   ,  0.327134   ,  2.05906e-55,  0.185641   ])
1001    , -620.082    , array([ 0.818948   ,  0.327134   ,  2.057e-55  ,  0.185827   ])
1002    , -620.549    , array([ 0.818948   ,  0.327136   ,  2.057e-55  ,  0.185643   ])
1003    , -620.549    , array([ 0.818948   ,  0.327136   ,  2.057e-55  ,  0.185643   ])
1004    , -620.549    , array([ 0.819767   ,  0.327136   ,  2.057e-55  ,  0.185643   ])
1005    , -620.659    , array([ 0.818948   ,  0.327463   ,  2.057e-55  ,  0.185643   ])
1006    , -620.549    , array([ 0.818948   ,  0.327136   ,  2.05906e-55,  0.185643   ])
1007    , -620.078    , array([ 0.818948   ,  0.327136   ,  2.057e-55  ,  0.185828   ])
1008    , -620.516    , array([ 0.818948   ,  0.327149   ,  2.057e-55  ,  0.185657   ])
1009    , -620.516    , array([ 0.818948   ,  0.327149   ,  2.057e-55  ,  0.185657   ])
