70626   , -79089.4    , array([ 13.2114    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70627   , -79089.4    , array([ 13.2114    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70628   , -79089.4    , array([ 14.2114    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70629   , -79089.4    , array([ 15.8295    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70630   , -79089.4    , array([ 14.2114    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70631   , -79089.4    , array([ 14.8295    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70632   , -79089.4    , array([ 15.2114    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70633   , -79089.4    , array([ 15.4475    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70634   , -79089.4    , array([ 15.5934    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70635   , -79089.4    , array([ 15.6836    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70636   , -79089.4    , array([ 15.7393    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70637   , -79089.4    , array([ 15.7737    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70638   , -79089.4    , array([ 15.7994    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70639   , -79089.4    , array([ 15.7994    ,  0.987502   ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70640   , -79089.4    , array([ 15.7994    ,  1.9875     ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70641   , -79089.4    , array([ 15.7994    ,  3.60554    ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70642   , -79089.4    , array([ 15.7994    ,  1.9875     ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70643   , -79089.4    , array([ 15.7994    ,  2.60554    ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70644   , -79089.4    , array([ 15.7994    ,  2.9875     ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70645   , -79089.4    , array([ 15.7994    ,  3.22357    ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70646   , -79089.4    , array([ 15.7994    ,  3.36947    ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70647   , -79089.4    , array([ 15.7994    ,  3.45964    ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70648   , -79089.4    , array([ 15.7994    ,  3.51537    ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70649   , -79089.4    , array([ 15.7994    ,  3.54981    ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70650   , -79089.4    , array([ 15.7994    ,  3.57543    ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70651   , -79089.4    , array([ 15.7994    ,  3.57543    ,  1.04967e-70,  2.70985e-10,  2.693e-50  ])
70652   , -79089.4    , array([ 15.7994    ,  3.57543    ,  1          ,  2.70985e-10,  2.693e-50  ])
70653   , -79089.4    , array([ 15.7994    ,  3.57543    ,  2.61803    ,  2.70985e-10,  2.693e-50  ])
70654   , -79089.4    , array([ 15.7994    ,  3.57543    ,  1          ,  2.70985e-10,  2.693e-50  ])
70655   , -79089.4    , array([ 15.7994    ,  3.57543    ,  1.61803    ,  2.70985e-10,  2.693e-50  ])
70656   , -79089.4    , array([ 15.7994    ,  3.57543    ,  2          ,  2.70985e-10,  2.693e-50  ])
70657   , -79089.4    , array([ 15.7994    ,  3.57543    ,  2.23607    ,  2.70985e-10,  2.693e-50  ])
70658   , -79089.4    , array([ 15.7994    ,  3.57543    ,  2.38197    ,  2.70985e-10,  2.693e-50  ])
70659   , -79089.4    , array([ 15.7994    ,  3.57543    ,  2.47214    ,  2.70985e-10,  2.693e-50  ])
70660   , -79089.4    , array([ 15.7994    ,  3.57543    ,  2.52786    ,  2.70985e-10,  2.693e-50  ])
