75651   , -1.1697e+06 , array([ 0.0367264  ,  1.31627    ,  8.61622e-12,  3.35018e-28,  2.00162    ])
75652   , -1.16963e+06, array([ 0.0367632  ,  1.31627    ,  8.61622e-12,  3.35018e-28,  2.00162    ])
75653   , -1.16971e+06, array([ 0.0367264  ,  1.31758    ,  8.61622e-12,  3.35018e-28,  2.00162    ])
75654   , -1.16966e+06, array([ 0.0367264  ,  1.31627    ,  8.62484e-12,  3.35018e-28,  2.00162    ])
75655   , -1.1697e+06 , array([ 0.0367264  ,  1.31627    ,  8.61622e-12,  3.35353e-28,  2.00162    ])
75656   , -1.16971e+06, array([ 0.0367264  ,  1.31627    ,  8.61622e-12,  3.35018e-28,  2.00362    ])
75657   , -1.1697e+06 , array([ 0.0367264  ,  1.31627    ,  8.61622e-12,  3.35018e-28,  2.00162    ])
75658   , -855358     , array([ 0.0867943  ,  1.14498    ,  1.38293e-11,  3.35018e-28,  1.65083    ])
75659   , -855358     , array([ 0.0867943  ,  1.14498    ,  1.38293e-11,  3.35018e-28,  1.65083    ])
75660   , -854606     , array([ 0.0868811  ,  1.14498    ,  1.38293e-11,  3.35018e-28,  1.65083    ])
75661   , -855338     , array([ 0.0867943  ,  1.14612    ,  1.38293e-11,  3.35018e-28,  1.65083    ])
75662   , -855358     , array([ 0.0867943  ,  1.14498    ,  1.38431e-11,  3.35018e-28,  1.65083    ])
75663   , -855358     , array([ 0.0867943  ,  1.14498    ,  1.38293e-11,  3.35353e-28,  1.65083    ])
75664   , -856152     , array([ 0.0867943  ,  1.14498    ,  1.38293e-11,  3.35018e-28,  1.65248    ])
75665   , -52391.2    , array([ 2.70732    ,  0.655561   ,  9.17773e-11,  3.35018e-28,  0.763821   ])
75666   , -52391.2    , array([ 2.70732    ,  0.655561   ,  9.17773e-11,  3.35018e-28,  0.763821   ])
75667   , -52383      , array([ 2.71003    ,  0.655561   ,  9.17773e-11,  3.35018e-28,  0.763821   ])
75668   , -52358.9    , array([ 2.70732    ,  0.656217   ,  9.17773e-11,  3.35018e-28,  0.763821   ])
75669   , -52391.2    , array([ 2.70732    ,  0.655561   ,  9.18691e-11,  3.35018e-28,  0.763821   ])
75670   , -52391.2    , array([ 2.70732    ,  0.655561   ,  9.17773e-11,  3.35353e-28,  0.763821   ])
75671   , -52453      , array([ 2.70732    ,  0.655561   ,  9.17773e-11,  3.35018e-28,  0.764585   ])
75679   , -44607.9    , array([ 2.9388     ,  0.679619   ,  9.53764e-11,  3.35018e-28,  0.686882   ])
75680   , -44607.9    , array([ 2.9388     ,  0.679619   ,  9.53764e-11,  3.35018e-28,  0.686882   ])
75681   , -44601.9    , array([ 2.94174    ,  0.679619   ,  9.53764e-11,  3.35018e-28,  0.686882   ])
75682   , -44580.7    , array([ 2.9388     ,  0.680299   ,  9.53764e-11,  3.35018e-28,  0.686882   ])
75683   , -44607.9    , array([ 2.9388     ,  0.679619   ,  9.54718e-11,  3.35018e-28,  0.686882   ])
75684   , -44607.9    , array([ 2.9388     ,  0.679619   ,  9.53764e-11,  3.35353e-28,  0.686882   ])
75685   , -44661.8    , array([ 2.9388     ,  0.679619   ,  9.53764e-11,  3.35018e-28,  0.687569   ])
75686   , -37819.2    , array([ 1.68762    ,  0.187487   ,  1.7952e-10 ,  3.35018e-28,  0.25193    ])
75687   , -37819.2    , array([ 1.68762    ,  0.187487   ,  1.7952e-10 ,  3.35018e-28,  0.25193    ])
75688   , -37816.3    , array([ 1.68931    ,  0.187487   ,  1.7952e-10 ,  3.35018e-28,  0.25193    ])
75689   , -37775.7    , array([ 1.68762    ,  0.187674   ,  1.7952e-10 ,  3.35018e-28,  0.25193    ])
75690   , -37819.2    , array([ 1.68762    ,  0.187487   ,  1.79699e-10,  3.35018e-28,  0.25193    ])
75691   , -37819.2    , array([ 1.68762    ,  0.187487   ,  1.7952e-10 ,  3.35353e-28,  0.25193    ])
75692   , -37874.8    , array([ 1.68762    ,  0.187487   ,  1.7952e-10 ,  3.35018e-28,  0.252182   ])
75693   , -31585.4    , array([ 0.516525   ,  0.142497   ,  1.64769e-09,  3.35018e-28,  0.149136   ])
75694   , -31585.4    , array([ 0.516525   ,  0.142497   ,  1.64769e-09,  3.35018e-28,  0.149136   ])
75695   , -31570      , array([ 0.517042   ,  0.142497   ,  1.64769e-09,  3.35018e-28,  0.149136   ])
75696   , -31555.7    , array([ 0.516525   ,  0.14264    ,  1.64769e-09,  3.35018e-28,  0.149136   ])
75697   , -31585.4    , array([ 0.516525   ,  0.142497   ,  1.64934e-09,  3.35018e-28,  0.149136   ])
75698   , -31585.4    , array([ 0.516525   ,  0.142497   ,  1.64769e-09,  3.35353e-28,  0.149136   ])
75699   , -31632.3    , array([ 0.516525   ,  0.142497   ,  1.64769e-09,  3.35018e-28,  0.149285   ])
75700   , -20667.7    , array([ 0.627236   ,  0.145032   ,  1.55689e-09,  3.35018e-28,  0.12294    ])
75701   , -20667.7    , array([ 0.627236   ,  0.145032   ,  1.55689e-09,  3.35018e-28,  0.12294    ])
75702   , -20657.2    , array([ 0.627863   ,  0.145032   ,  1.55689e-09,  3.35018e-28,  0.12294    ])
75703   , -20644.2    , array([ 0.627236   ,  0.145177   ,  1.55689e-09,  3.35018e-28,  0.12294    ])
75704   , -20667.7    , array([ 0.627236   ,  0.145032   ,  1.55844e-09,  3.35018e-28,  0.12294    ])
75705   , -20667.7    , array([ 0.627236   ,  0.145032   ,  1.55689e-09,  3.35353e-28,  0.12294    ])
75706   , -20703.5    , array([ 0.627236   ,  0.145032   ,  1.55689e-09,  3.35018e-28,  0.123063   ])
