245599  , -50370.8    , array([ 0.115411   ,  5.11355    ,  1.71688e-22,  9.9503e-44 ,  0.0141803  ])
245600  , -50366.8    , array([ 0.115526   ,  5.11355    ,  1.71688e-22,  9.9503e-44 ,  0.0141803  ])
245601  , -50372.1    , array([ 0.115411   ,  5.11867    ,  1.71688e-22,  9.9503e-44 ,  0.0141803  ])
245602  , -50370.8    , array([ 0.115411   ,  5.11355    ,  1.7186e-22 ,  9.9503e-44 ,  0.0141803  ])
245603  , -50370.8    , array([ 0.115411   ,  5.11355    ,  1.71688e-22,  9.96025e-44,  0.0141803  ])
245604  , -50370.3    , array([ 0.115411   ,  5.11355    ,  1.71688e-22,  9.9503e-44 ,  0.0141945  ])
245605  , -50370.8    , array([ 0.115411   ,  5.11355    ,  1.71688e-22,  9.9503e-44 ,  0.0141803  ])
245606  , -52875.1    , array([ 0.298554   ,  3.69237    ,  1.71688e-22,  9.9503e-44 ,  0.0157264  ])
245607  , -52875.1    , array([ 0.298554   ,  3.69237    ,  1.71688e-22,  9.9503e-44 ,  0.0157264  ])
245608  , -52884.5    , array([ 0.298853   ,  3.69237    ,  1.71688e-22,  9.9503e-44 ,  0.0157264  ])
245609  , -52877.8    , array([ 0.298554   ,  3.69606    ,  1.71688e-22,  9.9503e-44 ,  0.0157264  ])
245610  , -52875.1    , array([ 0.298554   ,  3.69237    ,  1.7186e-22 ,  9.9503e-44 ,  0.0157264  ])
245611  , -52875.1    , array([ 0.298554   ,  3.69237    ,  1.71688e-22,  9.96025e-44,  0.0157264  ])
245612  , -52861.7    , array([ 0.298554   ,  3.69237    ,  1.71688e-22,  9.9503e-44 ,  0.0157422  ])
245613  , -49861      , array([ 0.146818   ,  4.7088     ,  1.71688e-22,  9.9503e-44 ,  0.0145568  ])
245614  , -49861      , array([ 0.146818   ,  4.7088     ,  1.71688e-22,  9.9503e-44 ,  0.0145568  ])
245615  , -49862.2    , array([ 0.146965   ,  4.7088     ,  1.71688e-22,  9.9503e-44 ,  0.0145568  ])
245616  , -49862.6    , array([ 0.146818   ,  4.71351    ,  1.71688e-22,  9.9503e-44 ,  0.0145568  ])
245617  , -49861      , array([ 0.146818   ,  4.7088     ,  1.7186e-22 ,  9.9503e-44 ,  0.0145568  ])
245618  , -49861      , array([ 0.146818   ,  4.7088     ,  1.71688e-22,  9.96025e-44,  0.0145568  ])
245619  , -49855.8    , array([ 0.146818   ,  4.7088     ,  1.71688e-22,  9.9503e-44 ,  0.0145714  ])
245620  , -48721.4    , array([ 0.178587   ,  4.12156    ,  1.71688e-22,  9.9503e-44 ,  0.0177683  ])
245621  , -48721.4    , array([ 0.178587   ,  4.12156    ,  1.71688e-22,  9.9503e-44 ,  0.0177683  ])
245622  , -48722.8    , array([ 0.178766   ,  4.12156    ,  1.71688e-22,  9.9503e-44 ,  0.0177683  ])
245623  , -48723.6    , array([ 0.178587   ,  4.12568    ,  1.71688e-22,  9.9503e-44 ,  0.0177683  ])
245624  , -48721.4    , array([ 0.178587   ,  4.12156    ,  1.7186e-22 ,  9.9503e-44 ,  0.0177683  ])
245625  , -48721.4    , array([ 0.178587   ,  4.12156    ,  1.71688e-22,  9.96025e-44,  0.0177683  ])
245626  , -48715.3    , array([ 0.178587   ,  4.12156    ,  1.71688e-22,  9.9503e-44 ,  0.0177861  ])
245627  , -41249.7    , array([ 0.390958   ,  2.41918    ,  1.71688e-22,  9.9503e-44 ,  0.0394426  ])
245628  , -41249.7    , array([ 0.390958   ,  2.41918    ,  1.71688e-22,  9.9503e-44 ,  0.0394426  ])
245629  , -41251.4    , array([ 0.391349   ,  2.41918    ,  1.71688e-22,  9.9503e-44 ,  0.0394426  ])
245630  , -41256.4    , array([ 0.390958   ,  2.4216     ,  1.71688e-22,  9.9503e-44 ,  0.0394426  ])
245631  , -41249.7    , array([ 0.390958   ,  2.41918    ,  1.7186e-22 ,  9.9503e-44 ,  0.0394426  ])
245632  , -41249.7    , array([ 0.390958   ,  2.41918    ,  1.71688e-22,  9.96025e-44,  0.0394426  ])
245633  , -41239.4    , array([ 0.390958   ,  2.41918    ,  1.71688e-22,  9.9503e-44 ,  0.0394821  ])
245634  , -129174     , array([ 8.97952    ,  0.287141   ,  1.71688e-22,  9.9503e-44 ,  0.957727   ])
245635  , -129174     , array([ 8.97952    ,  0.287141   ,  1.71688e-22,  9.9503e-44 ,  0.957727   ])
245636  , -129180     , array([ 8.98851    ,  0.287141   ,  1.71688e-22,  9.9503e-44 ,  0.957727   ])
245637  , -129059     , array([ 8.97952    ,  0.287429   ,  1.71688e-22,  9.9503e-44 ,  0.957727   ])
245638  , -129174     , array([ 8.97952    ,  0.287141   ,  1.7186e-22 ,  9.9503e-44 ,  0.957727   ])
245639  , -129174     , array([ 8.97952    ,  0.287141   ,  1.71688e-22,  9.96025e-44,  0.957727   ])
245640  , -129309     , array([ 8.97952    ,  0.287141   ,  1.71688e-22,  9.9503e-44 ,  0.958685   ])
245641  , -19897.2    , array([ 1.17318    ,  1.1459     ,  1.71688e-22,  9.9503e-44 ,  0.120689   ])
245642  , -19897.2    , array([ 1.17318    ,  1.1459     ,  1.71688e-22,  9.9503e-44 ,  0.120689   ])
245643  , -19895.6    , array([ 1.17435    ,  1.1459     ,  1.71688e-22,  9.9503e-44 ,  0.120689   ])
245644  , -19912.9    , array([ 1.17318    ,  1.14705    ,  1.71688e-22,  9.9503e-44 ,  0.120689   ])
245645  , -19897.2    , array([ 1.17318    ,  1.1459     ,  1.7186e-22 ,  9.9503e-44 ,  0.120689   ])
245646  , -19897.2    , array([ 1.17318    ,  1.1459     ,  1.71688e-22,  9.96025e-44,  0.120689   ])
245647  , -19888.1    , array([ 1.17318    ,  1.1459     ,  1.71688e-22,  9.9503e-44 ,  0.12081    ])
245648  , -12654.5    , array([ 2.38416    ,  0.707496   ,  1.71688e-22,  9.9503e-44 ,  0.248373   ])
245649  , -12654.5    , array([ 2.38416    ,  0.707496   ,  1.71688e-22,  9.9503e-44 ,  0.248373   ])
245650  , -12652.4    , array([ 2.38654    ,  0.707496   ,  1.71688e-22,  9.9503e-44 ,  0.248373   ])
245651  , -12656.7    , array([ 2.38416    ,  0.708204   ,  1.71688e-22,  9.9503e-44 ,  0.248373   ])
245652  , -12654.5    , array([ 2.38416    ,  0.707496   ,  1.7186e-22 ,  9.9503e-44 ,  0.248373   ])
245653  , -12654.5    , array([ 2.38416    ,  0.707496   ,  1.71688e-22,  9.96025e-44,  0.248373   ])
245654  , -12666.6    , array([ 2.38416    ,  0.707496   ,  1.71688e-22,  9.9503e-44 ,  0.248621   ])
245655  , -12308.4    , array([ 1.94175    ,  0.813468   ,  1.71688e-22,  9.9503e-44 ,  0.201549   ])
245656  , -12308.4    , array([ 1.94175    ,  0.813468   ,  1.71688e-22,  9.9503e-44 ,  0.201549   ])
245657  , -12305.9    , array([ 1.9437     ,  0.813468   ,  1.71688e-22,  9.9503e-44 ,  0.201549   ])
245658  , -12317.3    , array([ 1.94175    ,  0.814282   ,  1.71688e-22,  9.9503e-44 ,  0.201549   ])
245659  , -12308.4    , array([ 1.94175    ,  0.813468   ,  1.7186e-22 ,  9.9503e-44 ,  0.201549   ])
245660  , -12308.4    , array([ 1.94175    ,  0.813468   ,  1.71688e-22,  9.96025e-44,  0.201549   ])
245661  , -12312.1    , array([ 1.94175    ,  0.813468   ,  1.71688e-22,  9.9503e-44 ,  0.201751   ])
245662  , -12116.3    , array([ 2.10166    ,  0.770849   ,  1.71688e-22,  9.9503e-44 ,  0.218454   ])
245663  , -12116.3    , array([ 2.10166    ,  0.770849   ,  1.71688e-22,  9.9503e-44 ,  0.218454   ])
245664  , -12114      , array([ 2.10376    ,  0.770849   ,  1.71688e-22,  9.9503e-44 ,  0.218454   ])
245665  , -12122.9    , array([ 2.10166    ,  0.77162    ,  1.71688e-22,  9.9503e-44 ,  0.218454   ])
245666  , -12116.3    , array([ 2.10166    ,  0.770849   ,  1.7186e-22 ,  9.9503e-44 ,  0.218454   ])
245667  , -12116.3    , array([ 2.10166    ,  0.770849   ,  1.71688e-22,  9.96025e-44,  0.218454   ])
245668  , -12123.1    , array([ 2.10166    ,  0.770849   ,  1.71688e-22,  9.9503e-44 ,  0.218672   ])
245676  , -12106.8    , array([ 2.1048     ,  0.76899    ,  1.71688e-22,  9.9503e-44 ,  0.21877    ])
245677  , -12106.8    , array([ 2.1048     ,  0.76899    ,  1.71688e-22,  9.9503e-44 ,  0.21877    ])
245678  , -12104.4    , array([ 2.10691    ,  0.76899    ,  1.71688e-22,  9.9503e-44 ,  0.21877    ])
245679  , -12113.3    , array([ 2.1048     ,  0.76976    ,  1.71688e-22,  9.9503e-44 ,  0.21877    ])
245680  , -12106.8    , array([ 2.1048     ,  0.76899    ,  1.7186e-22 ,  9.9503e-44 ,  0.21877    ])
245681  , -12106.8    , array([ 2.1048     ,  0.76899    ,  1.71688e-22,  9.96025e-44,  0.21877    ])
245682  , -12113.6    , array([ 2.1048     ,  0.76899    ,  1.71688e-22,  9.9503e-44 ,  0.218988   ])
245683  , -12026      , array([ 2.1374     ,  0.750102   ,  1.71688e-22,  9.9503e-44 ,  0.222049   ])
245684  , -12026      , array([ 2.1374     ,  0.750102   ,  1.71688e-22,  9.9503e-44 ,  0.222049   ])
245685  , -12023.7    , array([ 2.13954    ,  0.750102   ,  1.71688e-22,  9.9503e-44 ,  0.222049   ])
245686  , -12031.8    , array([ 2.1374     ,  0.750852   ,  1.71688e-22,  9.9503e-44 ,  0.222049   ])
245687  , -12026      , array([ 2.1374     ,  0.750102   ,  1.7186e-22 ,  9.9503e-44 ,  0.222049   ])
245688  , -12026      , array([ 2.1374     ,  0.750102   ,  1.71688e-22,  9.96025e-44,  0.222049   ])
245689  , -12033.7    , array([ 2.1374     ,  0.750102   ,  1.71688e-22,  9.9503e-44 ,  0.222271   ])
245690  , -11845.4    , array([ 2.11005    ,  0.736584   ,  1.71688e-22,  9.9503e-44 ,  0.218961   ])
245691  , -11845.4    , array([ 2.11005    ,  0.736584   ,  1.71688e-22,  9.9503e-44 ,  0.218961   ])
245692  , -11843      , array([ 2.11216    ,  0.736584   ,  1.71688e-22,  9.9503e-44 ,  0.218961   ])
245693  , -11851.1    , array([ 2.11005    ,  0.737321   ,  1.71688e-22,  9.9503e-44 ,  0.218961   ])
245694  , -11845.4    , array([ 2.11005    ,  0.736584   ,  1.7186e-22 ,  9.9503e-44 ,  0.218961   ])
245695  , -11845.4    , array([ 2.11005    ,  0.736584   ,  1.71688e-22,  9.96025e-44,  0.218961   ])
245696  , -11853.1    , array([ 2.11005    ,  0.736584   ,  1.71688e-22,  9.9503e-44 ,  0.21918    ])
245697  , -11149.8    , array([ 2.00412    ,  0.684907   ,  1.71688e-22,  9.9503e-44 ,  0.207034   ])
