174062  , -42797.4    , array([ 0.357066   ,  0.964612   ,  6.8971e-12 ,  2.45757e-68,  0.020163   ])
174063  , -42803.7    , array([ 0.357423   ,  0.964612   ,  6.8971e-12 ,  2.45757e-68,  0.020163   ])
174064  , -42807.6    , array([ 0.357066   ,  0.965577   ,  6.8971e-12 ,  2.45757e-68,  0.020163   ])
174065  , -42797.4    , array([ 0.357066   ,  0.964612   ,  6.904e-12  ,  2.45757e-68,  0.020163   ])
174066  , -42797.4    , array([ 0.357066   ,  0.964612   ,  6.8971e-12 ,  2.46002e-68,  0.020163   ])
174067  , -42779.9    , array([ 0.357066   ,  0.964612   ,  6.8971e-12 ,  2.45757e-68,  0.0201831  ])
174068  , -42797.4    , array([ 0.357066   ,  0.964612   ,  6.8971e-12 ,  2.45757e-68,  0.020163   ])
174069  , -27794.7    , array([ 0.265168   ,  0.594577   ,  6.8971e-12 ,  2.45757e-68,  0.0464775  ])
174070  , -27794.7    , array([ 0.265168   ,  0.594577   ,  6.8971e-12 ,  2.45757e-68,  0.0464775  ])
174071  , -27780.1    , array([ 0.265433   ,  0.594577   ,  6.8971e-12 ,  2.45757e-68,  0.0464775  ])
174072  , -27808.5    , array([ 0.265168   ,  0.595172   ,  6.8971e-12 ,  2.45757e-68,  0.0464775  ])
174073  , -27794.7    , array([ 0.265168   ,  0.594577   ,  6.904e-12  ,  2.45757e-68,  0.0464775  ])
174074  , -27794.7    , array([ 0.265168   ,  0.594577   ,  6.8971e-12 ,  2.46002e-68,  0.0464775  ])
174075  , -27792.6    , array([ 0.265168   ,  0.594577   ,  6.8971e-12 ,  2.45757e-68,  0.046524   ])
174076  , -30363      , array([ 0.466282   ,  0.142345   ,  6.8971e-12 ,  2.45757e-68,  0.139981   ])
174077  , -30363      , array([ 0.466282   ,  0.142345   ,  6.8971e-12 ,  2.45757e-68,  0.139981   ])
174078  , -30346.1    , array([ 0.466748   ,  0.142345   ,  6.8971e-12 ,  2.45757e-68,  0.139981   ])
174079  , -30336.1    , array([ 0.466282   ,  0.142488   ,  6.8971e-12 ,  2.45757e-68,  0.139981   ])
174080  , -30363      , array([ 0.466282   ,  0.142345   ,  6.904e-12  ,  2.45757e-68,  0.139981   ])
174081  , -30363      , array([ 0.466282   ,  0.142345   ,  6.8971e-12 ,  2.46002e-68,  0.139981   ])
174082  , -30407.9    , array([ 0.466282   ,  0.142345   ,  6.8971e-12 ,  2.45757e-68,  0.140121   ])
