42400   , -76203.6    , array([ 0.0853932  ,  0.204673   ,  1.09912e-11,  1.23545e-55,  0.000198304])
42401   , -76205.3    , array([ 0.0854787  ,  0.204673   ,  1.09912e-11,  1.23545e-55,  0.000198304])
42402   , -76204.7    , array([ 0.0853932  ,  0.204878   ,  1.09912e-11,  1.23545e-55,  0.000198304])
42403   , -76203.6    , array([ 0.0853932  ,  0.204673   ,  1.10022e-11,  1.23545e-55,  0.000198304])
42404   , -76203.6    , array([ 0.0853932  ,  0.204673   ,  1.09912e-11,  1.23668e-55,  0.000198304])
42405   , -76200.8    , array([ 0.0853932  ,  0.204673   ,  1.09912e-11,  1.23545e-55,  0.000198503])
42406   , -76203.6    , array([ 0.0853932  ,  0.204673   ,  1.09912e-11,  1.23545e-55,  0.000198304])
42407   , -69909.2    , array([ 0.0518507  ,  0.14898    ,  1.09912e-11,  1.23545e-55,  0.000449682])
42408   , -69909.2    , array([ 0.0518507  ,  0.14898    ,  1.09912e-11,  1.23545e-55,  0.000449682])
42409   , -69914.2    , array([ 0.0519025  ,  0.14898    ,  1.09912e-11,  1.23545e-55,  0.000449682])
42410   , -69912.2    , array([ 0.0518507  ,  0.149129   ,  1.09912e-11,  1.23545e-55,  0.000449682])
42411   , -69909.2    , array([ 0.0518507  ,  0.14898    ,  1.10022e-11,  1.23545e-55,  0.000449682])
42412   , -69909.2    , array([ 0.0518507  ,  0.14898    ,  1.09912e-11,  1.23668e-55,  0.000449682])
42413   , -69901.2    , array([ 0.0518507  ,  0.14898    ,  1.09912e-11,  1.23545e-55,  0.000450132])
42414   , -144180     , array([ 0.00704819 ,  0.0418216  ,  1.09912e-11,  1.23545e-55,  0.0118904  ])
42415   , -144180     , array([ 0.00704819 ,  0.0418216  ,  1.09912e-11,  1.23545e-55,  0.0118904  ])
42416   , -144066     , array([ 0.00705524 ,  0.0418216  ,  1.09912e-11,  1.23545e-55,  0.0118904  ])
42417   , -144200     , array([ 0.00704819 ,  0.0418634  ,  1.09912e-11,  1.23545e-55,  0.0118904  ])
42418   , -144180     , array([ 0.00704819 ,  0.0418216  ,  1.10022e-11,  1.23545e-55,  0.0118904  ])
42419   , -144180     , array([ 0.00704819 ,  0.0418216  ,  1.09912e-11,  1.23668e-55,  0.0118904  ])
42420   , -144264     , array([ 0.00704819 ,  0.0418216  ,  1.09912e-11,  1.23545e-55,  0.0119023  ])
42421   , -49000.8    , array([ 0.0265202  ,  0.0972219  ,  1.09912e-11,  1.23545e-55,  0.0013513  ])
42422   , -49000.8    , array([ 0.0265202  ,  0.0972219  ,  1.09912e-11,  1.23545e-55,  0.0013513  ])
42423   , -49006.8    , array([ 0.0265467  ,  0.0972219  ,  1.09912e-11,  1.23545e-55,  0.0013513  ])
42424   , -49008.7    , array([ 0.0265202  ,  0.0973192  ,  1.09912e-11,  1.23545e-55,  0.0013513  ])
42425   , -49000.8    , array([ 0.0265202  ,  0.0972219  ,  1.10022e-11,  1.23545e-55,  0.0013513  ])
42426   , -49000.8    , array([ 0.0265202  ,  0.0972219  ,  1.09912e-11,  1.23668e-55,  0.0013513  ])
42427   , -48986.6    , array([ 0.0265202  ,  0.0972219  ,  1.09912e-11,  1.23545e-55,  0.00135266 ])
42428   , -41972.7    , array([ 0.018956   ,  0.0785107  ,  1.09912e-11,  1.23545e-55,  0.00234462 ])
42429   , -41972.7    , array([ 0.018956   ,  0.0785107  ,  1.09912e-11,  1.23545e-55,  0.00234462 ])
42430   , -41963.1    , array([ 0.018975   ,  0.0785107  ,  1.09912e-11,  1.23545e-55,  0.00234462 ])
42431   , -41983.5    , array([ 0.018956   ,  0.0785892  ,  1.09912e-11,  1.23545e-55,  0.00234462 ])
42432   , -41972.7    , array([ 0.018956   ,  0.0785107  ,  1.10022e-11,  1.23545e-55,  0.00234462 ])
42433   , -41972.7    , array([ 0.018956   ,  0.0785107  ,  1.09912e-11,  1.23668e-55,  0.00234462 ])
42434   , -41970.8    , array([ 0.018956   ,  0.0785107  ,  1.09912e-11,  1.23545e-55,  0.00234696 ])
42442   , -41964.8    , array([ 0.0189408  ,  0.0784233  ,  1.09912e-11,  1.23545e-55,  0.00234918 ])
42443   , -41964.8    , array([ 0.0189408  ,  0.0784233  ,  1.09912e-11,  1.23545e-55,  0.00234918 ])
42444   , -41955.1    , array([ 0.0189597  ,  0.0784233  ,  1.09912e-11,  1.23545e-55,  0.00234918 ])
42445   , -41975.6    , array([ 0.0189408  ,  0.0785018  ,  1.09912e-11,  1.23545e-55,  0.00234918 ])
42446   , -41964.8    , array([ 0.0189408  ,  0.0784233  ,  1.10022e-11,  1.23545e-55,  0.00234918 ])
42447   , -41964.8    , array([ 0.0189408  ,  0.0784233  ,  1.09912e-11,  1.23668e-55,  0.00234918 ])
42448   , -41963      , array([ 0.0189408  ,  0.0784233  ,  1.09912e-11,  1.23545e-55,  0.00235153 ])
42449   , -41906.5    , array([ 0.0188175  ,  0.0777171  ,  1.09912e-11,  1.23545e-55,  0.0023866  ])
42450   , -41906.5    , array([ 0.0188175  ,  0.0777171  ,  1.09912e-11,  1.23545e-55,  0.0023866  ])
42451   , -41896.2    , array([ 0.0188363  ,  0.0777171  ,  1.09912e-11,  1.23545e-55,  0.0023866  ])
42452   , -41917.4    , array([ 0.0188175  ,  0.0777949  ,  1.09912e-11,  1.23545e-55,  0.0023866  ])
42453   , -41906.5    , array([ 0.0188175  ,  0.0777171  ,  1.10022e-11,  1.23545e-55,  0.0023866  ])
42454   , -41906.5    , array([ 0.0188175  ,  0.0777171  ,  1.09912e-11,  1.23668e-55,  0.0023866  ])
42455   , -41905.1    , array([ 0.0188175  ,  0.0777171  ,  1.09912e-11,  1.23545e-55,  0.00238898 ])
42456   , -41771.9    , array([ 0.0190164  ,  0.0776739  ,  1.09912e-11,  1.23545e-55,  0.00242195 ])
42457   , -41771.9    , array([ 0.0190164  ,  0.0776739  ,  1.09912e-11,  1.23545e-55,  0.00242195 ])
42458   , -41761.4    , array([ 0.0190354  ,  0.0776739  ,  1.09912e-11,  1.23545e-55,  0.00242195 ])
42459   , -41782.9    , array([ 0.0190164  ,  0.0777516  ,  1.09912e-11,  1.23545e-55,  0.00242195 ])
