88886   , -78950.3    , array([ 3.88971    ,  2.294      ,  2.04734e-20,  1.22563e-43,  0.000189921])
88887   , -78950.3    , array([ 3.8936     ,  2.294      ,  2.04734e-20,  1.22563e-43,  0.000189921])
88888   , -78950.4    , array([ 3.88971    ,  2.29629    ,  2.04734e-20,  1.22563e-43,  0.000189921])
88889   , -78950.3    , array([ 3.88971    ,  2.294      ,  2.04939e-20,  1.22563e-43,  0.000189921])
88890   , -78950.3    , array([ 3.88971    ,  2.294      ,  2.04734e-20,  1.22686e-43,  0.000189921])
88891   , -78950.1    , array([ 3.88971    ,  2.294      ,  2.04734e-20,  1.22563e-43,  0.000190111])
88892   , -78950.3    , array([ 3.88971    ,  2.294      ,  2.04734e-20,  1.22563e-43,  0.000189921])
88893   , -78592.4    , array([ 3.10327    ,  1.30597    ,  2.04734e-20,  1.22563e-43,  0.000425771])
88894   , -78592.4    , array([ 3.10327    ,  1.30597    ,  2.04734e-20,  1.22563e-43,  0.000425771])
88895   , -78592.5    , array([ 3.10637    ,  1.30597    ,  2.04734e-20,  1.22563e-43,  0.000425771])
88896   , -78592.7    , array([ 3.10327    ,  1.30728    ,  2.04734e-20,  1.22563e-43,  0.000425771])
88897   , -78592.4    , array([ 3.10327    ,  1.30597    ,  2.04939e-20,  1.22563e-43,  0.000425771])
88898   , -78592.4    , array([ 3.10327    ,  1.30597    ,  2.04734e-20,  1.22686e-43,  0.000425771])
88899   , -78591.9    , array([ 3.10327    ,  1.30597    ,  2.04734e-20,  1.22563e-43,  0.000426197])
88900   , -26826.8    , array([ 1.25727    ,  0.137183   ,  2.04734e-20,  1.22563e-43,  0.0107543  ])
88901   , -26826.8    , array([ 1.25727    ,  0.137183   ,  2.04734e-20,  1.22563e-43,  0.0107543  ])
88902   , -26828.3    , array([ 1.25852    ,  0.137183   ,  2.04734e-20,  1.22563e-43,  0.0107543  ])
88903   , -26851.8    , array([ 1.25727    ,  0.13732    ,  2.04734e-20,  1.22563e-43,  0.0107543  ])
88904   , -26826.8    , array([ 1.25727    ,  0.137183   ,  2.04939e-20,  1.22563e-43,  0.0107543  ])
88905   , -26826.8    , array([ 1.25727    ,  0.137183   ,  2.04734e-20,  1.22686e-43,  0.0107543  ])
88906   , -26800.4    , array([ 1.25727    ,  0.137183   ,  2.04734e-20,  1.22563e-43,  0.0107651  ])
88914   , -26282.6    , array([ 1.25295    ,  0.136011   ,  2.04734e-20,  1.22563e-43,  0.0108873  ])
88915   , -26282.6    , array([ 1.25295    ,  0.136011   ,  2.04734e-20,  1.22563e-43,  0.0108873  ])
88916   , -26284.1    , array([ 1.2542     ,  0.136011   ,  2.04734e-20,  1.22563e-43,  0.0108873  ])
88917   , -26307.6    , array([ 1.25295    ,  0.136147   ,  2.04734e-20,  1.22563e-43,  0.0108873  ])
88918   , -26282.6    , array([ 1.25295    ,  0.136011   ,  2.04939e-20,  1.22563e-43,  0.0108873  ])
88919   , -26282.6    , array([ 1.25295    ,  0.136011   ,  2.04734e-20,  1.22686e-43,  0.0108873  ])
88920   , -26256.2    , array([ 1.25295    ,  0.136011   ,  2.04734e-20,  1.22563e-43,  0.0108982  ])
88921   , -4287.7     , array([ 1.05274    ,  0.0881034  ,  2.04734e-20,  1.22563e-43,  0.0202844  ])
88922   , -4287.7     , array([ 1.05274    ,  0.0881034  ,  2.04734e-20,  1.22563e-43,  0.0202844  ])
88923   , -4287.86    , array([ 1.05379    ,  0.0881034  ,  2.04734e-20,  1.22563e-43,  0.0202844  ])
88924   , -4299.25    , array([ 1.05274    ,  0.0881915  ,  2.04734e-20,  1.22563e-43,  0.0202844  ])
88925   , -4287.7     , array([ 1.05274    ,  0.0881034  ,  2.04939e-20,  1.22563e-43,  0.0202844  ])
88926   , -4287.7     , array([ 1.05274    ,  0.0881034  ,  2.04734e-20,  1.22686e-43,  0.0202844  ])
88927   , -4276.07    , array([ 1.05274    ,  0.0881034  ,  2.04734e-20,  1.22563e-43,  0.0203047  ])
88935   , -4263.28    , array([ 1.05237    ,  0.0880272  ,  2.04734e-20,  1.22563e-43,  0.0203096  ])
88936   , -4263.28    , array([ 1.05237    ,  0.0880272  ,  2.04734e-20,  1.22563e-43,  0.0203096  ])
88937   , -4263.44    , array([ 1.05343    ,  0.0880272  ,  2.04734e-20,  1.22563e-43,  0.0203096  ])
88938   , -4274.78    , array([ 1.05237    ,  0.0881153  ,  2.04734e-20,  1.22563e-43,  0.0203096  ])
88939   , -4263.28    , array([ 1.05237    ,  0.0880272  ,  2.04939e-20,  1.22563e-43,  0.0203096  ])
88940   , -4263.28    , array([ 1.05237    ,  0.0880272  ,  2.04734e-20,  1.22686e-43,  0.0203096  ])
88941   , -4251.7     , array([ 1.05237    ,  0.0880272  ,  2.04734e-20,  1.22563e-43,  0.0203299  ])
88942   , -3681.5     , array([ 1.04318    ,  0.0861212  ,  2.04734e-20,  1.22563e-43,  0.0209568  ])
88943   , -3681.5     , array([ 1.04318    ,  0.0861212  ,  2.04734e-20,  1.22563e-43,  0.0209568  ])
88944   , -3681.58    , array([ 1.04422    ,  0.0861212  ,  2.04734e-20,  1.22563e-43,  0.0209568  ])
88945   , -3691.74    , array([ 1.04318    ,  0.0862074  ,  2.04734e-20,  1.22563e-43,  0.0209568  ])
88946   , -3681.5     , array([ 1.04318    ,  0.0861212  ,  2.04939e-20,  1.22563e-43,  0.0209568  ])
