22954   , -2177.94    , array([ 0.0461752  ,  0.725938   ,  4.7303e-16 ,  0.0240875  ])
22955   , -2177.94    , array([ 0.0462214  ,  0.725938   ,  4.7303e-16 ,  0.0240875  ])
22956   , -2178.47    , array([ 0.0461752  ,  0.726664   ,  4.7303e-16 ,  0.0240875  ])
22957   , -2177.94    , array([ 0.0461752  ,  0.725938   ,  4.73503e-16,  0.0240875  ])
22958   , -2177.8     , array([ 0.0461752  ,  0.725938   ,  4.7303e-16 ,  0.0241116  ])
22959   , -2177.94    , array([ 0.0461752  ,  0.725938   ,  4.7303e-16 ,  0.0240875  ])
22960   , -1536.84    , array([ 0.0461752  ,  0.274296   ,  4.7303e-16 ,  0.0315522  ])
22961   , -1536.84    , array([ 0.0461752  ,  0.274296   ,  4.7303e-16 ,  0.0315522  ])
22962   , -1536.84    , array([ 0.0462214  ,  0.274296   ,  4.7303e-16 ,  0.0315522  ])
22963   , -1537.25    , array([ 0.0461752  ,  0.274571   ,  4.7303e-16 ,  0.0315522  ])
22964   , -1536.84    , array([ 0.0461752  ,  0.274296   ,  4.73503e-16,  0.0315522  ])
22965   , -1536.38    , array([ 0.0461752  ,  0.274296   ,  4.7303e-16 ,  0.0315837  ])
22966   , -2336.71    , array([ 0.0461752  ,  0.00559114 ,  4.7303e-16 ,  0.0928917  ])
22967   , -2336.71    , array([ 0.0461752  ,  0.00559114 ,  4.7303e-16 ,  0.0928917  ])
22968   , -2336.71    , array([ 0.0462214  ,  0.00559114 ,  4.7303e-16 ,  0.0928917  ])
22969   , -2336.71    , array([ 0.0461752  ,  0.00559673 ,  4.7303e-16 ,  0.0928917  ])
22970   , -2336.71    , array([ 0.0461752  ,  0.00559114 ,  4.73503e-16,  0.0928917  ])
22971   , -2336.71    , array([ 0.0461752  ,  0.00559114 ,  4.7303e-16 ,  0.0929847  ])
22972   , -1592.57    , array([ 0.0461752  ,  0.131275   ,  4.7303e-16 ,  0.0387077  ])
22973   , -1592.57    , array([ 0.0461752  ,  0.131275   ,  4.7303e-16 ,  0.0387077  ])
22974   , -1592.57    , array([ 0.0462214  ,  0.131275   ,  4.7303e-16 ,  0.0387077  ])
22975   , -1591.63    , array([ 0.0461752  ,  0.131406   ,  4.7303e-16 ,  0.0387077  ])
22976   , -1592.57    , array([ 0.0461752  ,  0.131275   ,  4.73503e-16,  0.0387077  ])
22977   , -1592.71    , array([ 0.0461752  ,  0.131275   ,  4.7303e-16 ,  0.0387464  ])
22978   , -1424.9     , array([ 0.0461752  ,  0.19419    ,  4.7303e-16 ,  0.0347242  ])
22979   , -1424.9     , array([ 0.0461752  ,  0.19419    ,  4.7303e-16 ,  0.0347242  ])
22980   , -1424.9     , array([ 0.0462214  ,  0.19419    ,  4.7303e-16 ,  0.0347242  ])
22981   , -1424.86    , array([ 0.0461752  ,  0.194384   ,  4.7303e-16 ,  0.0347242  ])
22982   , -1424.9     , array([ 0.0461752  ,  0.19419    ,  4.73503e-16,  0.0347242  ])
22983   , -1424.59    , array([ 0.0461752  ,  0.19419    ,  4.7303e-16 ,  0.0347589  ])
22990   , -1424.9     , array([ 0.0461752  ,  0.194189   ,  4.7303e-16 ,  0.0347246  ])
22991   , -1424.9     , array([ 0.0461752  ,  0.194189   ,  4.7303e-16 ,  0.0347246  ])
22992   , -1424.9     , array([ 0.0462214  ,  0.194189   ,  4.7303e-16 ,  0.0347246  ])
22993   , -1424.86    , array([ 0.0461752  ,  0.194384   ,  4.7303e-16 ,  0.0347246  ])
22994   , -1424.9     , array([ 0.0461752  ,  0.194189   ,  4.73503e-16,  0.0347246  ])
22995   , -1424.58    , array([ 0.0461752  ,  0.194189   ,  4.7303e-16 ,  0.0347594  ])
22996   , -1374.05    , array([ 0.0461752  ,  0.169746   ,  4.7303e-16 ,  0.0546178  ])
22997   , -1374.05    , array([ 0.0461752  ,  0.169746   ,  4.7303e-16 ,  0.0546178  ])
22998   , -1374.05    , array([ 0.0462214  ,  0.169746   ,  4.7303e-16 ,  0.0546178  ])
22999   , -1373.29    , array([ 0.0461752  ,  0.169916   ,  4.7303e-16 ,  0.0546178  ])
23000   , -1374.05    , array([ 0.0461752  ,  0.169746   ,  4.73503e-16,  0.0546178  ])
23001   , -1373.93    , array([ 0.0461752  ,  0.169746   ,  4.7303e-16 ,  0.0546724  ])
