2449    , -2103.32    , array([ 0.00393117 ,  0.0110171  ,  5.9783e-05 ,  3.25141e-38])
2450    , -2103.5     , array([ 0.0039351  ,  0.0110171  ,  5.9783e-05 ,  3.25141e-38])
2451    , -2103.32    , array([ 0.00393117 ,  0.0110281  ,  5.9783e-05 ,  3.25141e-38])
2452    , -2103.13    , array([ 0.00393117 ,  0.0110171  ,  5.98428e-05,  3.25141e-38])
2453    , -2103.32    , array([ 0.00393117 ,  0.0110171  ,  5.9783e-05 ,  3.25466e-38])
2454    , -2103.32    , array([ 0.00393117 ,  0.0110171  ,  5.9783e-05 ,  3.25141e-38])
2455    , -1810.38    , array([ 0.00192261 ,  0.0110171  ,  0.000121976,  3.25141e-38])
2456    , -1810.38    , array([ 0.00192261 ,  0.0110171  ,  0.000121976,  3.25141e-38])
2457    , -1810.49    , array([ 0.00192453 ,  0.0110171  ,  0.000121976,  3.25141e-38])
2458    , -1810.38    , array([ 0.00192261 ,  0.0110281  ,  0.000121976,  3.25141e-38])
2459    , -1810.27    , array([ 0.00192261 ,  0.0110171  ,  0.000122098,  3.25141e-38])
2460    , -1810.38    , array([ 0.00192261 ,  0.0110171  ,  0.000121976,  3.25466e-38])
2461    , -4831.84    , array([ 0.00180141 ,  0.0110171  ,  0.00103543 ,  3.25141e-38])
2462    , -4831.84    , array([ 0.00180141 ,  0.0110171  ,  0.00103543 ,  3.25141e-38])
2463    , -4827.99    , array([ 0.00180321 ,  0.0110171  ,  0.00103543 ,  3.25141e-38])
2464    , -4831.84    , array([ 0.00180141 ,  0.0110281  ,  0.00103543 ,  3.25141e-38])
2465    , -4835.63    , array([ 0.00180141 ,  0.0110171  ,  0.00103647 ,  3.25141e-38])
2466    , -4831.84    , array([ 0.00180141 ,  0.0110171  ,  0.00103543 ,  3.25466e-38])
2467    , -1799.27    , array([ 0.00191501 ,  0.0110171  ,  0.000138907,  3.25141e-38])
2468    , -1799.27    , array([ 0.00191501 ,  0.0110171  ,  0.000138907,  3.25141e-38])
2469    , -1799.32    , array([ 0.00191693 ,  0.0110171  ,  0.000138907,  3.25141e-38])
2470    , -1799.27    , array([ 0.00191501 ,  0.0110281  ,  0.000138907,  3.25141e-38])
2471    , -1799.22    , array([ 0.00191501 ,  0.0110171  ,  0.000139046,  3.25141e-38])
2472    , -1799.27    , array([ 0.00191501 ,  0.0110171  ,  0.000138907,  3.25466e-38])
2473    , -1795.65    , array([ 0.00339122 ,  0.0110171  ,  0.000275422,  3.25141e-38])
2474    , -1795.65    , array([ 0.00339122 ,  0.0110171  ,  0.000275422,  3.25141e-38])
2475    , -1795.64    , array([ 0.00339461 ,  0.0110171  ,  0.000275422,  3.25141e-38])
2476    , -1795.65    , array([ 0.00339122 ,  0.0110281  ,  0.000275422,  3.25141e-38])
2477    , -1795.66    , array([ 0.00339122 ,  0.0110171  ,  0.000275697,  3.25141e-38])
2478    , -1795.65    , array([ 0.00339122 ,  0.0110171  ,  0.000275422,  3.25466e-38])
2479    , -1778.86    , array([ 0.0200099  ,  0.0110171  ,  0.00172338 ,  3.25141e-38])
2480    , -1778.86    , array([ 0.0200099  ,  0.0110171  ,  0.00172338 ,  3.25141e-38])
2481    , -1778.84    , array([ 0.0200299  ,  0.0110171  ,  0.00172338 ,  3.25141e-38])
2482    , -1778.86    , array([ 0.0200099  ,  0.0110281  ,  0.00172338 ,  3.25141e-38])
2483    , -1778.86    , array([ 0.0200099  ,  0.0110171  ,  0.0017251  ,  3.25141e-38])
2484    , -1778.86    , array([ 0.0200099  ,  0.0110171  ,  0.00172338 ,  3.25466e-38])
2485    , -33770.4    , array([ 24.2548    ,  0.0110171  ,  2.64186    ,  3.25141e-38])
2486    , -33770.4    , array([ 24.2548    ,  0.0110171  ,  2.64186    ,  3.25141e-38])
2487    , -33782.7    , array([ 24.2791    ,  0.0110171  ,  2.64186    ,  3.25141e-38])
2488    , -33770.4    , array([ 24.2548    ,  0.0110281  ,  2.64186    ,  3.25141e-38])
2489    , -33775.1    , array([ 24.2548    ,  0.0110171  ,  2.6445     ,  3.25141e-38])
2490    , -33770.4    , array([ 24.2548    ,  0.0110171  ,  2.64186    ,  3.25466e-38])
2491    , -1739.64    , array([ 0.0573807  ,  0.0110171  ,  0.00511721 ,  3.25141e-38])
2492    , -1739.64    , array([ 0.0573807  ,  0.0110171  ,  0.00511721 ,  3.25141e-38])
2493    , -1739.67    , array([ 0.0574381  ,  0.0110171  ,  0.00511721 ,  3.25141e-38])
2494    , -1739.64    , array([ 0.0573807  ,  0.0110281  ,  0.00511721 ,  3.25141e-38])
2495    , -1739.56    , array([ 0.0573807  ,  0.0110171  ,  0.00512233 ,  3.25141e-38])
2496    , -1739.64    , array([ 0.0573807  ,  0.0110171  ,  0.00511721 ,  3.25466e-38])
2497    , -1679.39    , array([ 0.128442   ,  0.0110171  ,  0.0117638  ,  3.25141e-38])
2498    , -1679.39    , array([ 0.128442   ,  0.0110171  ,  0.0117638  ,  3.25141e-38])
2499    , -1679.55    , array([ 0.12857    ,  0.0110171  ,  0.0117638  ,  3.25141e-38])
2500    , -1679.39    , array([ 0.128442   ,  0.0110281  ,  0.0117638  ,  3.25141e-38])
2501    , -1679.16    , array([ 0.128442   ,  0.0110171  ,  0.0117755  ,  3.25141e-38])
2502    , -1679.39    , array([ 0.128442   ,  0.0110171  ,  0.0117638  ,  3.25466e-38])
2503    , -3860.56    , array([ 1.76503    ,  0.0110171  ,  0.17629    ,  3.25141e-38])
2504    , -3860.56    , array([ 1.76503    ,  0.0110171  ,  0.17629    ,  3.25141e-38])
2505    , -3863.28    , array([ 1.7668     ,  0.0110171  ,  0.17629    ,  3.25141e-38])
2506    , -3860.56    , array([ 1.76503    ,  0.0110281  ,  0.17629    ,  3.25141e-38])
2507    , -3861.7     , array([ 1.76503    ,  0.0110171  ,  0.176467   ,  3.25141e-38])
2508    , -3860.56    , array([ 1.76503    ,  0.0110171  ,  0.17629    ,  3.25466e-38])
2509    , -1632.23    , array([ 0.234709   ,  0.0110171  ,  0.0219295  ,  3.25141e-38])
2510    , -1632.23    , array([ 0.234709   ,  0.0110171  ,  0.0219295  ,  3.25141e-38])
2511    , -1632.59    , array([ 0.234944   ,  0.0110171  ,  0.0219295  ,  3.25141e-38])
2512    , -1632.23    , array([ 0.234709   ,  0.0110281  ,  0.0219295  ,  3.25141e-38])
2513    , -1631.83    , array([ 0.234709   ,  0.0110171  ,  0.0219514  ,  3.25141e-38])
2514    , -1632.23    , array([ 0.234709   ,  0.0110171  ,  0.0219295  ,  3.25466e-38])
2515    , -1627.27    , array([ 0.298264   ,  0.0110171  ,  0.0280893  ,  3.25141e-38])
2516    , -1627.27    , array([ 0.298264   ,  0.0110171  ,  0.0280893  ,  3.25141e-38])
2517    , -1627.75    , array([ 0.298562   ,  0.0110171  ,  0.0280893  ,  3.25141e-38])
2518    , -1627.27    , array([ 0.298264   ,  0.0110281  ,  0.0280893  ,  3.25141e-38])
2519    , -1626.82    , array([ 0.298264   ,  0.0110171  ,  0.0281174  ,  3.25141e-38])
2520    , -1627.27    , array([ 0.298264   ,  0.0110171  ,  0.0280893  ,  3.25466e-38])
2521    , -1626.99    , array([ 0.282076   ,  0.0110171  ,  0.0265158  ,  3.25141e-38])
2522    , -1626.99    , array([ 0.282076   ,  0.0110171  ,  0.0265158  ,  3.25141e-38])
2523    , -1627.44    , array([ 0.282358   ,  0.0110171  ,  0.0265158  ,  3.25141e-38])
2524    , -1626.99    , array([ 0.282076   ,  0.0110281  ,  0.0265158  ,  3.25141e-38])
2525    , -1626.55    , array([ 0.282076   ,  0.0110171  ,  0.0265423  ,  3.25141e-38])
2526    , -1626.99    , array([ 0.282076   ,  0.0110171  ,  0.0265158  ,  3.25466e-38])
2527    , -1626.96    , array([ 0.285735   ,  0.0110171  ,  0.0268712  ,  3.25141e-38])
2528    , -1626.96    , array([ 0.285735   ,  0.0110171  ,  0.0268712  ,  3.25141e-38])
2529    , -1627.42    , array([ 0.286021   ,  0.0110171  ,  0.0268712  ,  3.25141e-38])
2530    , -1626.96    , array([ 0.285735   ,  0.0110281  ,  0.0268712  ,  3.25141e-38])
2531    , -1626.53    , array([ 0.285735   ,  0.0110171  ,  0.0268981  ,  3.25141e-38])
2532    , -1626.96    , array([ 0.285735   ,  0.0110171  ,  0.0268712  ,  3.25466e-38])
2539    , -1626.96    , array([ 0.285747   ,  0.0110171  ,  0.0268724  ,  3.25141e-38])
2540    , -1626.96    , array([ 0.285747   ,  0.0110171  ,  0.0268724  ,  3.25141e-38])
2541    , -1627.42    , array([ 0.286033   ,  0.0110171  ,  0.0268724  ,  3.25141e-38])
2542    , -1626.96    , array([ 0.285747   ,  0.0110281  ,  0.0268724  ,  3.25141e-38])
2543    , -1626.53    , array([ 0.285747   ,  0.0110171  ,  0.0268993  ,  3.25141e-38])
2544    , -1626.96    , array([ 0.285747   ,  0.0110171  ,  0.0268724  ,  3.25466e-38])
2545    , -1626.96    , array([ 0.285759   ,  0.0110171  ,  0.0268735  ,  3.25141e-38])
2546    , -1626.96    , array([ 0.285759   ,  0.0110171  ,  0.0268735  ,  3.25141e-38])
2547    , -1627.42    , array([ 0.286045   ,  0.0110171  ,  0.0268735  ,  3.25141e-38])
2548    , -1626.96    , array([ 0.285759   ,  0.0110281  ,  0.0268735  ,  3.25141e-38])
2549    , -1626.53    , array([ 0.285759   ,  0.0110171  ,  0.0269004  ,  3.25141e-38])
2550    , -1626.96    , array([ 0.285759   ,  0.0110171  ,  0.0268735  ,  3.25466e-38])
2557    , -1626.96    , array([ 0.285762   ,  0.0110171  ,  0.0268738  ,  3.25141e-38])
2558    , -1626.96    , array([ 0.285762   ,  0.0110171  ,  0.0268738  ,  3.25141e-38])
