311970  , -43651.8    , array([ 0.0264231  ,  0.00300189 ,  3.46276e-28,  1.03226e-70,  0.00428843 ])
311971  , -43642.7    , array([ 0.0264495  ,  0.00300189 ,  3.46276e-28,  1.03226e-70,  0.00428843 ])
311972  , -43599.6    , array([ 0.0264231  ,  0.0030049  ,  3.46276e-28,  1.03226e-70,  0.00428843 ])
311973  , -43651.8    , array([ 0.0264231  ,  0.00300189 ,  3.46622e-28,  1.03226e-70,  0.00428843 ])
311974  , -43651.8    , array([ 0.0264231  ,  0.00300189 ,  3.46276e-28,  1.03329e-70,  0.00428843 ])
311975  , -43712      , array([ 0.0264231  ,  0.00300189 ,  3.46276e-28,  1.03226e-70,  0.00429273 ])
311976  , -43651.8    , array([ 0.0264231  ,  0.00300189 ,  3.46276e-28,  1.03226e-70,  0.00428843 ])
311977  , -4964.58    , array([ 0.029625   ,  0.00579039 ,  3.46276e-28,  1.03226e-70,  0.00200843 ])
311978  , -4964.58    , array([ 0.029625   ,  0.00579039 ,  3.46276e-28,  1.03226e-70,  0.00200843 ])
311979  , -4959.66    , array([ 0.0296546  ,  0.00579039 ,  3.46276e-28,  1.03226e-70,  0.00200843 ])
311980  , -4964.55    , array([ 0.029625   ,  0.00579618 ,  3.46276e-28,  1.03226e-70,  0.00200843 ])
311981  , -4964.58    , array([ 0.029625   ,  0.00579039 ,  3.46622e-28,  1.03226e-70,  0.00200843 ])
311982  , -4964.58    , array([ 0.029625   ,  0.00579039 ,  3.46276e-28,  1.03329e-70,  0.00200843 ])
311983  , -4969.33    , array([ 0.029625   ,  0.00579039 ,  3.46276e-28,  1.03226e-70,  0.00201044 ])
311991  , -4954.44    , array([ 0.0296684  ,  0.00578584 ,  3.46276e-28,  1.03226e-70,  0.00200717 ])
311992  , -4954.44    , array([ 0.0296684  ,  0.00578584 ,  3.46276e-28,  1.03226e-70,  0.00200717 ])
311993  , -4949.54    , array([ 0.0296981  ,  0.00578584 ,  3.46276e-28,  1.03226e-70,  0.00200717 ])
311994  , -4954.4     , array([ 0.0296684  ,  0.00579163 ,  3.46276e-28,  1.03226e-70,  0.00200717 ])
311995  , -4954.44    , array([ 0.0296684  ,  0.00578584 ,  3.46622e-28,  1.03226e-70,  0.00200717 ])
311996  , -4954.44    , array([ 0.0296684  ,  0.00578584 ,  3.46276e-28,  1.03329e-70,  0.00200717 ])
311997  , -4959.18    , array([ 0.0296684  ,  0.00578584 ,  3.46276e-28,  1.03226e-70,  0.00200918 ])
311998  , -3216.62    , array([ 0.0447934  ,  0.00463829 ,  3.46276e-28,  1.03226e-70,  0.0016819  ])
311999  , -3216.62    , array([ 0.0447934  ,  0.00463829 ,  3.46276e-28,  1.03226e-70,  0.0016819  ])
312000  , -3214.91    , array([ 0.0448382  ,  0.00463829 ,  3.46276e-28,  1.03226e-70,  0.0016819  ])
312001  , -3214.91    , array([ 0.0447934  ,  0.00464293 ,  3.46276e-28,  1.03226e-70,  0.0016819  ])
312002  , -3216.62    , array([ 0.0447934  ,  0.00463829 ,  3.46622e-28,  1.03226e-70,  0.0016819  ])
312003  , -3216.62    , array([ 0.0447934  ,  0.00463829 ,  3.46276e-28,  1.03329e-70,  0.0016819  ])
312004  , -3219.89    , array([ 0.0447934  ,  0.00463829 ,  3.46276e-28,  1.03226e-70,  0.00168358 ])
312012  , -3216.6     , array([ 0.0447997  ,  0.00463894 ,  3.46276e-28,  1.03226e-70,  0.00168213 ])
312013  , -3216.6     , array([ 0.0447997  ,  0.00463894 ,  3.46276e-28,  1.03226e-70,  0.00168213 ])
312014  , -3214.89    , array([ 0.0448445  ,  0.00463894 ,  3.46276e-28,  1.03226e-70,  0.00168213 ])
312015  , -3214.89    , array([ 0.0447997  ,  0.00464358 ,  3.46276e-28,  1.03226e-70,  0.00168213 ])
312016  , -3216.6     , array([ 0.0447997  ,  0.00463894 ,  3.46622e-28,  1.03226e-70,  0.00168213 ])
312017  , -3216.6     , array([ 0.0447997  ,  0.00463894 ,  3.46276e-28,  1.03329e-70,  0.00168213 ])
312018  , -3219.87    , array([ 0.0447997  ,  0.00463894 ,  3.46276e-28,  1.03226e-70,  0.00168382 ])
312019  , -3216.58    , array([ 0.0448059  ,  0.00463959 ,  3.46276e-28,  1.03226e-70,  0.00168237 ])
312020  , -3216.58    , array([ 0.0448059  ,  0.00463959 ,  3.46276e-28,  1.03226e-70,  0.00168237 ])
312021  , -3214.87    , array([ 0.0448508  ,  0.00463959 ,  3.46276e-28,  1.03226e-70,  0.00168237 ])
312022  , -3214.87    , array([ 0.0448059  ,  0.00464423 ,  3.46276e-28,  1.03226e-70,  0.00168237 ])
312023  , -3216.58    , array([ 0.0448059  ,  0.00463959 ,  3.46622e-28,  1.03226e-70,  0.00168237 ])
312024  , -3216.58    , array([ 0.0448059  ,  0.00463959 ,  3.46276e-28,  1.03329e-70,  0.00168237 ])
312025  , -3219.85    , array([ 0.0448059  ,  0.00463959 ,  3.46276e-28,  1.03226e-70,  0.00168406 ])
312033  , -3216.57    , array([ 0.0448075  ,  0.00463975 ,  3.46276e-28,  1.03226e-70,  0.00168243 ])
312034  , -3216.57    , array([ 0.0448075  ,  0.00463975 ,  3.46276e-28,  1.03226e-70,  0.00168243 ])
312035  , -3214.86    , array([ 0.0448523  ,  0.00463975 ,  3.46276e-28,  1.03226e-70,  0.00168243 ])
312036  , -3214.86    , array([ 0.0448075  ,  0.0046444  ,  3.46276e-28,  1.03226e-70,  0.00168243 ])
312037  , -3216.57    , array([ 0.0448075  ,  0.00463975 ,  3.46622e-28,  1.03226e-70,  0.00168243 ])
312038  , -3216.57    , array([ 0.0448075  ,  0.00463975 ,  3.46276e-28,  1.03329e-70,  0.00168243 ])
312039  , -3219.85    , array([ 0.0448075  ,  0.00463975 ,  3.46276e-28,  1.03226e-70,  0.00168411 ])
312040  , -3216.57    , array([ 0.0448091  ,  0.00463992 ,  3.46276e-28,  1.03226e-70,  0.00168249 ])
312041  , -3216.57    , array([ 0.0448091  ,  0.00463992 ,  3.46276e-28,  1.03226e-70,  0.00168249 ])
312042  , -3214.86    , array([ 0.0448539  ,  0.00463992 ,  3.46276e-28,  1.03226e-70,  0.00168249 ])
312043  , -3214.86    , array([ 0.0448091  ,  0.00464456 ,  3.46276e-28,  1.03226e-70,  0.00168249 ])
312044  , -3216.57    , array([ 0.0448091  ,  0.00463992 ,  3.46622e-28,  1.03226e-70,  0.00168249 ])
312045  , -3216.57    , array([ 0.0448091  ,  0.00463992 ,  3.46276e-28,  1.03329e-70,  0.00168249 ])
312046  , -3219.84    , array([ 0.0448091  ,  0.00463992 ,  3.46276e-28,  1.03226e-70,  0.00168417 ])
312047  , -72410.2    , array([ 50.463     ,  5.26113    ,  3.46276e-28,  1.03226e-70,  2.07935    ])
312048  , -72410.2    , array([ 50.463     ,  5.26113    ,  3.46276e-28,  1.03226e-70,  2.07935    ])
312049  , -72419.6    , array([ 50.5135    ,  5.26113    ,  3.46276e-28,  1.03226e-70,  2.07935    ])
312050  , -72412.1    , array([ 50.463     ,  5.26639    ,  3.46276e-28,  1.03226e-70,  2.07935    ])
312051  , -72410.2    , array([ 50.463     ,  5.26113    ,  3.46622e-28,  1.03226e-70,  2.07935    ])
312052  , -72410.2    , array([ 50.463     ,  5.26113    ,  3.46276e-28,  1.03329e-70,  2.07935    ])
312053  , -72436.2    , array([ 50.463     ,  5.26113    ,  3.46276e-28,  1.03226e-70,  2.08143    ])
312054  , -2943.95    , array([ 0.130467   ,  0.0135237  ,  3.46276e-28,  1.03226e-70,  0.00496853 ])
312055  , -2943.95    , array([ 0.130467   ,  0.0135237  ,  3.46276e-28,  1.03226e-70,  0.00496853 ])
312056  , -2942.25    , array([ 0.130598   ,  0.0135237  ,  3.46276e-28,  1.03226e-70,  0.00496853 ])
312057  , -2942.08    , array([ 0.130467   ,  0.0135372  ,  3.46276e-28,  1.03226e-70,  0.00496853 ])
312058  , -2943.95    , array([ 0.130467   ,  0.0135237  ,  3.46622e-28,  1.03226e-70,  0.00496853 ])
312059  , -2943.95    , array([ 0.130467   ,  0.0135237  ,  3.46276e-28,  1.03329e-70,  0.00496853 ])
312060  , -2947.11    , array([ 0.130467   ,  0.0135237  ,  3.46276e-28,  1.03226e-70,  0.0049735  ])
312061  , -2479.97    , array([ 0.313394   ,  0.0325129  ,  3.46276e-28,  1.03226e-70,  0.012074   ])
312062  , -2479.97    , array([ 0.313394   ,  0.0325129  ,  3.46276e-28,  1.03226e-70,  0.012074   ])
312063  , -2478.39    , array([ 0.313708   ,  0.0325129  ,  3.46276e-28,  1.03226e-70,  0.012074   ])
312064  , -2478.18    , array([ 0.313394   ,  0.0325454  ,  3.46276e-28,  1.03226e-70,  0.012074   ])
312065  , -2479.97    , array([ 0.313394   ,  0.0325129  ,  3.46622e-28,  1.03226e-70,  0.012074   ])
312066  , -2479.97    , array([ 0.313394   ,  0.0325129  ,  3.46276e-28,  1.03329e-70,  0.012074   ])
312067  , -2482.7     , array([ 0.313394   ,  0.0325129  ,  3.46276e-28,  1.03226e-70,  0.0120861  ])
312068  , -7708.44    , array([ 3.97678    ,  0.413587   ,  3.46276e-28,  1.03226e-70,  0.158449   ])
312069  , -7708.44    , array([ 3.97678    ,  0.413587   ,  3.46276e-28,  1.03226e-70,  0.158449   ])
312070  , -7709.67    , array([ 3.98076    ,  0.413587   ,  3.46276e-28,  1.03226e-70,  0.158449   ])
312071  , -7708.47    , array([ 3.97678    ,  0.414001   ,  3.46276e-28,  1.03226e-70,  0.158449   ])
312072  , -7708.44    , array([ 3.97678    ,  0.413587   ,  3.46622e-28,  1.03226e-70,  0.158449   ])
312073  , -7708.44    , array([ 3.97678    ,  0.413587   ,  3.46276e-28,  1.03329e-70,  0.158449   ])
312074  , -7717.02    , array([ 3.97678    ,  0.413587   ,  3.46276e-28,  1.03226e-70,  0.158608   ])
312075  , -2081.73    , array([ 0.616702   ,  0.0640213  ,  3.46276e-28,  1.03226e-70,  0.0239732  ])
