22968   , -7936.25    , array([ 2.40763    ,  0.018508   ,  5.64197e-46,  0.000320041,  0.0119495  ])
22969   , -7936.32    , array([ 2.41003    ,  0.018508   ,  5.64197e-46,  0.000320041,  0.0119495  ])
22970   , -7915.66    , array([ 2.40763    ,  0.0185265  ,  5.64197e-46,  0.000320041,  0.0119495  ])
22971   , -7936.25    , array([ 2.40763    ,  0.018508   ,  5.64761e-46,  0.000320041,  0.0119495  ])
22972   , -7936.25    , array([ 2.40763    ,  0.018508   ,  5.64197e-46,  0.000320362,  0.0119495  ])
22973   , -7955.87    , array([ 2.40763    ,  0.018508   ,  5.64197e-46,  0.000320041,  0.0119615  ])
22974   , -7936.25    , array([ 2.40763    ,  0.018508   ,  5.64197e-46,  0.000320041,  0.0119495  ])
22975   , -11378.9    , array([ 2.40166    ,  0.0384507  ,  5.64197e-46,  0.000320043,  0.00595323 ])
22976   , -11378.9    , array([ 2.40166    ,  0.0384507  ,  5.64197e-46,  0.000320043,  0.00595323 ])
22977   , -11379.1    , array([ 2.40406    ,  0.0384507  ,  5.64197e-46,  0.000320043,  0.00595323 ])
22978   , -11399.4    , array([ 2.40166    ,  0.0384892  ,  5.64197e-46,  0.000320043,  0.00595323 ])
22979   , -11378.9    , array([ 2.40166    ,  0.0384507  ,  5.64761e-46,  0.000320043,  0.00595323 ])
22980   , -11378.9    , array([ 2.40166    ,  0.0384507  ,  5.64197e-46,  0.000320363,  0.00595323 ])
22981   , -11358.2    , array([ 2.40166    ,  0.0384507  ,  5.64197e-46,  0.000320043,  0.00595919 ])
22982   , -2029.89    , array([ 2.40514    ,  0.0250973  ,  5.64197e-46,  0.000320042,  0.00893942 ])
22983   , -2029.89    , array([ 2.40514    ,  0.0250973  ,  5.64197e-46,  0.000320042,  0.00893942 ])
22984   , -2029.95    , array([ 2.40754    ,  0.0250973  ,  5.64197e-46,  0.000320042,  0.00893942 ])
22985   , -2029.51    , array([ 2.40514    ,  0.0251224  ,  5.64197e-46,  0.000320042,  0.00893942 ])
22986   , -2029.89    , array([ 2.40514    ,  0.0250973  ,  5.64761e-46,  0.000320042,  0.00893942 ])
22987   , -2029.89    , array([ 2.40514    ,  0.0250973  ,  5.64197e-46,  0.000320362,  0.00893942 ])
22988   , -2029.84    , array([ 2.40514    ,  0.0250973  ,  5.64197e-46,  0.000320042,  0.00894836 ])
22996   , -2029.63    , array([ 2.40473    ,  0.0251106  ,  5.64197e-46,  0.000320042,  0.00894428 ])
22997   , -2029.63    , array([ 2.40473    ,  0.0251106  ,  5.64197e-46,  0.000320042,  0.00894428 ])
22998   , -2029.7     , array([ 2.40714    ,  0.0251106  ,  5.64197e-46,  0.000320042,  0.00894428 ])
22999   , -2029.26    , array([ 2.40473    ,  0.0251357  ,  5.64197e-46,  0.000320042,  0.00894428 ])
23000   , -2029.63    , array([ 2.40473    ,  0.0251106  ,  5.64761e-46,  0.000320042,  0.00894428 ])
23001   , -2029.63    , array([ 2.40473    ,  0.0251106  ,  5.64197e-46,  0.000320362,  0.00894428 ])
23002   , -2029.58    , array([ 2.40473    ,  0.0251106  ,  5.64197e-46,  0.000320042,  0.00895323 ])
23003   , -2029.38    , array([ 2.40432    ,  0.0251239  ,  5.64197e-46,  0.000320042,  0.00894914 ])
23004   , -2029.38    , array([ 2.40432    ,  0.0251239  ,  5.64197e-46,  0.000320042,  0.00894914 ])
23005   , -2029.45    , array([ 2.40673    ,  0.0251239  ,  5.64197e-46,  0.000320042,  0.00894914 ])
23006   , -2029       , array([ 2.40432    ,  0.025149   ,  5.64197e-46,  0.000320042,  0.00894914 ])
23007   , -2029.38    , array([ 2.40432    ,  0.0251239  ,  5.64761e-46,  0.000320042,  0.00894914 ])
23008   , -2029.38    , array([ 2.40432    ,  0.0251239  ,  5.64197e-46,  0.000320362,  0.00894914 ])
23009   , -2029.33    , array([ 2.40432    ,  0.0251239  ,  5.64197e-46,  0.000320042,  0.0089581  ])
23017   , -2029.32    , array([ 2.40422    ,  0.0251272  ,  5.64197e-46,  0.000320042,  0.00895036 ])
