261143  , -271526     , array([ 0.267558   ,  0.780026   ,  5.48114e-10,  0.0018852  ,  1.33696    ])
261144  , -271336     , array([ 0.267826   ,  0.780026   ,  5.48114e-10,  0.0018852  ,  1.33696    ])
261145  , -271502     , array([ 0.267558   ,  0.780806   ,  5.48114e-10,  0.0018852  ,  1.33696    ])
261146  , -271526     , array([ 0.267558   ,  0.780026   ,  5.48662e-10,  0.0018852  ,  1.33696    ])
261147  , -271519     , array([ 0.267558   ,  0.780026   ,  5.48114e-10,  0.00188708 ,  1.33696    ])
261148  , -271747     , array([ 0.267558   ,  0.780026   ,  5.48114e-10,  0.0018852  ,  1.3383     ])
261149  , -271526     , array([ 0.267558   ,  0.780026   ,  5.48114e-10,  0.0018852  ,  1.33696    ])
261150  , -84951.1    , array([ 0.516576   ,  0.847121   ,  5.48114e-10,  0.00193239 ,  0.624321   ])
261151  , -84951.1    , array([ 0.516576   ,  0.847121   ,  5.48114e-10,  0.00193239 ,  0.624321   ])
261152  , -84890      , array([ 0.517092   ,  0.847121   ,  5.48114e-10,  0.00193239 ,  0.624321   ])
261153  , -84947.6    , array([ 0.516576   ,  0.847968   ,  5.48114e-10,  0.00193239 ,  0.624321   ])
261154  , -84951.1    , array([ 0.516576   ,  0.847121   ,  5.48662e-10,  0.00193239 ,  0.624321   ])
261155  , -84950.9    , array([ 0.516576   ,  0.847121   ,  5.48114e-10,  0.00193432 ,  0.624321   ])
261156  , -85029.5    , array([ 0.516576   ,  0.847121   ,  5.48114e-10,  0.00193239 ,  0.624945   ])
261164  , -84716.6    , array([ 0.511359   ,  0.835141   ,  5.48114e-10,  0.00191945 ,  0.617117   ])
261165  , -84716.6    , array([ 0.511359   ,  0.835141   ,  5.48114e-10,  0.00191945 ,  0.617117   ])
261166  , -84655.5    , array([ 0.51187    ,  0.835141   ,  5.48114e-10,  0.00191945 ,  0.617117   ])
261167  , -84713      , array([ 0.511359   ,  0.835977   ,  5.48114e-10,  0.00191945 ,  0.617117   ])
261168  , -84716.6    , array([ 0.511359   ,  0.835141   ,  5.48662e-10,  0.00191945 ,  0.617117   ])
261169  , -84716.4    , array([ 0.511359   ,  0.835141   ,  5.48114e-10,  0.00192137 ,  0.617117   ])
261170  , -84794.8    , array([ 0.511359   ,  0.835141   ,  5.48114e-10,  0.00191945 ,  0.617735   ])
261171  , -71847.6    , array([ 0.164651   ,  0.170283   ,  5.48114e-10,  0.000906824,  0.168916   ])
261172  , -71847.6    , array([ 0.164651   ,  0.170283   ,  5.48114e-10,  0.000906824,  0.168916   ])
261173  , -71791.6    , array([ 0.164816   ,  0.170283   ,  5.48114e-10,  0.000906824,  0.168916   ])
261174  , -71831.5    , array([ 0.164651   ,  0.170454   ,  5.48114e-10,  0.000906824,  0.168916   ])
261175  , -71847.6    , array([ 0.164651   ,  0.170283   ,  5.48662e-10,  0.000906824,  0.168916   ])
261176  , -71847.6    , array([ 0.164651   ,  0.170283   ,  5.48114e-10,  0.000907731,  0.168916   ])
261177  , -71917.2    , array([ 0.164651   ,  0.170283   ,  5.48114e-10,  0.000906824,  0.169085   ])
261178  , -136628     , array([ 0.0146142  ,  0.28493    ,  5.48112e-10,  0.000165891,  0.0184922  ])
261179  , -136628     , array([ 0.0146142  ,  0.28493    ,  5.48112e-10,  0.000165891,  0.0184922  ])
261180  , -136535     , array([ 0.0146289  ,  0.28493    ,  5.48112e-10,  0.000165891,  0.0184922  ])
261181  , -136641     , array([ 0.0146142  ,  0.285215   ,  5.48112e-10,  0.000165891,  0.0184922  ])
261182  , -136628     , array([ 0.0146142  ,  0.28493    ,  5.48661e-10,  0.000165891,  0.0184922  ])
261183  , -136628     , array([ 0.0146142  ,  0.28493    ,  5.48112e-10,  0.000166057,  0.0184922  ])
261184  , -136693     , array([ 0.0146142  ,  0.28493    ,  5.48112e-10,  0.000165891,  0.0185107  ])
261185  , -70911.4    , array([ 0.133411   ,  0.178071   ,  5.48113e-10,  0.000782414,  0.139384   ])
261186  , -70911.4    , array([ 0.133411   ,  0.178071   ,  5.48113e-10,  0.000782414,  0.139384   ])
261187  , -70851      , array([ 0.133545   ,  0.178071   ,  5.48113e-10,  0.000782414,  0.139384   ])
261188  , -70904.5    , array([ 0.133411   ,  0.17825    ,  5.48113e-10,  0.000782414,  0.139384   ])
261189  , -70911.4    , array([ 0.133411   ,  0.178071   ,  5.48662e-10,  0.000782414,  0.139384   ])
