Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1985.55	3981.1	1288.2	8439.71	2.3567,0.1795,1.2966,4.7718,30.0
our_model	Round_1_Replicate_2	-1312.7	2635.4	3.52	19927.88	1.021,0.1048,4.9857,2.3059,0.0524
our_model	Round_1_Replicate_3	-2037.77	4085.54	1397.99	6470.09	2.9873,0.2877,0.9709,2.9186,30.0
our_model	Round_1_Replicate_4	-1345.41	2700.82	69.86	20127.18	1.0134,0.0775,4.7086,4.0374,0.0394
our_model	Round_1_Replicate_5	-1332.98	2675.96	43.78	19674.15	1.1871,0.103,4.5263,2.2131,0.0503
our_model	Round_1_Replicate_6	-2208.55	4427.1	1723.69	7984.6	2.3208,0.3013,1.1839,2.7075,30.0
our_model	Round_1_Replicate_7	-1460.68	2931.36	291.1	20176.72	0.8254,0.1439,5.6183,1.3709,0.0773
our_model	Round_1_Replicate_8	-2303.22	4616.44	1897.38	5130.58	3.5528,0.5119,0.7603,1.5751,30.0
our_model	Round_1_Replicate_9	-1979.78	3969.56	1271.59	8397.23	2.3993,0.1624,1.3104,5.3225,30.0
our_model	Round_1_Replicate_10	-1345.85	2701.7	70.07	20132.79	1.0016,0.0784,4.6851,4.2212,0.0408
our_model	Round_2_Replicate_1	-1487.24	2984.48	367.99	20186.23	1.0621,0.0533,3.3078,4.7352,0.0232
our_model	Round_2_Replicate_2	-1314.3	2638.6	6.73	19877.03	1.0552,0.1034,4.9167,2.4427,0.0518
our_model	Round_2_Replicate_3	-1530.63	3071.26	452.1	20604.81	0.7425,0.0526,4.2887,4.7921,0.0234
our_model	Round_2_Replicate_4	-1780.48	3570.96	1038.81	20387.09	1.0202,0.0259,0.0109,10.4096,0.011
our_model	Round_2_Replicate_5	-1321.21	2652.42	20.52	19959.37	0.9879,0.1126,5.2616,2.1318,0.0577
our_model	Round_2_Replicate_6	-1622.51	3255.02	657.13	20404.95	0.897,0.0383,2.1982,7.6685,0.0169
our_model	Round_2_Replicate_7	-1373.62	2757.24	122.08	19847.91	0.9705,0.1266,5.1742,2.4937,0.0693
our_model	Round_2_Replicate_8	-1696.53	3403.06	832.49	20346.44	1.047,0.0307,1.3934,11.0321,0.014
our_model	Round_2_Replicate_9	-1357.12	2724.24	92.67	19852.41	1.1409,0.095,5.1696,3.7061,0.053
our_model	Round_2_Replicate_10	-1355.33	2720.66	87.91	19539.39	1.294,0.0997,4.2069,2.7564,0.05
our_model	Round_3_Replicate_1	-1312.73	2635.46	3.59	19943.67	1.0102,0.1047,5.0075,2.4074,0.0526
our_model	Round_3_Replicate_2	-1313.68	2637.36	5.48	19945.11	1.0328,0.0991,4.9437,2.8531,0.0507
our_model	Round_3_Replicate_3	-1319.46	2648.92	17.07	20082.02	0.9923,0.089,4.8686,3.2223,0.0452
our_model	Round_3_Replicate_4	-1356.19	2722.38	92.96	20067.11	1.092,0.078,5.1231,3.4905,0.0377
our_model	Round_3_Replicate_5	-1362.31	2734.62	102.76	19757.97	1.2597,0.0814,4.079,3.8443,0.0414
our_model	Round_3_Replicate_6	-1311.41	2632.82	0.96	20007.7	0.9892,0.1025,5.0801,2.3762,0.0513
our_model	Round_3_Replicate_7	-1313.97	2637.94	6.07	19893.39	1.0421,0.1042,4.9536,2.4721,0.0527
our_model	Round_3_Replicate_8	-1359.0	2728.0	95.59	20087.44	1.002,0.0756,4.0997,4.0339,0.0365
our_model	Round_3_Replicate_9	-1465.55	2941.1	318.05	20174.88	1.0514,0.0553,3.5434,5.7582,0.0254
our_model	Round_3_Replicate_10	-1318.0	2646.0	14.27	20039.5	1.0222,0.0899,4.9589,2.999,0.0447
our_model	Round_4_Replicate_1	-1311.05	2632.1	0.24	19991.71	0.9978,0.1012,4.9867,2.483,0.0507
our_model	Round_4_Replicate_2	-1317.68	2645.36	13.36	19883.45	1.0171,0.1103,4.9439,2.2325,0.0559
our_model	Round_4_Replicate_3	-1334.58	2679.16	46.99	19705.18	1.2023,0.0953,4.4068,2.9124,0.0479
our_model	Round_4_Replicate_4	-1352.2	2714.4	84.22	19912.63	1.1772,0.0807,4.5931,3.0541,0.0382
our_model	Round_4_Replicate_5	-1337.11	2684.22	53.06	20028.64	1.0361,0.0886,4.817,1.9132,0.0399
our_model	Round_4_Replicate_6	-1332.35	2674.7	43.33	20203.4	0.9507,0.0827,5.0027,3.3991,0.0411
our_model	Round_4_Replicate_7	-1311.16	2632.32	0.46	20012.96	1.0002,0.0981,4.9926,2.6052,0.0491
our_model	Round_4_Replicate_8	-1322.81	2655.62	24.1	20043.12	1.0275,0.0875,4.8434,2.757,0.0421
our_model	Round_4_Replicate_9	-1375.25	2760.5	132.69	19981.39	1.1587,0.0738,4.3312,3.0105,0.0335
our_model	Round_4_Replicate_10	-1321.69	2653.38	21.48	19793.29	1.0822,0.1078,4.9002,2.427,0.0547
our_model	Round_4_Replicate_11	-1312.46	2634.92	3.08	20053.81	0.9886,0.0955,5.0119,2.6016,0.0472
our_model	Round_4_Replicate_12	-1319.99	2649.98	18.22	20021.14	1.0224,0.0889,4.7147,2.8854,0.0431
our_model	Round_4_Replicate_13	-1311.35	2632.7	0.84	19984.2	0.9972,0.1019,4.9608,2.4966,0.0514
our_model	Round_4_Replicate_14	-1335.6	2681.2	50.32	20018.35	1.0665,0.0834,4.7161,2.7278,0.0391
our_model	Round_4_Replicate_15	-1311.28	2632.56	0.7	19987.22	1.0064,0.0994,4.9635,2.645,0.05
our_model	Round_4_Replicate_16	-1319.45	2648.9	17.14	20077.27	0.9955,0.0886,4.8654,3.0473,0.0438
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1484.53	2979.06	333.29	19843.44	1.0596,0.0822,3.8746,7.0544,0.0533
our_model	Round_1_Replicate_2	-2384.34	4778.68	2044.06	4273.39	4.2151,0.6539,0.6339,1.2223,30.0
our_model	Round_1_Replicate_3	-1323.27	2656.54	24.87	19980.72	0.9833,0.1101,5.2806,1.7107,0.0525
our_model	Round_1_Replicate_4	-1322.8	2655.6	23.46	20113.37	0.9697,0.0914,5.0605,3.5407,0.0482
our_model	Round_1_Replicate_5	-1389.3	2788.6	158.68	19982.47	0.934,0.1311,5.8073,1.0289,0.0616
our_model	Round_1_Replicate_6	-2008.21	4026.42	1337.69	9215.17	2.1239,0.1852,1.3947,4.5739,30.0
our_model	Round_1_Replicate_7	-2315.8	4641.6	1922.26	3230.67	5.6603,0.8168,0.4776,0.9873,30.0
our_model	Round_1_Replicate_8	-2059.28	4128.56	1444.13	2512.14	7.8028,0.734,0.3713,1.1481,30.0
our_model	Round_1_Replicate_9	-1388.31	2786.62	156.3	19980.02	0.9337,0.1321,5.8144,1.145,0.0633
our_model	Round_1_Replicate_10	-2472.8	4955.6	2201.69	4386.43	4.056,0.6764,0.6528,1.171,30.0
our_model	Round_2_Replicate_1	-1449.91	2909.82	285.57	20204.93	1.0436,0.0563,3.9034,6.47,0.0284
our_model	Round_2_Replicate_2	-1782.17	3574.34	1042.97	20394.29	1.0066,0.0259,0.0149,10.2798,0.0109
our_model	Round_2_Replicate_3	-1361.55	2733.1	102.23	20297.54	0.8926,0.0776,4.8192,2.9639,0.036
our_model	Round_2_Replicate_4	-1768.08	3546.16	1006.15	20347.34	1.0916,0.0262,0.01,11.1733,0.0113
our_model	Round_2_Replicate_5	-1812.87	3635.74	1105.95	20382.16	1.1061,0.0223,0.0119,16.5204,0.0102
our_model	Round_2_Replicate_6	-1696.26	3402.52	813.12	20211.04	1.2544,0.0307,0.8521,13.2466,0.0146
our_model	Round_2_Replicate_7	-2700.81	5411.62	2642.28	70584.69	0.231,0.0381,14.3797,19.1933,0.5318
our_model	Round_2_Replicate_8	-1322.36	2654.72	23.01	20110.3	0.9756,0.0881,4.8606,2.7562,0.0424
our_model	Round_2_Replicate_9	-1975.37	3960.74	1264.24	37993.37	0.5192,0.0389,6.1106,22.0361,1.7792
our_model	Round_2_Replicate_10	-1673.76	3357.52	765.31	20285.97	1.1267,0.0325,1.9871,13.1881,0.0161
our_model	Round_3_Replicate_1	-1314.28	2638.56	6.73	20041.91	0.9995,0.0929,4.8944,2.7912,0.0459
our_model	Round_3_Replicate_2	-1691.9	3393.8	811.01	20164.72	1.3042,0.0325,0.0144,9.2252,0.0139
our_model	Round_3_Replicate_3	-1673.79	3357.58	766.79	20173.1	1.2123,0.035,0.1088,7.4978,0.0146
our_model	Round_3_Replicate_4	-1574.67	3159.34	558.04	20193.51	1.1474,0.0425,2.4936,7.1056,0.0187
our_model	Round_3_Replicate_5	-1653.07	3316.14	728.05	20250.1	1.1166,0.035,1.1618,8.727,0.0153
our_model	Round_3_Replicate_6	-1311.05	2632.1	0.24	20006.8	0.9958,0.0992,4.9583,2.5299,0.0495
our_model	Round_3_Replicate_7	-1318.1	2646.2	14.38	20006.86	1.0336,0.0903,4.8419,3.1516,0.0455
our_model	Round_3_Replicate_8	-1379.38	2768.76	136.48	19914.34	0.9488,0.1334,5.56,1.1977,0.0651
our_model	Round_3_Replicate_9	-1398.84	2807.68	176.66	20217.49	0.8416,0.1241,5.9255,1.0311,0.0571
our_model	Round_3_Replicate_10	-1373.69	2757.38	125.68	19834.53	0.9784,0.1307,5.2114,0.9886,0.0619
our_model	Round_4_Replicate_1	-1328.18	2666.36	35.01	19966.08	1.0914,0.0864,4.7371,2.9997,0.0428
our_model	Round_4_Replicate_2	-1317.63	2645.26	13.38	19991.27	1.0039,0.1032,5.0683,2.5049,0.0539
our_model	Round_4_Replicate_3	-1328.73	2667.46	35.93	20104.75	0.9964,0.0836,4.7824,3.3417,0.0412
our_model	Round_4_Replicate_4	-1338.52	2687.04	55.95	20138.58	0.9923,0.0795,4.7058,3.5397,0.0392
our_model	Round_4_Replicate_5	-1323.88	2657.76	26.19	20099.1	0.9966,0.0858,4.8507,3.1282,0.0423
our_model	Round_4_Replicate_6	-1325.11	2660.22	27.99	19871.14	1.0047,0.1158,5.0281,1.9713,0.0582
our_model	Round_4_Replicate_7	-1311.34	2632.68	0.81	20030.26	0.9922,0.0981,5.0349,2.66,0.0494
our_model	Round_4_Replicate_8	-1343.29	2696.58	65.94	19973.3	1.122,0.082,4.8571,3.2861,0.0397
our_model	Round_4_Replicate_9	-1317.96	2645.92	14.05	19833.15	1.0675,0.1064,4.9298,2.3931,0.0536
our_model	Round_4_Replicate_10	-1319.63	2649.26	17.25	19892.13	1.0101,0.1119,5.0033,2.1207,0.0568
our_model	Round_4_Replicate_11	-1313.3	2636.6	4.75	20031.12	1.0002,0.0944,4.8987,2.6206,0.0463
our_model	Round_4_Replicate_12	-1312.9	2635.8	3.95	20061.24	0.9853,0.096,5.0479,2.4371,0.047
our_model	Round_4_Replicate_13	-1334.44	2678.88	48.03	20160.46	0.988,0.0826,5.1206,2.9729,0.0395
our_model	Round_4_Replicate_14	-1310.93	2631.86	0.0	20001.66	0.9995,0.0999,5.002,2.5093,0.05
our_model	Round_4_Replicate_15	-1314.79	2639.58	7.71	19883.07	1.0451,0.1049,4.961,2.4613,0.053
our_model	Round_4_Replicate_16	-1311.35	2632.7	0.83	19999.15	1.0082,0.0976,4.9442,2.6402,0.0489
our_model	Round_4_Replicate_17	-1313.6	2637.2	5.34	19962.87	1.0406,0.0955,4.9078,2.8043,0.048
our_model	Round_4_Replicate_18	-1327.13	2664.26	32.76	19948.53	1.0996,0.0886,4.9095,2.8985,0.0433
our_model	Round_4_Replicate_19	-1311.06	2632.12	0.25	19989.6	1.0009,0.1013,5.0134,2.4242,0.0505
our_model	Round_4_Replicate_20	-1323.17	2656.34	24.34	19913.48	0.9952,0.1143,5.0996,1.86,0.0569
