44401   , -79089.4    , array([ 0.66365    ,  1.05151    ,  0.00177217 ,  2.9054e-09 ,  1.36796e-10])
44402   , -79089.4    , array([ 0.664314   ,  1.05151    ,  0.00177217 ,  2.9054e-09 ,  1.36796e-10])
44403   , -79089.4    , array([ 0.66365    ,  1.05256    ,  0.00177217 ,  2.9054e-09 ,  1.36796e-10])
44404   , -79089.4    , array([ 0.66365    ,  1.05151    ,  0.00177394 ,  2.9054e-09 ,  1.36796e-10])
44405   , -79089.4    , array([ 0.66365    ,  1.05151    ,  0.00177217 ,  2.90831e-09,  1.36796e-10])
44406   , -79089.4    , array([ 0.66365    ,  1.05151    ,  0.00177217 ,  2.9054e-09 ,  1.36933e-10])
44407   , -79089.4    , array([ 0.66365    ,  1.05151    ,  0.00177217 ,  2.9054e-09 ,  1.36796e-10])
44408   , -79089.4    , array([ 0.663541   ,  1.05135    ,  0.00177217 ,  2.9054e-09 ,  1.3684e-10 ])
44409   , -79089.4    , array([ 0.663541   ,  1.05135    ,  0.00177217 ,  2.9054e-09 ,  1.3684e-10 ])
44410   , -79089.4    , array([ 0.664205   ,  1.05135    ,  0.00177217 ,  2.9054e-09 ,  1.3684e-10 ])
44411   , -79089.4    , array([ 0.663541   ,  1.0524     ,  0.00177217 ,  2.9054e-09 ,  1.3684e-10 ])
44412   , -79089.4    , array([ 0.663541   ,  1.05135    ,  0.00177394 ,  2.9054e-09 ,  1.3684e-10 ])
44413   , -79089.4    , array([ 0.663541   ,  1.05135    ,  0.00177217 ,  2.90831e-09,  1.3684e-10 ])
44414   , -79089.4    , array([ 0.663541   ,  1.05135    ,  0.00177217 ,  2.9054e-09 ,  1.36977e-10])
44415   , -79089.4    , array([ 0.663105   ,  1.05071    ,  0.00177217 ,  2.9054e-09 ,  1.37015e-10])
44416   , -79089.4    , array([ 0.663105   ,  1.05071    ,  0.00177217 ,  2.9054e-09 ,  1.37015e-10])
44417   , -79089.4    , array([ 0.663769   ,  1.05071    ,  0.00177217 ,  2.9054e-09 ,  1.37015e-10])
44418   , -79089.4    , array([ 0.663105   ,  1.05176    ,  0.00177217 ,  2.9054e-09 ,  1.37015e-10])
44419   , -79089.4    , array([ 0.663105   ,  1.05071    ,  0.00177394 ,  2.9054e-09 ,  1.37015e-10])
44420   , -79089.4    , array([ 0.663105   ,  1.05071    ,  0.00177217 ,  2.90831e-09,  1.37015e-10])
44421   , -79089.4    , array([ 0.663105   ,  1.05071    ,  0.00177217 ,  2.9054e-09 ,  1.37153e-10])
44422   , -79089.4    , array([ 0.661364   ,  1.04814    ,  0.00177217 ,  2.9054e-09 ,  1.37719e-10])
44423   , -79089.4    , array([ 0.661364   ,  1.04814    ,  0.00177217 ,  2.9054e-09 ,  1.37719e-10])
44424   , -79089.4    , array([ 0.662026   ,  1.04814    ,  0.00177217 ,  2.9054e-09 ,  1.37719e-10])
44425   , -79089.4    , array([ 0.661364   ,  1.04919    ,  0.00177217 ,  2.9054e-09 ,  1.37719e-10])
44426   , -79089.4    , array([ 0.661364   ,  1.04814    ,  0.00177394 ,  2.9054e-09 ,  1.37719e-10])
44427   , -79089.4    , array([ 0.661364   ,  1.04814    ,  0.00177217 ,  2.90831e-09,  1.37719e-10])
44428   , -79089.4    , array([ 0.661364   ,  1.04814    ,  0.00177217 ,  2.9054e-09 ,  1.37857e-10])
44429   , -79089.4    , array([ 0.654445   ,  1.03793    ,  0.00177217 ,  2.9054e-09 ,  1.4057e-10 ])
44430   , -79089.4    , array([ 0.654445   ,  1.03793    ,  0.00177217 ,  2.9054e-09 ,  1.4057e-10 ])
44431   , -79089.4    , array([ 0.6551     ,  1.03793    ,  0.00177217 ,  2.9054e-09 ,  1.4057e-10 ])
