122885  , -77218      , array([ 1.53334    ,  3.76122    ,  2.2348e-81 ,  4.65652e-09,  0.00225593 ])
122886  , -77219.1    , array([ 1.53487    ,  3.76122    ,  2.2348e-81 ,  4.65652e-09,  0.00225593 ])
122887  , -77218.7    , array([ 1.53334    ,  3.76498    ,  2.2348e-81 ,  4.65652e-09,  0.00225593 ])
122888  , -77218      , array([ 1.53334    ,  3.76122    ,  2.23703e-81,  4.65652e-09,  0.00225593 ])
122889  , -77218      , array([ 1.53334    ,  3.76122    ,  2.2348e-81 ,  4.66118e-09,  0.00225593 ])
122890  , -77216.1    , array([ 1.53334    ,  3.76122    ,  2.2348e-81 ,  4.65652e-09,  0.00225819 ])
122891  , -77218      , array([ 1.53334    ,  3.76122    ,  2.2348e-81 ,  4.65652e-09,  0.00225593 ])
122892  , -72922.2    , array([ 0.926288   ,  2.77159    ,  2.2348e-81 ,  4.65652e-09,  0.00512348 ])
122893  , -72922.2    , array([ 0.926288   ,  2.77159    ,  2.2348e-81 ,  4.65652e-09,  0.00512348 ])
122894  , -72925.9    , array([ 0.927215   ,  2.77159    ,  2.2348e-81 ,  4.65652e-09,  0.00512348 ])
122895  , -72924.1    , array([ 0.926288   ,  2.77437    ,  2.2348e-81 ,  4.65652e-09,  0.00512348 ])
122896  , -72922.2    , array([ 0.926288   ,  2.77159    ,  2.23703e-81,  4.65652e-09,  0.00512348 ])
122897  , -72922.2    , array([ 0.926288   ,  2.77159    ,  2.2348e-81 ,  4.66118e-09,  0.00512348 ])
122898  , -72916.5    , array([ 0.926288   ,  2.77159    ,  2.2348e-81 ,  4.65652e-09,  0.00512861 ])
122899  , -87652.8    , array([ 0.123361   ,  0.817209   ,  2.2348e-81 ,  4.65652e-09,  0.136308   ])
122900  , -87652.8    , array([ 0.123361   ,  0.817209   ,  2.2348e-81 ,  4.65652e-09,  0.136308   ])
122901  , -87580.8    , array([ 0.123484   ,  0.817209   ,  2.2348e-81 ,  4.65652e-09,  0.136308   ])
122902  , -87667.5    , array([ 0.123361   ,  0.818026   ,  2.2348e-81 ,  4.65652e-09,  0.136308   ])
122903  , -87652.8    , array([ 0.123361   ,  0.817209   ,  2.23703e-81,  4.65652e-09,  0.136308   ])
122904  , -87652.8    , array([ 0.123361   ,  0.817209   ,  2.2348e-81 ,  4.66118e-09,  0.136308   ])
122905  , -87703.9    , array([ 0.123361   ,  0.817209   ,  2.2348e-81 ,  4.65652e-09,  0.136445   ])
122906  , -44248.1    , array([ 0.358956   ,  1.56074    ,  2.2348e-81 ,  4.65652e-09,  0.0239663  ])
122907  , -44248.1    , array([ 0.358956   ,  1.56074    ,  2.2348e-81 ,  4.65652e-09,  0.0239663  ])
122908  , -44254.2    , array([ 0.359315   ,  1.56074    ,  2.2348e-81 ,  4.65652e-09,  0.0239663  ])
122909  , -44255.6    , array([ 0.358956   ,  1.5623     ,  2.2348e-81 ,  4.65652e-09,  0.0239663  ])
122910  , -44248.1    , array([ 0.358956   ,  1.56074    ,  2.23703e-81,  4.65652e-09,  0.0239663  ])
122911  , -44248.1    , array([ 0.358956   ,  1.56074    ,  2.2348e-81 ,  4.66118e-09,  0.0239663  ])
122912  , -44232.9    , array([ 0.358956   ,  1.56074    ,  2.2348e-81 ,  4.65652e-09,  0.0239902  ])
122913  , -37520.3    , array([ 0.261375   ,  1.28786    ,  2.2348e-81 ,  4.65652e-09,  0.0401631  ])
122914  , -37520.3    , array([ 0.261375   ,  1.28786    ,  2.2348e-81 ,  4.65652e-09,  0.0401631  ])
122915  , -37511      , array([ 0.261637   ,  1.28786    ,  2.2348e-81 ,  4.65652e-09,  0.0401631  ])
122916  , -37529.7    , array([ 0.261375   ,  1.28915    ,  2.2348e-81 ,  4.65652e-09,  0.0401631  ])
122917  , -37520.3    , array([ 0.261375   ,  1.28786    ,  2.23703e-81,  4.65652e-09,  0.0401631  ])
122918  , -37520.3    , array([ 0.261375   ,  1.28786    ,  2.2348e-81 ,  4.66118e-09,  0.0401631  ])
122919  , -37517      , array([ 0.261375   ,  1.28786    ,  2.2348e-81 ,  4.65652e-09,  0.0402033  ])
122927  , -37510      , array([ 0.260845   ,  1.28559    ,  2.2348e-81 ,  4.65652e-09,  0.0403224  ])
122928  , -37510      , array([ 0.260845   ,  1.28559    ,  2.2348e-81 ,  4.65652e-09,  0.0403224  ])
122929  , -37500.5    , array([ 0.261106   ,  1.28559    ,  2.2348e-81 ,  4.65652e-09,  0.0403224  ])
122930  , -37519.4    , array([ 0.260845   ,  1.28688    ,  2.2348e-81 ,  4.65652e-09,  0.0403224  ])
122931  , -37510      , array([ 0.260845   ,  1.28559    ,  2.23703e-81,  4.65652e-09,  0.0403224  ])
122932  , -37510      , array([ 0.260845   ,  1.28559    ,  2.2348e-81 ,  4.66118e-09,  0.0403224  ])
122933  , -37506.8    , array([ 0.260845   ,  1.28559    ,  2.2348e-81 ,  4.65652e-09,  0.0403628  ])
122934  , -37462.1    , array([ 0.257483   ,  1.27122    ,  2.2348e-81 ,  4.65652e-09,  0.0413551  ])
122935  , -37462.1    , array([ 0.257483   ,  1.27122    ,  2.2348e-81 ,  4.65652e-09,  0.0413551  ])
122936  , -37451.6    , array([ 0.25774    ,  1.27122    ,  2.2348e-81 ,  4.65652e-09,  0.0413551  ])
122937  , -37471.5    , array([ 0.257483   ,  1.27249    ,  2.2348e-81 ,  4.65652e-09,  0.0413551  ])
122938  , -37462.1    , array([ 0.257483   ,  1.27122    ,  2.23703e-81,  4.65652e-09,  0.0413551  ])
122939  , -37462.1    , array([ 0.257483   ,  1.27122    ,  2.2348e-81 ,  4.66118e-09,  0.0413551  ])
122940  , -37459.6    , array([ 0.257483   ,  1.27122    ,  2.2348e-81 ,  4.65652e-09,  0.0413965  ])
122941  , -37312.4    , array([ 0.179954   ,  0.766637   ,  2.2348e-81 ,  4.65652e-09,  0.02823    ])
122942  , -37312.4    , array([ 0.179954   ,  0.766637   ,  2.2348e-81 ,  4.65652e-09,  0.02823    ])
122943  , -37300.7    , array([ 0.180134   ,  0.766637   ,  2.2348e-81 ,  4.65652e-09,  0.02823    ])
122944  , -37323      , array([ 0.179954   ,  0.767404   ,  2.2348e-81 ,  4.65652e-09,  0.02823    ])
122945  , -37312.4    , array([ 0.179954   ,  0.766637   ,  2.23703e-81,  4.65652e-09,  0.02823    ])
122946  , -37312.4    , array([ 0.179954   ,  0.766637   ,  2.2348e-81 ,  4.66118e-09,  0.02823    ])
122947  , -37310      , array([ 0.179954   ,  0.766637   ,  2.2348e-81 ,  4.65652e-09,  0.0282582  ])
122948  , -33594.3    , array([ 0.0429354  ,  0.101407   ,  2.2348e-81 ,  4.65652e-09,  0.00612964 ])
122949  , -33594.3    , array([ 0.0429354  ,  0.101407   ,  2.2348e-81 ,  4.65652e-09,  0.00612964 ])
122950  , -33580.1    , array([ 0.0429784  ,  0.101407   ,  2.2348e-81 ,  4.65652e-09,  0.00612964 ])
122951  , -33609.1    , array([ 0.0429354  ,  0.101508   ,  2.2348e-81 ,  4.65652e-09,  0.00612964 ])
122952  , -33594.3    , array([ 0.0429354  ,  0.101407   ,  2.23703e-81,  4.65652e-09,  0.00612964 ])
122953  , -33594.3    , array([ 0.0429354  ,  0.101407   ,  2.2348e-81 ,  4.66118e-09,  0.00612964 ])
122954  , -33592.2    , array([ 0.0429354  ,  0.101407   ,  2.2348e-81 ,  4.65652e-09,  0.00613578 ])
122962  , -33593.1    , array([ 0.0429246  ,  0.101371   ,  2.2348e-81 ,  4.65652e-09,  0.006128   ])
122963  , -33593.1    , array([ 0.0429246  ,  0.101371   ,  2.2348e-81 ,  4.65652e-09,  0.006128   ])
122964  , -33579      , array([ 0.0429675  ,  0.101371   ,  2.2348e-81 ,  4.65652e-09,  0.006128   ])
122965  , -33607.9    , array([ 0.0429246  ,  0.101472   ,  2.2348e-81 ,  4.65652e-09,  0.006128   ])
122966  , -33593.1    , array([ 0.0429246  ,  0.101371   ,  2.23703e-81,  4.65652e-09,  0.006128   ])
122967  , -33593.1    , array([ 0.0429246  ,  0.101371   ,  2.2348e-81 ,  4.66118e-09,  0.006128   ])
122968  , -33591      , array([ 0.0429246  ,  0.101371   ,  2.2348e-81 ,  4.65652e-09,  0.00613413 ])
122969  , -33591.9    , array([ 0.0429138  ,  0.101335   ,  2.2348e-81 ,  4.65652e-09,  0.00612635 ])
