18875   , -79089.4    , array([ 1.30451    ,  0.341198   ,  0.00529975 ,  0.0092424  ,  1.41204e-11])
18876   , -79089.4    , array([ 1.30581    ,  0.341198   ,  0.00529975 ,  0.0092424  ,  1.41204e-11])
18877   , -79089.4    , array([ 1.30451    ,  0.341539   ,  0.00529975 ,  0.0092424  ,  1.41204e-11])
18878   , -79089.4    , array([ 1.30451    ,  0.341198   ,  0.00530505 ,  0.0092424  ,  1.41204e-11])
18879   , -79089.4    , array([ 1.30451    ,  0.341198   ,  0.00529975 ,  0.00925165 ,  1.41204e-11])
18880   , -79089.4    , array([ 1.30451    ,  0.341198   ,  0.00529975 ,  0.0092424  ,  1.41345e-11])
18881   , -79089.4    , array([ 1.30451    ,  0.341198   ,  0.00529975 ,  0.0092424  ,  1.41204e-11])
18882   , -79089.4    , array([ 1.3045     ,  0.341181   ,  0.00529975 ,  0.0092424  ,  1.41212e-11])
18883   , -79089.4    , array([ 1.3045     ,  0.341181   ,  0.00529975 ,  0.0092424  ,  1.41212e-11])
18884   , -79089.4    , array([ 1.3058     ,  0.341181   ,  0.00529975 ,  0.0092424  ,  1.41212e-11])
18885   , -79089.4    , array([ 1.3045     ,  0.341523   ,  0.00529975 ,  0.0092424  ,  1.41212e-11])
18886   , -79089.4    , array([ 1.3045     ,  0.341181   ,  0.00530505 ,  0.0092424  ,  1.41212e-11])
18887   , -79089.4    , array([ 1.3045     ,  0.341181   ,  0.00529975 ,  0.00925165 ,  1.41212e-11])
18888   , -79089.4    , array([ 1.3045     ,  0.341181   ,  0.00529975 ,  0.0092424  ,  1.41353e-11])
18889   , -79089.4    , array([ 1.30445    ,  0.341115   ,  0.00529975 ,  0.0092424  ,  1.41244e-11])
18890   , -79089.4    , array([ 1.30445    ,  0.341115   ,  0.00529975 ,  0.0092424  ,  1.41244e-11])
18891   , -79089.4    , array([ 1.30576    ,  0.341115   ,  0.00529975 ,  0.0092424  ,  1.41244e-11])
18892   , -79089.4    , array([ 1.30445    ,  0.341456   ,  0.00529975 ,  0.0092424  ,  1.41244e-11])
18893   , -79089.4    , array([ 1.30445    ,  0.341115   ,  0.00530505 ,  0.0092424  ,  1.41244e-11])
18894   , -79089.4    , array([ 1.30445    ,  0.341115   ,  0.00529975 ,  0.00925165 ,  1.41244e-11])
18895   , -79089.4    , array([ 1.30445    ,  0.341115   ,  0.00529975 ,  0.0092424  ,  1.41386e-11])
18896   , -79089.4    , array([ 1.30427    ,  0.340848   ,  0.00529975 ,  0.0092424  ,  1.41374e-11])
18897   , -79089.4    , array([ 1.30427    ,  0.340848   ,  0.00529975 ,  0.0092424  ,  1.41374e-11])
18898   , -79089.4    , array([ 1.30558    ,  0.340848   ,  0.00529975 ,  0.0092424  ,  1.41374e-11])
18899   , -79089.4    , array([ 1.30427    ,  0.341189   ,  0.00529975 ,  0.0092424  ,  1.41374e-11])
18900   , -79089.4    , array([ 1.30427    ,  0.340848   ,  0.00530505 ,  0.0092424  ,  1.41374e-11])
18901   , -79089.4    , array([ 1.30427    ,  0.340848   ,  0.00529975 ,  0.00925165 ,  1.41374e-11])
18902   , -79089.4    , array([ 1.30427    ,  0.340848   ,  0.00529975 ,  0.0092424  ,  1.41516e-11])
18903   , -79089.4    , array([ 1.30356    ,  0.339784   ,  0.00529975 ,  0.0092424  ,  1.41895e-11])
18904   , -79089.4    , array([ 1.30356    ,  0.339784   ,  0.00529975 ,  0.0092424  ,  1.41895e-11])
18905   , -79089.4    , array([ 1.30486    ,  0.339784   ,  0.00529975 ,  0.0092424  ,  1.41895e-11])
18906   , -79089.4    , array([ 1.30356    ,  0.340124   ,  0.00529975 ,  0.0092424  ,  1.41895e-11])
18907   , -79089.4    , array([ 1.30356    ,  0.339784   ,  0.00530505 ,  0.0092424  ,  1.41895e-11])
18908   , -79089.4    , array([ 1.30356    ,  0.339784   ,  0.00529975 ,  0.00925165 ,  1.41895e-11])
18909   , -79089.4    , array([ 1.30356    ,  0.339784   ,  0.00529975 ,  0.0092424  ,  1.42037e-11])
18910   , -79089.4    , array([ 1.30069    ,  0.335563   ,  0.00529975 ,  0.0092424  ,  1.43999e-11])
18911   , -79089.4    , array([ 1.30069    ,  0.335563   ,  0.00529975 ,  0.0092424  ,  1.43999e-11])
18912   , -79089.4    , array([ 1.302      ,  0.335563   ,  0.00529975 ,  0.0092424  ,  1.43999e-11])
18913   , -79089.4    , array([ 1.30069    ,  0.335899   ,  0.00529975 ,  0.0092424  ,  1.43999e-11])
18914   , -79089.4    , array([ 1.30069    ,  0.335563   ,  0.00530505 ,  0.0092424  ,  1.43999e-11])
18915   , -79089.4    , array([ 1.30069    ,  0.335563   ,  0.00529975 ,  0.00925165 ,  1.43999e-11])
18916   , -79089.4    , array([ 1.30069    ,  0.335563   ,  0.00529975 ,  0.0092424  ,  1.44143e-11])
18917   , -79089.4    , array([ 1.28931    ,  0.319195   ,  0.00529975 ,  0.0092424  ,  1.52729e-11])
18918   , -79089.4    , array([ 1.28931    ,  0.319195   ,  0.00529975 ,  0.0092424  ,  1.52729e-11])
18919   , -79089.4    , array([ 1.2906     ,  0.319195   ,  0.00529975 ,  0.0092424  ,  1.52729e-11])
18920   , -79089.4    , array([ 1.28931    ,  0.319514   ,  0.00529975 ,  0.0092424  ,  1.52729e-11])
18921   , -79089.4    , array([ 1.28931    ,  0.319195   ,  0.00530505 ,  0.0092424  ,  1.52729e-11])
18922   , -79089.4    , array([ 1.28931    ,  0.319195   ,  0.00529975 ,  0.00925165 ,  1.52729e-11])
18923   , -79089.4    , array([ 1.28931    ,  0.319195   ,  0.00529975 ,  0.0092424  ,  1.52882e-11])
18924   , -79089.4    , array([ 1.24476    ,  0.261326   ,  0.00529975 ,  0.0092424  ,  1.93273e-11])
18925   , -79089.4    , array([ 1.24476    ,  0.261326   ,  0.00529975 ,  0.0092424  ,  1.93273e-11])
18926   , -79089.4    , array([ 1.246      ,  0.261326   ,  0.00529975 ,  0.0092424  ,  1.93273e-11])
