48152   , -2336.74    , array([ 2.68746    ,  0.121988   ,  1.57093e-26,  4.5867e-07 ])
48153   , -2336.74    , array([ 2.69015    ,  0.121988   ,  1.57093e-26,  4.5867e-07 ])
48154   , -2336.74    , array([ 2.68746    ,  0.12211    ,  1.57093e-26,  4.5867e-07 ])
48155   , -2336.74    , array([ 2.68746    ,  0.121988   ,  1.5725e-26 ,  4.5867e-07 ])
48156   , -2336.74    , array([ 2.68746    ,  0.121988   ,  1.57093e-26,  4.59129e-07])
48157   , -2336.74    , array([ 2.68746    ,  0.121988   ,  1.57093e-26,  4.5867e-07 ])
48158   , -2336.73    , array([ 2.68746    ,  0.113491   ,  1.57093e-26,  4.88718e-07])
48159   , -2336.73    , array([ 2.68746    ,  0.113491   ,  1.57093e-26,  4.88718e-07])
48160   , -2336.73    , array([ 2.69015    ,  0.113491   ,  1.57093e-26,  4.88718e-07])
48161   , -2336.73    , array([ 2.68746    ,  0.113605   ,  1.57093e-26,  4.88718e-07])
48162   , -2336.73    , array([ 2.68746    ,  0.113491   ,  1.5725e-26 ,  4.88718e-07])
48163   , -2336.73    , array([ 2.68746    ,  0.113491   ,  1.57093e-26,  4.89207e-07])
48164   , -2336.67    , array([ 2.68746    ,  0.085024   ,  1.57093e-26,  6.29925e-07])
48165   , -2336.67    , array([ 2.68746    ,  0.085024   ,  1.57093e-26,  6.29925e-07])
48166   , -2336.67    , array([ 2.69015    ,  0.085024   ,  1.57093e-26,  6.29925e-07])
48167   , -2336.67    , array([ 2.68746    ,  0.085109   ,  1.57093e-26,  6.29925e-07])
48168   , -2336.67    , array([ 2.68746    ,  0.085024   ,  1.5725e-26 ,  6.29925e-07])
48169   , -2336.67    , array([ 2.68746    ,  0.085024   ,  1.57093e-26,  6.30555e-07])
48170   , -2335.59    , array([ 2.68746    ,  0.0267831  ,  1.57093e-26,  1.73864e-06])
48171   , -2335.59    , array([ 2.68746    ,  0.0267831  ,  1.57093e-26,  1.73864e-06])
48172   , -2335.59    , array([ 2.69015    ,  0.0267831  ,  1.57093e-26,  1.73864e-06])
48173   , -2335.59    , array([ 2.68746    ,  0.0268099  ,  1.57093e-26,  1.73864e-06])
48174   , -2335.59    , array([ 2.68746    ,  0.0267831  ,  1.5725e-26 ,  1.73864e-06])
48175   , -2335.59    , array([ 2.68746    ,  0.0267831  ,  1.57093e-26,  1.74038e-06])
48182   , -2335.59    , array([ 2.68746    ,  0.0267831  ,  1.57093e-26,  1.73864e-06])
48183   , -2335.59    , array([ 2.68746    ,  0.0267831  ,  1.57093e-26,  1.73864e-06])
48184   , -2335.59    , array([ 2.69015    ,  0.0267831  ,  1.57093e-26,  1.73864e-06])
48185   , -2335.59    , array([ 2.68746    ,  0.0268099  ,  1.57093e-26,  1.73864e-06])
48186   , -2335.59    , array([ 2.68746    ,  0.0267831  ,  1.5725e-26 ,  1.73864e-06])
48187   , -2335.59    , array([ 2.68746    ,  0.0267831  ,  1.57093e-26,  1.74038e-06])
48188   , -2335.59    , array([ 2.68746    ,  0.0267831  ,  1.57093e-26,  1.73864e-06])
48189   , -2335.59    , array([ 2.68746    ,  0.0267831  ,  1.57093e-26,  1.73864e-06])
48190   , -2335.59    , array([ 2.69015    ,  0.0267831  ,  1.57093e-26,  1.73864e-06])
48191   , -2335.59    , array([ 2.68746    ,  0.0268099  ,  1.57093e-26,  1.73864e-06])
48192   , -2335.59    , array([ 2.68746    ,  0.0267831  ,  1.5725e-26 ,  1.73864e-06])
48193   , -2335.59    , array([ 2.68746    ,  0.0267831  ,  1.57093e-26,  1.74038e-06])
48194   , -2248.22    , array([ 2.68746    ,  0.00265767 ,  1.57093e-26,  1.32451e-05])
48195   , -2248.22    , array([ 2.68746    ,  0.00265767 ,  1.57093e-26,  1.32451e-05])
48196   , -2248.22    , array([ 2.69015    ,  0.00265767 ,  1.57093e-26,  1.32451e-05])
48197   , -2248.3     , array([ 2.68746    ,  0.00266033 ,  1.57093e-26,  1.32451e-05])
48198   , -2248.22    , array([ 2.68746    ,  0.00265767 ,  1.5725e-26 ,  1.32451e-05])
48199   , -2248.14    , array([ 2.68746    ,  0.00265767 ,  1.57093e-26,  1.32583e-05])
48200   , -2248.22    , array([ 2.68746    ,  0.00265767 ,  1.57093e-26,  1.32451e-05])
48201   , -2248.22    , array([ 2.68746    ,  0.00265767 ,  1.57093e-26,  1.32451e-05])
48202   , -2248.22    , array([ 2.69015    ,  0.00265767 ,  1.57093e-26,  1.32451e-05])
48203   , -2248.3     , array([ 2.68746    ,  0.00266033 ,  1.57093e-26,  1.32451e-05])
48204   , -2248.22    , array([ 2.68746    ,  0.00265767 ,  1.5725e-26 ,  1.32451e-05])
48205   , -2248.14    , array([ 2.68746    ,  0.00265767 ,  1.57093e-26,  1.32584e-05])
48206   , -2248.22    , array([ 2.68746    ,  0.00265766 ,  1.57093e-26,  1.32451e-05])
48207   , -2248.22    , array([ 2.68746    ,  0.00265766 ,  1.57093e-26,  1.32451e-05])
48208   , -2248.22    , array([ 2.69015    ,  0.00265766 ,  1.57093e-26,  1.32451e-05])
48209   , -2248.3     , array([ 2.68746    ,  0.00266032 ,  1.57093e-26,  1.32451e-05])
48210   , -2248.22    , array([ 2.68746    ,  0.00265766 ,  1.5725e-26 ,  1.32451e-05])
48211   , -2248.14    , array([ 2.68746    ,  0.00265766 ,  1.57093e-26,  1.32584e-05])
48218   , -2248.22    , array([ 2.68746    ,  0.00265766 ,  1.57093e-26,  1.32451e-05])
48219   , -2248.22    , array([ 2.68746    ,  0.00265766 ,  1.57093e-26,  1.32451e-05])
48220   , -2248.22    , array([ 2.69015    ,  0.00265766 ,  1.57093e-26,  1.32451e-05])
