8       , -38940.3    , array([ 0.797136   ,  1.13708    ,  1.055e-54  ,  1.20712e-84,  0.379363   ])
9       , -38908.8    , array([ 0.797933   ,  1.13708    ,  1.055e-54  ,  1.20712e-84,  0.379363   ])
10      , -38947      , array([ 0.797136   ,  1.13822    ,  1.055e-54  ,  1.20712e-84,  0.379363   ])
11      , -38940.3    , array([ 0.797136   ,  1.13708    ,  1.05606e-54,  1.20712e-84,  0.379363   ])
12      , -38940.3    , array([ 0.797136   ,  1.13708    ,  1.055e-54  ,  1.20833e-84,  0.379363   ])
13      , -38976.1    , array([ 0.797136   ,  1.13708    ,  1.055e-54  ,  1.20712e-84,  0.379742   ])
14      , -38940.3    , array([ 0.797136   ,  1.13708    ,  1.055e-54  ,  1.20712e-84,  0.379363   ])
15      , -14944      , array([ 1.54237    ,  0.986195   ,  1.055e-54  ,  1.20712e-84,  0.179      ])
16      , -14944      , array([ 1.54237    ,  0.986195   ,  1.055e-54  ,  1.20712e-84,  0.179      ])
17      , -14940.4    , array([ 1.54391    ,  0.986195   ,  1.055e-54  ,  1.20712e-84,  0.179      ])
18      , -14956.6    , array([ 1.54237    ,  0.987182   ,  1.055e-54  ,  1.20712e-84,  0.179      ])
19      , -14944      , array([ 1.54237    ,  0.986195   ,  1.05606e-54,  1.20712e-84,  0.179      ])
20      , -14944      , array([ 1.54237    ,  0.986195   ,  1.055e-54  ,  1.20833e-84,  0.179      ])
21      , -14943.4    , array([ 1.54237    ,  0.986195   ,  1.055e-54  ,  1.20712e-84,  0.179179   ])
22      , -259242     , array([ 4.12376    ,  0.0280957  ,  1.055e-54  ,  1.20712e-84,  0.215609   ])
23      , -259242     , array([ 4.12376    ,  0.0280957  ,  1.055e-54  ,  1.20712e-84,  0.215609   ])
24      , -259245     , array([ 4.12789    ,  0.0280957  ,  1.055e-54  ,  1.20712e-84,  0.215609   ])
25      , -258972     , array([ 4.12376    ,  0.0281238  ,  1.055e-54  ,  1.20712e-84,  0.215609   ])
26      , -259242     , array([ 4.12376    ,  0.0280957  ,  1.05606e-54,  1.20712e-84,  0.215609   ])
27      , -259242     , array([ 4.12376    ,  0.0280957  ,  1.055e-54  ,  1.20833e-84,  0.215609   ])
28      , -259519     , array([ 4.12376    ,  0.0280957  ,  1.055e-54  ,  1.20712e-84,  0.215824   ])
29      , -9448.74    , array([ 1.91291    ,  0.452532   ,  1.055e-54  ,  1.20712e-84,  0.186442   ])
30      , -9448.74    , array([ 1.91291    ,  0.452532   ,  1.055e-54  ,  1.20712e-84,  0.186442   ])
31      , -9446.26    , array([ 1.91482    ,  0.452532   ,  1.055e-54  ,  1.20712e-84,  0.186442   ])
32      , -9446.7     , array([ 1.91291    ,  0.452985   ,  1.055e-54  ,  1.20712e-84,  0.186442   ])
33      , -9448.74    , array([ 1.91291    ,  0.452532   ,  1.05606e-54,  1.20712e-84,  0.186442   ])
34      , -9448.74    , array([ 1.91291    ,  0.452532   ,  1.055e-54  ,  1.20833e-84,  0.186442   ])
35      , -9462.24    , array([ 1.91291    ,  0.452532   ,  1.055e-54  ,  1.20712e-84,  0.186629   ])
36      , -5945.55    , array([ 0.475291   ,  0.11955    ,  1.055e-54  ,  1.20712e-84,  0.0517765  ])
37      , -5945.55    , array([ 0.475291   ,  0.11955    ,  1.055e-54  ,  1.20712e-84,  0.0517765  ])
38      , -5938.43    , array([ 0.475767   ,  0.11955    ,  1.055e-54  ,  1.20712e-84,  0.0517765  ])
39      , -5941.06    , array([ 0.475291   ,  0.11967    ,  1.055e-54  ,  1.20712e-84,  0.0517765  ])
40      , -5945.55    , array([ 0.475291   ,  0.11955    ,  1.05606e-54,  1.20712e-84,  0.0517765  ])
41      , -5945.55    , array([ 0.475291   ,  0.11955    ,  1.055e-54  ,  1.20833e-84,  0.0517765  ])
42      , -5956.75    , array([ 0.475291   ,  0.11955    ,  1.055e-54  ,  1.20712e-84,  0.0518283  ])
43      , -3622.94    , array([ 0.635533   ,  0.135627   ,  1.055e-54  ,  1.20712e-84,  0.0489606  ])
44      , -3622.94    , array([ 0.635533   ,  0.135627   ,  1.055e-54  ,  1.20712e-84,  0.0489606  ])
45      , -3618.84    , array([ 0.636169   ,  0.135627   ,  1.055e-54  ,  1.20712e-84,  0.0489606  ])
46      , -3622.98    , array([ 0.635533   ,  0.135763   ,  1.055e-54  ,  1.20712e-84,  0.0489606  ])
47      , -3622.94    , array([ 0.635533   ,  0.135627   ,  1.05606e-54,  1.20712e-84,  0.0489606  ])
48      , -3622.94    , array([ 0.635533   ,  0.135627   ,  1.055e-54  ,  1.20833e-84,  0.0489606  ])
49      , -3627.21    , array([ 0.635533   ,  0.135627   ,  1.055e-54  ,  1.20712e-84,  0.0490095  ])
50      , -2229.46    , array([ 0.905396   ,  0.114297   ,  1.055e-54  ,  1.20712e-84,  0.0415831  ])
51      , -2229.46    , array([ 0.905396   ,  0.114297   ,  1.055e-54  ,  1.20712e-84,  0.0415831  ])
52      , -2228.03    , array([ 0.906302   ,  0.114297   ,  1.055e-54  ,  1.20712e-84,  0.0415831  ])
53      , -2229.17    , array([ 0.905396   ,  0.114411   ,  1.055e-54  ,  1.20712e-84,  0.0415831  ])
54      , -2229.46    , array([ 0.905396   ,  0.114297   ,  1.05606e-54,  1.20712e-84,  0.0415831  ])
55      , -2229.46    , array([ 0.905396   ,  0.114297   ,  1.055e-54  ,  1.20833e-84,  0.0415831  ])
56      , -2231.62    , array([ 0.905396   ,  0.114297   ,  1.055e-54  ,  1.20712e-84,  0.0416247  ])
57      , -1842.91    , array([ 1.03459    ,  0.0968776  ,  1.055e-54  ,  1.20712e-84,  0.0344633  ])
