1112    , -26802.6    , array([ 1.66617    ,  0.020945   ,  1.65209    ,  6.65237    ,  0.0529457  ])
1113    , -26803.2    , array([ 1.66784    ,  0.020945   ,  1.65209    ,  6.65237    ,  0.0529457  ])
1114    , -26769.1    , array([ 1.66617    ,  0.0209659  ,  1.65209    ,  6.65237    ,  0.0529457  ])
1115    , -26801.7    , array([ 1.66617    ,  0.020945   ,  1.65374    ,  6.65237    ,  0.0529457  ])
1116    , -26783.4    , array([ 1.66617    ,  0.020945   ,  1.65209    ,  6.65903    ,  0.0529457  ])
1117    , -26814.5    , array([ 1.66617    ,  0.020945   ,  1.65209    ,  6.65237    ,  0.0529986  ])
1118    , -26802.6    , array([ 1.66617    ,  0.020945   ,  1.65209    ,  6.65237    ,  0.0529457  ])
1126    , -26799.8    , array([ 1.66617    ,  0.0209462  ,  1.65209    ,  6.65259    ,  0.0529446  ])
1127    , -26799.8    , array([ 1.66617    ,  0.0209462  ,  1.65209    ,  6.65259    ,  0.0529446  ])
1128    , -26800.5    , array([ 1.66784    ,  0.0209462  ,  1.65209    ,  6.65259    ,  0.0529446  ])
1129    , -26766.3    , array([ 1.66617    ,  0.0209671  ,  1.65209    ,  6.65259    ,  0.0529446  ])
1130    , -26798.9    , array([ 1.66617    ,  0.0209462  ,  1.65375    ,  6.65259    ,  0.0529446  ])
1131    , -26780.6    , array([ 1.66617    ,  0.0209462  ,  1.65209    ,  6.65924    ,  0.0529446  ])
1132    , -26811.7    , array([ 1.66617    ,  0.0209462  ,  1.65209    ,  6.65259    ,  0.0529976  ])
1133    , -26725.7    , array([ 1.66612    ,  0.020978   ,  1.65216    ,  6.65838    ,  0.0529161  ])
1134    , -26725.7    , array([ 1.66612    ,  0.020978   ,  1.65216    ,  6.65838    ,  0.0529161  ])
1135    , -26726.4    , array([ 1.66779    ,  0.020978   ,  1.65216    ,  6.65838    ,  0.0529161  ])
1136    , -26692.2    , array([ 1.66612    ,  0.020999   ,  1.65216    ,  6.65838    ,  0.0529161  ])
1137    , -26724.8    , array([ 1.66612    ,  0.020978   ,  1.65382    ,  6.65838    ,  0.0529161  ])
1138    , -26706.6    , array([ 1.66612    ,  0.020978   ,  1.65216    ,  6.66504    ,  0.0529161  ])
1139    , -26737.6    , array([ 1.66612    ,  0.020978   ,  1.65216    ,  6.65838    ,  0.0529691  ])
1140    , -10139.1    , array([ 1.65274    ,  0.0318633  ,  1.67154    ,  8.45872    ,  0.0456398  ])
1141    , -10139.1    , array([ 1.65274    ,  0.0318633  ,  1.67154    ,  8.45872    ,  0.0456398  ])
1142    , -10139.4    , array([ 1.65439    ,  0.0318633  ,  1.67154    ,  8.45872    ,  0.0456398  ])
1143    , -10118.5    , array([ 1.65274    ,  0.0318952  ,  1.67154    ,  8.45872    ,  0.0456398  ])
1144    , -10138.4    , array([ 1.65274    ,  0.0318633  ,  1.67322    ,  8.45872    ,  0.0456398  ])
1145    , -10129      , array([ 1.65274    ,  0.0318633  ,  1.67154    ,  8.46719    ,  0.0456398  ])
1146    , -10148.2    , array([ 1.65274    ,  0.0318633  ,  1.67154    ,  8.45872    ,  0.0456854  ])
1147    , -72455.9    , array([ 1.65496    ,  0.10122    ,  2.06184    ,  0.433236   ,  0.000581923])
1148    , -72455.9    , array([ 1.65496    ,  0.10122    ,  2.06184    ,  0.433236   ,  0.000581923])
1149    , -72456.1    , array([ 1.65661    ,  0.10122    ,  2.06184    ,  0.433236   ,  0.000581923])
1150    , -72461.9    , array([ 1.65496    ,  0.101322   ,  2.06184    ,  0.433236   ,  0.000581923])
1151    , -72455.9    , array([ 1.65496    ,  0.10122    ,  2.0639     ,  0.433236   ,  0.000581923])
1152    , -72455.9    , array([ 1.65496    ,  0.10122    ,  2.06184    ,  0.433669   ,  0.000581923])
1153    , -72449.6    , array([ 1.65496    ,  0.10122    ,  2.06184    ,  0.433236   ,  0.000582505])
1154    , -6410.91    , array([ 1.65292    ,  0.0350382  ,  1.70062    ,  6.62596    ,  0.0318905  ])
1155    , -6410.91    , array([ 1.65292    ,  0.0350382  ,  1.70062    ,  6.62596    ,  0.0318905  ])
1156    , -6411.1     , array([ 1.65457    ,  0.0350382  ,  1.70062    ,  6.62596    ,  0.0318905  ])
1157    , -6394.26    , array([ 1.65292    ,  0.0350733  ,  1.70062    ,  6.62596    ,  0.0318905  ])
1158    , -6410.47    , array([ 1.65292    ,  0.0350382  ,  1.70232    ,  6.62596    ,  0.0318905  ])
1159    , -6406.01    , array([ 1.65292    ,  0.0350382  ,  1.70062    ,  6.63259    ,  0.0318905  ])
1160    , -6421.55    , array([ 1.65292    ,  0.0350382  ,  1.70062    ,  6.62596    ,  0.0319224  ])
1161    , -2476.4     , array([ 1.65312    ,  0.0388905  ,  1.73313    ,  5.06732    ,  0.0215125  ])
1162    , -2476.4     , array([ 1.65312    ,  0.0388905  ,  1.73313    ,  5.06732    ,  0.0215125  ])
1163    , -2476.5     , array([ 1.65477    ,  0.0388905  ,  1.73313    ,  5.06732    ,  0.0215125  ])
1164    , -2468.99    , array([ 1.65312    ,  0.0389294  ,  1.73313    ,  5.06732    ,  0.0215125  ])
1165    , -2476.25    , array([ 1.65312    ,  0.0388905  ,  1.73487    ,  5.06732    ,  0.0215125  ])
1166    , -2475.2     , array([ 1.65312    ,  0.0388905  ,  1.73313    ,  5.07239    ,  0.0215125  ])
1167    , -2481.96    , array([ 1.65312    ,  0.0388905  ,  1.73313    ,  5.06732    ,  0.021534   ])
1168    , -45011      , array([ 2.55222    ,  0.940416   ,  0.0229572  ,  0.0703066  ,  0.0328162  ])
1169    , -45011      , array([ 2.55222    ,  0.940416   ,  0.0229572  ,  0.0703066  ,  0.0328162  ])
1170    , -45015.5    , array([ 2.55477    ,  0.940416   ,  0.0229572  ,  0.0703066  ,  0.0328162  ])
1171    , -45030.4    , array([ 2.55222    ,  0.941357   ,  0.0229572  ,  0.0703066  ,  0.0328162  ])
1172    , -45011.1    , array([ 2.55222    ,  0.940416   ,  0.0229802  ,  0.0703066  ,  0.0328162  ])
1173    , -45011.1    , array([ 2.55222    ,  0.940416   ,  0.0229572  ,  0.070377   ,  0.0328162  ])
1174    , -44989      , array([ 2.55222    ,  0.940416   ,  0.0229572  ,  0.0703066  ,  0.032849   ])
1175    , -1646.85    , array([ 1.71009    ,  0.0498634  ,  1.23685    ,  3.6294     ,  0.0222331  ])
1176    , -1646.85    , array([ 1.71009    ,  0.0498634  ,  1.23685    ,  3.6294     ,  0.0222331  ])
1177    , -1646.96    , array([ 1.71181    ,  0.0498634  ,  1.23685    ,  3.6294     ,  0.0222331  ])
1178    , -1644.49    , array([ 1.71009    ,  0.0499133  ,  1.23685    ,  3.6294     ,  0.0222331  ])
1179    , -1646.8     , array([ 1.71009    ,  0.0498634  ,  1.23809    ,  3.6294     ,  0.0222331  ])
1180    , -1646.54    , array([ 1.71009    ,  0.0498634  ,  1.23685    ,  3.63303    ,  0.0222331  ])
1181    , -1648.55    , array([ 1.71009    ,  0.0498634  ,  1.23685    ,  3.6294     ,  0.0222553  ])
1189    , -1646.84    , array([ 1.71005    ,  0.0498638  ,  1.23686    ,  3.62937    ,  0.0222333  ])
1190    , -1646.84    , array([ 1.71005    ,  0.0498638  ,  1.23686    ,  3.62937    ,  0.0222333  ])
1191    , -1646.95    , array([ 1.71176    ,  0.0498638  ,  1.23686    ,  3.62937    ,  0.0222333  ])
1192    , -1644.49    , array([ 1.71005    ,  0.0499137  ,  1.23686    ,  3.62937    ,  0.0222333  ])
1193    , -1646.79    , array([ 1.71005    ,  0.0498638  ,  1.2381     ,  3.62937    ,  0.0222333  ])
1194    , -1646.54    , array([ 1.71005    ,  0.0498638  ,  1.23686    ,  3.633      ,  0.0222333  ])
1195    , -1648.55    , array([ 1.71005    ,  0.0498638  ,  1.23686    ,  3.62937    ,  0.0222555  ])
1196    , -1646.83    , array([ 1.70999    ,  0.0498644  ,  1.23688    ,  3.62931    ,  0.0222336  ])
1197    , -1646.83    , array([ 1.70999    ,  0.0498644  ,  1.23688    ,  3.62931    ,  0.0222336  ])
1198    , -1646.94    , array([ 1.7117     ,  0.0498644  ,  1.23688    ,  3.62931    ,  0.0222336  ])
1199    , -1644.48    , array([ 1.70999    ,  0.0499143  ,  1.23688    ,  3.62931    ,  0.0222336  ])
1200    , -1646.79    , array([ 1.70999    ,  0.0498644  ,  1.23812    ,  3.62931    ,  0.0222336  ])
1201    , -1646.53    , array([ 1.70999    ,  0.0498644  ,  1.23688    ,  3.63294    ,  0.0222336  ])
1202    , -1648.54    , array([ 1.70999    ,  0.0498644  ,  1.23688    ,  3.62931    ,  0.0222558  ])
1203    , -107119     , array([ 0.0240026  ,  0.215039   ,  6.84523    ,  0.607925   ,  0.102773   ])
1204    , -107119     , array([ 0.0240026  ,  0.215039   ,  6.84523    ,  0.607925   ,  0.102773   ])
1205    , -107056     , array([ 0.0240266  ,  0.215039   ,  6.84523    ,  0.607925   ,  0.102773   ])
1206    , -107136     , array([ 0.0240026  ,  0.215254   ,  6.84523    ,  0.607925   ,  0.102773   ])
1207    , -107082     , array([ 0.0240026  ,  0.215039   ,  6.85208    ,  0.607925   ,  0.102773   ])
1208    , -107120     , array([ 0.0240026  ,  0.215039   ,  6.84523    ,  0.608533   ,  0.102773   ])
1209    , -107114     , array([ 0.0240026  ,  0.215039   ,  6.84523    ,  0.607925   ,  0.102876   ])
1210    , -1643.28    , array([ 1.68039    ,  0.0501636  ,  1.24557    ,  3.60287    ,  0.0223733  ])
1211    , -1643.28    , array([ 1.68039    ,  0.0501636  ,  1.24557    ,  3.60287    ,  0.0223733  ])
1212    , -1643.39    , array([ 1.68207    ,  0.0501636  ,  1.24557    ,  3.60287    ,  0.0223733  ])
1213    , -1640.92    , array([ 1.68039    ,  0.0502138  ,  1.24557    ,  3.60287    ,  0.0223733  ])
1214    , -1643.23    , array([ 1.68039    ,  0.0501636  ,  1.24682    ,  3.60287    ,  0.0223733  ])
1215    , -1642.97    , array([ 1.68039    ,  0.0501636  ,  1.24557    ,  3.60647    ,  0.0223733  ])
1216    , -1644.99    , array([ 1.68039    ,  0.0501636  ,  1.24557    ,  3.60287    ,  0.0223957  ])
1217    , -1638.15    , array([ 1.63784    ,  0.0506063  ,  1.25845    ,  3.56437    ,  0.0225802  ])
1218    , -1638.15    , array([ 1.63784    ,  0.0506063  ,  1.25845    ,  3.56437    ,  0.0225802  ])
1219    , -1638.25    , array([ 1.63948    ,  0.0506063  ,  1.25845    ,  3.56437    ,  0.0225802  ])
1220    , -1635.79    , array([ 1.63784    ,  0.0506569  ,  1.25845    ,  3.56437    ,  0.0225802  ])
1221    , -1638.1     , array([ 1.63784    ,  0.0506063  ,  1.25971    ,  3.56437    ,  0.0225802  ])
1222    , -1637.85    , array([ 1.63784    ,  0.0506063  ,  1.25845    ,  3.56794    ,  0.0225802  ])
1223    , -1639.87    , array([ 1.63784    ,  0.0506063  ,  1.25845    ,  3.56437    ,  0.0226028  ])
1224    , -11426.6    , array([ 0.198274   ,  0.104318   ,  2.93503    ,  1.47203    ,  0.048173   ])
1225    , -11426.6    , array([ 0.198274   ,  0.104318   ,  2.93503    ,  1.47203    ,  0.048173   ])
1226    , -11410.1    , array([ 0.198472   ,  0.104318   ,  2.93503    ,  1.47203    ,  0.048173   ])
1227    , -11428.3    , array([ 0.198274   ,  0.104423   ,  2.93503    ,  1.47203    ,  0.048173   ])
1228    , -11423.5    , array([ 0.198274   ,  0.104318   ,  2.93797    ,  1.47203    ,  0.048173   ])
1229    , -11426.2    , array([ 0.198274   ,  0.104318   ,  2.93503    ,  1.4735     ,  0.048173   ])
1230    , -11435.1    , array([ 0.198274   ,  0.104318   ,  2.93503    ,  1.47203    ,  0.0482212  ])
1231    , -1594.78    , array([ 1.10535    ,  0.0579042  ,  1.47342    ,  3.02314    ,  0.0260023  ])
1232    , -1594.78    , array([ 1.10535    ,  0.0579042  ,  1.47342    ,  3.02314    ,  0.0260023  ])
1233    , -1594.66    , array([ 1.10645    ,  0.0579042  ,  1.47342    ,  3.02314    ,  0.0260023  ])
1234    , -1592.38    , array([ 1.10535    ,  0.0579621  ,  1.47342    ,  3.02314    ,  0.0260023  ])
