220473  , -79082      , array([ 0.119201   ,  0.00996443 ,  1.25425e-17,  2.4416e-22 ,  5.95611e-08])
220474  , -79082      , array([ 0.11932    ,  0.00996443 ,  1.25425e-17,  2.4416e-22 ,  5.95611e-08])
220475  , -79082      , array([ 0.119201   ,  0.00997439 ,  1.25425e-17,  2.4416e-22 ,  5.95611e-08])
220476  , -79082      , array([ 0.119201   ,  0.00996443 ,  1.25551e-17,  2.4416e-22 ,  5.95611e-08])
220477  , -79082      , array([ 0.119201   ,  0.00996443 ,  1.25425e-17,  2.44404e-22,  5.95611e-08])
220478  , -79082      , array([ 0.119201   ,  0.00996443 ,  1.25425e-17,  2.4416e-22 ,  5.96207e-08])
220479  , -79082      , array([ 0.119201   ,  0.00996443 ,  1.25425e-17,  2.4416e-22 ,  5.95611e-08])
220480  , -79059.3    , array([ 0.114597   ,  0.00498174 ,  1.25425e-17,  2.4416e-22 ,  1.24023e-07])
220481  , -79059.3    , array([ 0.114597   ,  0.00498174 ,  1.25425e-17,  2.4416e-22 ,  1.24023e-07])
220482  , -79059.3    , array([ 0.114712   ,  0.00498174 ,  1.25425e-17,  2.4416e-22 ,  1.24023e-07])
220483  , -79059.4    , array([ 0.114597   ,  0.00498672 ,  1.25425e-17,  2.4416e-22 ,  1.24023e-07])
220484  , -79059.3    , array([ 0.114597   ,  0.00498174 ,  1.25551e-17,  2.4416e-22 ,  1.24023e-07])
220485  , -79059.3    , array([ 0.114597   ,  0.00498174 ,  1.25425e-17,  2.44404e-22,  1.24023e-07])
220486  , -79059.3    , array([ 0.114597   ,  0.00498174 ,  1.25425e-17,  2.4416e-22 ,  1.24147e-07])
220494  , -79059.3    , array([ 0.114597   ,  0.00498174 ,  1.25425e-17,  2.4416e-22 ,  1.24023e-07])
220495  , -79059.3    , array([ 0.114597   ,  0.00498174 ,  1.25425e-17,  2.4416e-22 ,  1.24023e-07])
220496  , -79059.3    , array([ 0.114712   ,  0.00498174 ,  1.25425e-17,  2.4416e-22 ,  1.24023e-07])
220497  , -79059.4    , array([ 0.114597   ,  0.00498672 ,  1.25425e-17,  2.4416e-22 ,  1.24023e-07])
220498  , -79059.3    , array([ 0.114597   ,  0.00498174 ,  1.25551e-17,  2.4416e-22 ,  1.24023e-07])
220499  , -79059.3    , array([ 0.114597   ,  0.00498174 ,  1.25425e-17,  2.44404e-22,  1.24023e-07])
