203420  , -60813      , array([ 0.00862718 ,  9.59815    ,  6.49321e-22,  8.91291e-13,  0.000325783])
203421  , -60822.9    , array([ 0.00863581 ,  9.59815    ,  6.49321e-22,  8.91291e-13,  0.000325783])
203422  , -60813      , array([ 0.00862718 ,  9.60775    ,  6.49321e-22,  8.91291e-13,  0.000325783])
203423  , -60813      , array([ 0.00862718 ,  9.59815    ,  6.49971e-22,  8.91291e-13,  0.000325783])
203424  , -60813      , array([ 0.00862718 ,  9.59815    ,  6.49321e-22,  8.92183e-13,  0.000325783])
203425  , -60803      , array([ 0.00862718 ,  9.59815    ,  6.49321e-22,  8.91291e-13,  0.000326109])
203426  , -60813      , array([ 0.00862718 ,  9.59815    ,  6.49321e-22,  8.91291e-13,  0.000325783])
203427  , -58297.9    , array([ 0.00423513 ,  9.58       ,  6.49321e-22,  8.91291e-13,  0.000667187])
203428  , -58297.9    , array([ 0.00423513 ,  9.58       ,  6.49321e-22,  8.91291e-13,  0.000667187])
203429  , -58283.2    , array([ 0.00423937 ,  9.58       ,  6.49321e-22,  8.91291e-13,  0.000667187])
203430  , -58297.9    , array([ 0.00423513 ,  9.58958    ,  6.49321e-22,  8.91291e-13,  0.000667187])
203431  , -58297.9    , array([ 0.00423513 ,  9.58       ,  6.49971e-22,  8.91291e-13,  0.000667187])
203432  , -58297.9    , array([ 0.00423513 ,  9.58       ,  6.49321e-22,  8.92183e-13,  0.000667187])
203433  , -58312.3    , array([ 0.00423513 ,  9.58       ,  6.49321e-22,  8.91291e-13,  0.000667855])
203434  , -55913.2    , array([ 0.00646608 ,  9.59079    ,  6.49321e-22,  8.91291e-13,  0.000435608])
203435  , -55913.2    , array([ 0.00646608 ,  9.59079    ,  6.49321e-22,  8.91291e-13,  0.000435608])
203436  , -55919      , array([ 0.00647255 ,  9.59079    ,  6.49321e-22,  8.91291e-13,  0.000435608])
203437  , -55913.2    , array([ 0.00646608 ,  9.60039    ,  6.49321e-22,  8.91291e-13,  0.000435608])
203438  , -55913.2    , array([ 0.00646608 ,  9.59079    ,  6.49971e-22,  8.91291e-13,  0.000435608])
203439  , -55913.2    , array([ 0.00646608 ,  9.59079    ,  6.49321e-22,  8.92183e-13,  0.000435608])
203440  , -55907.2    , array([ 0.00646608 ,  9.59079    ,  6.49321e-22,  8.91291e-13,  0.000436043])
203448  , -55913      , array([ 0.0064702  ,  9.58858    ,  6.49321e-22,  8.91291e-13,  0.000435891])
203449  , -55913      , array([ 0.0064702  ,  9.58858    ,  6.49321e-22,  8.91291e-13,  0.000435891])
203450  , -55918.8    , array([ 0.00647668 ,  9.58858    ,  6.49321e-22,  8.91291e-13,  0.000435891])
203451  , -55913      , array([ 0.0064702  ,  9.59818    ,  6.49321e-22,  8.91291e-13,  0.000435891])
203452  , -55913      , array([ 0.0064702  ,  9.58858    ,  6.49971e-22,  8.91291e-13,  0.000435891])
203453  , -55913      , array([ 0.0064702  ,  9.58858    ,  6.49321e-22,  8.92183e-13,  0.000435891])
203454  , -55907      , array([ 0.0064702  ,  9.58858    ,  6.49321e-22,  8.91291e-13,  0.000436328])
203455  , -55912.8    , array([ 0.00647433 ,  9.58638    ,  6.49321e-22,  8.91291e-13,  0.000436175])
203456  , -55912.8    , array([ 0.00647433 ,  9.58638    ,  6.49321e-22,  8.91291e-13,  0.000436175])
203457  , -55918.6    , array([ 0.00648081 ,  9.58638    ,  6.49321e-22,  8.91291e-13,  0.000436175])
203458  , -55912.8    , array([ 0.00647433 ,  9.59597    ,  6.49321e-22,  8.91291e-13,  0.000436175])
203459  , -55912.8    , array([ 0.00647433 ,  9.58638    ,  6.49971e-22,  8.91291e-13,  0.000436175])
203460  , -55912.8    , array([ 0.00647433 ,  9.58638    ,  6.49321e-22,  8.92183e-13,  0.000436175])
203461  , -55906.9    , array([ 0.00647433 ,  9.58638    ,  6.49321e-22,  8.91291e-13,  0.000436612])
203469  , -55912.8    , array([ 0.00647537 ,  9.58583    ,  6.49321e-22,  8.91291e-13,  0.000436247])
203470  , -55912.8    , array([ 0.00647537 ,  9.58583    ,  6.49321e-22,  8.91291e-13,  0.000436247])
203471  , -55918.6    , array([ 0.00648184 ,  9.58583    ,  6.49321e-22,  8.91291e-13,  0.000436247])
203472  , -55912.8    , array([ 0.00647537 ,  9.59542    ,  6.49321e-22,  8.91291e-13,  0.000436247])
203473  , -55912.8    , array([ 0.00647537 ,  9.58583    ,  6.49971e-22,  8.91291e-13,  0.000436247])
203474  , -55912.8    , array([ 0.00647537 ,  9.58583    ,  6.49321e-22,  8.92183e-13,  0.000436247])
203475  , -55906.8    , array([ 0.00647537 ,  9.58583    ,  6.49321e-22,  8.91291e-13,  0.000436683])
203476  , -55912.7    , array([ 0.0064764  ,  9.58528    ,  6.49321e-22,  8.91291e-13,  0.000436318])
203477  , -55912.7    , array([ 0.0064764  ,  9.58528    ,  6.49321e-22,  8.91291e-13,  0.000436318])
203478  , -55918.6    , array([ 0.00648288 ,  9.58528    ,  6.49321e-22,  8.91291e-13,  0.000436318])
203479  , -55912.8    , array([ 0.0064764  ,  9.59487    ,  6.49321e-22,  8.91291e-13,  0.000436318])
203480  , -55912.7    , array([ 0.0064764  ,  9.58528    ,  6.49971e-22,  8.91291e-13,  0.000436318])
203481  , -55912.7    , array([ 0.0064764  ,  9.58528    ,  6.49321e-22,  8.92183e-13,  0.000436318])
203482  , -55906.8    , array([ 0.0064764  ,  9.58528    ,  6.49321e-22,  8.91291e-13,  0.000436754])
203490  , -55912.7    , array([ 0.00647666 ,  9.58514    ,  6.49321e-22,  8.91291e-13,  0.000436335])
203491  , -55912.7    , array([ 0.00647666 ,  9.58514    ,  6.49321e-22,  8.91291e-13,  0.000436335])
203492  , -55918.5    , array([ 0.00648314 ,  9.58514    ,  6.49321e-22,  8.91291e-13,  0.000436335])
203493  , -55912.7    , array([ 0.00647666 ,  9.59473    ,  6.49321e-22,  8.91291e-13,  0.000436335])
203494  , -55912.7    , array([ 0.00647666 ,  9.58514    ,  6.49971e-22,  8.91291e-13,  0.000436335])
203495  , -55912.7    , array([ 0.00647666 ,  9.58514    ,  6.49321e-22,  8.92183e-13,  0.000436335])
203496  , -55906.8    , array([ 0.00647666 ,  9.58514    ,  6.49321e-22,  8.91291e-13,  0.000436772])
203497  , -55912.7    , array([ 0.00647692 ,  9.585      ,  6.49321e-22,  8.91291e-13,  0.000436353])
203498  , -55912.7    , array([ 0.00647692 ,  9.585      ,  6.49321e-22,  8.91291e-13,  0.000436353])
203499  , -55918.5    , array([ 0.0064834  ,  9.585      ,  6.49321e-22,  8.91291e-13,  0.000436353])
203500  , -55912.7    , array([ 0.00647692 ,  9.59459    ,  6.49321e-22,  8.91291e-13,  0.000436353])
203501  , -55912.7    , array([ 0.00647692 ,  9.585      ,  6.49971e-22,  8.91291e-13,  0.000436353])
203502  , -55912.7    , array([ 0.00647692 ,  9.585      ,  6.49321e-22,  8.92183e-13,  0.000436353])
203503  , -55906.7    , array([ 0.00647692 ,  9.585      ,  6.49321e-22,  8.91291e-13,  0.00043679 ])
203504  , -34480.8    , array([ 0.81178    ,  1.67965    ,  6.49321e-22,  8.91291e-13,  0.0605252  ])
203505  , -34480.8    , array([ 0.81178    ,  1.67965    ,  6.49321e-22,  8.91291e-13,  0.0605252  ])
203506  , -34485.5    , array([ 0.812592   ,  1.67965    ,  6.49321e-22,  8.91291e-13,  0.0605252  ])
203507  , -34493.5    , array([ 0.81178    ,  1.68133    ,  6.49321e-22,  8.91291e-13,  0.0605252  ])
203508  , -34480.8    , array([ 0.81178    ,  1.67965    ,  6.49971e-22,  8.91291e-13,  0.0605252  ])
203509  , -34480.8    , array([ 0.81178    ,  1.67965    ,  6.49321e-22,  8.92183e-13,  0.0605252  ])
203510  , -34464.4    , array([ 0.81178    ,  1.67965    ,  6.49321e-22,  8.91291e-13,  0.0605857  ])
203511  , -34469.9    , array([ 0.812309   ,  1.67926    ,  6.49321e-22,  8.91291e-13,  0.0605654  ])
203512  , -34469.9    , array([ 0.812309   ,  1.67926    ,  6.49321e-22,  8.91291e-13,  0.0605654  ])
203513  , -34474.6    , array([ 0.813121   ,  1.67926    ,  6.49321e-22,  8.91291e-13,  0.0605654  ])
203514  , -34482.6    , array([ 0.812309   ,  1.68094    ,  6.49321e-22,  8.91291e-13,  0.0605654  ])
203515  , -34469.9    , array([ 0.812309   ,  1.67926    ,  6.49971e-22,  8.91291e-13,  0.0605654  ])
203516  , -34469.9    , array([ 0.812309   ,  1.67926    ,  6.49321e-22,  8.92183e-13,  0.0605654  ])
203517  , -34453.5    , array([ 0.812309   ,  1.67926    ,  6.49321e-22,  8.91291e-13,  0.060626   ])
203518  , -34459      , array([ 0.812838   ,  1.67887    ,  6.49321e-22,  8.91291e-13,  0.0606057  ])
203519  , -34459      , array([ 0.812838   ,  1.67887    ,  6.49321e-22,  8.91291e-13,  0.0606057  ])
203520  , -34463.7    , array([ 0.813651   ,  1.67887    ,  6.49321e-22,  8.91291e-13,  0.0606057  ])
203521  , -34471.7    , array([ 0.812838   ,  1.68055    ,  6.49321e-22,  8.91291e-13,  0.0606057  ])
203522  , -34459      , array([ 0.812838   ,  1.67887    ,  6.49971e-22,  8.91291e-13,  0.0606057  ])
203523  , -34459      , array([ 0.812838   ,  1.67887    ,  6.49321e-22,  8.92183e-13,  0.0606057  ])
203524  , -34442.6    , array([ 0.812838   ,  1.67887    ,  6.49321e-22,  8.91291e-13,  0.0606663  ])
203525  , -46153.1    , array([ 9.09403    ,  0.702962   ,  6.49321e-22,  8.91291e-13,  0.713302   ])
203526  , -46153.1    , array([ 9.09403    ,  0.702962   ,  6.49321e-22,  8.91291e-13,  0.713302   ])
203527  , -46157.7    , array([ 9.10313    ,  0.702962   ,  6.49321e-22,  8.91291e-13,  0.713302   ])
203528  , -46122.8    , array([ 9.09403    ,  0.703665   ,  6.49321e-22,  8.91291e-13,  0.713302   ])
203529  , -46153.1    , array([ 9.09403    ,  0.702962   ,  6.49971e-22,  8.91291e-13,  0.713302   ])
203530  , -46153.1    , array([ 9.09403    ,  0.702962   ,  6.49321e-22,  8.92183e-13,  0.713302   ])
203531  , -46204.1    , array([ 9.09403    ,  0.702962   ,  6.49321e-22,  8.91291e-13,  0.714016   ])
203532  , -15797.8    , array([ 2.55113    ,  1.11158    ,  6.49321e-22,  8.91291e-13,  0.194835   ])
203533  , -15797.8    , array([ 2.55113    ,  1.11158    ,  6.49321e-22,  8.91291e-13,  0.194835   ])
203534  , -15798.8    , array([ 2.55369    ,  1.11158    ,  6.49321e-22,  8.91291e-13,  0.194835   ])
203535  , -15812.2    , array([ 2.55113    ,  1.11269    ,  6.49321e-22,  8.91291e-13,  0.194835   ])
203536  , -15797.8    , array([ 2.55113    ,  1.11158    ,  6.49971e-22,  8.91291e-13,  0.194835   ])
203537  , -15797.8    , array([ 2.55113    ,  1.11158    ,  6.49321e-22,  8.92183e-13,  0.194835   ])
203538  , -15793.6    , array([ 2.55113    ,  1.11158    ,  6.49321e-22,  8.91291e-13,  0.19503    ])
203539  , -14798.6    , array([ 3.34949    ,  1.00766    ,  6.49321e-22,  8.91291e-13,  0.257273   ])
203540  , -14798.6    , array([ 3.34949    ,  1.00766    ,  6.49321e-22,  8.91291e-13,  0.257273   ])
203541  , -14799.5    , array([ 3.35284    ,  1.00766    ,  6.49321e-22,  8.91291e-13,  0.257273   ])
203542  , -14807.7    , array([ 3.34949    ,  1.00866    ,  6.49321e-22,  8.91291e-13,  0.257273   ])
203543  , -14798.6    , array([ 3.34949    ,  1.00766    ,  6.49971e-22,  8.91291e-13,  0.257273   ])
203544  , -14798.6    , array([ 3.34949    ,  1.00766    ,  6.49321e-22,  8.92183e-13,  0.257273   ])
203545  , -14802.7    , array([ 3.34949    ,  1.00766    ,  6.49321e-22,  8.91291e-13,  0.25753    ])
203546  , -14762.4    , array([ 3.19185    ,  1.02532    ,  6.49321e-22,  8.91291e-13,  0.244917   ])
203547  , -14762.4    , array([ 3.19185    ,  1.02532    ,  6.49321e-22,  8.91291e-13,  0.244917   ])
203548  , -14763.3    , array([ 3.19505    ,  1.02532    ,  6.49321e-22,  8.91291e-13,  0.244917   ])
203549  , -14772.7    , array([ 3.19185    ,  1.02635    ,  6.49321e-22,  8.91291e-13,  0.244917   ])
203550  , -14762.4    , array([ 3.19185    ,  1.02532    ,  6.49971e-22,  8.91291e-13,  0.244917   ])
203551  , -14762.4    , array([ 3.19185    ,  1.02532    ,  6.49321e-22,  8.92183e-13,  0.244917   ])
203552  , -14764.9    , array([ 3.19185    ,  1.02532    ,  6.49321e-22,  8.91291e-13,  0.245162   ])
203553  , -14761.4    , array([ 3.21355    ,  1.02282    ,  6.49321e-22,  8.91291e-13,  0.246617   ])
203554  , -14761.4    , array([ 3.21355    ,  1.02282    ,  6.49321e-22,  8.91291e-13,  0.246617   ])
203555  , -14762.3    , array([ 3.21677    ,  1.02282    ,  6.49321e-22,  8.91291e-13,  0.246617   ])
203556  , -14771.6    , array([ 3.21355    ,  1.02384    ,  6.49321e-22,  8.91291e-13,  0.246617   ])
203557  , -14761.4    , array([ 3.21355    ,  1.02282    ,  6.49971e-22,  8.91291e-13,  0.246617   ])
203558  , -14761.4    , array([ 3.21355    ,  1.02282    ,  6.49321e-22,  8.92183e-13,  0.246617   ])
203559  , -14764.1    , array([ 3.21355    ,  1.02282    ,  6.49321e-22,  8.91291e-13,  0.246863   ])
203567  , -14794.1    , array([ 3.36067    ,  1.00525    ,  6.49321e-22,  8.91291e-13,  0.25815    ])
203568  , -14794.1    , array([ 3.36067    ,  1.00525    ,  6.49321e-22,  8.91291e-13,  0.25815    ])
203569  , -14795      , array([ 3.36403    ,  1.00525    ,  6.49321e-22,  8.91291e-13,  0.25815    ])
203570  , -14803.2    , array([ 3.36067    ,  1.00626    ,  6.49321e-22,  8.91291e-13,  0.25815    ])
203571  , -14794.1    , array([ 3.36067    ,  1.00525    ,  6.49971e-22,  8.91291e-13,  0.25815    ])
203572  , -14794.1    , array([ 3.36067    ,  1.00525    ,  6.49321e-22,  8.92183e-13,  0.25815    ])
203573  , -14798.3    , array([ 3.36067    ,  1.00525    ,  6.49321e-22,  8.91291e-13,  0.258408   ])
203574  , -14760.6    , array([ 3.23275    ,  1.02047    ,  6.49321e-22,  8.91291e-13,  0.248121   ])
203575  , -14760.6    , array([ 3.23275    ,  1.02047    ,  6.49321e-22,  8.91291e-13,  0.248121   ])
203576  , -14761.5    , array([ 3.23598    ,  1.02047    ,  6.49321e-22,  8.91291e-13,  0.248121   ])
203577  , -14770.6    , array([ 3.23275    ,  1.02149    ,  6.49321e-22,  8.91291e-13,  0.248121   ])
203578  , -14760.6    , array([ 3.23275    ,  1.02047    ,  6.49971e-22,  8.91291e-13,  0.248121   ])
203579  , -14760.6    , array([ 3.23275    ,  1.02047    ,  6.49321e-22,  8.92183e-13,  0.248121   ])
203580  , -14763.5    , array([ 3.23275    ,  1.02047    ,  6.49321e-22,  8.91291e-13,  0.248369   ])
203581  , -14758.9    , array([ 3.23175    ,  1.02034    ,  6.49321e-22,  8.91291e-13,  0.248101   ])
203582  , -14758.9    , array([ 3.23175    ,  1.02034    ,  6.49321e-22,  8.91291e-13,  0.248101   ])
203583  , -14759.7    , array([ 3.23498    ,  1.02034    ,  6.49321e-22,  8.91291e-13,  0.248101   ])
203584  , -14768.9    , array([ 3.23175    ,  1.02136    ,  6.49321e-22,  8.91291e-13,  0.248101   ])
203585  , -14758.9    , array([ 3.23175    ,  1.02034    ,  6.49971e-22,  8.91291e-13,  0.248101   ])
203586  , -14758.9    , array([ 3.23175    ,  1.02034    ,  6.49321e-22,  8.92183e-13,  0.248101   ])
203587  , -14761.8    , array([ 3.23175    ,  1.02034    ,  6.49321e-22,  8.91291e-13,  0.24835    ])
203588  , -14752      , array([ 3.22777    ,  1.01985    ,  6.49321e-22,  8.91291e-13,  0.248024   ])
203589  , -14752      , array([ 3.22777    ,  1.01985    ,  6.49321e-22,  8.91291e-13,  0.248024   ])
203590  , -14752.9    , array([ 3.231      ,  1.01985    ,  6.49321e-22,  8.91291e-13,  0.248024   ])
203591  , -14762.1    , array([ 3.22777    ,  1.02087    ,  6.49321e-22,  8.91291e-13,  0.248024   ])
203592  , -14752      , array([ 3.22777    ,  1.01985    ,  6.49971e-22,  8.91291e-13,  0.248024   ])
203593  , -14752      , array([ 3.22777    ,  1.01985    ,  6.49321e-22,  8.92183e-13,  0.248024   ])
203594  , -14755      , array([ 3.22777    ,  1.01985    ,  6.49321e-22,  8.91291e-13,  0.248272   ])
203595  , -14724.9    , array([ 3.21189    ,  1.0179     ,  6.49321e-22,  8.91291e-13,  0.247714   ])
203596  , -14724.9    , array([ 3.21189    ,  1.0179     ,  6.49321e-22,  8.91291e-13,  0.247714   ])
203597  , -14725.8    , array([ 3.2151     ,  1.0179     ,  6.49321e-22,  8.91291e-13,  0.247714   ])
203598  , -14734.9    , array([ 3.21189    ,  1.01892    ,  6.49321e-22,  8.91291e-13,  0.247714   ])
203599  , -14724.9    , array([ 3.21189    ,  1.0179     ,  6.49971e-22,  8.91291e-13,  0.247714   ])
203600  , -14724.9    , array([ 3.21189    ,  1.0179     ,  6.49321e-22,  8.92183e-13,  0.247714   ])
203601  , -14727.9    , array([ 3.21189    ,  1.0179     ,  6.49321e-22,  8.91291e-13,  0.247962   ])
203602  , -14618.1    , array([ 3.14916    ,  1.01012    ,  6.49321e-22,  8.91291e-13,  0.246478   ])
203603  , -14618.1    , array([ 3.14916    ,  1.01012    ,  6.49321e-22,  8.91291e-13,  0.246478   ])
203604  , -14618.9    , array([ 3.15231    ,  1.01012    ,  6.49321e-22,  8.91291e-13,  0.246478   ])
203605  , -14628      , array([ 3.14916    ,  1.01113    ,  6.49321e-22,  8.91291e-13,  0.246478   ])
203606  , -14618.1    , array([ 3.14916    ,  1.01012    ,  6.49971e-22,  8.91291e-13,  0.246478   ])
203607  , -14618.1    , array([ 3.14916    ,  1.01012    ,  6.49321e-22,  8.92183e-13,  0.246478   ])
203608  , -14621.2    , array([ 3.14916    ,  1.01012    ,  6.49321e-22,  8.91291e-13,  0.246725   ])
203609  , -14217.7    , array([ 2.91023    ,  0.979592   ,  6.49321e-22,  8.91291e-13,  0.241597   ])
203610  , -14217.7    , array([ 2.91023    ,  0.979592   ,  6.49321e-22,  8.91291e-13,  0.241597   ])
203611  , -14217.9    , array([ 2.91314    ,  0.979592   ,  6.49321e-22,  8.91291e-13,  0.241597   ])
203612  , -14227.3    , array([ 2.91023    ,  0.980573   ,  6.49321e-22,  8.91291e-13,  0.241597   ])
203613  , -14217.7    , array([ 2.91023    ,  0.979592   ,  6.49971e-22,  8.91291e-13,  0.241597   ])
203614  , -14217.7    , array([ 2.91023    ,  0.979592   ,  6.49321e-22,  8.92183e-13,  0.241597   ])
203615  , -14221.1    , array([ 2.91023    ,  0.979592   ,  6.49321e-22,  8.91291e-13,  0.241839   ])
203616  , -13243.5    , array([ 2.44019    ,  0.895549   ,  6.49321e-22,  8.91291e-13,  0.22788    ])
203617  , -13243.5    , array([ 2.44019    ,  0.895549   ,  6.49321e-22,  8.91291e-13,  0.22788    ])
203618  , -13242.5    , array([ 2.44264    ,  0.895549   ,  6.49321e-22,  8.91291e-13,  0.22788    ])
203619  , -13252.3    , array([ 2.44019    ,  0.896445   ,  6.49321e-22,  8.91291e-13,  0.22788    ])
203620  , -13243.5    , array([ 2.44019    ,  0.895549   ,  6.49971e-22,  8.91291e-13,  0.22788    ])
203621  , -13243.5    , array([ 2.44019    ,  0.895549   ,  6.49321e-22,  8.92183e-13,  0.22788    ])
