39738   , -2298.97    , array([ 5.21825    ,  0.0113737  ,  3.24037e-30,  2.33724e-05])
39739   , -2298.97    , array([ 5.22347    ,  0.0113737  ,  3.24037e-30,  2.33724e-05])
39740   , -2299       , array([ 5.21825    ,  0.0113851  ,  3.24037e-30,  2.33724e-05])
39741   , -2298.97    , array([ 5.21825    ,  0.0113737  ,  3.24362e-30,  2.33724e-05])
39742   , -2298.93    , array([ 5.21825    ,  0.0113737  ,  3.24037e-30,  2.33958e-05])
39743   , -2298.97    , array([ 5.21825    ,  0.0113737  ,  3.24037e-30,  2.33724e-05])
39744   , -2192.54    , array([ 5.21825    ,  0.00554777 ,  3.24037e-30,  4.75598e-05])
39745   , -2192.54    , array([ 5.21825    ,  0.00554777 ,  3.24037e-30,  4.75598e-05])
39746   , -2192.54    , array([ 5.22347    ,  0.00554777 ,  3.24037e-30,  4.75598e-05])
39747   , -2192.66    , array([ 5.21825    ,  0.00555332 ,  3.24037e-30,  4.75598e-05])
39748   , -2192.54    , array([ 5.21825    ,  0.00554777 ,  3.24362e-30,  4.75598e-05])
39749   , -2192.41    , array([ 5.21825    ,  0.00554777 ,  3.24037e-30,  4.76073e-05])
39756   , -2192.54    , array([ 5.21825    ,  0.00554775 ,  3.24037e-30,  4.75599e-05])
39757   , -2192.54    , array([ 5.21825    ,  0.00554775 ,  3.24037e-30,  4.75599e-05])
39758   , -2192.54    , array([ 5.22347    ,  0.00554775 ,  3.24037e-30,  4.75599e-05])
39759   , -2192.66    , array([ 5.21825    ,  0.0055533  ,  3.24037e-30,  4.75599e-05])
39760   , -2192.54    , array([ 5.21825    ,  0.00554775 ,  3.24362e-30,  4.75599e-05])
39761   , -2192.41    , array([ 5.21825    ,  0.00554775 ,  3.24037e-30,  4.76075e-05])
39762   , -2192.54    , array([ 5.21825    ,  0.00554773 ,  3.24037e-30,  4.75601e-05])
39763   , -2192.54    , array([ 5.21825    ,  0.00554773 ,  3.24037e-30,  4.75601e-05])
39764   , -2192.54    , array([ 5.22347    ,  0.00554773 ,  3.24037e-30,  4.75601e-05])
39765   , -2192.66    , array([ 5.21825    ,  0.00555328 ,  3.24037e-30,  4.75601e-05])
39766   , -2192.54    , array([ 5.21825    ,  0.00554773 ,  3.24362e-30,  4.75601e-05])
39767   , -2192.41    , array([ 5.21825    ,  0.00554773 ,  3.24037e-30,  4.76077e-05])
39768   , -1974.73    , array([ 5.21825    ,  0.00131993 ,  3.24037e-30,  0.00019693 ])
39769   , -1974.73    , array([ 5.21825    ,  0.00131993 ,  3.24037e-30,  0.00019693 ])
39770   , -1974.73    , array([ 5.22347    ,  0.00131993 ,  3.24037e-30,  0.00019693 ])
39771   , -1974.07    , array([ 5.21825    ,  0.00132125 ,  3.24037e-30,  0.00019693 ])
39772   , -1974.73    , array([ 5.21825    ,  0.00131993 ,  3.24362e-30,  0.00019693 ])
39773   , -1975.38    , array([ 5.21825    ,  0.00131993 ,  3.24037e-30,  0.000197127])
39774   , -2123.08    , array([ 5.21825    ,  0.00439544 ,  3.24037e-30,  5.98829e-05])
39775   , -2123.08    , array([ 5.21825    ,  0.00439544 ,  3.24037e-30,  5.98829e-05])
39776   , -2123.08    , array([ 5.22347    ,  0.00439544 ,  3.24037e-30,  5.98829e-05])
39777   , -2123.25    , array([ 5.21825    ,  0.00439983 ,  3.24037e-30,  5.98829e-05])
39778   , -2123.08    , array([ 5.21825    ,  0.00439544 ,  3.24362e-30,  5.98829e-05])
39779   , -2122.91    , array([ 5.21825    ,  0.00439544 ,  3.24037e-30,  5.99428e-05])
39780   , -1801.44    , array([ 5.21825    ,  0.00193146 ,  3.24037e-30,  0.000135114])
39781   , -1801.44    , array([ 5.21825    ,  0.00193146 ,  3.24037e-30,  0.000135114])
39782   , -1801.44    , array([ 5.22347    ,  0.00193146 ,  3.24037e-30,  0.000135114])
39783   , -1801.51    , array([ 5.21825    ,  0.00193339 ,  3.24037e-30,  0.000135114])
39784   , -1801.44    , array([ 5.21825    ,  0.00193146 ,  3.24362e-30,  0.000135114])
39785   , -1801.37    , array([ 5.21825    ,  0.00193146 ,  3.24037e-30,  0.00013525 ])
39786   , -1797.05    , array([ 5.21825    ,  0.00181003 ,  3.24037e-30,  0.000144081])
39787   , -1797.05    , array([ 5.21825    ,  0.00181003 ,  3.24037e-30,  0.000144081])
39788   , -1797.05    , array([ 5.22347    ,  0.00181003 ,  3.24037e-30,  0.000144081])
39789   , -1797.05    , array([ 5.21825    ,  0.00181184 ,  3.24037e-30,  0.000144081])
39790   , -1797.05    , array([ 5.21825    ,  0.00181003 ,  3.24362e-30,  0.000144081])
39791   , -1797.05    , array([ 5.21825    ,  0.00181003 ,  3.24037e-30,  0.000144225])
39792   , -1818.45    , array([ 5.21825    ,  0.00340029 ,  3.24037e-30,  0.000201445])
39793   , -1818.45    , array([ 5.21825    ,  0.00340029 ,  3.24037e-30,  0.000201445])
39794   , -1818.45    , array([ 5.22347    ,  0.00340029 ,  3.24037e-30,  0.000201445])
39795   , -1818.59    , array([ 5.21825    ,  0.00340369 ,  3.24037e-30,  0.000201445])
39796   , -1818.45    , array([ 5.21825    ,  0.00340029 ,  3.24362e-30,  0.000201445])
39797   , -1818.31    , array([ 5.21825    ,  0.00340029 ,  3.24037e-30,  0.000201647])
39798   , -1797.02    , array([ 5.21825    ,  0.00184377 ,  3.24037e-30,  0.000145503])
39799   , -1797.02    , array([ 5.21825    ,  0.00184377 ,  3.24037e-30,  0.000145503])
39800   , -1797.02    , array([ 5.22347    ,  0.00184377 ,  3.24037e-30,  0.000145503])
39801   , -1797.02    , array([ 5.21825    ,  0.00184561 ,  3.24037e-30,  0.000145503])
39802   , -1797.02    , array([ 5.21825    ,  0.00184377 ,  3.24362e-30,  0.000145503])
39803   , -1797.02    , array([ 5.21825    ,  0.00184377 ,  3.24037e-30,  0.000145648])
39804   , -1796.92    , array([ 5.21825    ,  0.00195101 ,  3.24037e-30,  0.000153971])
39805   , -1796.92    , array([ 5.21825    ,  0.00195101 ,  3.24037e-30,  0.000153971])
39806   , -1796.92    , array([ 5.22347    ,  0.00195101 ,  3.24037e-30,  0.000153971])
39807   , -1796.92    , array([ 5.21825    ,  0.00195297 ,  3.24037e-30,  0.000153971])
39808   , -1796.92    , array([ 5.21825    ,  0.00195101 ,  3.24362e-30,  0.000153971])
39809   , -1796.92    , array([ 5.21825    ,  0.00195101 ,  3.24037e-30,  0.000154125])
39810   , -1796.46    , array([ 5.21825    ,  0.00244611 ,  3.24037e-30,  0.000193067])
39811   , -1796.46    , array([ 5.21825    ,  0.00244611 ,  3.24037e-30,  0.000193067])
39812   , -1796.46    , array([ 5.22347    ,  0.00244611 ,  3.24037e-30,  0.000193067])
39813   , -1796.47    , array([ 5.21825    ,  0.00244855 ,  3.24037e-30,  0.000193067])
39814   , -1796.46    , array([ 5.21825    ,  0.00244611 ,  3.24362e-30,  0.000193067])
39815   , -1796.46    , array([ 5.21825    ,  0.00244611 ,  3.24037e-30,  0.00019326 ])
39816   , -1793.17    , array([ 5.21825    ,  0.00604416 ,  3.24037e-30,  0.000477289])
