8099    , -75774.7    , array([ 8.06024    ,  1.00984    ,  1.57144e-10,  1.53812e-23,  0.00268299 ])
8100    , -75774.9    , array([ 8.0683     ,  1.00984    ,  1.57144e-10,  1.53812e-23,  0.00268299 ])
8101    , -75777.6    , array([ 8.06024    ,  1.01085    ,  1.57144e-10,  1.53812e-23,  0.00268299 ])
8102    , -75774.7    , array([ 8.06024    ,  1.00984    ,  1.57301e-10,  1.53812e-23,  0.00268299 ])
8103    , -75774.7    , array([ 8.06024    ,  1.00984    ,  1.57144e-10,  1.53965e-23,  0.00268299 ])
8104    , -75771.5    , array([ 8.06024    ,  1.00984    ,  1.57144e-10,  1.53812e-23,  0.00268567 ])
8105    , -75774.7    , array([ 8.06024    ,  1.00984    ,  1.57144e-10,  1.53812e-23,  0.00268299 ])
8106    , -66948.1    , array([ 7.60277    ,  0.510527   ,  1.57144e-10,  1.53812e-23,  0.00563788 ])
8107    , -66948.1    , array([ 7.60277    ,  0.510527   ,  1.57144e-10,  1.53812e-23,  0.00563788 ])
8108    , -66948.6    , array([ 7.61038    ,  0.510527   ,  1.57144e-10,  1.53812e-23,  0.00563788 ])
8109    , -66958.5    , array([ 7.60277    ,  0.511038   ,  1.57144e-10,  1.53812e-23,  0.00563788 ])
8110    , -66948.1    , array([ 7.60277    ,  0.510527   ,  1.57301e-10,  1.53812e-23,  0.00563788 ])
8111    , -66948.1    , array([ 7.60277    ,  0.510527   ,  1.57144e-10,  1.53965e-23,  0.00563788 ])
8112    , -66937.3    , array([ 7.60277    ,  0.510527   ,  1.57144e-10,  1.53812e-23,  0.00564352 ])
8113    , -102222     , array([ 6.01822    ,  0.033349   ,  1.57144e-10,  1.53812e-23,  0.109927   ])
8114    , -102222     , array([ 6.01822    ,  0.033349   ,  1.57144e-10,  1.53812e-23,  0.109927   ])
8115    , -102223     , array([ 6.02424    ,  0.033349   ,  1.57144e-10,  1.53812e-23,  0.109927   ])
8116    , -102104     , array([ 6.01822    ,  0.0333824  ,  1.57144e-10,  1.53812e-23,  0.109927   ])
8117    , -102222     , array([ 6.01822    ,  0.033349   ,  1.57301e-10,  1.53812e-23,  0.109927   ])
8118    , -102222     , array([ 6.01822    ,  0.033349   ,  1.57144e-10,  1.53965e-23,  0.109927   ])
8119    , -102342     , array([ 6.01822    ,  0.033349   ,  1.57144e-10,  1.53812e-23,  0.110037   ])
8120    , -11628.6    , array([ 6.82304    ,  0.144352   ,  1.57144e-10,  1.53812e-23,  0.0223022  ])
8121    , -11628.6    , array([ 6.82304    ,  0.144352   ,  1.57144e-10,  1.53812e-23,  0.0223022  ])
8122    , -11628.9    , array([ 6.82987    ,  0.144352   ,  1.57144e-10,  1.53812e-23,  0.0223022  ])
8123    , -11649.5    , array([ 6.82304    ,  0.144497   ,  1.57144e-10,  1.53812e-23,  0.0223022  ])
8124    , -11628.6    , array([ 6.82304    ,  0.144352   ,  1.57301e-10,  1.53812e-23,  0.0223022  ])
8125    , -11628.6    , array([ 6.82304    ,  0.144352   ,  1.57144e-10,  1.53965e-23,  0.0223022  ])
8126    , -11608.2    , array([ 6.82304    ,  0.144352   ,  1.57144e-10,  1.53812e-23,  0.0223245  ])
8127    , -2454.21    , array([ 6.5428     ,  0.0884694  ,  1.57144e-10,  1.53812e-23,  0.0380039  ])
8128    , -2454.21    , array([ 6.5428     ,  0.0884694  ,  1.57144e-10,  1.53812e-23,  0.0380039  ])
8129    , -2454.41    , array([ 6.54935    ,  0.0884694  ,  1.57144e-10,  1.53812e-23,  0.0380039  ])
8130    , -2449.25    , array([ 6.5428     ,  0.0885579  ,  1.57144e-10,  1.53812e-23,  0.0380039  ])
8131    , -2454.21    , array([ 6.5428     ,  0.0884694  ,  1.57301e-10,  1.53812e-23,  0.0380039  ])
8132    , -2454.21    , array([ 6.5428     ,  0.0884694  ,  1.57144e-10,  1.53965e-23,  0.0380039  ])
8133    , -2460.08    , array([ 6.5428     ,  0.0884694  ,  1.57144e-10,  1.53812e-23,  0.038042   ])
8134    , -2012.86    , array([ 6.60011    ,  0.0979497  ,  1.57144e-10,  1.53812e-23,  0.0340173  ])
8135    , -2012.86    , array([ 6.60011    ,  0.0979497  ,  1.57144e-10,  1.53812e-23,  0.0340173  ])
8136    , -2013.06    , array([ 6.60671    ,  0.0979497  ,  1.57144e-10,  1.53812e-23,  0.0340173  ])
8137    , -2014.5     , array([ 6.60011    ,  0.0980477  ,  1.57144e-10,  1.53812e-23,  0.0340173  ])
8138    , -2012.86    , array([ 6.60011    ,  0.0979497  ,  1.57301e-10,  1.53812e-23,  0.0340173  ])
8139    , -2012.86    , array([ 6.60011    ,  0.0979497  ,  1.57144e-10,  1.53965e-23,  0.0340173  ])
8140    , -2012.08    , array([ 6.60011    ,  0.0979497  ,  1.57144e-10,  1.53812e-23,  0.0340513  ])
8148    , -1979.98    , array([ 6.56487    ,  0.0950993  ,  1.57144e-10,  1.53812e-23,  0.033479   ])
8149    , -1979.98    , array([ 6.56487    ,  0.0950993  ,  1.57144e-10,  1.53812e-23,  0.033479   ])
8150    , -1980.17    , array([ 6.57144    ,  0.0950993  ,  1.57144e-10,  1.53812e-23,  0.033479   ])
8151    , -1981.19    , array([ 6.56487    ,  0.0951944  ,  1.57144e-10,  1.53812e-23,  0.033479   ])
8152    , -1979.98    , array([ 6.56487    ,  0.0950993  ,  1.57301e-10,  1.53812e-23,  0.033479   ])
8153    , -1979.98    , array([ 6.56487    ,  0.0950993  ,  1.57144e-10,  1.53965e-23,  0.033479   ])
8154    , -1979.58    , array([ 6.56487    ,  0.0950993  ,  1.57144e-10,  1.53812e-23,  0.0335125  ])
8155    , -1910.03    , array([ 4.73534    ,  0.0943571  ,  1.57144e-10,  1.53812e-23,  0.032994   ])
8156    , -1910.03    , array([ 4.73534    ,  0.0943571  ,  1.57144e-10,  1.53812e-23,  0.032994   ])
8157    , -1910.25    , array([ 4.74008    ,  0.0943571  ,  1.57144e-10,  1.53812e-23,  0.032994   ])
8158    , -1911.35    , array([ 4.73534    ,  0.0944515  ,  1.57144e-10,  1.53812e-23,  0.032994   ])
8159    , -1910.03    , array([ 4.73534    ,  0.0943571  ,  1.57301e-10,  1.53812e-23,  0.032994   ])
8160    , -1910.03    , array([ 4.73534    ,  0.0943571  ,  1.57144e-10,  1.53965e-23,  0.032994   ])
8161    , -1909.38    , array([ 4.73534    ,  0.0943571  ,  1.57144e-10,  1.53812e-23,  0.033027   ])
8162    , -1730.72    , array([ 1.28189    ,  0.0914459  ,  1.57144e-10,  1.53812e-23,  0.0311235  ])
8163    , -1730.72    , array([ 1.28189    ,  0.0914459  ,  1.57144e-10,  1.53812e-23,  0.0311235  ])
8164    , -1730.55    , array([ 1.28317    ,  0.0914459  ,  1.57144e-10,  1.53812e-23,  0.0311235  ])
8165    , -1732.31    , array([ 1.28189    ,  0.0915374  ,  1.57144e-10,  1.53812e-23,  0.0311235  ])
