Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params( )
our_model	Round_1_Replicate_1	-1986.74	3983.48	1290.99	6151.37	3.2294,0.2487,0.9437,3.4417,30.0
our_model	Round_1_Replicate_2	-2434.32	4878.64	2137.78	2851.6	6.3289,1.0052,0.4214,0.7933,30.0
our_model	Round_1_Replicate_3	-2638.73	5287.46	2492.98	5818.16	2.9917,0.5607,0.8716,1.391,30.0
our_model	Round_1_Replicate_4	-2009.52	4029.04	1340.43	9758.32	2.0043,0.1757,1.4761,4.8183,30.0
our_model	Round_1_Replicate_5	-1981.07	3972.14	1271.67	9313.66	2.1777,0.1389,1.4685,6.2519,30.0
our_model	Round_1_Replicate_6	-1312.08	2634.16	2.3	20012.12	0.994,0.1025,5.1362,2.2573,0.0511
our_model	Round_1_Replicate_7	-2437.79	4885.58	2139.42	4539.37	3.9368,0.639,0.6746,1.2439,30.0
our_model	Round_1_Replicate_8	-1369.65	2749.3	114.41	20072.64	1.013,0.0822,4.8285,5.214,0.0462
our_model	Round_1_Replicate_9	-1326.1	2662.2	29.94	19965.43	0.9836,0.1054,4.9854,3.0877,0.0563
our_model	Round_1_Replicate_10	-3093.6	6197.2	3273.6	5012.84	3.3113,0.791,0.7706,0.9491,30.0
our_model	Round_2_Replicate_1	-1799.56	3609.12	1080.58	20396.1	1.0453,0.0236,0.0113,13.7331,0.0104
our_model	Round_2_Replicate_2	-1609.35	3228.7	638.05	20026.92	1.5547,0.0405,2.0545,7.6663,0.018
our_model	Round_2_Replicate_3	-1512.75	3035.5	426.74	20323.2	0.9789,0.0489,3.7831,5.7927,0.022
our_model	Round_2_Replicate_4	-1645.86	3301.72	712.27	20270.45	1.0871,0.0353,1.4268,8.9394,0.0157
our_model	Round_2_Replicate_5	-1991.59	3993.18	1301.2	28697.66	0.6799,0.057,4.3826,14.9038,2.577
our_model	Round_2_Replicate_6	-1772.93	3555.86	1022.63	20373.29	1.0226,0.0274,0.0104,8.3973,0.0113
our_model	Round_2_Replicate_7	-1397.34	2804.68	178.85	20025.51	1.1512,0.0673,4.0956,3.8084,0.0308
our_model	Round_2_Replicate_8	-1698.85	3407.7	728.64	20320.84	0.8912,0.0633,4.0664,11.4633,0.0481
our_model	Round_2_Replicate_9	-2119.76	4249.52	1556.47	26653.23	0.6753,0.0802,3.9556,10.0088,1.4858
our_model	Round_2_Replicate_10	-1582.7	3175.4	574.63	19868.5	1.8355,0.0459,2.3399,6.7632,0.0207
our_model	Round_3_Replicate_1	-1317.03	2644.06	12.19	20131.42	0.9443,0.0938,5.0173,2.8916,0.047
our_model	Round_3_Replicate_2	-1356.18	2722.36	91.16	20328.2	0.8744,0.0796,4.9458,3.0534,0.0377
our_model	Round_3_Replicate_3	-1607.8	3225.6	633.6	20052.45	1.489,0.04,2.0798,8.0791,0.018
our_model	Round_3_Replicate_4	-1654.26	3318.52	726.47	20292.41	1.0228,0.0357,1.0566,7.7108,0.0152
our_model	Round_3_Replicate_5	-1312.86	2635.72	3.87	20032.44	1.0001,0.0945,4.9119,2.7538,0.0471
our_model	Round_3_Replicate_6	-1311.19	2632.38	0.52	20019.63	0.986,0.1004,5.0175,2.5412,0.0504
our_model	Round_3_Replicate_7	-1335.77	2681.54	49.93	20278.81	0.8608,0.0958,5.1911,2.5884,0.0468
our_model	Round_3_Replicate_8	-1379.89	2769.78	139.59	20159.64	1.0197,0.069,4.415,5.036,0.0356
our_model	Round_3_Replicate_9	-1326.17	2662.34	30.85	20007.37	1.052,0.0855,4.6232,2.996,0.0416
our_model	Round_3_Replicate_10	-1412.05	2834.1	210.85	20096.09	1.1248,0.0627,4.1496,4.6439,0.0298
our_model	Round_4_Replicate_1	-1334.98	2679.96	47.82	19800.41	1.0269,0.1183,4.9582,1.634,0.0566
our_model	Round_4_Replicate_2	-1313.15	2636.3	4.41	19969.3	1.0232,0.0954,4.7487,2.8315,0.0478
our_model	Round_4_Replicate_3	-1321.45	2652.9	21.31	20008.11	1.0449,0.0889,4.8293,2.6952,0.0428
our_model	Round_4_Replicate_4	-1343.58	2697.16	64.88	19776.0	1.0404,0.1208,5.1571,2.0988,0.0619
our_model	Round_4_Replicate_5	-1362.97	2735.94	106.48	19902.12	1.2021,0.0795,4.5191,2.7672,0.0366
our_model	Round_4_Replicate_6	-1310.95	2631.9	0.04	20000.29	0.9986,0.1004,5.012,2.4674,0.0501
our_model	Round_4_Replicate_7	-1362.15	2734.3	104.81	20130.42	1.0146,0.0743,4.4619,3.1882,0.0342
our_model	Round_4_Replicate_8	-1317.4	2644.8	12.88	19966.42	1.0357,0.0914,4.599,3.0424,0.0455
our_model	Round_4_Replicate_9	-1320.59	2651.18	19.29	19852.76	1.1133,0.0942,4.6736,2.8312,0.047
our_model	Round_4_Replicate_10	-1342.97	2695.94	64.64	20181.4	0.9758,0.0787,4.8389,4.0045,0.0403
our_model	Round_4_Replicate_11	-1334.68	2679.36	46.88	19806.28	1.0206,0.1202,5.0294,1.8032,0.0599
our_model	Round_4_Replicate_12	-1311.92	2633.84	1.99	20018.12	1.0027,0.096,4.9265,2.6798,0.0479
our_model	Round_4_Replicate_13	-1311.64	2633.28	1.41	19981.49	0.9962,0.1032,5.016,2.4435,0.052
our_model	Round_4_Replicate_14	-1311.44	2632.88	1.01	19985.88	0.9957,0.1025,5.0045,2.3766,0.051
