6188    , -79089.4    , array([ 0.0124227  ,  0.191065   ,  5.82473e-06,  2.09361e-15,  1.97603e-10])
6189    , -79089.4    , array([ 0.0124351  ,  0.191065   ,  5.82473e-06,  2.09361e-15,  1.97603e-10])
6190    , -79089.4    , array([ 0.0124227  ,  0.191256   ,  5.82473e-06,  2.09361e-15,  1.97603e-10])
6191    , -79089.4    , array([ 0.0124227  ,  0.191065   ,  5.83056e-06,  2.09361e-15,  1.97603e-10])
6192    , -79089.4    , array([ 0.0124227  ,  0.191065   ,  5.82473e-06,  2.0957e-15 ,  1.97603e-10])
6193    , -79089.4    , array([ 0.0124227  ,  0.191065   ,  5.82473e-06,  2.09361e-15,  1.978e-10  ])
6194    , -79089.4    , array([ 0.0124227  ,  0.191065   ,  5.82473e-06,  2.09361e-15,  1.97603e-10])
6195    , -79089.4    , array([ 0.0122659  ,  0.190833   ,  5.82473e-06,  2.09361e-15,  2.00374e-10])
6196    , -79089.4    , array([ 0.0122659  ,  0.190833   ,  5.82473e-06,  2.09361e-15,  2.00374e-10])
6197    , -79089.4    , array([ 0.0122782  ,  0.190833   ,  5.82473e-06,  2.09361e-15,  2.00374e-10])
6198    , -79089.4    , array([ 0.0122659  ,  0.191024   ,  5.82473e-06,  2.09361e-15,  2.00374e-10])
6199    , -79089.4    , array([ 0.0122659  ,  0.190833   ,  5.83056e-06,  2.09361e-15,  2.00374e-10])
6200    , -79089.4    , array([ 0.0122659  ,  0.190833   ,  5.82473e-06,  2.0957e-15 ,  2.00374e-10])
6201    , -79089.4    , array([ 0.0122659  ,  0.190833   ,  5.82473e-06,  2.09361e-15,  2.00575e-10])
6202    , -79089.4    , array([ 0.0116585  ,  0.189908   ,  5.82473e-06,  2.09361e-15,  2.11855e-10])
6203    , -79089.4    , array([ 0.0116585  ,  0.189908   ,  5.82473e-06,  2.09361e-15,  2.11855e-10])
6204    , -79089.4    , array([ 0.0116702  ,  0.189908   ,  5.82473e-06,  2.09361e-15,  2.11855e-10])
6205    , -79089.4    , array([ 0.0116585  ,  0.190098   ,  5.82473e-06,  2.09361e-15,  2.11855e-10])
6206    , -79089.4    , array([ 0.0116585  ,  0.189908   ,  5.83056e-06,  2.09361e-15,  2.11855e-10])
6207    , -79089.4    , array([ 0.0116585  ,  0.189908   ,  5.82473e-06,  2.0957e-15 ,  2.11855e-10])
6208    , -79089.4    , array([ 0.0116585  ,  0.189908   ,  5.82473e-06,  2.09361e-15,  2.12067e-10])
6209    , -79089.4    , array([ 0.00951512 ,  0.186253   ,  5.82473e-06,  2.09361e-15,  2.64743e-10])
6210    , -79089.4    , array([ 0.00951512 ,  0.186253   ,  5.82473e-06,  2.09361e-15,  2.64743e-10])
6211    , -79089.4    , array([ 0.00952464 ,  0.186253   ,  5.82473e-06,  2.09361e-15,  2.64743e-10])
6212    , -79089.4    , array([ 0.00951512 ,  0.18644    ,  5.82473e-06,  2.09361e-15,  2.64743e-10])
6213    , -79089.4    , array([ 0.00951512 ,  0.186253   ,  5.83056e-06,  2.09361e-15,  2.64743e-10])
6214    , -79089.4    , array([ 0.00951512 ,  0.186253   ,  5.82473e-06,  2.0957e-15 ,  2.64743e-10])
6215    , -79089.4    , array([ 0.00951512 ,  0.186253   ,  5.82473e-06,  2.09361e-15,  2.65008e-10])
6216    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6217    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6218    , -79089.3    , array([ 0.00422605 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6219    , -79089.3    , array([ 0.00422183 ,  0.172496   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6220    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.83056e-06,  2.09361e-15,  6.45604e-10])
6221    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.0957e-15 ,  6.45604e-10])
6222    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.4625e-10 ])
6230    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6231    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6232    , -79089.3    , array([ 0.00422605 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6233    , -79089.3    , array([ 0.00422183 ,  0.172496   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6234    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.83056e-06,  2.09361e-15,  6.45604e-10])
6235    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.0957e-15 ,  6.45604e-10])
6236    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.4625e-10 ])
6237    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6238    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6239    , -79089.3    , array([ 0.00422605 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6240    , -79089.3    , array([ 0.00422183 ,  0.172496   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6241    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.83056e-06,  2.09361e-15,  6.45604e-10])
6242    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.0957e-15 ,  6.45604e-10])
6243    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.4625e-10 ])
6251    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6252    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6253    , -79089.3    , array([ 0.00422605 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6254    , -79089.3    , array([ 0.00422183 ,  0.172496   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6255    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.83056e-06,  2.09361e-15,  6.45604e-10])
6256    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.0957e-15 ,  6.45604e-10])
6257    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.4625e-10 ])
6258    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
6259    , -79089.3    , array([ 0.00422183 ,  0.172324   ,  5.82473e-06,  2.09361e-15,  6.45604e-10])
