70972   , -855373     , array([ 0.00593721 ,  0.109876   ,  9.3e-17    ,  1.89518e-09,  0.113191   ])
70973   , -854614     , array([ 0.00594315 ,  0.109876   ,  9.3e-17    ,  1.89518e-09,  0.113191   ])
70974   , -855364     , array([ 0.00593721 ,  0.109986   ,  9.3e-17    ,  1.89518e-09,  0.113191   ])
70975   , -855373     , array([ 0.00593721 ,  0.109876   ,  9.30931e-17,  1.89518e-09,  0.113191   ])
70976   , -855373     , array([ 0.00593721 ,  0.109876   ,  9.3e-17    ,  1.89708e-09,  0.113191   ])
70977   , -856122     , array([ 0.00593721 ,  0.109876   ,  9.3e-17    ,  1.89518e-09,  0.113304   ])
70978   , -855373     , array([ 0.00593721 ,  0.109876   ,  9.3e-17    ,  1.89518e-09,  0.113191   ])
70979   , -268363     , array([ 0.0121917  ,  0.110813   ,  9.3e-17    ,  1.8952e-09 ,  0.0557191  ])
70980   , -268363     , array([ 0.0121917  ,  0.110813   ,  9.3e-17    ,  1.8952e-09 ,  0.0557191  ])
70981   , -268147     , array([ 0.0122039  ,  0.110813   ,  9.3e-17    ,  1.8952e-09 ,  0.0557191  ])
70982   , -268373     , array([ 0.0121917  ,  0.110924   ,  9.3e-17    ,  1.8952e-09 ,  0.0557191  ])
70983   , -268363     , array([ 0.0121917  ,  0.110813   ,  9.30931e-17,  1.8952e-09 ,  0.0557191  ])
70984   , -268363     , array([ 0.0121917  ,  0.110813   ,  9.3e-17    ,  1.8971e-09 ,  0.0557191  ])
70985   , -268548     , array([ 0.0121917  ,  0.110813   ,  9.3e-17    ,  1.8952e-09 ,  0.0557748  ])
70993   , -266074     , array([ 0.0127738  ,  0.106894   ,  9.3e-17    ,  1.89518e-09,  0.0582135  ])
70994   , -266074     , array([ 0.0127738  ,  0.106894   ,  9.3e-17    ,  1.89518e-09,  0.0582135  ])
70995   , -265859     , array([ 0.0127866  ,  0.106894   ,  9.3e-17    ,  1.89518e-09,  0.0582135  ])
70996   , -266082     , array([ 0.0127738  ,  0.107001   ,  9.3e-17    ,  1.89518e-09,  0.0582135  ])
70997   , -266074     , array([ 0.0127738  ,  0.106894   ,  9.30931e-17,  1.89518e-09,  0.0582135  ])
70998   , -266074     , array([ 0.0127738  ,  0.106894   ,  9.3e-17    ,  1.89708e-09,  0.0582135  ])
70999   , -266259     , array([ 0.0127738  ,  0.106894   ,  9.3e-17    ,  1.89518e-09,  0.0582718  ])
71000   , -256293     , array([ 0.016334   ,  0.0884127  ,  9.3e-17    ,  1.89509e-09,  0.0733301  ])
71001   , -256293     , array([ 0.016334   ,  0.0884127  ,  9.3e-17    ,  1.89509e-09,  0.0733301  ])
71002   , -256081     , array([ 0.0163503  ,  0.0884127  ,  9.3e-17    ,  1.89509e-09,  0.0733301  ])
71003   , -256291     , array([ 0.016334   ,  0.0885011  ,  9.3e-17    ,  1.89509e-09,  0.0733301  ])
71004   , -256293     , array([ 0.016334   ,  0.0884127  ,  9.30931e-17,  1.89509e-09,  0.0733301  ])
71005   , -256293     , array([ 0.016334   ,  0.0884127  ,  9.3e-17    ,  1.89698e-09,  0.0733301  ])
71006   , -256485     , array([ 0.016334   ,  0.0884127  ,  9.3e-17    ,  1.89509e-09,  0.0734034  ])
71007   , -238553     , array([ 0.0518809  ,  0.338357   ,  9.3e-17    ,  1.89363e-09,  0.233141   ])
71008   , -238553     , array([ 0.0518809  ,  0.338357   ,  9.3e-17    ,  1.89363e-09,  0.233141   ])
71009   , -238350     , array([ 0.0519328  ,  0.338357   ,  9.3e-17    ,  1.89363e-09,  0.233141   ])
71010   , -238557     , array([ 0.0518809  ,  0.338695   ,  9.3e-17    ,  1.89363e-09,  0.233141   ])
71011   , -238553     , array([ 0.0518809  ,  0.338357   ,  9.30931e-17,  1.89363e-09,  0.233141   ])
71012   , -238553     , array([ 0.0518809  ,  0.338357   ,  9.3e-17    ,  1.89552e-09,  0.233141   ])
71013   , -238744     , array([ 0.0518809  ,  0.338357   ,  9.3e-17    ,  1.89363e-09,  0.233374   ])
71014   , -205530     , array([ 0.0711043  ,  0.346783   ,  9.29999e-17,  5.26656e-10,  0.270057   ])
71015   , -205530     , array([ 0.0711043  ,  0.346783   ,  9.29999e-17,  5.26656e-10,  0.270057   ])
71016   , -205355     , array([ 0.0711755  ,  0.346783   ,  9.29999e-17,  5.26656e-10,  0.270057   ])
71017   , -205531     , array([ 0.0711043  ,  0.34713    ,  9.29999e-17,  5.26656e-10,  0.270057   ])
71018   , -205530     , array([ 0.0711043  ,  0.346783   ,  9.30929e-17,  5.26656e-10,  0.270057   ])
71019   , -205530     , array([ 0.0711043  ,  0.346783   ,  9.29999e-17,  5.27183e-10,  0.270057   ])
71020   , -205699     , array([ 0.0711043  ,  0.346783   ,  9.29999e-17,  5.26656e-10,  0.270327   ])
71021   , -148704     , array([ 0.0932616  ,  0.316987   ,  9.29995e-17,  2.56656e-11,  0.241101   ])
71022   , -148704     , array([ 0.0932616  ,  0.316987   ,  9.29995e-17,  2.56656e-11,  0.241101   ])
71023   , -148578     , array([ 0.0933549  ,  0.316987   ,  9.29995e-17,  2.56656e-11,  0.241101   ])
71024   , -148705     , array([ 0.0932616  ,  0.317304   ,  9.29995e-17,  2.56656e-11,  0.241101   ])
71025   , -148704     , array([ 0.0932616  ,  0.316987   ,  9.30925e-17,  2.56656e-11,  0.241101   ])
