4952    , -12502.2    , array([ 0.00433663 ,  0.141641   ,  0.0172329  ,  0.0392562  ])
4953    , -12465      , array([ 0.00434097 ,  0.141641   ,  0.0172329  ,  0.0392562  ])
4954    , -12511.2    , array([ 0.00433663 ,  0.141783   ,  0.0172329  ,  0.0392562  ])
4955    , -12538      , array([ 0.00433663 ,  0.141641   ,  0.0172502  ,  0.0392562  ])
4956    , -12503.6    , array([ 0.00433663 ,  0.141641   ,  0.0172329  ,  0.0392955  ])
4957    , -12502.2    , array([ 0.00433663 ,  0.141641   ,  0.0172329  ,  0.0392562  ])
4958    , -1371.45    , array([ 0.00887711 ,  0.118991   ,  0.00864554 ,  0.0381995  ])
4959    , -1371.45    , array([ 0.00887711 ,  0.118991   ,  0.00864554 ,  0.0381995  ])
4960    , -1373.1     , array([ 0.00888599 ,  0.118991   ,  0.00864554 ,  0.0381995  ])
4961    , -1370.13    , array([ 0.00887711 ,  0.119111   ,  0.00864554 ,  0.0381995  ])
4962    , -1369.78    , array([ 0.00887711 ,  0.118991   ,  0.00865419 ,  0.0381995  ])
4963    , -1370.42    , array([ 0.00887711 ,  0.118991   ,  0.00864554 ,  0.0382377  ])
4970    , -1370.6     , array([ 0.00887798 ,  0.119045   ,  0.00864506 ,  0.0382183  ])
4971    , -1370.6     , array([ 0.00887798 ,  0.119045   ,  0.00864506 ,  0.0382183  ])
4972    , -1372.25    , array([ 0.00888686 ,  0.119045   ,  0.00864506 ,  0.0382183  ])
4973    , -1369.29    , array([ 0.00887798 ,  0.119164   ,  0.00864506 ,  0.0382183  ])
4974    , -1368.94    , array([ 0.00887798 ,  0.119045   ,  0.00865371 ,  0.0382183  ])
4975    , -1369.58    , array([ 0.00887798 ,  0.119045   ,  0.00864506 ,  0.0382565  ])
4976    , -1338.32    , array([ 0.0089114  ,  0.121117   ,  0.00862686 ,  0.0389475  ])
4977    , -1338.32    , array([ 0.0089114  ,  0.121117   ,  0.00862686 ,  0.0389475  ])
4978    , -1339.94    , array([ 0.00892032 ,  0.121117   ,  0.00862686 ,  0.0389475  ])
4979    , -1337.01    , array([ 0.0089114  ,  0.121238   ,  0.00862686 ,  0.0389475  ])
4980    , -1336.68    , array([ 0.0089114  ,  0.121117   ,  0.00863549 ,  0.0389475  ])
4981    , -1337.31    , array([ 0.0089114  ,  0.121117   ,  0.00862686 ,  0.0389865  ])
4988    , -1338.11    , array([ 0.00891162 ,  0.12113    ,  0.00862674 ,  0.0389522  ])
4989    , -1338.11    , array([ 0.00891162 ,  0.12113    ,  0.00862674 ,  0.0389522  ])
4990    , -1339.73    , array([ 0.00892053 ,  0.12113    ,  0.00862674 ,  0.0389522  ])
4991    , -1336.8     , array([ 0.00891162 ,  0.121251   ,  0.00862674 ,  0.0389522  ])
4992    , -1336.48    , array([ 0.00891162 ,  0.12113    ,  0.00863537 ,  0.0389522  ])
4993    , -1337.1     , array([ 0.00891162 ,  0.12113    ,  0.00862674 ,  0.0389912  ])
4994    , -1330.48    , array([ 0.00891957 ,  0.121628   ,  0.00862242 ,  0.0391275  ])
4995    , -1330.48    , array([ 0.00891957 ,  0.121628   ,  0.00862242 ,  0.0391275  ])
4996    , -1332.09    , array([ 0.0089285  ,  0.121628   ,  0.00862242 ,  0.0391275  ])
4997    , -1329.18    , array([ 0.00891957 ,  0.121749   ,  0.00862242 ,  0.0391275  ])
4998    , -1328.86    , array([ 0.00891957 ,  0.121628   ,  0.00863105 ,  0.0391275  ])
4999    , -1329.47    , array([ 0.00891957 ,  0.121628   ,  0.00862242 ,  0.0391666  ])
5000    , -8337.33    , array([ 0.0170853  ,  2.40561    ,  0.00598776 ,  1.02882    ])
5001    , -8337.33    , array([ 0.0170853  ,  2.40561    ,  0.00598776 ,  1.02882    ])
5002    , -8335.5     , array([ 0.0171024  ,  2.40561    ,  0.00598776 ,  1.02882    ])
5003    , -8345.1     , array([ 0.0170853  ,  2.40801    ,  0.00598776 ,  1.02882    ])
