25552   , -79089.4    , array([ 0.016927   ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25553   , -79089.4    , array([ 0.016927   ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25554   , -79089.4    , array([ 1.01693    ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25556   , -79089.4    , array([ 0.016927   ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25558   , -79089.4    , array([ 0.398893   ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25559   , -79089.4    , array([ 0.20791    ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25562   , -79089.4    , array([ 0.089876   ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25564   , -79089.4    , array([ 0.044791   ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25566   , -79089.4    , array([ 0.0275701  ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25567   , -79089.4    , array([ 0.011902   ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25569   , -79089.4    , array([ 0.0138214  ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25570   , -79089.4    , array([ 0.0107158  ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25572   , -79089.4    , array([ 0.0111689  ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25573   , -79089.4    , array([ 0.0104357  ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25574   , -79089.4    , array([ 0.0102627  ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25575   , -79089.4    , array([ 0.0101557  ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25576   , -79089.4    , array([ 0.010088   ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25577   , -79089.4    , array([ 0.010088   ,  0.0566163  ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
25578   , -79089.4    , array([ 0.010088   ,  1.05662    ,  6.40606e-09,  3.66994e-48,  3.5309e-13 ])
