114957  , -182987     , array([ 0.0194847  ,  1.57586    ,  1.01634e-71,  9.4144e-58 ,  0.0401161  ])
114958  , -182870     , array([ 0.0195042  ,  1.57586    ,  1.01634e-71,  9.4144e-58 ,  0.0401161  ])
114959  , -182993     , array([ 0.0194847  ,  1.57744    ,  1.01634e-71,  9.4144e-58 ,  0.0401161  ])
114960  , -182987     , array([ 0.0194847  ,  1.57586    ,  1.01736e-71,  9.4144e-58 ,  0.0401161  ])
114961  , -182987     , array([ 0.0194847  ,  1.57586    ,  1.01634e-71,  9.42382e-58,  0.0401161  ])
114962  , -183078     , array([ 0.0194847  ,  1.57586    ,  1.01634e-71,  9.4144e-58 ,  0.0401562  ])
114963  , -182987     , array([ 0.0194847  ,  1.57586    ,  1.01634e-71,  9.4144e-58 ,  0.0401161  ])
114964  , -81302.6    , array([ 0.0430955  ,  1.51191    ,  1.01634e-71,  9.4144e-58 ,  0.0215129  ])
114965  , -81302.6    , array([ 0.0430955  ,  1.51191    ,  1.01634e-71,  9.4144e-58 ,  0.0215129  ])
114966  , -81250.4    , array([ 0.0431386  ,  1.51191    ,  1.01634e-71,  9.4144e-58 ,  0.0215129  ])
114967  , -81307.2    , array([ 0.0430955  ,  1.51342    ,  1.01634e-71,  9.4144e-58 ,  0.0215129  ])
114968  , -81302.6    , array([ 0.0430955  ,  1.51191    ,  1.01736e-71,  9.4144e-58 ,  0.0215129  ])
114969  , -81302.6    , array([ 0.0430955  ,  1.51191    ,  1.01634e-71,  9.42382e-58,  0.0215129  ])
114970  , -81340.8    , array([ 0.0430955  ,  1.51191    ,  1.01634e-71,  9.4144e-58 ,  0.0215345  ])
114978  , -81231.5    , array([ 0.0433744  ,  1.49876    ,  1.01634e-71,  9.4144e-58 ,  0.0216864  ])
114979  , -81231.5    , array([ 0.0433744  ,  1.49876    ,  1.01634e-71,  9.4144e-58 ,  0.0216864  ])
114980  , -81179.3    , array([ 0.0434178  ,  1.49876    ,  1.01634e-71,  9.4144e-58 ,  0.0216864  ])
114981  , -81236.1    , array([ 0.0433744  ,  1.50026    ,  1.01634e-71,  9.4144e-58 ,  0.0216864  ])
114982  , -81231.5    , array([ 0.0433744  ,  1.49876    ,  1.01736e-71,  9.4144e-58 ,  0.0216864  ])
114983  , -81231.5    , array([ 0.0433744  ,  1.49876    ,  1.01634e-71,  9.42382e-58,  0.0216864  ])
114984  , -81269.6    , array([ 0.0433744  ,  1.49876    ,  1.01634e-71,  9.4144e-58 ,  0.0217081  ])
114985  , -81158.2    , array([ 0.0436595  ,  1.48553    ,  1.01634e-71,  9.4144e-58 ,  0.021864   ])
114986  , -81158.2    , array([ 0.0436595  ,  1.48553    ,  1.01634e-71,  9.4144e-58 ,  0.021864   ])
114987  , -81105.9    , array([ 0.0437031  ,  1.48553    ,  1.01634e-71,  9.4144e-58 ,  0.021864   ])
114988  , -81162.8    , array([ 0.0436595  ,  1.48701    ,  1.01634e-71,  9.4144e-58 ,  0.021864   ])
114989  , -81158.2    , array([ 0.0436595  ,  1.48553    ,  1.01736e-71,  9.4144e-58 ,  0.021864   ])
114990  , -81158.2    , array([ 0.0436595  ,  1.48553    ,  1.01634e-71,  9.42382e-58,  0.021864   ])
114991  , -81196.2    , array([ 0.0436595  ,  1.48553    ,  1.01634e-71,  9.4144e-58 ,  0.0218859  ])
114999  , -81139.3    , array([ 0.0437322  ,  1.48219    ,  1.01634e-71,  9.4144e-58 ,  0.0219093  ])
115000  , -81139.3    , array([ 0.0437322  ,  1.48219    ,  1.01634e-71,  9.4144e-58 ,  0.0219093  ])
115001  , -81087      , array([ 0.0437759  ,  1.48219    ,  1.01634e-71,  9.4144e-58 ,  0.0219093  ])
115002  , -81144      , array([ 0.0437322  ,  1.48367    ,  1.01634e-71,  9.4144e-58 ,  0.0219093  ])
115003  , -81139.3    , array([ 0.0437322  ,  1.48219    ,  1.01736e-71,  9.4144e-58 ,  0.0219093  ])
115004  , -81139.3    , array([ 0.0437322  ,  1.48219    ,  1.01634e-71,  9.42382e-58,  0.0219093  ])
115005  , -81177.3    , array([ 0.0437322  ,  1.48219    ,  1.01634e-71,  9.4144e-58 ,  0.0219313  ])
115006  , -81120.4    , array([ 0.0438053  ,  1.47884    ,  1.01634e-71,  9.4144e-58 ,  0.0219549  ])
115007  , -81120.4    , array([ 0.0438053  ,  1.47884    ,  1.01634e-71,  9.4144e-58 ,  0.0219549  ])
115008  , -81068.1    , array([ 0.0438491  ,  1.47884    ,  1.01634e-71,  9.4144e-58 ,  0.0219549  ])
115009  , -81125.1    , array([ 0.0438053  ,  1.48032    ,  1.01634e-71,  9.4144e-58 ,  0.0219549  ])
115010  , -81120.4    , array([ 0.0438053  ,  1.47884    ,  1.01736e-71,  9.4144e-58 ,  0.0219549  ])
115011  , -81120.4    , array([ 0.0438053  ,  1.47884    ,  1.01634e-71,  9.42382e-58,  0.0219549  ])
115012  , -81158.4    , array([ 0.0438053  ,  1.47884    ,  1.01634e-71,  9.4144e-58 ,  0.0219769  ])
115020  , -81115.6    , array([ 0.0438237  ,  1.478      ,  1.01634e-71,  9.4144e-58 ,  0.0219664  ])
115021  , -81115.6    , array([ 0.0438237  ,  1.478      ,  1.01634e-71,  9.4144e-58 ,  0.0219664  ])
115022  , -81063.3    , array([ 0.0438675  ,  1.478      ,  1.01634e-71,  9.4144e-58 ,  0.0219664  ])
115023  , -81120.3    , array([ 0.0438237  ,  1.47948    ,  1.01634e-71,  9.4144e-58 ,  0.0219664  ])
115024  , -81115.6    , array([ 0.0438237  ,  1.478      ,  1.01736e-71,  9.4144e-58 ,  0.0219664  ])
115025  , -81115.6    , array([ 0.0438237  ,  1.478      ,  1.01634e-71,  9.42382e-58,  0.0219664  ])
115026  , -81153.6    , array([ 0.0438237  ,  1.478      ,  1.01634e-71,  9.4144e-58 ,  0.0219884  ])
115027  , -81110.8    , array([ 0.0438421  ,  1.47716    ,  1.01634e-71,  9.4144e-58 ,  0.0219779  ])
