[001:14:06]	656630.697464	[     1.231,      2.001,      0.208,      0.091,  4.137e-07,  8.190e-07,      2.828,      1.917]	rm
[001:14:11]	580998.176058	[     1.231,      1.124,      0.272,      0.091,  4.137e-07,  8.190e-07,      2.828,      1.917]	rm
[001:14:19]	292190.399812	[     0.118,      3.712,      7.151,      1.111,      0.002,  3.315e-07,      2.067,      2.109]	rm
[001:14:29]	285852.173478	[     0.118,      3.712,      7.151,      1.111,      0.002,  3.315e-07,      3.720,      2.109]	rm
[001:20:33]	1077754.34701	[     3.286,      0.002,      0.376,  3.263e-07,  2.673e-04,      0.001,      4.599,      1.557]	rm
[001:26:17]	1076534.07804	[     3.286,      0.002,      0.376,  4.896e-07,  2.673e-04,      0.001,      4.599,      1.557]	rm
[001:26:22]	88856.5409489	[    24.518,      1.363,     60.553,      0.255,      0.011,      3.529,      3.820,      0.859]	c
[001:32:32]	721793.765202	[     5.968,      0.002,     18.537,  2.726e-09,  2.673e-04,      0.692,      4.599,      1.799]	c
[001:32:49]	145836.175444	[     0.082,      0.268,      0.994,      5.139,      1.017,      0.026,      1.217,      3.500]	c
[001:33:06]	808584.579104	[     0.012,      0.108,     11.250,  3.163e-04,  3.714e-08,      2.242,      1.921,      0.424]	r
[001:33:55]	775052.117021	[     0.008,      1.545,      0.986,  4.296e-04,  1.251e-04,  5.701e-06,      2.142,      0.825]	r
[001:34:02]	46717.0026136	[     1.963,      1.153,      9.795,      0.884,      2.383,      4.417,      3.207,      1.608]	rm
[001:34:08]	47720.2813418	[     1.463,      1.153,      9.795,      0.884,      2.383,      2.842,      1.431,      2.574]	rm
[001:34:49]	759346.809658	[     0.009,      1.545,      1.235,  4.296e-04,  1.140e-04,  5.701e-06,      2.142,      0.825]	rm
[001:35:53]	799201.193445	[     0.007,      1.545,      0.807,  4.296e-04,  1.491e-04,  5.701e-06,      2.142,      0.825]	rm
[001:35:59]	45459.8081215	[     1.926,      1.153,      6.315,      0.884,      2.383,      3.190,      2.559,      2.055]	rm
[001:36:04]	48482.8445151	[     1.926,      1.153,     11.930,      0.884,      2.383,      3.190,      2.559,      2.055]	rm
[001:36:18]	79948.5715286	[    90.909,      0.268,      0.994,      5.139,      1.017,      0.026,      3.784,      2.578]	c
