36148   , -1771.3     , array([ 0.0722509  ,  0.602237   ,  0.0049023  ,  1.36556e-08])
36149   , -1771.48    , array([ 0.0723232  ,  0.602237   ,  0.0049023  ,  1.36556e-08])
36150   , -1771.3     , array([ 0.0722509  ,  0.602839   ,  0.0049023  ,  1.36556e-08])
36151   , -1771.1     , array([ 0.0722509  ,  0.602237   ,  0.0049072  ,  1.36556e-08])
36152   , -1771.3     , array([ 0.0722509  ,  0.602237   ,  0.0049023  ,  1.36692e-08])
36153   , -1771.3     , array([ 0.0722509  ,  0.602237   ,  0.0049023  ,  1.36556e-08])
36154   , -2342.78    , array([ 0.0371135  ,  0.602236   ,  0.0104737  ,  1.36556e-08])
36155   , -2342.78    , array([ 0.0371135  ,  0.602236   ,  0.0104737  ,  1.36556e-08])
36156   , -2341.13    , array([ 0.0371506  ,  0.602236   ,  0.0104737  ,  1.36556e-08])
36157   , -2342.78    , array([ 0.0371135  ,  0.602839   ,  0.0104737  ,  1.36556e-08])
36158   , -2344.03    , array([ 0.0371135  ,  0.602236   ,  0.0104841  ,  1.36556e-08])
36159   , -2342.78    , array([ 0.0371135  ,  0.602236   ,  0.0104737  ,  1.36693e-08])
36160   , -1731.25    , array([ 0.0623108  ,  0.602237   ,  0.00580301 ,  1.36556e-08])
36161   , -1731.25    , array([ 0.0623108  ,  0.602237   ,  0.00580301 ,  1.36556e-08])
36162   , -1731.26    , array([ 0.0623731  ,  0.602237   ,  0.00580301 ,  1.36556e-08])
36163   , -1731.25    , array([ 0.0623108  ,  0.602839   ,  0.00580301 ,  1.36556e-08])
36164   , -1731.17    , array([ 0.0623108  ,  0.602237   ,  0.00580881 ,  1.36556e-08])
36165   , -1731.25    , array([ 0.0623108  ,  0.602237   ,  0.00580301 ,  1.36693e-08])
36166   , -1582.46    , array([ 0.155108   ,  0.602237   ,  0.0193273  ,  1.36558e-08])
36167   , -1582.46    , array([ 0.155108   ,  0.602237   ,  0.0193273  ,  1.36558e-08])
36168   , -1582.52    , array([ 0.155263   ,  0.602237   ,  0.0193273  ,  1.36558e-08])
36169   , -1582.46    , array([ 0.155108   ,  0.60284    ,  0.0193273  ,  1.36558e-08])
36170   , -1582.21    , array([ 0.155108   ,  0.602237   ,  0.0193467  ,  1.36558e-08])
36171   , -1582.46    , array([ 0.155108   ,  0.602237   ,  0.0193273  ,  1.36695e-08])
36172   , -14806.3    , array([ 5.95554    ,  0.602241   ,  2.37819    ,  1.36566e-08])
36173   , -14806.3    , array([ 5.95554    ,  0.602241   ,  2.37819    ,  1.36566e-08])
36174   , -14819.5    , array([ 5.9615     ,  0.602241   ,  2.37819    ,  1.36566e-08])
36175   , -14806.3    , array([ 5.95554    ,  0.602844   ,  2.37819    ,  1.36566e-08])
36176   , -14802.2    , array([ 5.95554    ,  0.602241   ,  2.38057    ,  1.36566e-08])
36177   , -14806.3    , array([ 5.95554    ,  0.602241   ,  2.37819    ,  1.36703e-08])
36178   , -1548.61    , array([ 0.175693   ,  0.602238   ,  0.0227808  ,  1.36558e-08])
36179   , -1548.61    , array([ 0.175693   ,  0.602238   ,  0.0227808  ,  1.36558e-08])
36180   , -1548.71    , array([ 0.175869   ,  0.602238   ,  0.0227808  ,  1.36558e-08])
36181   , -1548.61    , array([ 0.175693   ,  0.60284    ,  0.0227808  ,  1.36558e-08])
36182   , -1548.32    , array([ 0.175693   ,  0.602238   ,  0.0228036  ,  1.36558e-08])
36183   , -1548.61    , array([ 0.175693   ,  0.602238   ,  0.0227808  ,  1.36695e-08])
36184   , -1512.71    , array([ 0.198408   ,  0.602238   ,  0.0267443  ,  1.36558e-08])
36185   , -1512.71    , array([ 0.198408   ,  0.602238   ,  0.0267443  ,  1.36558e-08])
36186   , -1512.86    , array([ 0.198606   ,  0.602238   ,  0.0267443  ,  1.36558e-08])
36187   , -1512.71    , array([ 0.198408   ,  0.60284    ,  0.0267443  ,  1.36558e-08])
36188   , -1512.37    , array([ 0.198408   ,  0.602238   ,  0.0267711  ,  1.36558e-08])
36189   , -1512.71    , array([ 0.198408   ,  0.602238   ,  0.0267443  ,  1.36695e-08])
36190   , -2599.25    , array([ 1.08703    ,  0.602239   ,  0.252197   ,  1.36562e-08])
36191   , -2599.25    , array([ 1.08703    ,  0.602239   ,  0.252197   ,  1.36562e-08])
36192   , -2602.46    , array([ 1.08811    ,  0.602239   ,  0.252197   ,  1.36562e-08])
36193   , -2599.25    , array([ 1.08703    ,  0.602842   ,  0.252197   ,  1.36562e-08])
36194   , -2599.38    , array([ 1.08703    ,  0.602239   ,  0.252449   ,  1.36562e-08])
36195   , -2599.25    , array([ 1.08703    ,  0.602239   ,  0.252197   ,  1.36699e-08])
36196   , -1360.61    , array([ 0.331964   ,  0.602238   ,  0.0527384  ,  1.3656e-08 ])
36197   , -1360.61    , array([ 0.331964   ,  0.602238   ,  0.0527384  ,  1.3656e-08 ])
36198   , -1361.15    , array([ 0.332296   ,  0.602238   ,  0.0527384  ,  1.3656e-08 ])
36199   , -1360.61    , array([ 0.331964   ,  0.602841   ,  0.0527384  ,  1.3656e-08 ])
36200   , -1360.04    , array([ 0.331964   ,  0.602238   ,  0.0527911  ,  1.3656e-08 ])
36201   , -1360.61    , array([ 0.331964   ,  0.602238   ,  0.0527384  ,  1.36696e-08])
36202   , -1334.53    , array([ 0.444282   ,  0.602238   ,  0.0774644  ,  1.3656e-08 ])
36203   , -1334.53    , array([ 0.444282   ,  0.602238   ,  0.0774644  ,  1.3656e-08 ])
36204   , -1335.45    , array([ 0.444727   ,  0.602238   ,  0.0774644  ,  1.3656e-08 ])
36205   , -1334.53    , array([ 0.444282   ,  0.602841   ,  0.0774644  ,  1.3656e-08 ])
36206   , -1333.91    , array([ 0.444282   ,  0.602238   ,  0.0775419  ,  1.3656e-08 ])
36207   , -1334.53    , array([ 0.444282   ,  0.602238   ,  0.0774644  ,  1.36697e-08])
36208   , -1332.24    , array([ 0.408519   ,  0.602238   ,  0.0693458  ,  1.3656e-08 ])
36209   , -1332.24    , array([ 0.408519   ,  0.602238   ,  0.0693458  ,  1.3656e-08 ])
36210   , -1333.03    , array([ 0.408928   ,  0.602238   ,  0.0693458  ,  1.3656e-08 ])
36211   , -1332.24    , array([ 0.408519   ,  0.602841   ,  0.0693458  ,  1.3656e-08 ])
36212   , -1331.61    , array([ 0.408519   ,  0.602238   ,  0.0694152  ,  1.3656e-08 ])
36213   , -1332.24    , array([ 0.408519   ,  0.602238   ,  0.0693458  ,  1.36697e-08])
36220   , -1332.24    , array([ 0.408524   ,  0.602238   ,  0.0693469  ,  1.3656e-08 ])
36221   , -1332.24    , array([ 0.408524   ,  0.602238   ,  0.0693469  ,  1.3656e-08 ])
36222   , -1333.03    , array([ 0.408932   ,  0.602238   ,  0.0693469  ,  1.3656e-08 ])
36223   , -1332.24    , array([ 0.408524   ,  0.602841   ,  0.0693469  ,  1.3656e-08 ])
36224   , -1331.61    , array([ 0.408524   ,  0.602238   ,  0.0694163  ,  1.3656e-08 ])
36225   , -1332.24    , array([ 0.408524   ,  0.602238   ,  0.0693469  ,  1.36697e-08])
36226   , -1332.23    , array([ 0.408548   ,  0.602238   ,  0.0693527  ,  1.3656e-08 ])
36227   , -1332.23    , array([ 0.408548   ,  0.602238   ,  0.0693527  ,  1.3656e-08 ])
36228   , -1333.02    , array([ 0.408956   ,  0.602238   ,  0.0693527  ,  1.3656e-08 ])
36229   , -1332.23    , array([ 0.408548   ,  0.602841   ,  0.0693527  ,  1.3656e-08 ])
36230   , -1331.61    , array([ 0.408548   ,  0.602238   ,  0.0694221  ,  1.3656e-08 ])
36231   , -1332.23    , array([ 0.408548   ,  0.602238   ,  0.0693527  ,  1.36697e-08])
36238   , -1332.23    , array([ 0.408549   ,  0.602238   ,  0.069353   ,  1.3656e-08 ])
36239   , -1332.23    , array([ 0.408549   ,  0.602238   ,  0.069353   ,  1.3656e-08 ])
36240   , -1333.02    , array([ 0.408958   ,  0.602238   ,  0.069353   ,  1.3656e-08 ])
36241   , -1332.23    , array([ 0.408549   ,  0.602841   ,  0.069353   ,  1.3656e-08 ])
36242   , -1331.61    , array([ 0.408549   ,  0.602238   ,  0.0694224  ,  1.3656e-08 ])
36243   , -1332.23    , array([ 0.408549   ,  0.602238   ,  0.069353   ,  1.36697e-08])
36244   , -1332.23    , array([ 0.408555   ,  0.602238   ,  0.0693544  ,  1.3656e-08 ])
36245   , -1332.23    , array([ 0.408555   ,  0.602238   ,  0.0693544  ,  1.3656e-08 ])
36246   , -1333.02    , array([ 0.408963   ,  0.602238   ,  0.0693544  ,  1.3656e-08 ])
36247   , -1332.23    , array([ 0.408555   ,  0.602841   ,  0.0693544  ,  1.3656e-08 ])
36248   , -1331.61    , array([ 0.408555   ,  0.602238   ,  0.0694238  ,  1.3656e-08 ])
36249   , -1332.23    , array([ 0.408555   ,  0.602238   ,  0.0693544  ,  1.36697e-08])
36250   , -9916.02    , array([ 3.43739    ,  0.602269   ,  1.4401     ,  1.36578e-08])
36251   , -9916.02    , array([ 3.43739    ,  0.602269   ,  1.4401     ,  1.36578e-08])
36252   , -9925.78    , array([ 3.44083    ,  0.602269   ,  1.4401     ,  1.36578e-08])
36253   , -9916.02    , array([ 3.43739    ,  0.602872   ,  1.4401     ,  1.36578e-08])
36254   , -9914.39    , array([ 3.43739    ,  0.602269   ,  1.44154    ,  1.36578e-08])
36255   , -9916.02    , array([ 3.43739    ,  0.602269   ,  1.4401     ,  1.36715e-08])
36256   , -1330.52    , array([ 0.417149   ,  0.602239   ,  0.0714413  ,  1.3656e-08 ])
36257   , -1330.52    , array([ 0.417149   ,  0.602239   ,  0.0714413  ,  1.3656e-08 ])
36258   , -1331.35    , array([ 0.417566   ,  0.602239   ,  0.0714413  ,  1.3656e-08 ])
36259   , -1330.52    , array([ 0.417149   ,  0.602841   ,  0.0714413  ,  1.3656e-08 ])
36260   , -1329.9     , array([ 0.417149   ,  0.602239   ,  0.0715128  ,  1.3656e-08 ])
36261   , -1330.52    , array([ 0.417149   ,  0.602239   ,  0.0714413  ,  1.36697e-08])
36262   , -1327.06    , array([ 0.417912   ,  0.60224    ,  0.0720108  ,  1.36562e-08])
36263   , -1327.06    , array([ 0.417912   ,  0.60224    ,  0.0720108  ,  1.36562e-08])
36264   , -1327.89    , array([ 0.41833    ,  0.60224    ,  0.0720108  ,  1.36562e-08])
36265   , -1327.06    , array([ 0.417912   ,  0.602842   ,  0.0720108  ,  1.36562e-08])
36266   , -1326.44    , array([ 0.417912   ,  0.60224    ,  0.0720829  ,  1.36562e-08])
36267   , -1327.06    , array([ 0.417912   ,  0.60224    ,  0.0720108  ,  1.36699e-08])
36268   , -1313.19    , array([ 0.420981   ,  0.602243   ,  0.0743346  ,  1.3657e-08 ])
36269   , -1313.19    , array([ 0.420981   ,  0.602243   ,  0.0743346  ,  1.3657e-08 ])
36270   , -1314.03    , array([ 0.421402   ,  0.602243   ,  0.0743346  ,  1.3657e-08 ])
36271   , -1313.19    , array([ 0.420981   ,  0.602846   ,  0.0743346  ,  1.3657e-08 ])
36272   , -1312.55    , array([ 0.420981   ,  0.602243   ,  0.0744089  ,  1.3657e-08 ])
36273   , -1313.19    , array([ 0.420981   ,  0.602243   ,  0.0743346  ,  1.36707e-08])
36274   , -1257.47    , array([ 0.433482   ,  0.602258   ,  0.0844041  ,  1.36601e-08])
36275   , -1257.47    , array([ 0.433482   ,  0.602258   ,  0.0844041  ,  1.36601e-08])
36276   , -1258.37    , array([ 0.433915   ,  0.602258   ,  0.0844041  ,  1.36601e-08])
36277   , -1257.47    , array([ 0.433482   ,  0.60286    ,  0.0844041  ,  1.36601e-08])
36278   , -1256.82    , array([ 0.433482   ,  0.602258   ,  0.0844886  ,  1.36601e-08])
36279   , -1257.47    , array([ 0.433482   ,  0.602258   ,  0.0844041  ,  1.36738e-08])
36280   , -1049.56    , array([ 0.487308   ,  0.602316   ,  0.140299   ,  1.36725e-08])
36281   , -1049.56    , array([ 0.487308   ,  0.602316   ,  0.140299   ,  1.36725e-08])
36282   , -1050.76    , array([ 0.487796   ,  0.602316   ,  0.140299   ,  1.36725e-08])
36283   , -1049.56    , array([ 0.487308   ,  0.602919   ,  0.140299   ,  1.36725e-08])
36284   , -1048.93    , array([ 0.487308   ,  0.602316   ,  0.140439   ,  1.36725e-08])
36285   , -1049.56    , array([ 0.487308   ,  0.602316   ,  0.140299   ,  1.36862e-08])
36286   , -801.684    , array([ 0.539365   ,  0.602519   ,  0.420814   ,  1.37074e-08])
36287   , -801.684    , array([ 0.539365   ,  0.602519   ,  0.420814   ,  1.37074e-08])
36288   , -803.029    , array([ 0.539905   ,  0.602519   ,  0.420814   ,  1.37074e-08])
36289   , -801.684    , array([ 0.539365   ,  0.603122   ,  0.420814   ,  1.37074e-08])
36290   , -801.806    , array([ 0.539365   ,  0.602519   ,  0.421235   ,  1.37074e-08])
36291   , -801.684    , array([ 0.539365   ,  0.602519   ,  0.420814   ,  1.37211e-08])
36292   , -519.505    , array([ 0.401129   ,  0.60256    ,  0.310863   ,  1.37147e-08])
36293   , -519.505    , array([ 0.401129   ,  0.60256    ,  0.310863   ,  1.37147e-08])
36294   , -520.086    , array([ 0.401531   ,  0.60256    ,  0.310863   ,  1.37147e-08])
36295   , -519.505    , array([ 0.401129   ,  0.603162   ,  0.310863   ,  1.37147e-08])
36296   , -519.373    , array([ 0.401129   ,  0.60256    ,  0.311174   ,  1.37147e-08])
36297   , -519.505    , array([ 0.401129   ,  0.60256    ,  0.310863   ,  1.37285e-08])
36298   , -433.171    , array([ 0.322634   ,  0.602823   ,  0.356182   ,  1.37354e-08])
36299   , -433.171    , array([ 0.322634   ,  0.602823   ,  0.356182   ,  1.37354e-08])
36300   , -433.37     , array([ 0.322957   ,  0.602823   ,  0.356182   ,  1.37354e-08])
36301   , -433.171    , array([ 0.322634   ,  0.603426   ,  0.356182   ,  1.37354e-08])
36302   , -433.185    , array([ 0.322634   ,  0.602823   ,  0.356539   ,  1.37354e-08])
36303   , -433.171    , array([ 0.322634   ,  0.602823   ,  0.356182   ,  1.37492e-08])
36304   , -416.855    , array([ 0.287015   ,  0.603101   ,  0.34846    ,  1.37465e-08])
36305   , -416.855    , array([ 0.287015   ,  0.603101   ,  0.34846    ,  1.37465e-08])
36306   , -416.952    , array([ 0.287302   ,  0.603101   ,  0.34846    ,  1.37465e-08])
36307   , -416.855    , array([ 0.287015   ,  0.603704   ,  0.34846    ,  1.37465e-08])
36308   , -416.806    , array([ 0.287015   ,  0.603101   ,  0.348809   ,  1.37465e-08])
36309   , -416.855    , array([ 0.287015   ,  0.603101   ,  0.34846    ,  1.37602e-08])
36310   , -408.03     , array([ 0.248143   ,  0.603633   ,  0.374926   ,  1.3769e-08 ])
36311   , -408.03     , array([ 0.248143   ,  0.603633   ,  0.374926   ,  1.3769e-08 ])
36312   , -408.068    , array([ 0.248391   ,  0.603633   ,  0.374926   ,  1.3769e-08 ])
36313   , -408.03     , array([ 0.248143   ,  0.604237   ,  0.374926   ,  1.3769e-08 ])
36314   , -408.147    , array([ 0.248143   ,  0.603633   ,  0.375301   ,  1.3769e-08 ])
36315   , -408.03     , array([ 0.248143   ,  0.603633   ,  0.374926   ,  1.37827e-08])
36316   , -402.691    , array([ 0.23059    ,  0.604008   ,  0.358563   ,  1.37815e-08])
36317   , -402.691    , array([ 0.23059    ,  0.604008   ,  0.358563   ,  1.37815e-08])
36318   , -402.724    , array([ 0.230821   ,  0.604008   ,  0.358563   ,  1.37815e-08])
36319   , -402.691    , array([ 0.23059    ,  0.604613   ,  0.358563   ,  1.37815e-08])
36320   , -402.703    , array([ 0.23059    ,  0.604008   ,  0.358921   ,  1.37815e-08])
36321   , -402.691    , array([ 0.23059    ,  0.604008   ,  0.358563   ,  1.37953e-08])
36322   , -399.107    , array([ 0.199053   ,  0.604809   ,  0.350729   ,  1.38116e-08])
36323   , -399.107    , array([ 0.199053   ,  0.604809   ,  0.350729   ,  1.38116e-08])
36324   , -399.115    , array([ 0.199252   ,  0.604809   ,  0.350729   ,  1.38116e-08])
36325   , -399.107    , array([ 0.199053   ,  0.605414   ,  0.350729   ,  1.38116e-08])
36326   , -399.15     , array([ 0.199053   ,  0.604809   ,  0.35108    ,  1.38116e-08])
36327   , -399.107    , array([ 0.199053   ,  0.604809   ,  0.350729   ,  1.38254e-08])
36328   , -397.1      , array([ 0.173464   ,  0.605767   ,  0.335984   ,  1.38495e-08])
36329   , -397.1      , array([ 0.173464   ,  0.605767   ,  0.335984   ,  1.38495e-08])
36330   , -397.095    , array([ 0.173638   ,  0.605767   ,  0.335984   ,  1.38495e-08])
36331   , -397.1      , array([ 0.173464   ,  0.606373   ,  0.335984   ,  1.38495e-08])
36332   , -397.149    , array([ 0.173464   ,  0.605767   ,  0.33632    ,  1.38495e-08])
36333   , -397.1      , array([ 0.173464   ,  0.605767   ,  0.335984   ,  1.38633e-08])
36334   , -395.619    , array([ 0.150537   ,  0.60701    ,  0.31475    ,  1.39021e-08])
36335   , -395.619    , array([ 0.150537   ,  0.60701    ,  0.31475    ,  1.39021e-08])
36336   , -395.63     , array([ 0.150687   ,  0.60701    ,  0.31475    ,  1.39021e-08])
36337   , -395.619    , array([ 0.150537   ,  0.607618   ,  0.31475    ,  1.39021e-08])
36338   , -395.614    , array([ 0.150537   ,  0.60701    ,  0.315065   ,  1.39021e-08])
36339   , -395.619    , array([ 0.150537   ,  0.60701    ,  0.31475    ,  1.3916e-08 ])
36340   , -401.126    , array([ 0.109222   ,  0.609738   ,  0.280244   ,  1.40243e-08])
36341   , -401.126    , array([ 0.109222   ,  0.609738   ,  0.280244   ,  1.40243e-08])
36342   , -400.928    , array([ 0.109331   ,  0.609738   ,  0.280244   ,  1.40243e-08])
36343   , -401.126    , array([ 0.109222   ,  0.610348   ,  0.280244   ,  1.40243e-08])
36344   , -401.491    , array([ 0.109222   ,  0.609738   ,  0.280525   ,  1.40243e-08])
36345   , -401.126    , array([ 0.109222   ,  0.609738   ,  0.280244   ,  1.40383e-08])
36346   , -395.208    , array([ 0.139267   ,  0.607671   ,  0.306009   ,  1.39317e-08])
36347   , -395.208    , array([ 0.139267   ,  0.607671   ,  0.306009   ,  1.39317e-08])
36348   , -395.198    , array([ 0.139406   ,  0.607671   ,  0.306009   ,  1.39317e-08])
36349   , -395.208    , array([ 0.139267   ,  0.608279   ,  0.306009   ,  1.39317e-08])
36350   , -395.246    , array([ 0.139267   ,  0.607671   ,  0.306315   ,  1.39317e-08])
36351   , -395.208    , array([ 0.139267   ,  0.607671   ,  0.306009   ,  1.39456e-08])
36352   , -394.885    , array([ 0.124574   ,  0.60877    ,  0.291153   ,  1.39845e-08])
36353   , -394.885    , array([ 0.124574   ,  0.60877    ,  0.291153   ,  1.39845e-08])
36354   , -394.855    , array([ 0.124699   ,  0.60877    ,  0.291153   ,  1.39845e-08])
36355   , -394.885    , array([ 0.124574   ,  0.609379   ,  0.291153   ,  1.39845e-08])
36356   , -394.958    , array([ 0.124574   ,  0.60877    ,  0.291445   ,  1.39845e-08])
36357   , -394.885    , array([ 0.124574   ,  0.60877    ,  0.291153   ,  1.39984e-08])
