122742  , -75256.4    , array([ 0.897828   ,  0.738515   ,  3.7016     ,  1.23761e-21,  0.00159792 ])
122743  , -75257.7    , array([ 0.898727   ,  0.738515   ,  3.7016     ,  1.23761e-21,  0.00159792 ])
122744  , -75258.8    , array([ 0.897828   ,  0.739253   ,  3.7016     ,  1.23761e-21,  0.00159792 ])
122745  , -75256.4    , array([ 0.897828   ,  0.738515   ,  3.7053     ,  1.23761e-21,  0.00159792 ])
122746  , -75256.4    , array([ 0.897828   ,  0.738515   ,  3.7016     ,  1.23885e-21,  0.00159792 ])
122747  , -75252.7    , array([ 0.897828   ,  0.738515   ,  3.7016     ,  1.23761e-21,  0.00159952 ])
122748  , -75256.4    , array([ 0.897828   ,  0.738515   ,  3.7016     ,  1.23761e-21,  0.00159792 ])
122749  , -66840.8    , array([ 0.674338   ,  0.437404   ,  3.69758    ,  1.23761e-21,  0.00360907 ])
122750  , -66840.8    , array([ 0.674338   ,  0.437404   ,  3.69758    ,  1.23761e-21,  0.00360907 ])
122751  , -66843.9    , array([ 0.675013   ,  0.437404   ,  3.69758    ,  1.23761e-21,  0.00360907 ])
122752  , -66848.4    , array([ 0.674338   ,  0.437842   ,  3.69758    ,  1.23761e-21,  0.00360907 ])
122753  , -66840.9    , array([ 0.674338   ,  0.437404   ,  3.70128    ,  1.23761e-21,  0.00360907 ])
122754  , -66840.8    , array([ 0.674338   ,  0.437404   ,  3.69758    ,  1.23885e-21,  0.00360907 ])
122755  , -66830.1    , array([ 0.674338   ,  0.437404   ,  3.69758    ,  1.23761e-21,  0.00361268 ])
122756  , -41506.2    , array([ 0.214593   ,  0.0538243  ,  3.68156    ,  1.23761e-21,  0.0939195  ])
122757  , -41506.2    , array([ 0.214593   ,  0.0538243  ,  3.68156    ,  1.23761e-21,  0.0939195  ])
122758  , -41493.2    , array([ 0.214807   ,  0.0538243  ,  3.68156    ,  1.23761e-21,  0.0939195  ])
122759  , -41456.5    , array([ 0.214593   ,  0.0538782  ,  3.68156    ,  1.23761e-21,  0.0939195  ])
122760  , -41494.1    , array([ 0.214593   ,  0.0538243  ,  3.68524    ,  1.23761e-21,  0.0939195  ])
122761  , -41506.2    , array([ 0.214593   ,  0.0538243  ,  3.68156    ,  1.23885e-21,  0.0939195  ])
122762  , -41551.4    , array([ 0.214593   ,  0.0538243  ,  3.68156    ,  1.23761e-21,  0.0940135  ])
122763  , -54309.7    , array([ 0.555618   ,  0.306896   ,  3.69487    ,  1.23761e-21,  0.00626288 ])
122764  , -54309.7    , array([ 0.555618   ,  0.306896   ,  3.69487    ,  1.23761e-21,  0.00626288 ])
122765  , -54314.1    , array([ 0.556174   ,  0.306896   ,  3.69487    ,  1.23761e-21,  0.00626288 ])
122766  , -54323.9    , array([ 0.555618   ,  0.307203   ,  3.69487    ,  1.23761e-21,  0.00626288 ])
122767  , -54310      , array([ 0.555618   ,  0.306896   ,  3.69856    ,  1.23761e-21,  0.00626288 ])
122768  , -54309.7    , array([ 0.555618   ,  0.306896   ,  3.69487    ,  1.23885e-21,  0.00626288 ])
122769  , -54291.2    , array([ 0.555618   ,  0.306896   ,  3.69487    ,  1.23761e-21,  0.00626914 ])
122770  , -4759.1     , array([ 0.300416   ,  0.0996167  ,  3.68626    ,  1.23761e-21,  0.0360484  ])
122771  , -4759.1     , array([ 0.300416   ,  0.0996167  ,  3.68626    ,  1.23761e-21,  0.0360484  ])
122772  , -4751.91    , array([ 0.300717   ,  0.0996167  ,  3.68626    ,  1.23761e-21,  0.0360484  ])
122773  , -4761.43    , array([ 0.300416   ,  0.0997164  ,  3.68626    ,  1.23761e-21,  0.0360484  ])
122774  , -4757.77    , array([ 0.300416   ,  0.0996167  ,  3.68995    ,  1.23761e-21,  0.0360484  ])
122775  , -4759.1     , array([ 0.300416   ,  0.0996167  ,  3.68626    ,  1.23885e-21,  0.0360484  ])
122776  , -4761.28    , array([ 0.300416   ,  0.0996167  ,  3.68626    ,  1.23761e-21,  0.0360845  ])
122784  , -4727.2     , array([ 0.301592   ,  0.0988948  ,  3.69078    ,  1.23761e-21,  0.0362618  ])
122785  , -4727.2     , array([ 0.301592   ,  0.0988948  ,  3.69078    ,  1.23761e-21,  0.0362618  ])
122786  , -4720.03    , array([ 0.301894   ,  0.0988948  ,  3.69078    ,  1.23761e-21,  0.0362618  ])
122787  , -4729.22    , array([ 0.301592   ,  0.0989938  ,  3.69078    ,  1.23761e-21,  0.0362618  ])
122788  , -4725.84    , array([ 0.301592   ,  0.0988948  ,  3.69447    ,  1.23761e-21,  0.0362618  ])
122789  , -4727.2     , array([ 0.301592   ,  0.0988948  ,  3.69078    ,  1.23885e-21,  0.0362618  ])
122790  , -4729.64    , array([ 0.301592   ,  0.0988948  ,  3.69078    ,  1.23761e-21,  0.0362981  ])
122791  , -4655.51    , array([ 0.308348   ,  0.102216   ,  3.92743    ,  1.23761e-21,  0.037967   ])
