29008   , -1822.79    , array([ 0.0123761  ,  8.40227    ,  0.000700145,  2.4308e-42 ])
29009   , -1822.95    , array([ 0.0123885  ,  8.40227    ,  0.000700145,  2.4308e-42 ])
29010   , -1822.79    , array([ 0.0123761  ,  8.41068    ,  0.000700145,  2.4308e-42 ])
29011   , -1822.62    , array([ 0.0123761  ,  8.40227    ,  0.000700846,  2.4308e-42 ])
29012   , -1822.79    , array([ 0.0123761  ,  8.40227    ,  0.000700145,  2.43323e-42])
29013   , -1822.79    , array([ 0.0123761  ,  8.40227    ,  0.000700145,  2.4308e-42 ])
29014   , -2414.36    , array([ 0.00609871 ,  8.40227    ,  0.00143927 ,  2.4308e-42 ])
29015   , -2414.36    , array([ 0.00609871 ,  8.40227    ,  0.00143927 ,  2.4308e-42 ])
29016   , -2412.86    , array([ 0.00610481 ,  8.40227    ,  0.00143927 ,  2.4308e-42 ])
29017   , -2414.36    , array([ 0.00609871 ,  8.41068    ,  0.00143927 ,  2.4308e-42 ])
29018   , -2415.81    , array([ 0.00609871 ,  8.40227    ,  0.00144071 ,  2.4308e-42 ])
29019   , -2414.36    , array([ 0.00609871 ,  8.40227    ,  0.00143927 ,  2.43323e-42])
29020   , -1790.23    , array([ 0.0106708  ,  8.40227    ,  0.000814239,  2.4308e-42 ])
29021   , -1790.23    , array([ 0.0106708  ,  8.40227    ,  0.000814239,  2.4308e-42 ])
29022   , -1790.26    , array([ 0.0106814  ,  8.40227    ,  0.000814239,  2.4308e-42 ])
29023   , -1790.23    , array([ 0.0106708  ,  8.41068    ,  0.000814239,  2.4308e-42 ])
29024   , -1790.18    , array([ 0.0106708  ,  8.40227    ,  0.000815054,  2.4308e-42 ])
29025   , -1790.23    , array([ 0.0106708  ,  8.40227    ,  0.000814239,  2.43323e-42])
29026   , -2526.54    , array([ 1.10673    ,  8.40227    ,  0.112543   ,  2.4308e-42 ])
29027   , -2526.54    , array([ 1.10673    ,  8.40227    ,  0.112543   ,  2.4308e-42 ])
29028   , -2528.42    , array([ 1.10784    ,  8.40227    ,  0.112543   ,  2.4308e-42 ])
29029   , -2526.54    , array([ 1.10673    ,  8.41068    ,  0.112543   ,  2.4308e-42 ])
29030   , -2526.69    , array([ 1.10673    ,  8.40227    ,  0.112656   ,  2.4308e-42 ])
