12246   , -2332.59    , array([ 0.0680464  ,  0.121176   ,  1.60728e-05,  5.6674e-32 ])
12247   , -2332.59    , array([ 0.0681145  ,  0.121176   ,  1.60728e-05,  5.6674e-32 ])
12248   , -2332.59    , array([ 0.0680464  ,  0.121297   ,  1.60728e-05,  5.6674e-32 ])
12249   , -2332.59    , array([ 0.0680464  ,  0.121176   ,  1.60889e-05,  5.6674e-32 ])
12250   , -2332.59    , array([ 0.0680464  ,  0.121176   ,  1.60728e-05,  5.67307e-32])
12251   , -2332.59    , array([ 0.0680464  ,  0.121176   ,  1.60728e-05,  5.6674e-32 ])
12252   , -2318.77    , array([ 0.0325137  ,  0.121176   ,  3.20115e-05,  5.6674e-32 ])
12253   , -2318.77    , array([ 0.0325137  ,  0.121176   ,  3.20115e-05,  5.6674e-32 ])
12254   , -2318.79    , array([ 0.0325462  ,  0.121176   ,  3.20115e-05,  5.6674e-32 ])
12255   , -2318.77    , array([ 0.0325137  ,  0.121297   ,  3.20115e-05,  5.6674e-32 ])
12256   , -2318.75    , array([ 0.0325137  ,  0.121176   ,  3.20435e-05,  5.6674e-32 ])
12257   , -2318.77    , array([ 0.0325137  ,  0.121176   ,  3.20115e-05,  5.67307e-32])
12258   , -2871.94    , array([ 0.00169477 ,  0.121176   ,  0.000503691,  5.6674e-32 ])
12259   , -2871.94    , array([ 0.00169477 ,  0.121176   ,  0.000503691,  5.6674e-32 ])
12260   , -2869.82    , array([ 0.00169647 ,  0.121176   ,  0.000503691,  5.6674e-32 ])
12261   , -2871.94    , array([ 0.00169477 ,  0.121297   ,  0.000503691,  5.6674e-32 ])
12262   , -2874.03    , array([ 0.00169477 ,  0.121176   ,  0.000504195,  5.6674e-32 ])
12263   , -2871.94    , array([ 0.00169477 ,  0.121176   ,  0.000503691,  5.67307e-32])
12264   , -2209.72    , array([ 0.0113948  ,  0.121176   ,  8.51348e-05,  5.6674e-32 ])
12265   , -2209.72    , array([ 0.0113948  ,  0.121176   ,  8.51348e-05,  5.6674e-32 ])
12266   , -2209.84    , array([ 0.0114062  ,  0.121176   ,  8.51348e-05,  5.6674e-32 ])
12267   , -2209.72    , array([ 0.0113948  ,  0.121297   ,  8.51348e-05,  5.6674e-32 ])
12268   , -2209.61    , array([ 0.0113948  ,  0.121176   ,  8.522e-05  ,  5.6674e-32 ])
12269   , -2209.72    , array([ 0.0113948  ,  0.121176   ,  8.51348e-05,  5.67307e-32])
12270   , -1807.28    , array([ 0.00372812 ,  0.121176   ,  0.000241414,  5.6674e-32 ])
12271   , -1807.28    , array([ 0.00372812 ,  0.121176   ,  0.000241414,  5.6674e-32 ])
12272   , -1807.38    , array([ 0.00373185 ,  0.121176   ,  0.000241414,  5.6674e-32 ])
12273   , -1807.28    , array([ 0.00372812 ,  0.121297   ,  0.000241414,  5.6674e-32 ])
12274   , -1807.17    , array([ 0.00372812 ,  0.121176   ,  0.000241655,  5.6674e-32 ])
12275   , -1807.28    , array([ 0.00372812 ,  0.121176   ,  0.000241414,  5.67307e-32])
12276   , -1810.89    , array([ 0.0030075  ,  0.121176   ,  0.000294976,  5.6674e-32 ])
12277   , -1810.89    , array([ 0.0030075  ,  0.121176   ,  0.000294976,  5.6674e-32 ])
12278   , -1810.74    , array([ 0.00301051 ,  0.121176   ,  0.000294976,  5.6674e-32 ])
12279   , -1810.89    , array([ 0.0030075  ,  0.121297   ,  0.000294976,  5.6674e-32 ])
12280   , -1811.05    , array([ 0.0030075  ,  0.121176   ,  0.000295271,  5.6674e-32 ])
12281   , -1810.89    , array([ 0.0030075  ,  0.121176   ,  0.000294976,  5.67307e-32])
12282   , -1795.61    , array([ 0.00336331 ,  0.121176   ,  0.000265756,  5.6674e-32 ])
12283   , -1795.61    , array([ 0.00336331 ,  0.121176   ,  0.000265756,  5.6674e-32 ])
12284   , -1795.62    , array([ 0.00336668 ,  0.121176   ,  0.000265756,  5.6674e-32 ])
12285   , -1795.61    , array([ 0.00336331 ,  0.121297   ,  0.000265756,  5.6674e-32 ])
12286   , -1795.61    , array([ 0.00336331 ,  0.121176   ,  0.000266022,  5.6674e-32 ])
12287   , -1795.61    , array([ 0.00336331 ,  0.121176   ,  0.000265756,  5.67307e-32])
12288   , -1795.6     , array([ 0.00335071 ,  0.121176   ,  0.000266689,  5.6674e-32 ])
12289   , -1795.6     , array([ 0.00335071 ,  0.121176   ,  0.000266689,  5.6674e-32 ])
12290   , -1795.6     , array([ 0.00335406 ,  0.121176   ,  0.000266689,  5.6674e-32 ])
12291   , -1795.6     , array([ 0.00335071 ,  0.121297   ,  0.000266689,  5.6674e-32 ])
12292   , -1795.6     , array([ 0.00335071 ,  0.121176   ,  0.000266956,  5.6674e-32 ])
12293   , -1795.6     , array([ 0.00335071 ,  0.121176   ,  0.000266689,  5.67307e-32])
12294   , -2048.05    , array([ 0.00789826 ,  0.121176   ,  0.00135793 ,  5.6674e-32 ])
12295   , -2048.05    , array([ 0.00789826 ,  0.121176   ,  0.00135793 ,  5.6674e-32 ])
12296   , -2047.2     , array([ 0.00790616 ,  0.121176   ,  0.00135793 ,  5.6674e-32 ])
12297   , -2048.05    , array([ 0.00789826 ,  0.121297   ,  0.00135793 ,  5.6674e-32 ])
12298   , -2048.87    , array([ 0.00789826 ,  0.121176   ,  0.00135929 ,  5.6674e-32 ])
12299   , -2048.05    , array([ 0.00789826 ,  0.121176   ,  0.00135793 ,  5.67307e-32])
12300   , -1795.58    , array([ 0.00337296 ,  0.121176   ,  0.000270061,  5.6674e-32 ])
12301   , -1795.58    , array([ 0.00337296 ,  0.121176   ,  0.000270061,  5.6674e-32 ])
12302   , -1795.57    , array([ 0.00337634 ,  0.121176   ,  0.000270061,  5.6674e-32 ])
12303   , -1795.58    , array([ 0.00337296 ,  0.121297   ,  0.000270061,  5.6674e-32 ])
