254850  , -79089.4    , array([ 0.00456709 ,  0.172768   ,  0.000119916,  1.02434e-06,  7.5026e-12 ])
254851  , -79089.4    , array([ 0.00457166 ,  0.172768   ,  0.000119916,  1.02434e-06,  7.5026e-12 ])
254852  , -79089.4    , array([ 0.00456709 ,  0.172941   ,  0.000119916,  1.02434e-06,  7.5026e-12 ])
254853  , -79089.4    , array([ 0.00456709 ,  0.172768   ,  0.000120036,  1.02434e-06,  7.5026e-12 ])
254854  , -79089.4    , array([ 0.00456709 ,  0.172768   ,  0.000119916,  1.02536e-06,  7.5026e-12 ])
254855  , -79089.4    , array([ 0.00456709 ,  0.172768   ,  0.000119916,  1.02434e-06,  7.51011e-12])
254856  , -79089.4    , array([ 0.00456709 ,  0.172768   ,  0.000119916,  1.02434e-06,  7.5026e-12 ])
254857  , -79089.4    , array([ 0.0045611  ,  0.172759   ,  0.000119916,  1.02434e-06,  7.51284e-12])
254858  , -79089.4    , array([ 0.0045611  ,  0.172759   ,  0.000119916,  1.02434e-06,  7.51284e-12])
254859  , -79089.4    , array([ 0.00456567 ,  0.172759   ,  0.000119916,  1.02434e-06,  7.51284e-12])
254860  , -79089.4    , array([ 0.0045611  ,  0.172932   ,  0.000119916,  1.02434e-06,  7.51284e-12])
254861  , -79089.4    , array([ 0.0045611  ,  0.172759   ,  0.000120036,  1.02434e-06,  7.51284e-12])
254862  , -79089.4    , array([ 0.0045611  ,  0.172759   ,  0.000119916,  1.02536e-06,  7.51284e-12])
254863  , -79089.4    , array([ 0.0045611  ,  0.172759   ,  0.000119916,  1.02434e-06,  7.52036e-12])
254864  , -79089.4    , array([ 0.00453724 ,  0.172724   ,  0.000119916,  1.02434e-06,  7.55394e-12])
254865  , -79089.4    , array([ 0.00453724 ,  0.172724   ,  0.000119916,  1.02434e-06,  7.55394e-12])
254866  , -79089.4    , array([ 0.00454178 ,  0.172724   ,  0.000119916,  1.02434e-06,  7.55394e-12])
254867  , -79089.4    , array([ 0.00453724 ,  0.172897   ,  0.000119916,  1.02434e-06,  7.55394e-12])
254868  , -79089.4    , array([ 0.00453724 ,  0.172724   ,  0.000120036,  1.02434e-06,  7.55394e-12])
254869  , -79089.4    , array([ 0.00453724 ,  0.172724   ,  0.000119916,  1.02536e-06,  7.55394e-12])
254870  , -79089.4    , array([ 0.00453724 ,  0.172724   ,  0.000119916,  1.02434e-06,  7.56149e-12])
254871  , -79089.4    , array([ 0.00444303 ,  0.172583   ,  0.000119916,  1.02434e-06,  7.72057e-12])
254872  , -79089.4    , array([ 0.00444303 ,  0.172583   ,  0.000119916,  1.02434e-06,  7.72057e-12])
254873  , -79089.4    , array([ 0.00444748 ,  0.172583   ,  0.000119916,  1.02434e-06,  7.72057e-12])
254874  , -79089.4    , array([ 0.00444303 ,  0.172755   ,  0.000119916,  1.02434e-06,  7.72057e-12])
254875  , -79089.4    , array([ 0.00444303 ,  0.172583   ,  0.000120036,  1.02434e-06,  7.72057e-12])
254876  , -79089.4    , array([ 0.00444303 ,  0.172583   ,  0.000119916,  1.02536e-06,  7.72057e-12])
254877  , -79089.4    , array([ 0.00444303 ,  0.172583   ,  0.000119916,  1.02434e-06,  7.7283e-12 ])
254878  , -79089.4    , array([ 0.00408535 ,  0.172019   ,  0.000119916,  1.02434e-06,  8.42469e-12])
254879  , -79089.4    , array([ 0.00408535 ,  0.172019   ,  0.000119916,  1.02434e-06,  8.42469e-12])
254880  , -79089.4    , array([ 0.00408944 ,  0.172019   ,  0.000119916,  1.02434e-06,  8.42469e-12])
254881  , -79089.4    , array([ 0.00408535 ,  0.172191   ,  0.000119916,  1.02434e-06,  8.42469e-12])
254882  , -79089.4    , array([ 0.00408535 ,  0.172019   ,  0.000120036,  1.02434e-06,  8.42469e-12])
254883  , -79089.4    , array([ 0.00408535 ,  0.172019   ,  0.000119916,  1.02536e-06,  8.42469e-12])
254884  , -79089.4    , array([ 0.00408535 ,  0.172019   ,  0.000119916,  1.02434e-06,  8.43312e-12])
254885  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000119915,  1.02434e-06,  1.19446e-11])
254886  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000119915,  1.02434e-06,  1.19446e-11])
254887  , -79089.4    , array([ 0.00292324 ,  0.169783   ,  0.000119915,  1.02434e-06,  1.19446e-11])
254888  , -79089.4    , array([ 0.00292032 ,  0.169953   ,  0.000119915,  1.02434e-06,  1.19446e-11])
254889  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000120035,  1.02434e-06,  1.19446e-11])
254890  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000119915,  1.02536e-06,  1.19446e-11])
254891  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000119915,  1.02434e-06,  1.19565e-11])
254899  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000119915,  1.02434e-06,  1.19446e-11])
254900  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000119915,  1.02434e-06,  1.19446e-11])
254901  , -79089.4    , array([ 0.00292324 ,  0.169783   ,  0.000119915,  1.02434e-06,  1.19446e-11])
254902  , -79089.4    , array([ 0.00292032 ,  0.169953   ,  0.000119915,  1.02434e-06,  1.19446e-11])
254903  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000120035,  1.02434e-06,  1.19446e-11])
254904  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000119915,  1.02536e-06,  1.19446e-11])
254905  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000119915,  1.02434e-06,  1.19565e-11])
254906  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000119915,  1.02434e-06,  1.19446e-11])
254907  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000119915,  1.02434e-06,  1.19446e-11])
254908  , -79089.4    , array([ 0.00292324 ,  0.169783   ,  0.000119915,  1.02434e-06,  1.19446e-11])
254909  , -79089.4    , array([ 0.00292032 ,  0.169953   ,  0.000119915,  1.02434e-06,  1.19446e-11])
254910  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000120035,  1.02434e-06,  1.19446e-11])
254911  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000119915,  1.02536e-06,  1.19446e-11])
254912  , -79089.4    , array([ 0.00292032 ,  0.169783   ,  0.000119915,  1.02434e-06,  1.19565e-11])
254913  , -79089.4    , array([ 0.00149221 ,  0.165398   ,  0.000119915,  1.02434e-06,  2.40108e-11])
254914  , -79089.4    , array([ 0.00149221 ,  0.165398   ,  0.000119915,  1.02434e-06,  2.40108e-11])
254915  , -79089.4    , array([ 0.00149371 ,  0.165398   ,  0.000119915,  1.02434e-06,  2.40108e-11])
254916  , -79089.4    , array([ 0.00149221 ,  0.165564   ,  0.000119915,  1.02434e-06,  2.40108e-11])
254917  , -79089.4    , array([ 0.00149221 ,  0.165398   ,  0.000120035,  1.02434e-06,  2.40108e-11])
254918  , -79089.4    , array([ 0.00149221 ,  0.165398   ,  0.000119915,  1.02536e-06,  2.40108e-11])
254919  , -79089.4    , array([ 0.00149221 ,  0.165398   ,  0.000119915,  1.02434e-06,  2.40348e-11])
254920  , -79089.4    , array([ 0.00149221 ,  0.165398   ,  0.000119915,  1.02434e-06,  2.40108e-11])
254921  , -79089.4    , array([ 0.00149221 ,  0.165398   ,  0.000119915,  1.02434e-06,  2.40108e-11])
254922  , -79089.4    , array([ 0.00149371 ,  0.165398   ,  0.000119915,  1.02434e-06,  2.40108e-11])
254923  , -79089.4    , array([ 0.00149221 ,  0.165564   ,  0.000119915,  1.02434e-06,  2.40108e-11])
254924  , -79089.4    , array([ 0.00149221 ,  0.165398   ,  0.000120035,  1.02434e-06,  2.40108e-11])
254925  , -79089.4    , array([ 0.00149221 ,  0.165398   ,  0.000119915,  1.02536e-06,  2.40108e-11])
254926  , -79089.4    , array([ 0.00149221 ,  0.165398   ,  0.000119915,  1.02434e-06,  2.40348e-11])
254927  , -79089.4    , array([ 0.00149221 ,  0.165398   ,  0.000119915,  1.02434e-06,  2.40108e-11])
254928  , -79089.4    , array([ 0.00149221 ,  0.165398   ,  0.000119915,  1.02434e-06,  2.40108e-11])
254929  , -79089.4    , array([ 0.00149371 ,  0.165398   ,  0.000119915,  1.02434e-06,  2.40108e-11])
254930  , -79089.4    , array([ 0.00149221 ,  0.165564   ,  0.000119915,  1.02434e-06,  2.40108e-11])
