88906   , -78137      , array([ 1.30552    ,  0.624632   ,  4.88304e-27,  3.10968e-95,  0.000383012])
88907   , -78137.2    , array([ 1.30682    ,  0.624632   ,  4.88304e-27,  3.10968e-95,  0.000383012])
88908   , -78137.7    , array([ 1.30552    ,  0.625257   ,  4.88304e-27,  3.10968e-95,  0.000383012])
88909   , -78137      , array([ 1.30552    ,  0.624632   ,  4.88793e-27,  3.10968e-95,  0.000383012])
88910   , -78137      , array([ 1.30552    ,  0.624632   ,  4.88304e-27,  3.11279e-95,  0.000383012])
88911   , -78136      , array([ 1.30552    ,  0.624632   ,  4.88304e-27,  3.10968e-95,  0.000383395])
88912   , -78137      , array([ 1.30552    ,  0.624632   ,  4.88304e-27,  3.10968e-95,  0.000383012])
88913   , -75670.6    , array([ 1.07663    ,  0.344612   ,  4.88304e-27,  3.10968e-95,  0.000846662])
88914   , -75670.6    , array([ 1.07663    ,  0.344612   ,  4.88304e-27,  3.10968e-95,  0.000846662])
88915   , -75671.1    , array([ 1.0777     ,  0.344612   ,  4.88304e-27,  3.10968e-95,  0.000846662])
88916   , -75673.3    , array([ 1.07663    ,  0.344957   ,  4.88304e-27,  3.10968e-95,  0.000846662])
88917   , -75670.6    , array([ 1.07663    ,  0.344612   ,  4.88793e-27,  3.10968e-95,  0.000846662])
88918   , -75670.6    , array([ 1.07663    ,  0.344612   ,  4.88304e-27,  3.11279e-95,  0.000846662])
88919   , -75667.2    , array([ 1.07663    ,  0.344612   ,  4.88304e-27,  3.10968e-95,  0.000847509])
88920   , -7476.07    , array([ 0.497963   ,  0.0319269  ,  4.88304e-27,  3.10968e-95,  0.0202163  ])
88921   , -7476.07    , array([ 0.497963   ,  0.0319269  ,  4.88304e-27,  3.10968e-95,  0.0202163  ])
88922   , -7474.75    , array([ 0.498461   ,  0.0319269  ,  4.88304e-27,  3.10968e-95,  0.0202163  ])
88923   , -7457.31    , array([ 0.497963   ,  0.0319588  ,  4.88304e-27,  3.10968e-95,  0.0202163  ])
88924   , -7476.07    , array([ 0.497963   ,  0.0319269  ,  4.88793e-27,  3.10968e-95,  0.0202163  ])
88925   , -7476.07    , array([ 0.497963   ,  0.0319269  ,  4.88304e-27,  3.11279e-95,  0.0202163  ])
88926   , -7495.09    , array([ 0.497963   ,  0.0319269  ,  4.88304e-27,  3.10968e-95,  0.0202365  ])
88927   , -72117.1    , array([ 0.965595   ,  0.246313   ,  4.88304e-27,  3.10968e-95,  0.00132504 ])
88928   , -72117.1    , array([ 0.965595   ,  0.246313   ,  4.88304e-27,  3.10968e-95,  0.00132504 ])
88929   , -72118.1    , array([ 0.966561   ,  0.246313   ,  4.88304e-27,  3.10968e-95,  0.00132504 ])
88930   , -72122.7    , array([ 0.965595   ,  0.246559   ,  4.88304e-27,  3.10968e-95,  0.00132504 ])
88931   , -72117.1    , array([ 0.965595   ,  0.246313   ,  4.88793e-27,  3.10968e-95,  0.00132504 ])
88932   , -72117.1    , array([ 0.965595   ,  0.246313   ,  4.88304e-27,  3.11279e-95,  0.00132504 ])
88933   , -72110.6    , array([ 0.965595   ,  0.246313   ,  4.88304e-27,  3.10968e-95,  0.00132636 ])
88934   , -2144.51    , array([ 0.550001   ,  0.0433848  ,  4.88304e-27,  3.10968e-95,  0.0134299  ])
88935   , -2144.51    , array([ 0.550001   ,  0.0433848  ,  4.88304e-27,  3.10968e-95,  0.0134299  ])
88936   , -2144.05    , array([ 0.550551   ,  0.0433848  ,  4.88304e-27,  3.10968e-95,  0.0134299  ])
88937   , -2148.13    , array([ 0.550001   ,  0.0434282  ,  4.88304e-27,  3.10968e-95,  0.0134299  ])
88938   , -2144.51    , array([ 0.550001   ,  0.0433848  ,  4.88793e-27,  3.10968e-95,  0.0134299  ])
88939   , -2144.51    , array([ 0.550001   ,  0.0433848  ,  4.88304e-27,  3.11279e-95,  0.0134299  ])
88940   , -2140.97    , array([ 0.550001   ,  0.0433848  ,  4.88304e-27,  3.10968e-95,  0.0134433  ])
88941   , -1930.69    , array([ 0.540894   ,  0.0412064  ,  4.88304e-27,  3.10968e-95,  0.014385   ])
88942   , -1930.69    , array([ 0.540894   ,  0.0412064  ,  4.88304e-27,  3.10968e-95,  0.014385   ])
88943   , -1930.06    , array([ 0.541435   ,  0.0412064  ,  4.88304e-27,  3.10968e-95,  0.014385   ])
88944   , -1930.88    , array([ 0.540894   ,  0.0412477  ,  4.88304e-27,  3.10968e-95,  0.014385   ])
88945   , -1930.69    , array([ 0.540894   ,  0.0412064  ,  4.88793e-27,  3.10968e-95,  0.014385   ])
88946   , -1930.69    , array([ 0.540894   ,  0.0412064  ,  4.88304e-27,  3.11279e-95,  0.014385   ])
88947   , -1930.65    , array([ 0.540894   ,  0.0412064  ,  4.88304e-27,  3.10968e-95,  0.0143994  ])
88955   , -1948.67    , array([ 0.568767   ,  0.0398025  ,  4.88304e-27,  3.10968e-95,  0.0147938  ])
88956   , -1948.67    , array([ 0.568767   ,  0.0398025  ,  4.88304e-27,  3.10968e-95,  0.0147938  ])
88957   , -1948.07    , array([ 0.569336   ,  0.0398025  ,  4.88304e-27,  3.10968e-95,  0.0147938  ])
88958   , -1947.02    , array([ 0.568767   ,  0.0398424  ,  4.88304e-27,  3.10968e-95,  0.0147938  ])
88959   , -1948.67    , array([ 0.568767   ,  0.0398025  ,  4.88793e-27,  3.10968e-95,  0.0147938  ])
88960   , -1948.67    , array([ 0.568767   ,  0.0398025  ,  4.88304e-27,  3.11279e-95,  0.0147938  ])
