38365   , -2342.83    , array([ 7.18193    ,  0.764222   ,  0.000362576,  1.31098e-23])
38366   , -2342.83    , array([ 7.18911    ,  0.764222   ,  0.000362576,  1.31098e-23])
38367   , -2342.83    , array([ 7.18193    ,  0.764987   ,  0.000362576,  1.31098e-23])
38368   , -2342.84    , array([ 7.18193    ,  0.764222   ,  0.000362939,  1.31098e-23])
38369   , -2342.83    , array([ 7.18193    ,  0.764222   ,  0.000362576,  1.31229e-23])
38370   , -2342.83    , array([ 7.18193    ,  0.764222   ,  0.000362576,  1.31098e-23])
38371   , -2338.96    , array([ 6.11337    ,  0.764222   ,  0.000133776,  1.31098e-23])
38372   , -2338.96    , array([ 6.11337    ,  0.764222   ,  0.000133776,  1.31098e-23])
38373   , -2338.96    , array([ 6.11949    ,  0.764222   ,  0.000133776,  1.31098e-23])
38374   , -2338.96    , array([ 6.11337    ,  0.764987   ,  0.000133776,  1.31098e-23])
38375   , -2338.96    , array([ 6.11337    ,  0.764222   ,  0.000133909,  1.31098e-23])
38376   , -2338.96    , array([ 6.11337    ,  0.764222   ,  0.000133776,  1.31229e-23])
38377   , -2338       , array([ 5.00046    ,  0.764222   ,  7.79249e-05,  1.31098e-23])
38378   , -2338       , array([ 5.00046    ,  0.764222   ,  7.79249e-05,  1.31098e-23])
38379   , -2338       , array([ 5.00546    ,  0.764222   ,  7.79249e-05,  1.31098e-23])
38380   , -2338       , array([ 5.00046    ,  0.764987   ,  7.79249e-05,  1.31098e-23])
38381   , -2338       , array([ 5.00046    ,  0.764222   ,  7.80029e-05,  1.31098e-23])
38382   , -2338       , array([ 5.00046    ,  0.764222   ,  7.79249e-05,  1.31229e-23])
38383   , -2337.33    , array([ 3.31808    ,  0.764222   ,  3.9157e-05 ,  1.31098e-23])
38384   , -2337.33    , array([ 3.31808    ,  0.764222   ,  3.9157e-05 ,  1.31098e-23])
38385   , -2337.33    , array([ 3.3214     ,  0.764222   ,  3.9157e-05 ,  1.31098e-23])
38386   , -2337.33    , array([ 3.31808    ,  0.764987   ,  3.9157e-05 ,  1.31098e-23])
38387   , -2337.33    , array([ 3.31808    ,  0.764222   ,  3.91962e-05,  1.31098e-23])
38388   , -2337.33    , array([ 3.31808    ,  0.764222   ,  3.9157e-05 ,  1.31229e-23])
38389   , -2337       , array([ 1.90367    ,  0.764222   ,  2.11748e-05,  1.31098e-23])
38390   , -2337       , array([ 1.90367    ,  0.764222   ,  2.11748e-05,  1.31098e-23])
38391   , -2337       , array([ 1.90557    ,  0.764222   ,  2.11748e-05,  1.31098e-23])
38392   , -2337       , array([ 1.90367    ,  0.764987   ,  2.11748e-05,  1.31098e-23])
38393   , -2337       , array([ 1.90367    ,  0.764222   ,  2.1196e-05 ,  1.31098e-23])
38394   , -2337       , array([ 1.90367    ,  0.764222   ,  2.11748e-05,  1.31229e-23])
38395   , -2336.75    , array([ 0.787916   ,  0.764222   ,  1.07444e-05,  1.31098e-23])
38396   , -2336.75    , array([ 0.787916   ,  0.764222   ,  1.07444e-05,  1.31098e-23])
38397   , -2336.75    , array([ 0.788705   ,  0.764222   ,  1.07444e-05,  1.31098e-23])
38398   , -2336.75    , array([ 0.787916   ,  0.764987   ,  1.07444e-05,  1.31098e-23])
38399   , -2336.75    , array([ 0.787916   ,  0.764222   ,  1.07552e-05,  1.31098e-23])
38400   , -2336.75    , array([ 0.787916   ,  0.764222   ,  1.07444e-05,  1.31229e-23])
38401   , -2336.21    , array([ 0.0964985  ,  0.764222   ,  3.29147e-06,  1.31098e-23])
38402   , -2336.21    , array([ 0.0964985  ,  0.764222   ,  3.29147e-06,  1.31098e-23])
38403   , -2336.21    , array([ 0.096595   ,  0.764222   ,  3.29147e-06,  1.31098e-23])
38404   , -2336.21    , array([ 0.0964985  ,  0.764987   ,  3.29147e-06,  1.31098e-23])
38405   , -2336.21    , array([ 0.0964985  ,  0.764222   ,  3.29476e-06,  1.31098e-23])
38406   , -2336.21    , array([ 0.0964985  ,  0.764222   ,  3.29147e-06,  1.31229e-23])
38413   , -2336.21    , array([ 0.0964985  ,  0.764222   ,  3.29147e-06,  1.31098e-23])
38414   , -2336.21    , array([ 0.0964985  ,  0.764222   ,  3.29147e-06,  1.31098e-23])
38415   , -2336.21    , array([ 0.096595   ,  0.764222   ,  3.29147e-06,  1.31098e-23])
38416   , -2336.21    , array([ 0.0964985  ,  0.764987   ,  3.29147e-06,  1.31098e-23])
38417   , -2336.21    , array([ 0.0964985  ,  0.764222   ,  3.29476e-06,  1.31098e-23])
38418   , -2336.21    , array([ 0.0964985  ,  0.764222   ,  3.29147e-06,  1.31229e-23])
38419   , -2336.21    , array([ 0.0964985  ,  0.764222   ,  3.29147e-06,  1.31098e-23])
38420   , -2336.21    , array([ 0.0964985  ,  0.764222   ,  3.29147e-06,  1.31098e-23])
38421   , -2336.21    , array([ 0.096595   ,  0.764222   ,  3.29147e-06,  1.31098e-23])
38422   , -2336.21    , array([ 0.0964985  ,  0.764987   ,  3.29147e-06,  1.31098e-23])
38423   , -2336.21    , array([ 0.0964985  ,  0.764222   ,  3.29476e-06,  1.31098e-23])
38424   , -2336.21    , array([ 0.0964985  ,  0.764222   ,  3.29147e-06,  1.31229e-23])
38425   , -2332.72    , array([ 0.00144744 ,  0.764222   ,  3.08889e-07,  1.31098e-23])
38426   , -2332.72    , array([ 0.00144744 ,  0.764222   ,  3.08889e-07,  1.31098e-23])
38427   , -2332.73    , array([ 0.00144889 ,  0.764222   ,  3.08889e-07,  1.31098e-23])
38428   , -2332.72    , array([ 0.00144744 ,  0.764987   ,  3.08889e-07,  1.31098e-23])
38429   , -2332.72    , array([ 0.00144744 ,  0.764222   ,  3.09199e-07,  1.31098e-23])
