6457    , -2221.06    , array([ 27.238     ,  0.154097   ,  6.31855e-10,  0.00120869 ])
6458    , -2221.06    , array([ 27.2653    ,  0.154097   ,  6.31855e-10,  0.00120869 ])
6459    , -2221.18    , array([ 27.238     ,  0.154252   ,  6.31855e-10,  0.00120869 ])
6460    , -2221.06    , array([ 27.238     ,  0.154097   ,  6.32487e-10,  0.00120869 ])
6461    , -2220.95    , array([ 27.238     ,  0.154097   ,  6.31855e-10,  0.0012099  ])
6462    , -2221.06    , array([ 27.238     ,  0.154097   ,  6.31855e-10,  0.00120869 ])
6463    , -1948.57    , array([ 27.238     ,  0.0713642  ,  6.31855e-10,  0.00232423 ])
6464    , -1948.57    , array([ 27.238     ,  0.0713642  ,  6.31855e-10,  0.00232423 ])
6465    , -1948.57    , array([ 27.2653    ,  0.0713642  ,  6.31855e-10,  0.00232423 ])
6466    , -1948.83    , array([ 27.238     ,  0.0714356  ,  6.31855e-10,  0.00232423 ])
6467    , -1948.57    , array([ 27.238     ,  0.0713642  ,  6.32487e-10,  0.00232423 ])
6468    , -1948.32    , array([ 27.238     ,  0.0713642  ,  6.31855e-10,  0.00232656 ])
6469    , -2171.58    , array([ 27.238     ,  0.00328261 ,  6.31854e-10,  0.0317789  ])
6470    , -2171.58    , array([ 27.238     ,  0.00328261 ,  6.31854e-10,  0.0317789  ])
6471    , -2171.58    , array([ 27.2653    ,  0.00328261 ,  6.31854e-10,  0.0317789  ])
6472    , -2170.19    , array([ 27.238     ,  0.0032859  ,  6.31854e-10,  0.0317789  ])
6473    , -2171.58    , array([ 27.238     ,  0.00328261 ,  6.32487e-10,  0.0317789  ])
6474    , -2173.13    , array([ 27.238     ,  0.00328261 ,  6.31854e-10,  0.0318107  ])
6475    , -4687.83    , array([ 27.238     ,  0.0141978  ,  6.31855e-10,  0.0091606  ])
6476    , -4687.83    , array([ 27.238     ,  0.0141978  ,  6.31855e-10,  0.0091606  ])
6477    , -4687.83    , array([ 27.2653    ,  0.0141978  ,  6.31855e-10,  0.0091606  ])
6478    , -4684.13    , array([ 27.238     ,  0.014212   ,  6.31855e-10,  0.0091606  ])
6479    , -4687.83    , array([ 27.238     ,  0.0141978  ,  6.32487e-10,  0.0091606  ])
6480    , -4690.9     , array([ 27.238     ,  0.0141978  ,  6.31855e-10,  0.00916977 ])
6481    , -1804.04    , array([ 27.238     ,  0.0515564  ,  6.31855e-10,  0.00306346 ])
6482    , -1804.04    , array([ 27.238     ,  0.0515564  ,  6.31855e-10,  0.00306346 ])
6483    , -1804.04    , array([ 27.2653    ,  0.0515564  ,  6.31855e-10,  0.00306346 ])
