46874   , -79089.4    , array([ 2.11008    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46875   , -79089.4    , array([ 2.11008    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46876   , -79089.4    , array([ 3.11008    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46877   , -79089.4    , array([ 4.72811    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46878   , -79089.4    , array([ 3.11008    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46879   , -79089.4    , array([ 3.72811    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46880   , -79089.4    , array([ 4.11008    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46881   , -79089.4    , array([ 4.34615    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46882   , -79089.4    , array([ 4.49205    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46883   , -79089.4    , array([ 4.58222    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46884   , -79089.4    , array([ 4.63794    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46885   , -79089.4    , array([ 4.67239    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46886   , -79089.4    , array([ 4.69801    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46887   , -79089.4    , array([ 4.69801    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46888   , -79089.4    , array([ 4.69801    ,  1.50098    ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46890   , -79089.4    , array([ 4.69801    ,  0.500979   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46892   , -79089.4    , array([ 4.69801    ,  0.882945   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46893   , -79089.4    , array([ 4.69801    ,  0.691962   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46894   , -79089.4    , array([ 4.69801    ,  0.264911   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46895   , -79089.4    , array([ 4.69801    ,  0.119013   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46896   , -79089.4    , array([ 4.69801    ,  0.112359   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46897   , -79089.4    , array([ 4.69801    ,  0.0247308  ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46899   , -79089.4    , array([ 4.69801    ,  0.0582019  ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46901   , -79089.4    , array([ 4.69801    ,  0.0375156  ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46902   , -79089.4    , array([ 4.69801    ,  0.0168294  ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46903   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46904   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.06153e-40,  5.15754e-15,  3.297e-17  ])
46905   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1          ,  5.15754e-15,  3.297e-17  ])
46906   , -79089.4    , array([ 4.69801    ,  0.011946   ,  2.61803    ,  5.15754e-15,  3.297e-17  ])
46907   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1          ,  5.15754e-15,  3.297e-17  ])
46908   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.61803    ,  5.15754e-15,  3.297e-17  ])
46909   , -79089.4    , array([ 4.69801    ,  0.011946   ,  2          ,  5.15754e-15,  3.297e-17  ])
46910   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.30902    ,  5.15754e-15,  3.297e-17  ])
46911   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.19098    ,  5.15754e-15,  3.297e-17  ])
46912   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.42705    ,  5.15754e-15,  3.297e-17  ])
46913   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.5        ,  5.15754e-15,  3.297e-17  ])
46914   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.54508    ,  5.15754e-15,  3.297e-17  ])
46915   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.57295    ,  5.15754e-15,  3.297e-17  ])
46916   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.15754e-15,  3.297e-17  ])
46917   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.15754e-15,  3.297e-17  ])
46918   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  1          ,  3.297e-17  ])
46919   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  2.61803    ,  3.297e-17  ])
46920   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.23607    ,  3.297e-17  ])
46921   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  4.87426    ,  3.297e-17  ])
46922   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  9.47214    ,  3.297e-17  ])
46924   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  9.47214    ,  3.297e-17  ])
46925   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  7.8541     ,  3.297e-17  ])
46926   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  6.8541     ,  3.297e-17  ])
46927   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  6.23607    ,  3.297e-17  ])
46928   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.8541     ,  3.297e-17  ])
46929   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  3.297e-17  ])
46930   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.47214    ,  3.297e-17  ])
46931   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.7082     ,  3.297e-17  ])
46932   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.56185    ,  3.297e-17  ])
46933   , -79089.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  3.297e-17  ])
46934   , -62511.6    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  1          ])
46935   , -61012.7    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  2.61803    ])
46936   , -61586.5    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  1.8865     ])
46938   , -61012.7    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  2.61803    ])
46939   , -60615.2    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  3.61803    ])
46940   , -60488.4    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  4.23607    ])
46941   , -60415.2    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  4.7904     ])
46942   , -60439.8    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  4.57866    ])
46943   , -60398      , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  4.96063    ])
46945   , -60404.3    , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  4.89561    ])
46948   , -60398      , array([ 4.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  4.96063    ])
46949   , -61729.1    , array([ 5.69801    ,  0.011946   ,  1.59017    ,  5.61803    ,  4.96063    ])
46950   , -57784.6    , array([ 3.07997    ,  0.011946   ,  1.59017    ,  5.61803    ,  4.96063    ])
46951   , -51467.2    , array([ 0.46194    ,  0.011946   ,  1.59017    ,  5.61803    ,  4.96063    ])
46953   , -51467.2    , array([ 0.46194    ,  0.011946   ,  1.59017    ,  5.61803    ,  4.96063    ])
46955   , -54331.9    , array([ 1.46194    ,  0.011946   ,  1.59017    ,  5.61803    ,  4.96063    ])
46956   , -52933.7    , array([ 0.96188    ,  0.011946   ,  1.59017    ,  5.61803    ,  4.96063    ])
46958   , -52915.8    , array([ 0.225872   ,  0.011946   ,  1.59017    ,  5.61803    ,  4.96063    ])
46959   , -51771.4    , array([ 0.592885   ,  0.011946   ,  1.59017    ,  5.61803    ,  4.96063    ])
46960   , -51542.8    , array([ 0.504301   ,  0.011946   ,  1.59017    ,  5.61803    ,  4.96063    ])
46961   , -51466.5    , array([ 0.37177    ,  0.011946   ,  1.59017    ,  5.61803    ,  4.96063    ])
