80190   , -79088.4    , array([ 35.0265    ,  0.343315   ,  7.75764e-05,  0.0699977  ,  2.9996e-07 ])
80191   , -79088.4    , array([ 35.0615    ,  0.343315   ,  7.75764e-05,  0.0699977  ,  2.9996e-07 ])
80192   , -79088.4    , array([ 35.0265    ,  0.343658   ,  7.75764e-05,  0.0699977  ,  2.9996e-07 ])
80193   , -79088.4    , array([ 35.0265    ,  0.343315   ,  7.7654e-05 ,  0.0699977  ,  2.9996e-07 ])
80194   , -79088.4    , array([ 35.0265    ,  0.343315   ,  7.75764e-05,  0.0700677  ,  2.9996e-07 ])
80195   , -79088.4    , array([ 35.0265    ,  0.343315   ,  7.75764e-05,  0.0699977  ,  3.00261e-07])
80196   , -79088.4    , array([ 35.0265    ,  0.343315   ,  7.75764e-05,  0.0699977  ,  2.9996e-07 ])
80197   , -79085.1    , array([ 34.8613    ,  0.168835   ,  7.75764e-05,  0.0699961  ,  6.15379e-07])
80198   , -79085.1    , array([ 34.8613    ,  0.168835   ,  7.75764e-05,  0.0699961  ,  6.15379e-07])
80199   , -79085.1    , array([ 34.8961    ,  0.168835   ,  7.75764e-05,  0.0699961  ,  6.15379e-07])
80200   , -79085.1    , array([ 34.8613    ,  0.169004   ,  7.75764e-05,  0.0699961  ,  6.15379e-07])
80201   , -79085.1    , array([ 34.8613    ,  0.168835   ,  7.7654e-05 ,  0.0699961  ,  6.15379e-07])
80202   , -79085.1    , array([ 34.8613    ,  0.168835   ,  7.75764e-05,  0.0700661  ,  6.15379e-07])
80203   , -79085.1    , array([ 34.8613    ,  0.168835   ,  7.75764e-05,  0.0699961  ,  6.15995e-07])
80204   , -77806.3    , array([ 34.2081    ,  0.0098752  ,  7.75764e-05,  0.0699896  ,  1.09008e-05])
80205   , -77806.3    , array([ 34.2081    ,  0.0098752  ,  7.75764e-05,  0.0699896  ,  1.09008e-05])
80206   , -77806.3    , array([ 34.2424    ,  0.0098752  ,  7.75764e-05,  0.0699896  ,  1.09008e-05])
80207   , -77807.6    , array([ 34.2081    ,  0.00988508 ,  7.75764e-05,  0.0699896  ,  1.09008e-05])
80208   , -77806.3    , array([ 34.2081    ,  0.0098752  ,  7.7654e-05 ,  0.0699896  ,  1.09008e-05])
80209   , -77806.3    , array([ 34.2081    ,  0.0098752  ,  7.75764e-05,  0.0700596  ,  1.09008e-05])
80210   , -77805.1    , array([ 34.2081    ,  0.0098752  ,  7.75764e-05,  0.0699896  ,  1.09117e-05])
80218   , -77804.9    , array([ 34.208     ,  0.00986978 ,  7.75764e-05,  0.0699896  ,  1.09069e-05])
80219   , -77804.9    , array([ 34.208     ,  0.00986978 ,  7.75764e-05,  0.0699896  ,  1.09069e-05])
80220   , -77804.9    , array([ 34.2422    ,  0.00986978 ,  7.75764e-05,  0.0699896  ,  1.09069e-05])
80221   , -77806.2    , array([ 34.208     ,  0.00987965 ,  7.75764e-05,  0.0699896  ,  1.09069e-05])
80222   , -77804.9    , array([ 34.208     ,  0.00986978 ,  7.7654e-05 ,  0.0699896  ,  1.09069e-05])
80223   , -77804.9    , array([ 34.208     ,  0.00986978 ,  7.75764e-05,  0.0700596  ,  1.09069e-05])
80224   , -77803.7    , array([ 34.208     ,  0.00986978 ,  7.75764e-05,  0.0699896  ,  1.09178e-05])
80225   , -77803.5    , array([ 34.2079    ,  0.00986436 ,  7.75764e-05,  0.0699896  ,  1.09129e-05])
80226   , -77803.5    , array([ 34.2079    ,  0.00986436 ,  7.75764e-05,  0.0699896  ,  1.09129e-05])
80227   , -77803.5    , array([ 34.2421    ,  0.00986436 ,  7.75764e-05,  0.0699896  ,  1.09129e-05])
80228   , -77804.8    , array([ 34.2079    ,  0.00987423 ,  7.75764e-05,  0.0699896  ,  1.09129e-05])
80229   , -77803.5    , array([ 34.2079    ,  0.00986436 ,  7.7654e-05 ,  0.0699896  ,  1.09129e-05])
80230   , -77803.5    , array([ 34.2079    ,  0.00986436 ,  7.75764e-05,  0.0700596  ,  1.09129e-05])
80231   , -77802.2    , array([ 34.2079    ,  0.00986436 ,  7.75764e-05,  0.0699896  ,  1.09239e-05])
80239   , -77803.2    , array([ 34.2079    ,  0.009863   ,  7.75764e-05,  0.0699896  ,  1.09145e-05])
80240   , -77803.2    , array([ 34.2079    ,  0.009863   ,  7.75764e-05,  0.0699896  ,  1.09145e-05])
80241   , -77803.2    , array([ 34.2421    ,  0.009863   ,  7.75764e-05,  0.0699896  ,  1.09145e-05])
80242   , -77804.4    , array([ 34.2079    ,  0.00987287 ,  7.75764e-05,  0.0699896  ,  1.09145e-05])
80243   , -77803.2    , array([ 34.2079    ,  0.009863   ,  7.7654e-05 ,  0.0699896  ,  1.09145e-05])
80244   , -77803.2    , array([ 34.2079    ,  0.009863   ,  7.75764e-05,  0.0700596  ,  1.09145e-05])
80245   , -77801.9    , array([ 34.2079    ,  0.009863   ,  7.75764e-05,  0.0699896  ,  1.09254e-05])
80246   , -77802.8    , array([ 34.2078    ,  0.00986164 ,  7.75764e-05,  0.0699896  ,  1.0916e-05 ])
80247   , -77802.8    , array([ 34.2078    ,  0.00986164 ,  7.75764e-05,  0.0699896  ,  1.0916e-05 ])
80248   , -77802.8    , array([ 34.2421    ,  0.00986164 ,  7.75764e-05,  0.0699896  ,  1.0916e-05 ])
80249   , -77804.1    , array([ 34.2078    ,  0.00987151 ,  7.75764e-05,  0.0699896  ,  1.0916e-05 ])
80250   , -77802.8    , array([ 34.2078    ,  0.00986164 ,  7.7654e-05 ,  0.0699896  ,  1.0916e-05 ])
80251   , -77802.8    , array([ 34.2078    ,  0.00986164 ,  7.75764e-05,  0.0700596  ,  1.0916e-05 ])
80252   , -77801.5    , array([ 34.2078    ,  0.00986164 ,  7.75764e-05,  0.0699896  ,  1.09269e-05])
80260   , -77802.7    , array([ 34.2078    ,  0.0098613  ,  7.75764e-05,  0.0699896  ,  1.09164e-05])
80261   , -77802.7    , array([ 34.2078    ,  0.0098613  ,  7.75764e-05,  0.0699896  ,  1.09164e-05])
80262   , -77802.7    , array([ 34.2421    ,  0.0098613  ,  7.75764e-05,  0.0699896  ,  1.09164e-05])
80263   , -77804      , array([ 34.2078    ,  0.00987117 ,  7.75764e-05,  0.0699896  ,  1.09164e-05])
80264   , -77802.7    , array([ 34.2078    ,  0.0098613  ,  7.7654e-05 ,  0.0699896  ,  1.09164e-05])
80265   , -77802.7    , array([ 34.2078    ,  0.0098613  ,  7.75764e-05,  0.0700596  ,  1.09164e-05])
80266   , -77801.5    , array([ 34.2078    ,  0.0098613  ,  7.75764e-05,  0.0699896  ,  1.09273e-05])
80267   , -77802.6    , array([ 34.2078    ,  0.00986096 ,  7.75764e-05,  0.0699896  ,  1.09167e-05])
80268   , -77802.6    , array([ 34.2078    ,  0.00986096 ,  7.75764e-05,  0.0699896  ,  1.09167e-05])
80269   , -77802.6    , array([ 34.242     ,  0.00986096 ,  7.75764e-05,  0.0699896  ,  1.09167e-05])
80270   , -77803.9    , array([ 34.2078    ,  0.00987083 ,  7.75764e-05,  0.0699896  ,  1.09167e-05])
80271   , -77802.6    , array([ 34.2078    ,  0.00986096 ,  7.7654e-05 ,  0.0699896  ,  1.09167e-05])
80272   , -77802.6    , array([ 34.2078    ,  0.00986096 ,  7.75764e-05,  0.0700596  ,  1.09167e-05])
80273   , -77801.4    , array([ 34.2078    ,  0.00986096 ,  7.75764e-05,  0.0699896  ,  1.09277e-05])
80274   , -60157      , array([ 33.8859    ,  0.00238542 ,  7.75764e-05,  0.0699863  ,  4.59351e-05])
80275   , -60157      , array([ 33.8859    ,  0.00238542 ,  7.75764e-05,  0.0699863  ,  4.59351e-05])
80276   , -60157      , array([ 33.9198    ,  0.00238542 ,  7.75764e-05,  0.0699863  ,  4.59351e-05])
80277   , -60172.9    , array([ 33.8859    ,  0.00238781 ,  7.75764e-05,  0.0699863  ,  4.59351e-05])
80278   , -60157      , array([ 33.8859    ,  0.00238542 ,  7.7654e-05 ,  0.0699863  ,  4.59351e-05])
80279   , -60157      , array([ 33.8859    ,  0.00238542 ,  7.75764e-05,  0.0700563  ,  4.59351e-05])
80280   , -60141.2    , array([ 33.8859    ,  0.00238542 ,  7.75764e-05,  0.0699863  ,  4.59811e-05])
80281   , -60153.6    , array([ 33.8859    ,  0.00238517 ,  7.75764e-05,  0.0699863  ,  4.59401e-05])
80282   , -60153.6    , array([ 33.8859    ,  0.00238517 ,  7.75764e-05,  0.0699863  ,  4.59401e-05])
80283   , -60153.6    , array([ 33.9198    ,  0.00238517 ,  7.75764e-05,  0.0699863  ,  4.59401e-05])
80284   , -60169.5    , array([ 33.8859    ,  0.00238755 ,  7.75764e-05,  0.0699863  ,  4.59401e-05])
80285   , -60153.6    , array([ 33.8859    ,  0.00238517 ,  7.7654e-05 ,  0.0699863  ,  4.59401e-05])
80286   , -60153.6    , array([ 33.8859    ,  0.00238517 ,  7.75764e-05,  0.0700563  ,  4.59401e-05])
80287   , -60137.8    , array([ 33.8859    ,  0.00238517 ,  7.75764e-05,  0.0699863  ,  4.59861e-05])
80288   , -60150.2    , array([ 33.8859    ,  0.00238491 ,  7.75764e-05,  0.0699863  ,  4.59451e-05])
80289   , -60150.2    , array([ 33.8859    ,  0.00238491 ,  7.75764e-05,  0.0699863  ,  4.59451e-05])
80290   , -60150.2    , array([ 33.9198    ,  0.00238491 ,  7.75764e-05,  0.0699863  ,  4.59451e-05])
80291   , -60166.1    , array([ 33.8859    ,  0.0023873  ,  7.75764e-05,  0.0699863  ,  4.59451e-05])
80292   , -60150.2    , array([ 33.8859    ,  0.00238491 ,  7.7654e-05 ,  0.0699863  ,  4.59451e-05])
80293   , -60150.2    , array([ 33.8859    ,  0.00238491 ,  7.75764e-05,  0.0700563  ,  4.59451e-05])
80294   , -60134.4    , array([ 33.8859    ,  0.00238491 ,  7.75764e-05,  0.0699863  ,  4.5991e-05 ])
80295   , -27795      , array([ 33.7261    ,  0.00117312 ,  7.75764e-05,  0.0699847  ,  9.42362e-05])
80296   , -27795      , array([ 33.7261    ,  0.00117312 ,  7.75764e-05,  0.0699847  ,  9.42362e-05])
80297   , -27795      , array([ 33.7598    ,  0.00117312 ,  7.75764e-05,  0.0699847  ,  9.42362e-05])
80298   , -27821.7    , array([ 33.7261    ,  0.00117429 ,  7.75764e-05,  0.0699847  ,  9.42362e-05])
