324775  , -21358      , array([ 0.398848   ,  0.00957807 ,  5.05001e-41,  3.26214e-68,  0.000968529])
324776  , -21358.3    , array([ 0.399247   ,  0.00957807 ,  5.05001e-41,  3.26214e-68,  0.000968529])
324777  , -21383.3    , array([ 0.398848   ,  0.00958765 ,  5.05001e-41,  3.26214e-68,  0.000968529])
324778  , -21358      , array([ 0.398848   ,  0.00957807 ,  5.05506e-41,  3.26214e-68,  0.000968529])
324779  , -21358      , array([ 0.398848   ,  0.00957807 ,  5.05001e-41,  3.26541e-68,  0.000968529])
324780  , -21332.3    , array([ 0.398848   ,  0.00957807 ,  5.05001e-41,  3.26214e-68,  0.000969498])
324781  , -21358      , array([ 0.398848   ,  0.00957807 ,  5.05001e-41,  3.26214e-68,  0.000968529])
324782  , -3113.31    , array([ 0.395049   ,  0.00471275 ,  5.05001e-41,  3.26214e-68,  0.0019879  ])
324783  , -3113.31    , array([ 0.395049   ,  0.00471275 ,  5.05001e-41,  3.26214e-68,  0.0019879  ])
324784  , -3113.35    , array([ 0.395444   ,  0.00471275 ,  5.05001e-41,  3.26214e-68,  0.0019879  ])
324785  , -3106.66    , array([ 0.395049   ,  0.00471747 ,  5.05001e-41,  3.26214e-68,  0.0019879  ])
324786  , -3113.31    , array([ 0.395049   ,  0.00471275 ,  5.05506e-41,  3.26214e-68,  0.0019879  ])
324787  , -3113.31    , array([ 0.395049   ,  0.00471275 ,  5.05001e-41,  3.26541e-68,  0.0019879  ])
324788  , -3119.72    , array([ 0.395049   ,  0.00471275 ,  5.05001e-41,  3.26214e-68,  0.00198988 ])
324796  , -3110.83    , array([ 0.392996   ,  0.00474306 ,  5.05001e-41,  3.26214e-68,  0.00200051 ])
324797  , -3110.83    , array([ 0.392996   ,  0.00474306 ,  5.05001e-41,  3.26214e-68,  0.00200051 ])
324798  , -3110.87    , array([ 0.393389   ,  0.00474306 ,  5.05001e-41,  3.26214e-68,  0.00200051 ])
324799  , -3104.19    , array([ 0.392996   ,  0.00474781 ,  5.05001e-41,  3.26214e-68,  0.00200051 ])
324800  , -3110.83    , array([ 0.392996   ,  0.00474306 ,  5.05506e-41,  3.26214e-68,  0.00200051 ])
324801  , -3110.83    , array([ 0.392996   ,  0.00474306 ,  5.05001e-41,  3.26541e-68,  0.00200051 ])
324802  , -3117.24    , array([ 0.392996   ,  0.00474306 ,  5.05001e-41,  3.26214e-68,  0.00200251 ])
324803  , -3108.34    , array([ 0.39095    ,  0.00477362 ,  5.05001e-41,  3.26214e-68,  0.00201322 ])
324804  , -3108.34    , array([ 0.39095    ,  0.00477362 ,  5.05001e-41,  3.26214e-68,  0.00201322 ])
324805  , -3108.38    , array([ 0.391341   ,  0.00477362 ,  5.05001e-41,  3.26214e-68,  0.00201322 ])
324806  , -3101.7     , array([ 0.39095    ,  0.0047784  ,  5.05001e-41,  3.26214e-68,  0.00201322 ])
324807  , -3108.34    , array([ 0.39095    ,  0.00477362 ,  5.05506e-41,  3.26214e-68,  0.00201322 ])
324808  , -3108.34    , array([ 0.39095    ,  0.00477362 ,  5.05001e-41,  3.26541e-68,  0.00201322 ])
324809  , -3114.74    , array([ 0.39095    ,  0.00477362 ,  5.05001e-41,  3.26214e-68,  0.00201523 ])
324817  , -3107.71    , array([ 0.390439   ,  0.00478131 ,  5.05001e-41,  3.26214e-68,  0.00201642 ])
324818  , -3107.71    , array([ 0.390439   ,  0.00478131 ,  5.05001e-41,  3.26214e-68,  0.00201642 ])
324819  , -3107.76    , array([ 0.390829   ,  0.00478131 ,  5.05001e-41,  3.26214e-68,  0.00201642 ])
324820  , -3101.08    , array([ 0.390439   ,  0.00478609 ,  5.05001e-41,  3.26214e-68,  0.00201642 ])
324821  , -3107.71    , array([ 0.390439   ,  0.00478131 ,  5.05506e-41,  3.26214e-68,  0.00201642 ])
324822  , -3107.71    , array([ 0.390439   ,  0.00478131 ,  5.05001e-41,  3.26541e-68,  0.00201642 ])
324823  , -3114.12    , array([ 0.390439   ,  0.00478131 ,  5.05001e-41,  3.26214e-68,  0.00201844 ])
324824  , -3107.09    , array([ 0.389928   ,  0.00478901 ,  5.05001e-41,  3.26214e-68,  0.00201962 ])
