6719    , -11334.5    , array([ 0.155459   ,  0.668384   ,  3.6419     ,  0.11191    ])
6720    , -11324.3    , array([ 0.155615   ,  0.668384   ,  3.6419     ,  0.11191    ])
6721    , -11341.9    , array([ 0.155459   ,  0.669052   ,  3.6419     ,  0.11191    ])
6722    , -11334.5    , array([ 0.155459   ,  0.668384   ,  3.64554    ,  0.11191    ])
6723    , -11337.4    , array([ 0.155459   ,  0.668384   ,  3.6419     ,  0.112022   ])
6724    , -11334.5    , array([ 0.155459   ,  0.668384   ,  3.6419     ,  0.11191    ])
6725    , -2609.12    , array([ 0.346096   ,  0.377107   ,  3.6419     ,  0.0890901  ])
6726    , -2609.12    , array([ 0.346096   ,  0.377107   ,  3.6419     ,  0.0890901  ])
6727    , -2605.74    , array([ 0.346442   ,  0.377107   ,  3.6419     ,  0.0890901  ])
6728    , -2612.37    , array([ 0.346096   ,  0.377484   ,  3.6419     ,  0.0890901  ])
6729    , -2609.12    , array([ 0.346096   ,  0.377107   ,  3.64554    ,  0.0890901  ])
6730    , -2609.25    , array([ 0.346096   ,  0.377107   ,  3.6419     ,  0.0891793  ])
6737    , -2608.6     , array([ 0.346087   ,  0.377034   ,  3.64189    ,  0.0891098  ])
6738    , -2608.6     , array([ 0.346087   ,  0.377034   ,  3.64189    ,  0.0891098  ])
6739    , -2605.23    , array([ 0.346433   ,  0.377034   ,  3.64189    ,  0.0891098  ])
6740    , -2611.85    , array([ 0.346087   ,  0.377411   ,  3.64189    ,  0.0891098  ])
6741    , -2608.61    , array([ 0.346087   ,  0.377034   ,  3.64554    ,  0.0891098  ])
6742    , -2608.73    , array([ 0.346087   ,  0.377034   ,  3.64189    ,  0.089199   ])
6743    , -2608.08    , array([ 0.346078   ,  0.37696    ,  3.64189    ,  0.0891295  ])
6744    , -2608.08    , array([ 0.346078   ,  0.37696    ,  3.64189    ,  0.0891295  ])
6745    , -2604.71    , array([ 0.346424   ,  0.37696    ,  3.64189    ,  0.0891295  ])
6746    , -2611.33    , array([ 0.346078   ,  0.377337   ,  3.64189    ,  0.0891295  ])
6747    , -2608.09    , array([ 0.346078   ,  0.37696    ,  3.64553    ,  0.0891295  ])
6748    , -2608.21    , array([ 0.346078   ,  0.37696    ,  3.64189    ,  0.0892187  ])
6749    , -2336.8     , array([ 0.222742   ,  0.0136283  ,  3.57751    ,  3.84138    ])
6750    , -2336.8     , array([ 0.222742   ,  0.0136283  ,  3.57751    ,  3.84138    ])
6751    , -2336.8     , array([ 0.222965   ,  0.0136283  ,  3.57751    ,  3.84138    ])
6752    , -2336.8     , array([ 0.222742   ,  0.0136419  ,  3.57751    ,  3.84138    ])
6753    , -2336.8     , array([ 0.222742   ,  0.0136283  ,  3.58109    ,  3.84138    ])
6754    , -2336.8     , array([ 0.222742   ,  0.0136283  ,  3.57751    ,  3.84522    ])
