64839   , -78687.4    , array([ 4.27684    ,  0.00448487 ,  1.42015e-15,  1.82824e-36,  1.5389e-06 ])
64840   , -78687.4    , array([ 4.28112    ,  0.00448487 ,  1.42015e-15,  1.82824e-36,  1.5389e-06 ])
64841   , -78687.8    , array([ 4.27684    ,  0.00448935 ,  1.42015e-15,  1.82824e-36,  1.5389e-06 ])
64842   , -78687.4    , array([ 4.27684    ,  0.00448487 ,  1.42157e-15,  1.82824e-36,  1.5389e-06 ])
64843   , -78687.4    , array([ 4.27684    ,  0.00448487 ,  1.42015e-15,  1.83007e-36,  1.5389e-06 ])
64844   , -78687      , array([ 4.27684    ,  0.00448487 ,  1.42015e-15,  1.82824e-36,  1.54044e-06])
64845   , -78687.4    , array([ 4.27684    ,  0.00448487 ,  1.42015e-15,  1.82824e-36,  1.5389e-06 ])
64846   , -77430.8    , array([ 4.27467    ,  0.00219715 ,  1.42015e-15,  1.82824e-36,  3.1452e-06 ])
64847   , -77430.8    , array([ 4.27467    ,  0.00219715 ,  1.42015e-15,  1.82824e-36,  3.1452e-06 ])
64848   , -77430.8    , array([ 4.27895    ,  0.00219715 ,  1.42015e-15,  1.82824e-36,  3.1452e-06 ])
64849   , -77432.5    , array([ 4.27467    ,  0.00219935 ,  1.42015e-15,  1.82824e-36,  3.1452e-06 ])
64850   , -77430.8    , array([ 4.27467    ,  0.00219715 ,  1.42157e-15,  1.82824e-36,  3.1452e-06 ])
64851   , -77430.8    , array([ 4.27467    ,  0.00219715 ,  1.42015e-15,  1.83007e-36,  3.1452e-06 ])
64852   , -77429.2    , array([ 4.27467    ,  0.00219715 ,  1.42015e-15,  1.82824e-36,  3.14835e-06])
64860   , -77430.7    , array([ 4.27467    ,  0.00219706 ,  1.42015e-15,  1.82824e-36,  3.14534e-06])
64861   , -77430.7    , array([ 4.27467    ,  0.00219706 ,  1.42015e-15,  1.82824e-36,  3.14534e-06])
64862   , -77430.7    , array([ 4.27895    ,  0.00219706 ,  1.42015e-15,  1.82824e-36,  3.14534e-06])
64863   , -77432.3    , array([ 4.27467    ,  0.00219925 ,  1.42015e-15,  1.82824e-36,  3.14534e-06])
64864   , -77430.7    , array([ 4.27467    ,  0.00219706 ,  1.42157e-15,  1.82824e-36,  3.14534e-06])
64865   , -77430.7    , array([ 4.27467    ,  0.00219706 ,  1.42015e-15,  1.83007e-36,  3.14534e-06])
64866   , -77429.1    , array([ 4.27467    ,  0.00219706 ,  1.42015e-15,  1.82824e-36,  3.14849e-06])
64867   , -77430.5    , array([ 4.27467    ,  0.00219696 ,  1.42015e-15,  1.82824e-36,  3.14548e-06])
64868   , -77430.5    , array([ 4.27467    ,  0.00219696 ,  1.42015e-15,  1.82824e-36,  3.14548e-06])
64869   , -77430.5    , array([ 4.27895    ,  0.00219696 ,  1.42015e-15,  1.82824e-36,  3.14548e-06])
64870   , -77432.2    , array([ 4.27467    ,  0.00219916 ,  1.42015e-15,  1.82824e-36,  3.14548e-06])
64871   , -77430.5    , array([ 4.27467    ,  0.00219696 ,  1.42157e-15,  1.82824e-36,  3.14548e-06])
64872   , -77430.5    , array([ 4.27467    ,  0.00219696 ,  1.42015e-15,  1.83007e-36,  3.14548e-06])
64873   , -77428.9    , array([ 4.27467    ,  0.00219696 ,  1.42015e-15,  1.82824e-36,  3.14863e-06])
64881   , -77430.5    , array([ 4.27467    ,  0.00219693 ,  1.42015e-15,  1.82824e-36,  3.14552e-06])
64882   , -77430.5    , array([ 4.27467    ,  0.00219693 ,  1.42015e-15,  1.82824e-36,  3.14552e-06])
64883   , -77430.5    , array([ 4.27895    ,  0.00219693 ,  1.42015e-15,  1.82824e-36,  3.14552e-06])
64884   , -77432.1    , array([ 4.27467    ,  0.00219913 ,  1.42015e-15,  1.82824e-36,  3.14552e-06])
64885   , -77430.5    , array([ 4.27467    ,  0.00219693 ,  1.42157e-15,  1.82824e-36,  3.14552e-06])
64886   , -77430.5    , array([ 4.27467    ,  0.00219693 ,  1.42015e-15,  1.83007e-36,  3.14552e-06])
64887   , -77428.9    , array([ 4.27467    ,  0.00219693 ,  1.42015e-15,  1.82824e-36,  3.14867e-06])
64888   , -77430.5    , array([ 4.27467    ,  0.00219691 ,  1.42015e-15,  1.82824e-36,  3.14555e-06])
64889   , -77430.5    , array([ 4.27467    ,  0.00219691 ,  1.42015e-15,  1.82824e-36,  3.14555e-06])
64890   , -77430.5    , array([ 4.27895    ,  0.00219691 ,  1.42015e-15,  1.82824e-36,  3.14555e-06])
64891   , -77432.1    , array([ 4.27467    ,  0.00219911 ,  1.42015e-15,  1.82824e-36,  3.14555e-06])
64892   , -77430.5    , array([ 4.27467    ,  0.00219691 ,  1.42157e-15,  1.82824e-36,  3.14555e-06])
