7309    , -2301.88    , array([ 0.1175     ,  0.0108085  ,  4.53333e-86,  2.04404e-05])
7310    , -2301.88    , array([ 0.117618   ,  0.0108085  ,  4.53333e-86,  2.04404e-05])
7311    , -2301.91    , array([ 0.1175     ,  0.0108193  ,  4.53333e-86,  2.04404e-05])
7312    , -2301.88    , array([ 0.1175     ,  0.0108085  ,  4.53787e-86,  2.04404e-05])
7313    , -2301.84    , array([ 0.1175     ,  0.0108085  ,  4.53333e-86,  2.04609e-05])
7314    , -2301.88    , array([ 0.1175     ,  0.0108085  ,  4.53333e-86,  2.04404e-05])
7315    , -2202.7     , array([ 0.1175     ,  0.00527317 ,  4.53333e-86,  4.16021e-05])
7316    , -2202.7     , array([ 0.1175     ,  0.00527317 ,  4.53333e-86,  4.16021e-05])
7317    , -2202.7     , array([ 0.117618   ,  0.00527317 ,  4.53333e-86,  4.16021e-05])
7318    , -2202.82    , array([ 0.1175     ,  0.00527845 ,  4.53333e-86,  4.16021e-05])
7319    , -2202.7     , array([ 0.1175     ,  0.00527317 ,  4.53787e-86,  4.16021e-05])
7320    , -2202.58    , array([ 0.1175     ,  0.00527317 ,  4.53333e-86,  4.16437e-05])
7327    , -2202.7     , array([ 0.1175     ,  0.00527315 ,  4.53333e-86,  4.16022e-05])
7328    , -2202.7     , array([ 0.1175     ,  0.00527315 ,  4.53333e-86,  4.16022e-05])
7329    , -2202.7     , array([ 0.117618   ,  0.00527315 ,  4.53333e-86,  4.16022e-05])
7330    , -2202.82    , array([ 0.1175     ,  0.00527843 ,  4.53333e-86,  4.16022e-05])
7331    , -2202.7     , array([ 0.1175     ,  0.00527315 ,  4.53787e-86,  4.16022e-05])
7332    , -2202.58    , array([ 0.1175     ,  0.00527315 ,  4.53333e-86,  4.16438e-05])
7333    , -2202.7     , array([ 0.1175     ,  0.00527314 ,  4.53333e-86,  4.16023e-05])
7334    , -2202.7     , array([ 0.1175     ,  0.00527314 ,  4.53333e-86,  4.16023e-05])
7335    , -2202.7     , array([ 0.117618   ,  0.00527314 ,  4.53333e-86,  4.16023e-05])
7336    , -2202.82    , array([ 0.1175     ,  0.00527841 ,  4.53333e-86,  4.16023e-05])
7337    , -2202.7     , array([ 0.1175     ,  0.00527314 ,  4.53787e-86,  4.16023e-05])
7338    , -2202.58    , array([ 0.1175     ,  0.00527314 ,  4.53333e-86,  4.1644e-05 ])
7339    , -1925.75    , array([ 0.1175     ,  0.00125511 ,  4.53333e-86,  0.000172332])
7340    , -1925.75    , array([ 0.1175     ,  0.00125511 ,  4.53333e-86,  0.000172332])
7341    , -1925.75    , array([ 0.117618   ,  0.00125511 ,  4.53333e-86,  0.000172332])
7342    , -1925.21    , array([ 0.1175     ,  0.00125636 ,  4.53333e-86,  0.000172332])
7343    , -1925.75    , array([ 0.1175     ,  0.00125511 ,  4.53787e-86,  0.000172332])
7344    , -1926.28    , array([ 0.1175     ,  0.00125511 ,  4.53333e-86,  0.000172505])
7345    , -2127.63    , array([ 0.1175     ,  0.00406167 ,  4.53333e-86,  5.38723e-05])
7346    , -2127.63    , array([ 0.1175     ,  0.00406167 ,  4.53333e-86,  5.38723e-05])
7347    , -2127.63    , array([ 0.117618   ,  0.00406167 ,  4.53333e-86,  5.38723e-05])
7348    , -2127.81    , array([ 0.1175     ,  0.00406574 ,  4.53333e-86,  5.38723e-05])
7349    , -2127.63    , array([ 0.1175     ,  0.00406167 ,  4.53787e-86,  5.38723e-05])
7350    , -2127.46    , array([ 0.1175     ,  0.00406167 ,  4.53333e-86,  5.39262e-05])
7351    , -1801.64    , array([ 0.1175     ,  0.00176256 ,  4.53333e-86,  0.000123128])
7352    , -1801.64    , array([ 0.1175     ,  0.00176256 ,  4.53333e-86,  0.000123128])
7353    , -1801.64    , array([ 0.117618   ,  0.00176256 ,  4.53333e-86,  0.000123128])
7354    , -1801.71    , array([ 0.1175     ,  0.00176432 ,  4.53333e-86,  0.000123128])
7355    , -1801.64    , array([ 0.1175     ,  0.00176256 ,  4.53787e-86,  0.000123128])
7356    , -1801.57    , array([ 0.1175     ,  0.00176256 ,  4.53333e-86,  0.000123251])
7357    , -1797.2     , array([ 0.1175     ,  0.00165231 ,  4.53333e-86,  0.00013126 ])
7358    , -1797.2     , array([ 0.1175     ,  0.00165231 ,  4.53333e-86,  0.00013126 ])
7359    , -1797.2     , array([ 0.117618   ,  0.00165231 ,  4.53333e-86,  0.00013126 ])
7360    , -1797.19    , array([ 0.1175     ,  0.00165396 ,  4.53333e-86,  0.00013126 ])
7361    , -1797.2     , array([ 0.1175     ,  0.00165231 ,  4.53787e-86,  0.00013126 ])
7362    , -1797.2     , array([ 0.1175     ,  0.00165231 ,  4.53333e-86,  0.000131392])
7363    , -1812.22    , array([ 0.1175     ,  0.002853   ,  4.53333e-86,  0.000177544])
7364    , -1812.22    , array([ 0.1175     ,  0.002853   ,  4.53333e-86,  0.000177544])
7365    , -1812.22    , array([ 0.117618   ,  0.002853   ,  4.53333e-86,  0.000177544])
7366    , -1812.35    , array([ 0.1175     ,  0.00285585 ,  4.53333e-86,  0.000177544])
7367    , -1812.22    , array([ 0.1175     ,  0.002853   ,  4.53787e-86,  0.000177544])
7368    , -1812.1     , array([ 0.1175     ,  0.002853   ,  4.53333e-86,  0.000177721])
7369    , -1797.18    , array([ 0.1175     ,  0.00167814 ,  4.53333e-86,  0.000132391])
7370    , -1797.18    , array([ 0.1175     ,  0.00167814 ,  4.53333e-86,  0.000132391])
7371    , -1797.18    , array([ 0.117618   ,  0.00167814 ,  4.53333e-86,  0.000132391])
7372    , -1797.18    , array([ 0.1175     ,  0.00167982 ,  4.53333e-86,  0.000132391])
7373    , -1797.18    , array([ 0.1175     ,  0.00167814 ,  4.53787e-86,  0.000132391])
7374    , -1797.17    , array([ 0.1175     ,  0.00167814 ,  4.53333e-86,  0.000132523])
7375    , -1797.1     , array([ 0.1175     ,  0.00175687 ,  4.53333e-86,  0.000138603])
7376    , -1797.1     , array([ 0.1175     ,  0.00175687 ,  4.53333e-86,  0.000138603])
7377    , -1797.1     , array([ 0.117618   ,  0.00175687 ,  4.53333e-86,  0.000138603])
7378    , -1797.1     , array([ 0.1175     ,  0.00175862 ,  4.53333e-86,  0.000138603])
7379    , -1797.1     , array([ 0.1175     ,  0.00175687 ,  4.53787e-86,  0.000138603])
7380    , -1797.1     , array([ 0.1175     ,  0.00175687 ,  4.53333e-86,  0.000138742])
7381    , -1796.78    , array([ 0.1175     ,  0.00211049 ,  4.53333e-86,  0.000166505])
7382    , -1796.78    , array([ 0.1175     ,  0.00211049 ,  4.53333e-86,  0.000166505])
7383    , -1796.78    , array([ 0.117618   ,  0.00211049 ,  4.53333e-86,  0.000166505])
7384    , -1796.78    , array([ 0.1175     ,  0.0021126  ,  4.53333e-86,  0.000166505])
7385    , -1796.78    , array([ 0.1175     ,  0.00211049 ,  4.53787e-86,  0.000166505])
7386    , -1796.77    , array([ 0.1175     ,  0.00211049 ,  4.53333e-86,  0.000166671])
7387    , -1794.68    , array([ 0.1175     ,  0.00439505 ,  4.53333e-86,  0.000346771])
7388    , -1794.68    , array([ 0.1175     ,  0.00439505 ,  4.53333e-86,  0.000346771])
7389    , -1794.68    , array([ 0.117618   ,  0.00439505 ,  4.53333e-86,  0.000346771])
7390    , -1794.69    , array([ 0.1175     ,  0.00439945 ,  4.53333e-86,  0.000346771])
7391    , -1794.68    , array([ 0.1175     ,  0.00439505 ,  4.53787e-86,  0.000346771])
7392    , -1794.67    , array([ 0.1175     ,  0.00439505 ,  4.53333e-86,  0.000347118])
7393    , -1737.54    , array([ 0.1175     ,  0.0826581  ,  4.53333e-86,  0.00652393 ])
7394    , -1737.54    , array([ 0.1175     ,  0.0826581  ,  4.53333e-86,  0.00652393 ])
7395    , -1737.54    , array([ 0.117618   ,  0.0826581  ,  4.53333e-86,  0.00652393 ])
7396    , -1737.68    , array([ 0.1175     ,  0.0827408  ,  4.53333e-86,  0.00652393 ])
7397    , -1737.54    , array([ 0.1175     ,  0.0826581  ,  4.53787e-86,  0.00652393 ])
7398    , -1737.36    , array([ 0.1175     ,  0.0826581  ,  4.53333e-86,  0.00653046 ])
7405    , -1737.54    , array([ 0.1175     ,  0.082659   ,  4.53333e-86,  0.006524   ])
7406    , -1737.54    , array([ 0.1175     ,  0.082659   ,  4.53333e-86,  0.006524   ])
7407    , -1737.54    , array([ 0.117618   ,  0.082659   ,  4.53333e-86,  0.006524   ])
7408    , -1737.68    , array([ 0.1175     ,  0.0827417  ,  4.53333e-86,  0.006524   ])
7409    , -1737.54    , array([ 0.1175     ,  0.082659   ,  4.53787e-86,  0.006524   ])
7410    , -1737.36    , array([ 0.1175     ,  0.082659   ,  4.53333e-86,  0.00653053 ])
7411    , -1737.54    , array([ 0.1175     ,  0.0826598  ,  4.53333e-86,  0.00652407 ])
7412    , -1737.54    , array([ 0.1175     ,  0.0826598  ,  4.53333e-86,  0.00652407 ])
7413    , -1737.54    , array([ 0.117618   ,  0.0826598  ,  4.53333e-86,  0.00652407 ])
7414    , -1737.68    , array([ 0.1175     ,  0.0827425  ,  4.53333e-86,  0.00652407 ])
7415    , -1737.54    , array([ 0.1175     ,  0.0826598  ,  4.53787e-86,  0.00652407 ])
7416    , -1737.36    , array([ 0.1175     ,  0.0826598  ,  4.53333e-86,  0.0065306  ])
7417    , -35055.9    , array([ 0.1175     ,  29.237     ,  4.53333e-86,  2.30912    ])
7418    , -35055.9    , array([ 0.1175     ,  29.237     ,  4.53333e-86,  2.30912    ])
7419    , -35055.9    , array([ 0.117618   ,  29.237     ,  4.53333e-86,  2.30912    ])
7420    , -35066.2    , array([ 0.1175     ,  29.2662    ,  4.53333e-86,  2.30912    ])
7421    , -35055.9    , array([ 0.1175     ,  29.237     ,  4.53787e-86,  2.30912    ])
7422    , -35063.5    , array([ 0.1175     ,  29.237     ,  4.53333e-86,  2.31143    ])
7423    , -1721.1     , array([ 0.1175     ,  0.116392   ,  4.53333e-86,  0.00918678 ])
7424    , -1721.1     , array([ 0.1175     ,  0.116392   ,  4.53333e-86,  0.00918678 ])
7425    , -1721.1     , array([ 0.117618   ,  0.116392   ,  4.53333e-86,  0.00918678 ])
7426    , -1721.29    , array([ 0.1175     ,  0.116508   ,  4.53333e-86,  0.00918678 ])
7427    , -1721.1     , array([ 0.1175     ,  0.116392   ,  4.53787e-86,  0.00918678 ])
