9192    , -427469     , array([ 0.511886   ,  0.0103597  ,  3.14276e-22,  5.24553e-37,  0.128723   ])
9193    , -427460     , array([ 0.512398   ,  0.0103597  ,  3.14276e-22,  5.24553e-37,  0.128723   ])
9194    , -427036     , array([ 0.511886   ,  0.0103701  ,  3.14276e-22,  5.24553e-37,  0.128723   ])
9195    , -427469     , array([ 0.511886   ,  0.0103597  ,  3.1459e-22 ,  5.24553e-37,  0.128723   ])
9196    , -427469     , array([ 0.511886   ,  0.0103597  ,  3.14276e-22,  5.25078e-37,  0.128723   ])
9197    , -427908     , array([ 0.511886   ,  0.0103597  ,  3.14276e-22,  5.24553e-37,  0.128851   ])
9198    , -427469     , array([ 0.511886   ,  0.0103597  ,  3.14276e-22,  5.24553e-37,  0.128723   ])
9199    , -91056.1    , array([ 0.519385   ,  0.0210461  ,  3.14276e-22,  5.24553e-37,  0.0626952  ])
9200    , -91056.1    , array([ 0.519385   ,  0.0210461  ,  3.14276e-22,  5.24553e-37,  0.0626952  ])
9201    , -91052.4    , array([ 0.519905   ,  0.0210461  ,  3.14276e-22,  5.24553e-37,  0.0626952  ])
9202    , -90949.3    , array([ 0.519385   ,  0.0210672  ,  3.14276e-22,  5.24553e-37,  0.0626952  ])
9203    , -91056.1    , array([ 0.519385   ,  0.0210461  ,  3.1459e-22 ,  5.24553e-37,  0.0626952  ])
9204    , -91056.1    , array([ 0.519385   ,  0.0210461  ,  3.14276e-22,  5.25078e-37,  0.0626952  ])
9205    , -91164      , array([ 0.519385   ,  0.0210461  ,  3.14276e-22,  5.24553e-37,  0.0627579  ])
9213    , -90561      , array([ 0.733712   ,  0.022495   ,  3.14276e-22,  5.24553e-37,  0.0672933  ])
9214    , -90561      , array([ 0.733712   ,  0.022495   ,  3.14276e-22,  5.24553e-37,  0.0672933  ])
9215    , -90559.1    , array([ 0.734447   ,  0.022495   ,  3.14276e-22,  5.24553e-37,  0.0672933  ])
9216    , -90453.7    , array([ 0.733712   ,  0.0225175  ,  3.14276e-22,  5.24553e-37,  0.0672933  ])
9217    , -90561      , array([ 0.733712   ,  0.022495   ,  3.1459e-22 ,  5.24553e-37,  0.0672933  ])
9218    , -90561      , array([ 0.733712   ,  0.022495   ,  3.14276e-22,  5.25078e-37,  0.0672933  ])
9219    , -90668.2    , array([ 0.733712   ,  0.022495   ,  3.14276e-22,  5.24553e-37,  0.0673607  ])
9220    , -90034.3    , array([ 0.973708   ,  0.0367247  ,  3.14276e-22,  5.24553e-37,  0.109426   ])
9221    , -90034.3    , array([ 0.973708   ,  0.0367247  ,  3.14276e-22,  5.24553e-37,  0.109426   ])
9222    , -90032.3    , array([ 0.974682   ,  0.0367247  ,  3.14276e-22,  5.24553e-37,  0.109426   ])
9223    , -89928.6    , array([ 0.973708   ,  0.0367614  ,  3.14276e-22,  5.24553e-37,  0.109426   ])
9224    , -90034.3    , array([ 0.973708   ,  0.0367247  ,  3.1459e-22 ,  5.24553e-37,  0.109426   ])
9225    , -90034.3    , array([ 0.973708   ,  0.0367247  ,  3.14276e-22,  5.25078e-37,  0.109426   ])
9226    , -90142.5    , array([ 0.973708   ,  0.0367247  ,  3.14276e-22,  5.24553e-37,  0.109536   ])
9227    , -88976      , array([ 0.972961   ,  0.036815   ,  3.14276e-22,  5.24553e-37,  0.108614   ])
9228    , -88976      , array([ 0.972961   ,  0.036815   ,  3.14276e-22,  5.24553e-37,  0.108614   ])
9229    , -88974      , array([ 0.973935   ,  0.036815   ,  3.14276e-22,  5.24553e-37,  0.108614   ])
9230    , -88871.3    , array([ 0.972961   ,  0.0368519  ,  3.14276e-22,  5.24553e-37,  0.108614   ])
9231    , -88976      , array([ 0.972961   ,  0.036815   ,  3.1459e-22 ,  5.24553e-37,  0.108614   ])
9232    , -88976      , array([ 0.972961   ,  0.036815   ,  3.14276e-22,  5.25078e-37,  0.108614   ])
