6477    , -4.2662e+06 , array([ 0.0017561  ,  48.8911    ,  8.35042e-66,  4.15661e-18,  3.56578    ])
6478    , -4.26589e+06, array([ 0.00175785 ,  48.8911    ,  8.35042e-66,  4.15661e-18,  3.56578    ])
6479    , -4.26643e+06, array([ 0.0017561  ,  48.94      ,  8.35042e-66,  4.15661e-18,  3.56578    ])
6480    , -4.2662e+06 , array([ 0.0017561  ,  48.8911    ,  8.35878e-66,  4.15661e-18,  3.56578    ])
6481    , -4.26617e+06, array([ 0.0017561  ,  48.8911    ,  8.35042e-66,  4.16077e-18,  3.56578    ])
6482    , -4.26625e+06, array([ 0.0017561  ,  48.8911    ,  8.35042e-66,  4.15661e-18,  3.56934    ])
6483    , -4.2662e+06 , array([ 0.0017561  ,  48.8911    ,  8.35042e-66,  4.15661e-18,  3.56578    ])
6484    , -3.80634e+06, array([ 0.0039437  ,  27.229     ,  8.49168e-66,  4.51807e-18,  3.1452     ])
6485    , -3.80634e+06, array([ 0.0039437  ,  27.229     ,  8.49168e-66,  4.51807e-18,  3.1452     ])
6486    , -3.80592e+06, array([ 0.00394765 ,  27.229     ,  8.49168e-66,  4.51807e-18,  3.1452     ])
6487    , -3.80668e+06, array([ 0.0039437  ,  27.2562    ,  8.49168e-66,  4.51807e-18,  3.1452     ])
6488    , -3.80634e+06, array([ 0.0039437  ,  27.229     ,  8.50018e-66,  4.51807e-18,  3.1452     ])
6489    , -3.80631e+06, array([ 0.0039437  ,  27.229     ,  8.49168e-66,  4.52259e-18,  3.1452     ])
6490    , -3.80639e+06, array([ 0.0039437  ,  27.229     ,  8.49168e-66,  4.51807e-18,  3.14835    ])
6491    , -854034     , array([ 0.100306   ,  2.61962    ,  9.08103e-66,  6.30679e-18,  1.90382    ])
6492    , -854034     , array([ 0.100306   ,  2.61962    ,  9.08103e-66,  6.30679e-18,  1.90382    ])
6493    , -853274     , array([ 0.100406   ,  2.61962    ,  9.08103e-66,  6.30679e-18,  1.90382    ])
6494    , -854042     , array([ 0.100306   ,  2.62224    ,  9.08103e-66,  6.30679e-18,  1.90382    ])
6495    , -854034     , array([ 0.100306   ,  2.61962    ,  9.09011e-66,  6.30679e-18,  1.90382    ])
6496    , -854034     , array([ 0.100306   ,  2.61962    ,  9.08103e-66,  6.3131e-18 ,  1.90382    ])
6497    , -854813     , array([ 0.100306   ,  2.61962    ,  9.08103e-66,  6.30679e-18,  1.90572    ])
6505    , -670753     , array([ 0.127007   ,  2.20841    ,  9.12558e-66,  6.46209e-18,  1.83537    ])
6506    , -670753     , array([ 0.127007   ,  2.20841    ,  9.12558e-66,  6.46209e-18,  1.83537    ])
6507    , -670172     , array([ 0.127134   ,  2.20841    ,  9.12558e-66,  6.46209e-18,  1.83537    ])
6508    , -670757     , array([ 0.127007   ,  2.21062    ,  9.12558e-66,  6.46209e-18,  1.83537    ])
6509    , -670753     , array([ 0.127007   ,  2.20841    ,  9.13471e-66,  6.46209e-18,  1.83537    ])
6510    , -670753     , array([ 0.127007   ,  2.20841    ,  9.12558e-66,  6.46856e-18,  1.83537    ])
6511    , -671355     , array([ 0.127007   ,  2.20841    ,  9.12558e-66,  6.46209e-18,  1.83721    ])
6512    , -321302     , array([ 0.272234   ,  1.27211    ,  9.27099e-66,  6.99038e-18,  1.63064    ])
6513    , -321302     , array([ 0.272234   ,  1.27211    ,  9.27099e-66,  6.99038e-18,  1.63064    ])
6514    , -321047     , array([ 0.272506   ,  1.27211    ,  9.27099e-66,  6.99038e-18,  1.63064    ])
6515    , -321286     , array([ 0.272234   ,  1.27339    ,  9.27099e-66,  6.99038e-18,  1.63064    ])
6516    , -321302     , array([ 0.272234   ,  1.27211    ,  9.28026e-66,  6.99038e-18,  1.63064    ])
6517    , -321302     , array([ 0.272234   ,  1.27211    ,  9.27099e-66,  6.99737e-18,  1.63064    ])
6518    , -321595     , array([ 0.272234   ,  1.27211    ,  9.27099e-66,  6.99038e-18,  1.63227    ])
