12698   , -2350.93    , array([ 0.0374201  ,  1.51237    ,  5.84802e-07,  0.00218888 ])
12699   , -2350.94    , array([ 0.0374576  ,  1.51237    ,  5.84802e-07,  0.00218888 ])
12700   , -2350.96    , array([ 0.0374201  ,  1.51388    ,  5.84802e-07,  0.00218888 ])
12701   , -2350.93    , array([ 0.0374201  ,  1.51237    ,  5.85387e-07,  0.00218888 ])
12702   , -2350.95    , array([ 0.0374201  ,  1.51237    ,  5.84802e-07,  0.00219107 ])
12703   , -2350.93    , array([ 0.0374201  ,  1.51237    ,  5.84802e-07,  0.00218888 ])
12704   , -2320.17    , array([ 0.0370586  ,  0.61582    ,  5.90298e-07,  0.00138021 ])
12705   , -2320.17    , array([ 0.0370586  ,  0.61582    ,  5.90298e-07,  0.00138021 ])
12706   , -2320.17    , array([ 0.0370957  ,  0.61582    ,  5.90298e-07,  0.00138021 ])
12707   , -2320.21    , array([ 0.0370586  ,  0.616437   ,  5.90298e-07,  0.00138021 ])
12708   , -2320.17    , array([ 0.0370586  ,  0.61582    ,  5.90889e-07,  0.00138021 ])
12709   , -2320.15    , array([ 0.0370586  ,  0.61582    ,  5.90298e-07,  0.00138159 ])
12710   , -2134.29    , array([ 0.035647   ,  0.0169294  ,  6.12806e-07,  0.000218196])
12711   , -2134.29    , array([ 0.035647   ,  0.0169294  ,  6.12806e-07,  0.000218196])
12712   , -2134.29    , array([ 0.0356826  ,  0.0169294  ,  6.12806e-07,  0.000218196])
12713   , -2134.46    , array([ 0.035647   ,  0.0169463  ,  6.12806e-07,  0.000218196])
12714   , -2134.29    , array([ 0.035647   ,  0.0169294  ,  6.13419e-07,  0.000218196])
12715   , -2134.13    , array([ 0.035647   ,  0.0169294  ,  6.12806e-07,  0.000218414])
12722   , -2134.29    , array([ 0.035647   ,  0.0169289  ,  6.12806e-07,  0.000218193])
12723   , -2134.29    , array([ 0.035647   ,  0.0169289  ,  6.12806e-07,  0.000218193])
12724   , -2134.29    , array([ 0.0356826  ,  0.0169289  ,  6.12806e-07,  0.000218193])
12725   , -2134.46    , array([ 0.035647   ,  0.0169458  ,  6.12806e-07,  0.000218193])
12726   , -2134.29    , array([ 0.035647   ,  0.0169289  ,  6.13419e-07,  0.000218193])
