200564  , -78891.5    , array([ 1.07875    ,  0.0253038  ,  1.769e-23  ,  0.0470023  ,  4.2017e-06 ])
200565  , -78891.5    , array([ 1.07983    ,  0.0253038  ,  1.769e-23  ,  0.0470023  ,  4.2017e-06 ])
200566  , -78891.7    , array([ 1.07875    ,  0.0253291  ,  1.769e-23  ,  0.0470023  ,  4.2017e-06 ])
200567  , -78891.5    , array([ 1.07875    ,  0.0253038  ,  1.77077e-23,  0.0470023  ,  4.2017e-06 ])
200568  , -78891.5    , array([ 1.07875    ,  0.0253038  ,  1.769e-23  ,  0.0470494  ,  4.2017e-06 ])
200569  , -78891.3    , array([ 1.07875    ,  0.0253038  ,  1.769e-23  ,  0.0470023  ,  4.20591e-06])
200570  , -78891.5    , array([ 1.07875    ,  0.0253038  ,  1.769e-23  ,  0.0470023  ,  4.2017e-06 ])
200571  , -78274.8    , array([ 1.06665    ,  0.0124656  ,  1.769e-23  ,  0.0470023  ,  8.63413e-06])
200572  , -78274.8    , array([ 1.06665    ,  0.0124656  ,  1.769e-23  ,  0.0470023  ,  8.63413e-06])
200573  , -78274.8    , array([ 1.06771    ,  0.0124656  ,  1.769e-23  ,  0.0470023  ,  8.63413e-06])
200574  , -78275.6    , array([ 1.06665    ,  0.0124781  ,  1.769e-23  ,  0.0470023  ,  8.63413e-06])
200575  , -78274.8    , array([ 1.06665    ,  0.0124656  ,  1.77077e-23,  0.0470023  ,  8.63413e-06])
200576  , -78274.8    , array([ 1.06665    ,  0.0124656  ,  1.769e-23  ,  0.0470493  ,  8.63413e-06])
200577  , -78274      , array([ 1.06665    ,  0.0124656  ,  1.769e-23  ,  0.0470023  ,  8.64277e-06])
200585  , -78274.7    , array([ 1.06665    ,  0.0124653  ,  1.769e-23  ,  0.0470023  ,  8.63433e-06])
200586  , -78274.7    , array([ 1.06665    ,  0.0124653  ,  1.769e-23  ,  0.0470023  ,  8.63433e-06])
200587  , -78274.7    , array([ 1.06771    ,  0.0124653  ,  1.769e-23  ,  0.0470023  ,  8.63433e-06])
200588  , -78275.5    , array([ 1.06665    ,  0.0124778  ,  1.769e-23  ,  0.0470023  ,  8.63433e-06])
